ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
SEMA3C	NRP2	other	cellphonedb_v5_interactors	15569	48012	0.10764967650175095	0.0047162603586912155	0.17663305286145545	0.0030409064400566525	0.05618296843022108	0.0005077039019111412	False
PTN	PTPRZ1	other	cellphonedb_v5_interactors	15569	48012	0.11132998764514923	0.00083952333079651	0.08998651165778149	0.00045821877863867365	0.05608475548797287	9.346412204538999e-05	False
PTN	ALK	other	cellphonedb_v5_interactors	15569	48012	0.11132998764514923	0.00011555725359357893	0.08998651165778149	8.331250520703157e-05	0.055722772449371405	1.286498761488052e-05	False
COL5A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.017969777807593346	0.09254064410924911	0.0320508703192241	0.05715237857202366	0.05525521095842123	0.0016629348128147786	False
LTA	TNFRSF1A	other	cellphonedb_v5_interactors	15569	48012	0.0009164611110463738	0.10938268899917603	0.00173421542809429	0.07300258268766142	0.0551495750551112	0.00010024498068942483	False
COL3A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.017311492934823036	0.09254064410924911	0.022223649560023123	0.05715237857202366	0.054926068522036076	0.001602016706681239	False
CCL5	CCR5	T_recruit	cellphonedb_v5_interactors	15569	48012	0.034148260951042175	0.075282983481884	0.05112724002826129	0.048300424893776554	0.05471562221646309	0.0025707829651123726	False
COL13A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.016528060659766197	0.09254064410924911	0.02504977840580641	0.05715237857202366	0.054534352384507656	0.0015295173793315048	False
GGT1+GGT5	CYSLTR1	other	cellphonedb_v5_interactors	15569	48012	0.02482980489730835	0.08422929048538208	0.040400796454492904	0.05781887861367992	0.054529547691345215	0.0020913968493907475	False
NT5E+SLC29A1	ADORA3	other	cellphonedb_v5_interactors	15569	48012	0.10759477317333221	0.00126166723202914	0.1844691373884	0.0008331250520703157	0.05442822020268068	0.00013574879965040122	False
COL1A2	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.016041887924075127	0.09254064410924911	0.02607746162245488	0.05715237857202366	0.05429126601666212	0.0014845266412222974	False
NT5E+SLC29A1	ADORA2B	other	cellphonedb_v5_interactors	15569	48012	0.10759477317333221	0.0009867510525509715	0.1844691373884	0.0006665000416562525	0.05429076211294159	0.0001061692556777686	False
TGFB2	TGFBR3	other	cellphonedb_v5_interactors	15569	48012	0.0429149866104126	0.06561490893363953	0.0720020553664333	0.04296842456052653	0.05426494777202606	0.002815862938330582	False
TNFSF9	TNFRSF9	other	cellphonedb_v5_interactors	15569	48012	0.022722864523530006	0.08579540252685547	0.04579613334189736	0.04902940931433808	0.05425913352519274	0.0019495173083594608	False
NT5E+SLC29A1	ADORA1	other	cellphonedb_v5_interactors	15569	48012	0.10759477317333221	0.0008607758209109306	0.1844691373884	0.0004998750312421895	0.05422777449712157	9.261497920400041e-05	False
NT5E+SLC29A1	ADORA2A	other	cellphonedb_v5_interactors	15569	48012	0.10759477317333221	0.0006614872836507857	0.1844691373884	0.00047904690494043157	0.0541281302284915	7.117257424144995e-05	False
COL9A3	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.015578076243400574	0.09254064410924911	0.0346843085618858	0.05715237857202366	0.054059360176324844	0.0014416052095472809	False
CCL3	CCR1	T_recruit	cellphonedb_v5_interactors	15569	48012	0.08883755654096603	0.018983516842126846	0.13732416982465154	0.013288344580521536	0.05391053669154644	0.0016864492508088247	False
COL27A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.09802810847759247	0.009142288938164711	0.14522448455263665	0.0061234691327168205	0.05358519870787859	0.000896201291763904	False
EBI3+IL27	IL27RA+IL6ST	other	cellphonedb_v5_interactors	15569	48012	0.0006101220496930182	0.1062406525015831	0.001991136232256407	0.07510622344413896	0.05342538727563806	6.481976466498956e-05	False
B2M+CD1B	IL6ST	MHC_I_partial	cellphonedb_v5_interactors	15569	48012	0.00015439224080182612	0.1062406525015831	0.00025692080416211705	0.07510622344413896	0.05319752237119246	1.640273240396755e-05	False
IL2	IL2RA+IL2RB+IL2RG	other	cellphonedb_v5_interactors	15569	48012	0.0005456932121887803	0.10413623601198196	0.0009634530156079388	0.05773556610847288	0.05234096461208537	5.682643713462738e-05	False
AGT	AGTR1	other	cellphonedb_v5_interactors	15569	48012	0.10461315512657166	5.496942685567774e-05	0.12107392896139765	4.1656252603515784e-05	0.052334062276713667	5.750525178871749e-06	False
AGT	AGTR2	other	cellphonedb_v5_interactors	15569	48012	0.10461315512657166	0.0	0.12107392896139765	0.0	0.05230657756328583	0.0	False
CEACAM1	CD209	other	cellphonedb_v5_interactors	15569	48012	0.10384304821491241	0.0006397271645255387	0.17599075085105018	0.00045821877863867365	0.05224138768971898	6.643121879021472e-05	False
CEACAM1	CEACAM8	other	cellphonedb_v5_interactors	15569	48012	0.10384304821491241	0.0005029082531109452	0.17599075085105018	0.0003124218945263684	0.05217297823401168	5.222352597547726e-05	False
COL28A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.011585226282477379	0.09254064410924911	0.023957864988117413	0.05715237857202366	0.05206293519586325	0.0010721043023318583	False
CEACAM1	SELE	other	cellphonedb_v5_interactors	15569	48012	0.10384304821491241	0.00011134699889225885	0.17599075085105018	6.248437890527369e-05	0.05197719760690234	1.1562611774554635e-05	False
IL6	IL6R+IL6ST	other	cellphonedb_v5_interactors	15569	48012	0.041886039078235626	0.06138508394360542	0.06031215877705697	0.04542614346413397	0.051635561510920525	0.002571178024882631	False
COL4A5	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.009298091754317284	0.09254064410924911	0.016764082471578137	0.05715237857202366	0.0509193679317832	0.0008604513999314195	False
COL27A1	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.09802810847759247	0.0035005388781428337	0.14522448455263665	0.002520203282512705	0.05076432367786765	0.00034315120487661555	False
EFNA3	EPHA4	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	0.025900842621922493	0.12383582760614041	0.017370657335666083	0.050712005235254765	0.0019561136847552896	False
COL5A2	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.008758464828133583	0.09254064410924911	0.01901213950799666	0.05715237857202366	0.05064955446869135	0.0008105139766036856	False
SEMA7A	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.007785119581967592	0.09254064410924911	0.01637870126533496	0.05715237857202366	0.050162881845608354	0.0007204399805828092	False
EFNA3	EPHA1	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	0.024728111922740936	0.12383582760614041	0.01651670415729401	0.050125639885663986	0.00186754534731981	False
COL12A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.00715266540646553	0.09254064410924911	0.014965636842443317	0.05715237857202366	0.04984665475785732	0.0006619122638122643	False
COL3A1	ADGRG1	other	cellphonedb_v5_interactors	15569	48012	0.017311492934823036	0.08158814907073975	0.022223649560023123	0.04880029992501875	0.04944982100278139	0.0014124126662033998	False
COL4A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.006241299211978912	0.09254064410924911	0.01303873081122744	0.05715237857202366	0.049390971660614014	0.0005775738491550775	False
COL27A1	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.09802810847759247	0.0007511376752518117	0.14522448455263665	0.0005207031575439474	0.04938962307642214	7.363260551119123e-05	False
PECAM1	CD38	other	cellphonedb_v5_interactors	15569	48012	0.02074440009891987	0.07803202420473099	0.03783158841287173	0.05229942514371407	0.04938821215182543	0.001618727530631539	False
IL21	IL21R+IL2RG	other	cellphonedb_v5_interactors	15569	48012	4.363716288935393e-05	0.0986621230840683	6.423020104052926e-05	0.06692076980754812	0.049352880123478826	4.305335136028975e-06	False
COL8A2	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.004606818314641714	0.09254064410924911	0.01046952276960627	0.05715237857202366	0.048573731211945415	0.0004263179341312297	False
COL11A2	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0034595259930938482	0.09254064410924911	0.006487250305093455	0.05715237857202366	0.04800008505117148	0.0003201467637135944	False
COL26A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0030559422448277473	0.09254064410924911	0.005652257691566575	0.05715237857202366	0.04779829317703843	0.0002827988636970244	False
COL24A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0030529736541211605	0.09254064410924911	0.00693686171237716	0.05715237857202366	0.04779680888168514	0.0002825241484009401	False
JAG2	NOTCH2	other	cellphonedb_v5_interactors	15569	48012	0.053119294345378876	0.04244449362158775	0.09480377673582119	0.03026326751645422	0.047781893983483315	0.002254621550025676	False
COL14A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0029060051310807467	0.09254064410924911	0.005780718093647633	0.05715237857202366	0.04772332462016493	0.0002689235866149952	False
COL6A3	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0020788225810974836	0.09254064410924911	0.004110732866593873	0.05715237857202366	0.0473097333451733	0.0001923755806436129	False
TF	TFRC	other	cellphonedb_v5_interactors	15569	48012	0.01529829204082489	0.07864794880151749	0.018819448904875073	0.05384070649004415	0.04697312042117119	0.0012031792891774584	False
CXCL12	DPP4	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.021227164193987846	0.07243749499320984	0.027040914638062817	0.050466550029159375	0.04683232959359884	0.0015376426000220378	False
COL9A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0010612631449475884	0.09254064410924911	0.0020553664332969364	0.05715237857202366	0.04680095362709835	9.820997500285724e-05	False
COL15A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0006520711467601359	0.09254064410924911	0.0014130644228916437	0.05715237857202366	0.046596357628004625	6.0343083926239684e-05	False
COL4A6	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0005732150748372078	0.09254064410924911	0.0007707624124863511	0.05715237857202366	0.04655692959204316	5.3045692238566644e-05	False
COL6A5	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0005479114479385316	0.09254064410924911	0.0010276832166484682	0.05715237857202366	0.04654427777859382	5.070407830706303e-05	False
COL20A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0004682167782448232	0.09254064410924911	0.0007065322114458218	0.05715237857202366	0.04650443044374697	4.33290822415334e-05	False
COL10A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.00046259042574092746	0.09254064410924911	0.0008349926135268803	0.05715237857202366	0.04650161726749502	4.28084159568372e-05	False
LTC4S	CYSLTR2	other	cellphonedb_v5_interactors	15569	48012	0.08855237066745758	0.004292658530175686	0.15999743079195838	0.0031867033241689577	0.04642251459881663	0.000380125089312941	False
COL5A3	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.00021860237757209688	0.09254064410924911	0.00038538120624317555	0.05715237857202366	0.046379623243410606	2.022960482433512e-05	False
COL19A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.0001921315270010382	0.09254064410924911	0.0005138416083242341	0.05715237857202366	0.04636638781812508	1.7779975262369662e-05	False
COL6A6	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.00010255124652758241	0.09254064410924911	0.00019269060312158777	0.05715237857202366	0.04632159767788835	9.490158407868873e-06	False
COL11A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	7.246345194289461e-05	0.09254064410924911	0.00025692080416211705	0.05715237857202366	0.046306553780596005	6.705814517175086e-06	False
HSD17B6	NR1H4	other	cellphonedb_v5_interactors	15569	48012	0.09177400916814804	0.0	0.11625666388335795	0.0	0.04588700458407402	0.0	False
JAG1	NOTCH2	other	cellphonedb_v5_interactors	15569	48012	0.049148932099342346	0.04244449362158775	0.0913353458796326	0.03026326751645422	0.04579671286046505	0.002086101534998386	False
LIF	IL6ST+LIFR	other	cellphonedb_v5_interactors	15569	48012	0.08955306559801102	0.001845464576035738	0.13475496178303037	0.0011247188202949262	0.04569926508702338	0.00016526701023653403	False
CHL1	L1CAM	other	cellphonedb_v5_interactors	15569	48012	0.08853383362293243	0.00229133409447968	0.1444537221401503	0.0014996250937265683	0.04541258385870606	0.00020286059149521654	False
CCL2	CCR2	other	cellphonedb_v5_interactors	15569	48012	0.07500637322664261	0.015463719144463539	0.08805960562656562	0.010205781887861368	0.045235046185553074	0.0011598774896216107	False
JAG2	NOTCH1	other	cellphonedb_v5_interactors	15569	48012	0.053119294345378876	0.03691518306732178	0.09480377673582119	0.02622261101391319	0.04501723870635033	0.0019609084751666117	False
CCL3	CCR3	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.08883755654096603	0.001171387848444283	0.13732416982465154	0.0008122969257685578	0.04500447219470516	0.00010406323421756954	False
CHL1	CHL1	other	cellphonedb_v5_interactors	15569	48012	0.08853383362293243	0.0011963899014517665	0.1444537221401503	0.0007498125468632841	0.0448651117621921	0.00010592098448328723	False
CCL3	ACKR2	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.08883755654096603	0.00045623412006534636	0.13732416982465154	0.0003332500208281263	0.04464689533051569	4.0530724437223093e-05	False
IFNE	IFNAR1+IFNAR2	IFN_partial	cellphonedb_v5_interactors	15569	48012	0.000912521209102124	0.08798837661743164	0.0018626758301753484	0.0627759726734983	0.04445044891326688	8.029125981787177e-05	False
IFNA5	IFNAR1+IFNAR2	IFN_partial	cellphonedb_v5_interactors	15569	48012	2.525146737752948e-05	0.08798837661743164	6.423020104052926e-05	0.0627759726734983	0.044006814042404585	2.2218356217568527e-06	False
IFNA1	IFNAR1+IFNAR2	IFN	cellphonedb_v5_interactors	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
IFNB1	IFNAR1	IFN	curated_overlay	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
IFNB1	IFNAR1+IFNAR2	IFN	cellphonedb_v5_interactors	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
IFNA6	IFNAR1+IFNAR2	IFN_partial	cellphonedb_v5_interactors	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
IFNK	IFNAR1+IFNAR2	IFN_partial	cellphonedb_v5_interactors	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
IFNW1	IFNAR1+IFNAR2	IFN_partial	cellphonedb_v5_interactors	15569	48012	0.0	0.08798837661743164	0.0	0.0627759726734983	0.04399418830871582	0.0	False
DAGLB	GPR55	other	cellphonedb_v5_interactors	15569	48012	0.08279845863580704	0.004939437843859196	0.15177596505877064	0.0036240939765058737	0.04386894823983312	0.0004089778399989155	False
DAGLB	CNR2	other	cellphonedb_v5_interactors	15569	48012	0.08279845863580704	0.004005374386906624	0.15177596505877064	0.002811797050737316	0.04340191651135683	0.00033163882549520907	False
CCL4	ACKR2	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.08574666827917099	0.00045623412006534636	0.14085683088188067	0.0003332500208281263	0.04310145119961817	3.9120555750882724e-05	False
JAG1	NOTCH1	other	cellphonedb_v5_interactors	15569	48012	0.049148932099342346	0.03691518306732178	0.0913353458796326	0.02622261101391319	0.04303205758333206	0.0018143418260105904	False
PDGFC	PDGFRA	other	cellphonedb_v5_interactors	15569	48012	0.08541055023670197	0.00044056857586838305	0.15383133149206757	0.0003332500208281263	0.042925559406285174	3.762920448191877e-05	False
PNMT	ADRB2	other	cellphonedb_v5_interactors	15569	48012	0.012714658863842487	0.0730058029294014	0.028004367653670755	0.044842955927684745	0.04286023089662194	0.0009282438793282513	False
DPEP2	CYSLTR1	other	cellphonedb_v5_interactors	15569	48012	0.0010676749516278505	0.08422929048538208	0.002440747639540112	0.05781887861367992	0.042648482718504965	8.992950364462848e-05	False
RARRES2	CCRL2	other	cellphonedb_v5_interactors	15569	48012	0.06373479217290878	0.02149047888815403	0.09403301432333483	0.014475547779721737	0.042612635530531406	0.001369691205632781	False
DPEP1	CYSLTR1	other	cellphonedb_v5_interactors	15569	48012	0.0006048110662959516	0.08422929048538208	0.001220373819770056	0.05781887861367992	0.042417050775839016	5.094280699181539e-05	False
IL1RN	IL1R1+IL1RAP	other	cellphonedb_v5_interactors	15569	48012	0.07402025163173676	0.010648533701896667	0.1055944505106301	0.007539781721236358	0.04233439266681671	0.0007882071441234206	False
IL1RN	IL1R2+IL1RAP	other	cellphonedb_v5_interactors	15569	48012	0.07402025163173676	0.010648533701896667	0.1055944505106301	0.007539781721236358	0.04233439266681671	0.0007882071441234206	False
ALOX12	CYSLTR1	other	cellphonedb_v5_interactors	15569	48012	8.252729458035901e-05	0.08422929048538208	0.00019269060312158777	0.05781887861367992	0.04215590888998122	6.951215468181757e-06	False
DPEP3	CYSLTR1	other	cellphonedb_v5_interactors	15569	48012	3.212976662325673e-05	0.08422929048538208	6.423020104052926e-05	0.05781887861367992	0.04213071012600267	2.7062674461378246e-06	False
PTGES	PTGER1	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.0014455317286774516	0.13436958057678722	0.0010830625676914105	0.04211975628277287	0.00011968132624320602	False
PTGES	PTGER3	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.0007050730637274683	0.13436958057678722	0.0004998750312421895	0.04174952695029788	5.837580572684402e-05	False
DAGLB	CNR1	other	cellphonedb_v5_interactors	15569	48012	0.08279845863580704	0.00021822027338203043	0.15177596505877064	0.00014579688411230527	0.041508339454594534	1.806830227911655e-05	False
GAST	ADGRG1	other	cellphonedb_v5_interactors	15569	48012	0.0005384137039072812	0.08158814907073975	0.0010276832166484682	0.04880029992501875	0.041063281387323514	4.3928177536116386e-05	False
EFNB1	EPHB6	other	cellphonedb_v5_interactors	15569	48012	0.03981177881360054	0.042132336646318436	0.07206628556747383	0.029326001832875113	0.04097205772995949	0.001677363267463386	False
PTPRS	NTRK3	other	cellphonedb_v5_interactors	15569	48012	0.0805976465344429	0.0007847466040402651	0.12871732288522064	0.0005831875364492211	0.04069119656924158	6.324872941154171e-05	False
BMP4	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0701407641172409	0.010384726338088512	0.1075855867428865	0.007623094226443389	0.04026274522766471	0.0007283926405019653	False
BMP4	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0701407641172409	0.010384726338088512	0.1075855867428865	0.007623094226443389	0.04026274522766471	0.0007283926405019653	False
BMP4	BMPR1A+BMPR2	other	cellphonedb_v5_interactors	15569	48012	0.0701407641172409	0.010384726338088512	0.1075855867428865	0.007623094226443389	0.04026274522766471	0.0007283926405019653	False
NT5E+SLC29A4	ADORA3	other	cellphonedb_v5_interactors	15569	48012	0.07871781289577484	0.00126166723202914	0.12454235981758623	0.0008331250520703157	0.03998974006390199	9.931568510759999e-05	False
NT5E+SLC29A4	ADORA2B	other	cellphonedb_v5_interactors	15569	48012	0.07871781289577484	0.0009867510525509715	0.12454235981758623	0.0006665000416562525	0.039852281974162906	7.767488472941626e-05	False
NT5E+SLC29A4	ADORA1	other	cellphonedb_v5_interactors	15569	48012	0.07871781289577484	0.0008607758209109306	0.12454235981758623	0.0004998750312421895	0.039789294358342886	6.775839001567363e-05	False
HSD17B1	ESR2	other	cellphonedb_v5_interactors	15569	48012	0.0553986020386219	0.024155613034963608	0.10938403237202132	0.01699575106223444	0.039777107536792755	0.0013381871935228967	False
NT5E+SLC29A4	ADORA2A	other	cellphonedb_v5_interactors	15569	48012	0.07871781289577484	0.0006614872836507857	0.12454235981758623	0.00047904690494043157	0.039689650089712813	5.207083222735689e-05	False
ALDH1A2	CRABP2+RARA	other	cellphonedb_v5_interactors	15569	48012	0.0526883527636528	0.02662154845893383	0.07604855803198664	0.015662750978921936	0.039654950611293316	0.0014026455363189833	False
ALDH1A2	CRABP2+RARA+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.0526883527636528	0.02662154845893383	0.07604855803198664	0.015662750978921936	0.039654950611293316	0.0014026455363189833	False
ALDH1A2	CRABP2+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.0526883527636528	0.02662154845893383	0.07604855803198664	0.015662750978921936	0.039654950611293316	0.0014026455363189833	False
ALDH1A2	CRABP2+RXRB	other	cellphonedb_v5_interactors	15569	48012	0.0526883527636528	0.02662154845893383	0.07604855803198664	0.015662750978921936	0.039654950611293316	0.0014026455363189833	False
CXCL10	DPP4	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.0068433466367423534	0.07243749499320984	0.012524889202903206	0.050466550029159375	0.039640420814976096	0.0004957148877358236	False
TGFB2	TGFBR1+TGFBR2	other	cellphonedb_v5_interactors	15569	48012	0.0429149866104126	0.0361485593020916	0.0720020553664333	0.024785470299091894	0.0395317729562521	0.0015513149384349667	False
EFNA3	EPHA2	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	0.003113865852355957	0.12383582760614041	0.0019161876197617263	0.0393185168504715	0.00023516901342546248	False
IL15	IL15RA+IL2RB	other	cellphonedb_v5_interactors	15569	48012	0.04776258394122124	0.030685296282172203	0.09204187809107843	0.021786220111638756	0.03922394011169672	0.0014656090394384938	False
IGFL2	IGFLR1	other	cellphonedb_v5_interactors	15569	48012	0.035197559744119644	0.04322177544236183	0.04534652193461366	0.030638173789885863	0.03920966759324074	0.0015213010233794538	False
ALDH1A3	CRABP2+RARA	other	cellphonedb_v5_interactors	15569	48012	0.051749929785728455	0.02662154845893383	0.08985805125570043	0.015662750978921936	0.03918573912233114	0.0013776632635371933	False
ALDH1A3	CRABP2+RARA+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.051749929785728455	0.02662154845893383	0.08985805125570043	0.015662750978921936	0.03918573912233114	0.0013776632635371933	False
ALDH1A3	CRABP2+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.051749929785728455	0.02662154845893383	0.08985805125570043	0.015662750978921936	0.03918573912233114	0.0013776632635371933	False
ALDH1A3	CRABP2+RXRB	other	cellphonedb_v5_interactors	15569	48012	0.051749929785728455	0.02662154845893383	0.08985805125570043	0.015662750978921936	0.03918573912233114	0.0013776632635371933	False
CCL22	DPP4	other	cellphonedb_v5_interactors	15569	48012	0.005581157747656107	0.07243749499320984	0.012011047594578972	0.050466550029159375	0.03900932637043297	0.00040428508640215355	False
ALDH1A1	CRABP2+RARA	other	cellphonedb_v5_interactors	15569	48012	0.050670720636844635	0.02662154845893383	0.06590018626758301	0.015662750978921936	0.03864613454788923	0.001348933044882858	False
ALDH1A1	CRABP2+RARA+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.050670720636844635	0.02662154845893383	0.06590018626758301	0.015662750978921936	0.03864613454788923	0.001348933044882858	False
ALDH1A1	CRABP2+RXRA	other	cellphonedb_v5_interactors	15569	48012	0.050670720636844635	0.02662154845893383	0.06590018626758301	0.015662750978921936	0.03864613454788923	0.001348933044882858	False
ALDH1A1	CRABP2+RXRB	other	cellphonedb_v5_interactors	15569	48012	0.050670720636844635	0.02662154845893383	0.06590018626758301	0.015662750978921936	0.03864613454788923	0.001348933044882858	False
CCL2	ACKR1	other	cellphonedb_v5_interactors	15569	48012	0.07500637322664261	0.0018922608578577638	0.08805960562656562	0.0012080313255019579	0.038449317042250186	0.00014193162414664635	False
CCL8	CCR5	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.0014584155287593603	0.075282983481884	0.003211510052026463	0.048300424893776554	0.03837069950532168	0.00010979387216131405	False
NTS	SORT1	other	cellphonedb_v5_interactors	15569	48012	0.07261466234922409	0.004001073073595762	0.040529256856573964	0.002811797050737316	0.038307867711409926	0.0002905365702737285	False
CCL7	CCR5	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.001322529511526227	0.075282983481884	0.0034042006551480504	0.048300424893776554	0.038302756496705115	9.956396737053307e-05	False
MICA	HCST+KLRK1	MHC_I_partial	cellphonedb_v5_interactors	15569	48012	0.06883079558610916	0.007483921945095062	0.1282034812768964	0.004873781554611347	0.03815735876560211	0.0005151243015852347	False
EFNA3	EPHA3	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	0.0004173970955889672	0.12383582760614041	0.0003124218945263684	0.037970282472088	3.15231509096783e-05	False
PTGDS	PTGDR	other	cellphonedb_v5_interactors	15569	48012	0.014377700164914131	0.06145277991890907	0.02588477101933329	0.03869865866866617	0.0379152400419116	0.0008835496439745308	False
EFNA3	EPHA7	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	0.000208517158171162	0.12383582760614041	0.00014579688411230527	0.0378658425033791	1.574787633587104e-05	False
EFNA3	EPHA8	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	8.590502693550661e-05	0.12383582760614041	6.248437890527369e-05	0.03780453643776127	6.487819768287656e-06	False
EFNA3	EPHA5	other	cellphonedb_v5_interactors	15569	48012	0.07552316784858704	5.2554929425241426e-05	0.12383582760614041	4.1656252603515784e-05	0.03778786138900614	3.969114756253154e-06	False
CXCL9	DPP4	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.0031311125494539738	0.07243749499320984	0.00610186909885028	0.050466550029159375	0.037784303771331906	0.00022680994962424872	False
CCL2	ACKR2	other	cellphonedb_v5_interactors	15569	48012	0.07500637322664261	0.00045623412006534636	0.08805960562656562	0.0003332500208281263	0.03773130367335398	3.4220466688350245e-05	False
CXCL11	DPP4	T_recruit_partial	cellphonedb_v5_interactors	15569	48012	0.0017471187748014927	0.07243749499320984	0.0025692080416211704	0.050466550029159375	0.037092306884005666	0.00012655690750222603	False
PNMT+SLC18A2	ADRB2	other	cellphonedb_v5_interactors	15569	48012	0.0010802812175825238	0.0730058029294014	0.0013488342218511144	0.044842955927684745	0.03704304207349196	7.886679767916353e-05	False
SEMA4D	CD72	other	cellphonedb_v5_interactors	15569	48012	0.05859959125518799	0.015392604283988476	0.10944826257306185	0.01087228192951762	0.03699609776958823	0.0009020003193945803	False
NTS	NTSR1	other	cellphonedb_v5_interactors	15569	48012	0.07261466234922409	0.0009933385299518704	0.040529256856573964	0.0007289844205615263	0.03680400043958798	7.213094195092969e-05	False
DBH+SLC18A2	ADRB2	other	cellphonedb_v5_interactors	15569	48012	6.811081402702257e-05	0.0730058029294014	0.00019269060312158777	0.044842955927684745	0.03653695687171421	4.972484666217918e-06	False
DBH+SLC6A2	ADRB2	other	cellphonedb_v5_interactors	15569	48012	6.811081402702257e-05	0.0730058029294014	0.00019269060312158777	0.044842955927684745	0.03653695687171421	4.972484666217918e-06	False
DBH+SLC18A1	ADRB2	other	cellphonedb_v5_interactors	15569	48012	0.0	0.0730058029294014	0.0	0.044842955927684745	0.0365029014647007	0.0	False
PNMT+SLC18A1	ADRB2	other	cellphonedb_v5_interactors	15569	48012	0.0	0.0730058029294014	0.0	0.044842955927684745	0.0365029014647007	0.0	False
NTS	NTSR2	other	cellphonedb_v5_interactors	15569	48012	0.07261466234922409	0.0	0.040529256856573964	0.0	0.036307331174612045	0.0	False
CCL11	DPP4	other	cellphonedb_v5_interactors	15569	48012	0.00014644958719145507	0.07243749499320984	0.0003211510052026463	0.050466550029159375	0.03629197229020065	1.0608441238938674e-05	False
ALDH1A2	CRABP2+RARG	other	cellphonedb_v5_interactors	15569	48012	0.0526883527636528	0.019384264945983887	0.07604855803198664	0.0134549695909356	0.036036308854818344	0.0010213249895381082	False
