ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
CCL20,CCL20,0.32309535,0.2395,CXCR3,CXCR3,0.34852642,0.21,Malig_CLDN4low,T,0.3358109,0.0
TGFB1,TGFB1,0.5892523,0.3465,ACVR1,ACVR1_TGFBR2,0.082184255,0.1475,NK,Malig_CLDN4low,0.33571827,0.0
BAG6,BAG6,0.2636374,0.383,NCR3,NCR3,0.40267658,0.238,Malig_CLDN4high,NK,0.333157,0.0
AREG,AREG,0.19891372,0.113,EGFR,EGFR,0.46422285,0.4755,T,Malig_CLDN4high,0.3315683,1.0
COL1A1,COL1A1,0.49050468,0.4015,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.33126432,0.0
SPP1,SPP1,0.29222435,0.1545,PTGER4,PTGER4,0.36823004,0.2075,NK,NK,0.3302272,0.0
VEGFA,VEGFA,0.5047712,0.4815,NRP2,NRP2,0.15271395,0.1955,Malig_CLDN4low,Malig_CLDN4low,0.32874256,0.0
SEMA4D,SEMA4D,0.22860403,0.146,PLXNB2,PLXNB2,0.42331335,0.498,NK,Malig_CLDN4high,0.3259587,0.0
COL1A1,COL1A1,0.49050468,0.4015,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4high,Malig_CLDN4high,0.32532486,0.0
EREG,EREG,0.28408688,0.2635,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4high,Malig_CLDN4low,0.3235753,0.0
SELL,SELL,0.2777201,0.149,SELPLG,SELPLG,0.36760125,0.2195,NK,NK,0.32266068,0.0
SPP1,SPP1,0.23536958,0.236,CD44,CD44,0.40735444,0.412,Malig_CLDN4low,Malig_CLDN4high,0.32136202,1.0
HBEGF,HBEGF,0.15550652,0.204,CD44,CD44,0.48647413,0.4335,Malig_CLDN4low,Malig_CLDN4low,0.32099032,1.0
DSC2,DSC2,0.13526529,0.2065,DSG2,DSG2,0.50459284,0.5215,Malig_CLDN4low,Malig_CLDN4high,0.31992906,0.0
TGFB1,TGFB1,0.5892523,0.3465,TGFBR1,TGFBR1_TGFBR2,0.050485626,0.106,NK,Malig_CLDN4high,0.31986895,0.0
LGALS9,LGALS9,0.2046932,0.281,MET,MET,0.43445304,0.428,Malig_CLDN4high,Malig_CLDN4low,0.3195731,0.0
VEGFA,VEGFA,0.5712464,0.5495,EPHB2,EPHB2,0.06639796,0.131,Malig_CLDN4high,Malig_CLDN4high,0.31882218,0.0
HBEGF,HBEGF,0.15009736,0.2115,CD44,CD44,0.48647413,0.4335,Malig_CLDN4high,Malig_CLDN4low,0.31828573,1.0
SPP1,SPP1,0.14954369,0.1785,CD44,CD44,0.48647413,0.4335,Malig_CLDN4high,Malig_CLDN4low,0.3180089,1.0
SPP1,SPP1,0.29222435,0.1545,PTGER4,PTGER4,0.34140322,0.2075,NK,T,0.31681377,0.0
VEGFA,VEGFA,0.5712464,0.5495,EPHB2,EPHB2,0.05790152,0.1175,Malig_CLDN4high,Malig_CLDN4low,0.31457394,0.0
LGALS9,LGALS9,0.19201958,0.268,MET,MET,0.43445304,0.428,Malig_CLDN4low,Malig_CLDN4low,0.3132363,0.0
COL1A1,COL1A1,0.49050468,0.4015,ITGA1,ITGA1_ITGB1,0.13302208,0.18,Malig_CLDN4high,Malig_CLDN4low,0.31176338,0.0
LTB,LTB,0.29832324,0.164,LTBR,LTBR,0.32241204,0.4125,NK,Malig_CLDN4low,0.31036764,1.0
EREG,EREG,0.25445563,0.217,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4low,Malig_CLDN4low,0.30875966,0.0
LGALS9,LGALS9,0.2046932,0.281,CD44,CD44,0.40735444,0.412,Malig_CLDN4high,Malig_CLDN4high,0.30602384,1.0
EFNA1,EFNA1,0.52459043,0.5235,EPHA4,EPHA4,0.08260828,0.124,Malig_CLDN4low,Malig_CLDN4low,0.30359936,0.0
TGFB1,TGFB1,0.14110251,0.244,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4high,Malig_CLDN4high,0.30266267,0.0
SEMA4D,SEMA4D,0.18135394,0.124,PLXNB2,PLXNB2,0.42331335,0.498,T,Malig_CLDN4high,0.30233365,0.0
SPP1,SPP1,0.23536958,0.236,PTGER4,PTGER4,0.36823004,0.2075,Malig_CLDN4low,NK,0.3017998,0.0
LGALS9,LGALS9,0.19201958,0.268,CD44,CD44,0.40735444,0.412,Malig_CLDN4low,Malig_CLDN4high,0.29968703,1.0
FGFR2,FGFR2,0.11257182,0.1415,CD44,CD44,0.48647413,0.4335,Malig_CLDN4high,Malig_CLDN4low,0.29952297,1.0
EFNA1,EFNA1,0.52459043,0.5235,EPHA4,EPHA4,0.07345253,0.12,Malig_CLDN4low,Malig_CLDN4high,0.29902148,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,F11R,F11R,0.42509437,0.509,T,Malig_CLDN4low,0.29716834,0.0
FASLG,FASLG,0.20772626,0.1285,TNFRSF1A,TNFRSF1A,0.3863164,0.4665,NK,Malig_CLDN4low,0.29702133,0.0
COL1A1,COL1A1,0.49050468,0.4015,ITGA1,ITGA1_ITGB1,0.096230395,0.1445,Malig_CLDN4high,Malig_CLDN4high,0.29336753,0.0
TGFB1,TGFB1,0.117062,0.1925,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4low,Malig_CLDN4high,0.29064244,0.0
EFNA1,EFNA1,0.52459043,0.5235,EPHA1,EPHA1,0.054679107,0.106,Malig_CLDN4low,Malig_CLDN4high,0.28963476,0.0
SEMA4D,SEMA4D,0.22860403,0.146,PLXNB2,PLXNB2,0.35025218,0.438,NK,Malig_CLDN4low,0.2894281,0.0
TNF,TNF,0.20856972,0.1085,ICOS,ICOS,0.36873156,0.222,NK,T,0.28865063,0.0
SPP1,SPP1,0.23536958,0.236,PTGER4,PTGER4,0.34140322,0.2075,Malig_CLDN4low,T,0.2883864,0.0
TGFB1,TGFB1,0.32527232,0.207,ITGAV,ITGAV_ITGB6,0.246214,0.345,T,Malig_CLDN4low,0.28574318,0.0
VEGFA,VEGFA,0.5047712,0.4815,EPHB2,EPHB2,0.06639796,0.131,Malig_CLDN4low,Malig_CLDN4high,0.28558457,0.0
TNFSF10,TNFSF10,0.3252901,0.344,TNFRSF10B,TNFRSF10B,0.24490654,0.3365,Malig_CLDN4high,Malig_CLDN4high,0.2850983,0.0
CCL20,CCL20,0.38165846,0.2945,CXCR3,CXCR3,0.18537112,0.117,Malig_CLDN4high,NK,0.2835148,0.0
HBEGF,HBEGF,0.15550652,0.204,CD44,CD44,0.40735444,0.412,Malig_CLDN4low,Malig_CLDN4high,0.28143048,1.0
VEGFA,VEGFA,0.5047712,0.4815,EPHB2,EPHB2,0.05790152,0.1175,Malig_CLDN4low,Malig_CLDN4low,0.28133634,0.0
AREG,AREG,0.19891372,0.113,EGFR,EGFR,0.3630637,0.408,T,Malig_CLDN4low,0.2809887,1.0
PSAP,PSAP,0.49199143,0.311,GPR37,GPR37,0.06691733,0.1065,T,Malig_CLDN4high,0.27945438,1.0
HBEGF,HBEGF,0.15009736,0.2115,CD44,CD44,0.40735444,0.412,Malig_CLDN4high,Malig_CLDN4high,0.2787259,1.0
SPP1,SPP1,0.14954369,0.1785,CD44,CD44,0.40735444,0.412,Malig_CLDN4high,Malig_CLDN4high,0.27844906,1.0
BTC,BTC,0.05144267,0.104,ERBB3,ERBB3,0.5029328,0.549,Malig_CLDN4high,Malig_CLDN4high,0.27718773,0.0
TGFB1,TGFB1,0.32527232,0.207,ITGB6,ITGAV_ITGB6,0.22880468,0.31,T,Malig_CLDN4high,0.2770385,0.0
TNC,TNC,0.30662966,0.2845,ITGAV,ITGAV_ITGB6,0.246214,0.345,Malig_CLDN4low,Malig_CLDN4low,0.27642184,0.0
CXCL16,CXCL16,0.30174655,0.3985,CXCR6,CXCR6,0.25011262,0.14,Malig_CLDN4high,T,0.27592957,0.0
CX3CL1,CX3CL1,0.17850798,0.2325,CX3CR1,CX3CR1,0.37057406,0.203,Malig_CLDN4high,NK,0.27454102,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4high,Malig_CLDN4high,0.27061373,0.0
TNC,TNC,0.30662966,0.2845,ITGB6,ITGAV_ITGB6,0.22880468,0.31,Malig_CLDN4low,Malig_CLDN4high,0.26771718,0.0
SEMA4D,SEMA4D,0.18135394,0.124,PLXNB2,PLXNB2,0.35025218,0.438,T,Malig_CLDN4low,0.26580307,0.0
CXCL16,CXCL16,0.2803025,0.358,CXCR6,CXCR6,0.25011262,0.14,Malig_CLDN4low,T,0.26520756,0.0
LGALS9,LGALS9,0.2046932,0.281,HAVCR2,HAVCR2,0.32248166,0.1895,Malig_CLDN4high,NK,0.26358742,0.0
TNFSF10,TNFSF10,0.3252901,0.344,TNFRSF10B,TNFRSF10B,0.20169286,0.302,Malig_CLDN4high,Malig_CLDN4low,0.26349148,0.0
TNFSF10,TNFSF10,0.280018,0.3085,TNFRSF10B,TNFRSF10B,0.24490654,0.3365,Malig_CLDN4low,Malig_CLDN4high,0.26246226,0.0
FN1,FN1,0.27682662,0.2815,ITGAV,ITGAV_ITGB1,0.246214,0.345,Malig_CLDN4high,Malig_CLDN4low,0.26152033,0.0
FGFR2,FGFR2,0.11257182,0.1415,CD44,CD44,0.40735444,0.412,Malig_CLDN4high,Malig_CLDN4high,0.25996312,1.0
SPP1,SPP1,0.14954369,0.1785,PTGER4,PTGER4,0.36823004,0.2075,Malig_CLDN4high,NK,0.25888687,0.0
DSC2,DSC2,0.19053207,0.2725,DSG2,DSG2,0.32563275,0.3955,Malig_CLDN4high,Malig_CLDN4low,0.25808242,0.0
BTC,BTC,0.05144267,0.104,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4high,Malig_CLDN4high,0.25783277,0.0
LGALS9,LGALS9,0.19201958,0.268,HAVCR2,HAVCR2,0.32248166,0.1895,Malig_CLDN4low,NK,0.2572506,0.0
CX3CL1,CX3CL1,0.1419353,0.1955,CX3CR1,CX3CR1,0.37057406,0.203,Malig_CLDN4low,NK,0.25625467,0.0
TGFB1,TGFB1,0.32527232,0.207,TGFBR3,TGFBR3,0.1865135,0.1135,T,NK,0.2558929,0.0
CCL20,CCL20,0.32309535,0.2395,CXCR3,CXCR3,0.18537112,0.117,Malig_CLDN4low,NK,0.25423324,0.0
FN1,FN1,0.27682662,0.2815,ITGAV,ITGAV_ITGB1,0.23140071,0.338,Malig_CLDN4high,Malig_CLDN4high,0.25411367,0.0
SPP1,SPP1,0.29222435,0.1545,ITGA4,ITGA4_ITGB1,0.2154192,0.133,NK,NK,0.2538218,0.0
SELL,SELL,0.2777201,0.149,SELPLG,SELPLG,0.22696951,0.153,NK,T,0.2523448,0.0
TGFB1,TGFB1,0.14110251,0.244,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4high,Malig_CLDN4low,0.2520831,0.34
TNFSF10,TNFSF10,0.24921414,0.163,TNFRSF10B,TNFRSF10B,0.24490654,0.3365,T,Malig_CLDN4high,0.24706034,0.0
BTC,BTC,0.05144267,0.104,ERBB3,ERBB3,0.4426295,0.481,Malig_CLDN4high,Malig_CLDN4low,0.24703608,0.0
FN1,FN1,0.27682662,0.2815,ITGA4,ITGA4_ITGB1,0.2154192,0.133,Malig_CLDN4high,NK,0.24612291,0.0
FN1,FN1,0.27682662,0.2815,ITGA4,ITGA4_ITGB7,0.2154192,0.133,Malig_CLDN4high,NK,0.24612291,0.0
FN1,FN1,0.24508095,0.2475,ITGAV,ITGAV_ITGB1,0.246214,0.345,Malig_CLDN4low,Malig_CLDN4low,0.24564748,0.0
SPP1,SPP1,0.14954369,0.1785,PTGER4,PTGER4,0.34140322,0.2075,Malig_CLDN4high,T,0.24547344,0.0
SEMA4D,SEMA4D,0.06387517,0.1245,PLXNB2,PLXNB2,0.42331335,0.498,Malig_CLDN4low,Malig_CLDN4high,0.24359426,0.0
COL1A1,COL1A1,0.31236115,0.2995,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4low,Malig_CLDN4low,0.24219255,0.0
TNFSF10,TNFSF10,0.280018,0.3085,TNFRSF10B,TNFRSF10B,0.20169286,0.302,Malig_CLDN4low,Malig_CLDN4low,0.24085543,0.0
SPP1,SPP1,0.29222435,0.1545,ITGA4,ITGA4_ITGB1,0.18909946,0.124,NK,T,0.2406619,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM3,ICAM3,0.1541926,0.26,NK,Malig_CLDN4low,0.24060275,1.0
TGFB1,TGFB1,0.117062,0.1925,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4low,Malig_CLDN4low,0.24006285,0.96
FN1,FN1,0.24508095,0.2475,ITGAV,ITGAV_ITGB1,0.23140071,0.338,Malig_CLDN4low,Malig_CLDN4high,0.23824084,0.0
TNC,TNC,0.22884768,0.256,ITGAV,ITGAV_ITGB6,0.246214,0.345,Malig_CLDN4high,Malig_CLDN4low,0.23753084,0.0
SEMA4D,SEMA4D,0.051654436,0.1025,PLXNB2,PLXNB2,0.42331335,0.498,Malig_CLDN4high,Malig_CLDN4high,0.23748389,0.0
PVR,PVR,0.0770992,0.1495,CD96,CD96,0.3974838,0.245,Malig_CLDN4low,T,0.2372915,0.0
COL1A1,COL1A1,0.31236115,0.2995,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4low,Malig_CLDN4high,0.2362531,0.0
EFNA4,EFNA4,0.21595007,0.328,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4high,Malig_CLDN4high,0.23457396,0.0
HLA-F,HLA-F,0.23143525,0.311,KIR3DL2,KIR3DL2,0.23510908,0.1375,Malig_CLDN4high,NK,0.23327217,1.0
FN1,FN1,0.27682662,0.2815,ITGA4,ITGA4_ITGB1,0.18909946,0.124,Malig_CLDN4high,T,0.23296304,0.0
FN1,FN1,0.27682662,0.2815,ITGA4,ITGA4_ITGB7,0.18909946,0.124,Malig_CLDN4high,T,0.23296304,0.0
PVR,PVR,0.06563035,0.1215,CD96,CD96,0.3974838,0.245,Malig_CLDN4high,T,0.23155707,0.0
EFNA5,EFNA5,0.20859566,0.276,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4low,Malig_CLDN4high,0.23089676,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM3,ICAM3,0.13458873,0.237,NK,Malig_CLDN4high,0.23080081,1.0
DSC2,DSC2,0.13526529,0.2065,DSG2,DSG2,0.32563275,0.3955,Malig_CLDN4low,Malig_CLDN4low,0.23044902,0.0
FN1,FN1,0.24508095,0.2475,ITGA4,ITGA4_ITGB7,0.2154192,0.133,Malig_CLDN4low,NK,0.23025008,0.0
FN1,FN1,0.24508095,0.2475,ITGA4,ITGA4_ITGB1,0.2154192,0.133,Malig_CLDN4low,NK,0.23025008,0.0
TNC,TNC,0.22884768,0.256,ITGB6,ITGAV_ITGB6,0.22880468,0.31,Malig_CLDN4high,Malig_CLDN4high,0.22882618,0.0
FASLG,FASLG,0.20772626,0.1285,TNFRSF10B,TNFRSF10B,0.24490654,0.3365,NK,Malig_CLDN4high,0.22631639,0.0
TNFSF10,TNFSF10,0.24921414,0.163,TNFRSF10B,TNFRSF10B,0.20169286,0.302,T,Malig_CLDN4low,0.2254535,0.0
SPP1,SPP1,0.23536958,0.236,ITGA4,ITGA4_ITGB1,0.2154192,0.133,Malig_CLDN4low,NK,0.2253944,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4high,Malig_CLDN4low,0.22320998,0.0
COL1A1,COL1A1,0.31236115,0.2995,ITGA1,ITGA1_ITGB1,0.13302208,0.18,Malig_CLDN4low,Malig_CLDN4low,0.22269163,0.0
VEGFB,VEGFB,0.20542768,0.32,ADRB2,ADRB2,0.23933868,0.142,Malig_CLDN4low,NK,0.22238317,0.0
FASLG,FASLG,0.20772626,0.1285,TNFRSF1A,TNFRSF1A,0.23382972,0.1425,NK,NK,0.22077799,0.0
VEGFB,VEGFB,0.20155641,0.3135,ADRB2,ADRB2,0.23933868,0.142,Malig_CLDN4high,NK,0.22044754,0.0
PVR,PVR,0.0770992,0.1495,CD96,CD96,0.36218187,0.2215,Malig_CLDN4low,NK,0.21964054,0.0
FN1,FN1,0.24508095,0.2475,ITGA4,ITGA4_ITGB1,0.18909946,0.124,Malig_CLDN4low,T,0.2170902,0.0
FN1,FN1,0.24508095,0.2475,ITGA4,ITGA4_ITGB7,0.18909946,0.124,Malig_CLDN4low,T,0.2170902,0.0
LGALS9,LGALS9,0.2046932,0.281,SLC1A5,SLC1A5,0.2273727,0.3305,Malig_CLDN4high,Malig_CLDN4high,0.21603295,0.0
PVR,PVR,0.06563035,0.1215,CD96,CD96,0.36218187,0.2215,Malig_CLDN4high,NK,0.21390611,0.0
SPP1,SPP1,0.23536958,0.236,ITGA4,ITGA4_ITGB1,0.18909946,0.124,Malig_CLDN4low,T,0.21223453,0.0
TGFB1,TGFB1,0.32527232,0.207,ACVR1,ACVR1_TGFBR2,0.09816229,0.1685,T,Malig_CLDN4high,0.21171731,0.0
TNFSF10,TNFSF10,0.3252901,0.344,TNFRSF10A,TNFRSF10A,0.09580585,0.1525,Malig_CLDN4high,Malig_CLDN4high,0.21054798,0.0
LGALS9,LGALS9,0.19201958,0.268,SLC1A5,SLC1A5,0.2273727,0.3305,Malig_CLDN4low,Malig_CLDN4high,0.20969614,0.0
BTC,BTC,0.05144267,0.104,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4high,Malig_CLDN4low,0.20725319,0.0
SEMA4D,SEMA4D,0.06387517,0.1245,PLXNB2,PLXNB2,0.35025218,0.438,Malig_CLDN4low,Malig_CLDN4low,0.20706367,0.0
HLA-F,HLA-F,0.17792365,0.253,KIR3DL2,KIR3DL2,0.23510908,0.1375,Malig_CLDN4low,NK,0.20651636,1.0
FASLG,FASLG,0.20772626,0.1285,TNFRSF10B,TNFRSF10B,0.20169286,0.302,NK,Malig_CLDN4low,0.20470956,0.0
VEGFB,VEGFB,0.20542768,0.32,NRP1,NRP1,0.20366678,0.281,Malig_CLDN4low,Malig_CLDN4low,0.20454723,0.0
TNFSF10,TNFSF10,0.3252901,0.344,TNFRSF10A,TNFRSF10A,0.08357943,0.145,Malig_CLDN4high,Malig_CLDN4low,0.20443477,0.0
COL1A1,COL1A1,0.31236115,0.2995,ITGA1,ITGA1_ITGB1,0.096230395,0.1445,Malig_CLDN4low,Malig_CLDN4high,0.20429577,0.0
EFNA4,EFNA4,0.1545261,0.2585,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4low,Malig_CLDN4high,0.20386198,0.0
TGFB1,TGFB1,0.32527232,0.207,ACVR1,ACVR1_TGFBR2,0.082184255,0.1475,T,Malig_CLDN4low,0.20372829,0.0
VEGFB,VEGFB,0.20155641,0.3135,NRP1,NRP1,0.20366678,0.281,Malig_CLDN4high,Malig_CLDN4low,0.2026116,0.0
SEMA4D,SEMA4D,0.051654436,0.1025,PLXNB2,PLXNB2,0.35025218,0.438,Malig_CLDN4high,Malig_CLDN4low,0.2009533,0.0
LGALS9,LGALS9,0.2046932,0.281,SLC1A5,SLC1A5,0.19356559,0.294,Malig_CLDN4high,Malig_CLDN4low,0.1991294,0.0
VEGFB,VEGFB,0.20542768,0.32,NRP1,NRP1,0.18291302,0.2565,Malig_CLDN4low,Malig_CLDN4high,0.19417036,0.0
TGFB1,TGFB1,0.14110251,0.244,ITGAV,ITGAV_ITGB6,0.246214,0.345,Malig_CLDN4high,Malig_CLDN4low,0.19365826,1.0
LGALS9,LGALS9,0.19201958,0.268,SLC1A5,SLC1A5,0.19356559,0.294,Malig_CLDN4low,Malig_CLDN4low,0.1927926,0.0
VEGFB,VEGFB,0.20155641,0.3135,NRP1,NRP1,0.18291302,0.2565,Malig_CLDN4high,Malig_CLDN4high,0.19223472,0.0
TNFSF10,TNFSF10,0.280018,0.3085,TNFRSF10A,TNFRSF10A,0.09580585,0.1525,Malig_CLDN4low,Malig_CLDN4high,0.18791193,0.0
TGFB1,TGFB1,0.32527232,0.207,TGFBR1,TGFBR1_TGFBR2,0.050485626,0.106,T,Malig_CLDN4high,0.18787897,0.02
EFNA4,EFNA4,0.21595007,0.328,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4high,Malig_CLDN4low,0.18717021,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHA4,EPHA4,0.08260828,0.124,Malig_CLDN4high,Malig_CLDN4low,0.18531895,0.0
TGFB1,TGFB1,0.14110251,0.244,ITGB6,ITGAV_ITGB6,0.22880468,0.31,Malig_CLDN4high,Malig_CLDN4high,0.1849536,1.0
EFNA5,EFNA5,0.20859566,0.276,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4low,Malig_CLDN4low,0.18349299,0.0
SPP1,SPP1,0.14954369,0.1785,ITGA4,ITGA4_ITGB1,0.2154192,0.133,Malig_CLDN4high,NK,0.18248144,0.0
TNFSF10,TNFSF10,0.280018,0.3085,TNFRSF10A,TNFRSF10A,0.08357943,0.145,Malig_CLDN4low,Malig_CLDN4low,0.18179871,0.0
TGFB1,TGFB1,0.117062,0.1925,ITGAV,ITGAV_ITGB6,0.246214,0.345,Malig_CLDN4low,Malig_CLDN4low,0.181638,1.0
EFNA5,EFNA5,0.2880296,0.3475,EPHA4,EPHA4,0.07345253,0.12,Malig_CLDN4high,Malig_CLDN4high,0.18074107,0.0
WNT7B,WNT7B,0.239156,0.33,FZD1,FZD1,0.12194493,0.2,Malig_CLDN4high,Malig_CLDN4high,0.18055046,0.0
SEMA3C,SEMA3C,0.11356276,0.1785,NRP2,NRP2,0.24228127,0.2945,Malig_CLDN4high,Malig_CLDN4high,0.17792201,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHB2,EPHB2,0.06639796,0.131,Malig_CLDN4high,Malig_CLDN4high,0.17721379,0.0
IGF2,IGF2,0.17329521,0.1435,IGF2R,IGF2R,0.17421272,0.1105,Malig_CLDN4high,NK,0.17375398,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHB2,EPHB2,0.05790152,0.1175,Malig_CLDN4high,Malig_CLDN4low,0.17296557,0.0
TGFB1,TGFB1,0.117062,0.1925,ITGB6,ITGAV_ITGB6,0.22880468,0.31,Malig_CLDN4low,Malig_CLDN4high,0.17293334,1.0
TNFSF10,TNFSF10,0.24921414,0.163,TNFRSF10A,TNFRSF10A,0.09580585,0.1525,T,Malig_CLDN4high,0.17251,0.0
EFNA5,EFNA5,0.2880296,0.3475,EPHA1,EPHA1,0.054679107,0.106,Malig_CLDN4high,Malig_CLDN4high,0.17135435,0.0
PLXNB1,PLXNB1,0.11236472,0.179,SEMA4D,SEMA4D,0.22860403,0.146,Malig_CLDN4high,NK,0.17048438,0.0
WNT7B,WNT7B,0.239156,0.33,FZD1,FZD1,0.10065522,0.167,Malig_CLDN4high,Malig_CLDN4low,0.1699056,0.0
SPP1,SPP1,0.14954369,0.1785,ITGA4,ITGA4_ITGB1,0.18909946,0.124,Malig_CLDN4high,T,0.16932157,0.0
SEMA4A,SEMA4A,0.1357095,0.201,PLXND1,PLXND1,0.2010433,0.2675,Malig_CLDN4high,Malig_CLDN4low,0.16837639,0.0
EFNA3,EFNA3,0.08340703,0.1315,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4high,Malig_CLDN4high,0.16830245,0.0
TNFSF12,TNFSF12,0.08421575,0.1665,TNFRSF25,TNFRSF25,0.248843,0.1665,Malig_CLDN4high,T,0.16652937,0.0
TNFSF10,TNFSF10,0.24921414,0.163,TNFRSF10A,TNFRSF10A,0.08357943,0.145,T,Malig_CLDN4low,0.16639678,0.0
PLXNB1,PLXNB1,0.104129896,0.176,SEMA4D,SEMA4D,0.22860403,0.146,Malig_CLDN4low,NK,0.16636696,0.0
TNF,TNF,0.20856972,0.1085,FAS,FAS,0.12233086,0.183,NK,Malig_CLDN4high,0.16545029,0.0
FASLG,FASLG,0.20772626,0.1285,FAS,FAS,0.12233086,0.183,NK,Malig_CLDN4high,0.16502856,0.0
LAMC1,LAMC1,0.15626885,0.2585,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4low,Malig_CLDN4low,0.1641464,0.0
IGF2,IGF2,0.17329521,0.1435,IGF2R,IGF2R,0.15443435,0.2445,Malig_CLDN4high,Malig_CLDN4high,0.16386479,0.0
TGFB1,TGFB1,0.14110251,0.244,TGFBR3,TGFBR3,0.1865135,0.1135,Malig_CLDN4high,NK,0.163808,1.0
IGF2,IGF2,0.17329521,0.1435,IGF2R,IGF2R,0.1540435,0.251,Malig_CLDN4high,Malig_CLDN4low,0.16366935,0.0
COL18A1,COL18A1,0.15497428,0.223,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.16349912,0.0
SEMA3A,SEMA3A,0.12149469,0.1815,NRP1,NRP1,0.20366678,0.281,Malig_CLDN4high,Malig_CLDN4low,0.16258073,0.0
COL6A1,COL6A1,0.15237871,0.2095,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.16220133,0.0
TNFSF12,TNFSF12,0.07467407,0.1515,TNFRSF25,TNFRSF25,0.248843,0.1665,Malig_CLDN4low,T,0.16175854,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM3,ICAM3,0.1541926,0.26,T,Malig_CLDN4low,0.16171746,1.0
TNF,TNF,0.20856972,0.1085,SEMA4C,SEMA4C,0.110167705,0.192,NK,Malig_CLDN4high,0.15936871,0.0
LAMC1,LAMC1,0.15626885,0.2585,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4low,Malig_CLDN4high,0.15820694,0.0
COL18A1,COL18A1,0.15497428,0.223,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4high,Malig_CLDN4high,0.15755966,0.0
EFNA3,EFNA3,0.061558373,0.108,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4low,Malig_CLDN4high,0.1573781,0.0
EFNA4,EFNA4,0.1545261,0.2585,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4low,Malig_CLDN4low,0.15645821,0.0
LAMC1,LAMC1,0.14078958,0.2245,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.15640676,0.0
COL6A1,COL6A1,0.15237871,0.2095,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4high,Malig_CLDN4high,0.15626188,0.0
SEMA3C,SEMA3C,0.069657944,0.1205,NRP2,NRP2,0.24228127,0.2945,Malig_CLDN4low,Malig_CLDN4high,0.1559696,0.0
IGF2,IGF2,0.17329521,0.1435,IGF1R,IGF1R,0.13744612,0.209,Malig_CLDN4high,Malig_CLDN4high,0.15537067,0.0
TNF,TNF,0.20856972,0.1085,PTPRS,PTPRS,0.09985992,0.1515,NK,Malig_CLDN4low,0.15421483,0.0
SEMA4A,SEMA4A,0.10658756,0.159,PLXND1,PLXND1,0.2010433,0.2675,Malig_CLDN4low,Malig_CLDN4low,0.15381542,0.0
COL17A1,COL17A1,0.13346232,0.159,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.15274313,0.0
SEMA3A,SEMA3A,0.12149469,0.1815,NRP1,NRP1,0.18291302,0.2565,Malig_CLDN4high,Malig_CLDN4high,0.15220386,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM3,ICAM3,0.13458873,0.237,T,Malig_CLDN4high,0.15191552,1.0
