ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
PVR	TIGIT	other	cellphonedb_v5_interactors	15569	48012	0.0651839822530746	0.4068070650100708	0.1226796839874108	0.2230067483129217	0.2359955236315727	0.0265173045060418	True
PLAUR	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2755153775215149	0.1908945441246032	0.3388143104887918	0.1253228359576772	0.233204960823059	0.0525943823912875	True
FN1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2722612023353576	0.1908945441246032	0.2795940651294238	0.1253228359576772	0.2315778732299804	0.0519731781026244	True
FN1	ITGA4+ITGB7	other	cellphonedb_v5_interactors	15569	48012	0.2722612023353576	0.1908945441246032	0.2795940651294238	0.1253228359576772	0.2315778732299804	0.0519731781026244	True
LPAR2	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.0802304670214653	0.3822611570358276	0.1511978932494058	0.2339415146213446	0.2312458120286464	0.0306689911531501	True
PVR	CD96	other	cellphonedb_v5_interactors	15569	48012	0.0651839822530746	0.3962825238704681	0.1226796839874108	0.2472090310755644	0.2307332530617714	0.0258312730031762	True
PTGES	PTGER4	other	cellphonedb_v5_interactors	15569	48012	0.0827939808368682	0.3421470522880554	0.1343695805767872	0.2053653253353328	0.2124705165624618	0.0283277164905282	True
TNC	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2284533977508545	0.1908945441246032	0.2548012075277795	0.1253228359576772	0.2096739709377288	0.043610507217366	True
PTGES2	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.2564580738544464	0.1595057100057602	0.3790866465412036	0.1037032408564525	0.2079818919301033	0.0409065271568631	True
FGL1	LAG3	other	cellphonedb_v5_interactors	15569	48012	0.1522320359945297	0.2368855625391006	0.1302588477101933	0.1362784303924019	0.1945587992668151	0.0360615714830367	True
DHCR7	NR1H2	other	cellphonedb_v5_interactors	15569	48012	0.1265102922916412	0.2361841797828674	0.2174192305221915	0.1592310255769391	0.1813472360372543	0.0298797296189921	True
SPP1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.1555335968732834	0.1908945441246032	0.1804868649238872	0.1253228359576772	0.1732140704989433	0.0296905150711852	True
ICAM4	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.164376750588417	0.17779541015625	0.2075920097629905	0.1189494293093393	0.1710860803723335	0.0292254317910192	True
ICAM3	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.1358089298009872	0.17779541015625	0.2370736720405934	0.1189494293093393	0.1568021699786186	0.0241462043768478	True
TNFSF12	TNFRSF25	other	cellphonedb_v5_interactors	15569	48012	0.0805725157260894	0.226168006658554	0.1586485965701072	0.1507748062984254	0.1533702611923217	0.0182229252732346	True
PTGES	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.0827939808368682	0.1595057100057602	0.1343695805767872	0.1037032408564525	0.1211498454213142	0.0132061126975879	True
