dataset,gene,comparison,unit,n_pos,n_neg,median_pos,median_neg,U,p,auc,cliffs_delta,spearman_rho_vs_residual,spearman_p_vs_residual,spearman_n
GSE207422_bulk,TACSTD2,MPR_vs_nonMPR,log2TPM_baseline,9,15,4.9991896090022,6.22219707106702,51.0,0.3400554635028641,0.37777777777777777,-0.24444444444444444,0.252202685731666,0.23447238639188317,24
GSE207422_bulk,CLDN4,MPR_vs_nonMPR,log2TPM_baseline,9,15,5.8539397241997,6.27200773153137,48.0,0.2572389851810263,0.35555555555555557,-0.28888888888888886,0.21535916294651825,0.31218830929894,24
