feature	method	alpha	size	covariate	immune	eligible	n_negative	n_strata	meta_rho	meta_p	meta_i2	meta_model	meta_n	meta_k	meta_ci_low	meta_ci_high	geo_rho	geo_p	geo_i2	geo_model	geo_n	abs_meta	abs_geo
signature	z-mean		43	none	immune8	True	5	5	-0.4398114577465346	1.537290253481988e-07	0.6316899721127811	DL random	420	4	-0.570505497181456	-0.2873928906097054	-0.3553119494785878	7.499326858250595e-09	0.0	fixed	251	0.4398114577465346	0.3553119494785878
signature	z-mean		44	none	immune8	True	5	5	-0.43501506809738616	2.253531557523289e-07	0.6323836504090637	DL random	420	4	-0.5666063676650903	-0.28178618361927177	-0.3504569703964356	1.2477277817857578e-08	0.0	fixed	251	0.43501506809738616	0.3504569703964356
signature	z-mean		45	none	immune8	True	5	5	-0.4341791352438466	1.377071450774273e-07	0.6179708203376777	DL random	420	4	-0.5635653893853929	-0.28400001913112427	-0.3514537527384268	1.1247421670111443e-08	0.0	fixed	251	0.4341791352438466	0.3514537527384268
signature	z-mean		46	none	immune8	True	5	5	-0.4351802727403089	4.008342688982036e-07	0.6476887989793298	DL random	420	4	-0.5693574235289071	-0.27841918111652336	-0.34871137375400285	1.494989012561256e-08	0.0	fixed	251	0.4351802727403089	0.34871137375400285
signature	z-mean		47	none	immune8	True	5	5	-0.43940514704316685	2.223742544268435e-07	0.6403084103864183	DL random	420	4	-0.5716074409016682	-0.28496683532276057	-0.35425240687254045	8.387202000045625e-09	0.0	fixed	251	0.43940514704316685	0.35425240687254045
signature	z-mean		48	none	immune8	True	5	5	-0.4424855978538147	2.9249056960919377e-07	0.6528774232284641	DL random	420	4	-0.5763498855261595	-0.28549540047903976	-0.3552036457491936	7.585746850674659e-09	0.0	fixed	251	0.4424855978538147	0.3552036457491936
signature	z-mean		49	none	immune8	True	5	5	-0.441472779089892	1.5315713093803477e-07	0.6347309253399752	DL random	420	4	-0.5723967912793709	-0.2885986735666135	-0.3560105776980561	6.964262403133381e-09	0.0	fixed	251	0.441472779089892	0.3560105776980561
signature	z-mean		50	none	immune8	True	5	5	-0.43773359115325566	1.6121788201708106e-07	0.6289424448202379	DL random	420	4	-0.5683154646413145	-0.28564357469157453	-0.35165754155440776	1.1010790016305202e-08	0.0	fixed	251	0.43773359115325566	0.35165754155440776
signature	z-mean		51	none	immune8	True	5	5	-0.4445982990504978	6.632355582336049e-08	0.6198541829376227	DL random	420	4	-0.5726076520099201	-0.2954261562875368	-0.3613655266135795	3.923467234342995e-09	0.0	fixed	251	0.4445982990504978	0.3613655266135795
signature	z-mean		52	none	immune8	True	5	5	-0.44159035871678953	7.620343776302417e-08	0.6174530702509337	DL random	420	4	-0.5697090896837371	-0.2925177008586016	-0.3570602836734447	6.228958934462734e-09	0.0	fixed	251	0.44159035871678953	0.3570602836734447
signature	z-mean		53	none	immune8	True	5	5	-0.4485899441866332	5.673332193652308e-08	0.6237065194097923	DL random	420	4	-0.5765553532556827	-0.299144519397971	-0.3651034141588407	2.610688944438264e-09	0.0	fixed	251	0.4485899441866332	0.3651034141588407
signature	z-mean		54	none	immune8	True	5	5	-0.45408359631060546	6.826443495071918e-08	0.6383842204714677	DL random	420	4	-0.5835063467962792	-0.30216685273583793	-0.3706797940254245	1.4067834878529673e-09	0.0	fixed	251	0.45408359631060546	0.3706797940254245
signature	z-mean		55	none	immune8	True	5	5	-0.4546940284232808	2.749300674624199e-07	0.6725222521850012	DL random	420	4	-0.5900097392803794	-0.29453314513259105	-0.3670800760883669	2.0999228834662875e-09	0.0	fixed	251	0.4546940284232808	0.3670800760883669
signature	z-mean		56	none	immune8	True	5	5	-0.44879624959096204	2.7821630531043265e-07	0.6627632400271033	DL random	420	4	-0.5833497766063158	-0.29026748630903865	-0.3613218339888594	3.9420626848276604e-09	0.0	fixed	251	0.44879624959096204	0.3613218339888594
signature	z-mean		57	none	immune8	True	5	5	-0.44840239418395084	1.983650721549398e-07	0.6537986121169767	DL random	420	4	-0.5814202526700747	-0.29203726165947885	-0.3618977872155116	3.703630877605692e-09	0.0	fixed	251	0.44840239418395084	0.3618977872155116
signature	z-mean		58	none	immune8	True	5	5	-0.45262952785007454	1.2326534569445232e-07	0.6498108430090347	DL random	420	4	-0.5842277654980448	-0.2978397875298509	-0.3679466425266497	1.907801701699335e-09	0.0	fixed	251	0.45262952785007454	0.3679466425266497
signature	z-mean		59	none	immune8	True	5	5	-0.445172643310705	1.3748363210527701e-07	0.6389324845334968	DL random	420	4	-0.5761838877651723	-0.2918578783991898	-0.3608597983698107	4.143985208262863e-09	0.0	fixed	251	0.445172643310705	0.3608597983698107
signature	z-mean		60	none	immune8	True	5	5	-0.44807448995433247	4.205345869140902e-07	0.6716646335027495	DL random	420	4	-0.5844018767970454	-0.28714798527405777	-0.3617343580058535	1.5575633647635514e-08	0.04183117074902651	DL random	251	0.44807448995433247	0.3617343580058535
signature	z-mean		61	none	immune8	True	5	5	-0.44693423066086213	1.5937593321929572e-07	0.6458009554168735	DL random	420	4	-0.5788134521577825	-0.292272147468711	-0.3629341954943518	3.3092031271354014e-09	0.0	fixed	251	0.44693423066086213	0.3629341954943518
signature	z-mean		62	none	immune8	True	5	5	-0.4399187829387187	4.738955683652835e-07	0.6605530939006065	DL random	420	4	-0.5755997467150196	-0.280664321600509	-0.35346518402038696	1.913768979948075e-08	0.02241225620550691	DL random	251	0.4399187829387187	0.35346518402038696
signature	z-mean		63	none	immune8	True	5	5	-0.43905895445693127	8.414766431808232e-07	0.6738002575856149	DL random	420	4	-0.5773719677011991	-0.2762497193054018	-0.35725992603507467	6.498589239380911e-07	0.1624524581744577	DL random	251	0.43905895445693127	0.35725992603507467
signature	z-mean		64	none	immune8	True	5	5	-0.4451138678258944	4.258978314197346e-07	0.6669197036393258	DL random	420	4	-0.5810718939602307	-0.28498644918682536	-0.36329365844291817	1.9448273019436416e-07	0.13397780670099416	DL random	251	0.4451138678258944	0.36329365844291817
signature	z-mean		65	none	immune8	True	5	5	-0.4488759103985898	6.321528408736672e-07	0.6830272541538376	DL random	420	4	-0.58724885266629	-0.28501034088447796	-0.3665440301590606	2.970484554575439e-07	0.1609215267179619	DL random	251	0.4488759103985898	0.3665440301590606
signature	z-mean		66	none	immune8	True	5	5	-0.44911375165594986	2.0442549798406417e-07	0.6557916347356068	DL random	420	4	-0.5823612297540975	-0.2923654054404358	-0.36574893336927383	1.6205619437096805e-08	0.05557863310561601	DL random	251	0.44911375165594986	0.36574893336927383
signature	z-mean		67	none	immune8	True	5	5	-0.44691450145188055	1.2519893417397938e-07	0.6398406054695078	DL random	420	4	-0.5777867235603247	-0.2936373125393028	-0.3630508128591917	3.267449590277722e-09	0.0	fixed	251	0.44691450145188055	0.3630508128591917
signature	z-mean		68	none	immune8	True	5	5	-0.4476085541902281	1.3629914127515053e-07	0.6431926947354933	DL random	420	4	-0.5789294149307529	-0.29365393159529607	-0.3623275886911116	3.534840286189967e-09	0.0	fixed	251	0.4476085541902281	0.3623275886911116
signature	z-mean		69	none	immune8	True	5	5	-0.45168270789428905	1.8626630770079404e-07	0.6580465926273181	DL random	420	4	-0.5848864914072986	-0.2947556773156282	-0.36432533152306823	2.8430494986441747e-09	0.0	fixed	251	0.45168270789428905	0.36432533152306823
signature	z-mean		70	none	immune8	True	5	5	-0.4542892811438404	1.0356930660580705e-07	0.6486236517013728	DL random	420	4	-0.585398622613944	-0.30002471393864805	-0.3686012675740012	1.774050236732399e-09	0.0	fixed	251	0.4542892811438404	0.3686012675740012
signature	z-mean		71	none	immune8	True	5	5	-0.4540557529624461	2.823404374488534e-07	0.672087039371511	DL random	420	4	-0.589403680699254	-0.29391248154807564	-0.36923707201036077	3.2639102583946775e-08	0.08921884184047262	DL random	251	0.4540557529624461	0.36923707201036077
signature	z-mean		72	none	immune8	True	5	5	-0.4510046849442787	1.7172456069428255e-07	0.6548969334047815	DL random	420	4	-0.5837683620261312	-0.294751001640414	-0.36355864427422596	3.0914841877387475e-09	0.0	fixed	251	0.4510046849442787	0.36355864427422596
signature	z-mean		73	none	immune8	True	5	5	-0.44835566946830036	2.0063014381405304e-07	0.6539933683696559	DL random	420	4	-0.5814158268425744	-0.29193638520865933	-0.3604269214467516	4.342201297439013e-09	0.0	fixed	251	0.44835566946830036	0.3604269214467516
signature	z-mean		74	none	immune8	True	5	5	-0.44510425239698304	4.4660047331491924e-07	0.668087701182803	DL random	420	4	-0.5812814077214759	-0.2846737050642277	-0.35416684567896123	8.463166677447388e-09	0.0	fixed	251	0.44510425239698304	0.35416684567896123
signature	z-mean		75	none	immune8	True	5	5	-0.44385466435299215	2.5047343897947896e-07	0.6514446729142528	DL random	420	4	-0.5772342319516932	-0.28740664928698356	-0.35875715225489124	4.693800303179186e-08	0.06827622804443947	DL random	251	0.44385466435299215	0.35875715225489124
signature	z-mean		76	none	immune8	True	5	5	-0.446555915524895	3.9712308120952086e-07	0.6676605499499169	DL random	420	4	-0.5824002744396387	-0.2864482095331284	-0.35679645094811474	1.607672240901852e-08	0.027418722582096808	DL random	251	0.446555915524895	0.35679645094811474
signature	z-mean		77	none	immune8	True	5	5	-0.4503444279215646	1.7479770854807855e-07	0.6541603457150128	DL random	420	4	-0.5830923067421896	-0.29417366777825493	-0.3620351281663281	3.648865869992485e-09	0.0	fixed	251	0.4503444279215646	0.3620351281663281
signature	z-mean		78	none	immune8	True	5	5	-0.4460525775026028	2.2256678353587268e-07	0.6524456866645457	DL random	420	4	-0.57923426308468	-0.2896767978515894	-0.35769771780381954	5.819633815614378e-09	0.0	fixed	251	0.4460525775026028	0.35769771780381954
signature	z-mean		79	none	immune8	True	5	5	-0.4465141071335438	1.8201203966402376e-07	0.6483086658987448	DL random	420	4	-0.5788961208664799	-0.2911980090724437	-0.35894394677870667	5.0930677679646694e-09	0.0	fixed	251	0.4465141071335438	0.35894394677870667
signature	z-mean		80	none	immune8	True	5	5	-0.44241411905149214	4.0973952616507025e-07	0.6612516103208546	DL random	420	4	-0.5777951986136154	-0.2833403870096962	-0.35226892644235513	1.0329323002735294e-08	0.0	fixed	251	0.44241411905149214	0.35226892644235513
signature	z-mean		81	none	immune8	True	5	5	-0.4394036266249485	4.441423921574429e-07	0.6579801755171533	DL random	420	4	-0.5747044732663621	-0.2807201739862736	-0.35007306639375924	1.2984708744974842e-08	0.0	fixed	251	0.4394036266249485	0.35007306639375924
signature	z-mean		82	none	immune8	True	5	5	-0.4436364599632906	9.78783968066943e-07	0.6853215608443631	DL random	420	4	-0.5834035019106413	-0.27834916546634325	-0.35055293459659026	1.2353453756740302e-08	0.0	fixed	251	0.4436364599632906	0.35055293459659026
signature	z-mean		83	none	immune8	True	5	5	-0.446841798733783	4.904228806430889e-07	0.6733758527950098	DL random	420	4	-0.583710100562388	-0.2852818558990829	-0.3555425281279787	7.318490997160143e-09	0.0	fixed	251	0.446841798733783	0.3555425281279787
signature	z-mean		84	none	immune8	True	5	5	-0.44467314305818306	1.2300122658973878e-06	0.6927627356124082	DL random	420	4	-0.5857656024108264	-0.27742131236373624	-0.34978160899472077	1.3383170982127457e-08	0.0	fixed	251	0.44467314305818306	0.34978160899472077
signature	z-mean		85	none	immune8	True	5	5	-0.44632528428211726	1.2617348069097566e-06	0.6960355810651491	DL random	420	4	-0.5877958404643084	-0.27836818770456195	-0.36146221642284654	6.683424699478567e-07	0.17742475213964054	DL random	251	0.44632528428211726	0.36146221642284654
signature	z-mean		86	none	immune8	True	5	5	-0.4418364250471866	1.1729866991604593e-06	0.6869608225096265	DL random	420	4	-0.5822549193038732	-0.27582107758149194	-0.34824722448781015	1.5683009107196498e-08	0.0	fixed	251	0.4418364250471866	0.34824722448781015
signature	z-mean		87	none	immune8	True	5	5	-0.44300587500322264	8.398244524812588e-07	0.6804080224914384	DL random	420	4	-0.5819105460653259	-0.27898617852531965	-0.3506747554671527	1.2197971926485827e-08	0.0	fixed	251	0.44300587500322264	0.3506747554671527
signature	z-mean		88	none	immune8	True	5	5	-0.44035097611330465	1.695163514533128e-06	0.6939765335281649	DL random	420	4	-0.5824765135363248	-0.2720992167900222	-0.3462891474033809	1.9175335951928663e-08	0.0	fixed	251	0.44035097611330465	0.3462891474033809
signature	z-mean		89	none	immune8	True	5	5	-0.44427247375945494	1.327470101360324e-06	0.6940413726475156	DL random	420	4	-0.5857020379982503	-0.2765886530824556	-0.3515130779515032	1.1178034310690049e-08	0.0	fixed	251	0.44427247375945494	0.3515130779515032
signature	z-mean		90	none	immune8	True	5	5	-0.4450752231413007	1.1467819157807866e-06	0.6916480185810746	DL random	420	4	-0.5858656113439046	-0.27820600654947525	-0.3527099986305478	9.863138517361576e-09	0.0	fixed	251	0.4450752231413007	0.3527099986305478
signature	z-mean		91	none	immune8	True	5	5	-0.4508562922252407	6.322027687851133e-07	0.6862571861854979	DL random	420	4	-0.5895112905784394	-0.286392793050181	-0.3596255093775328	4.733596514912376e-09	0.0	fixed	251	0.4508562922252407	0.3596255093775328
signature	z-mean		92	none	immune8	True	5	5	-0.45438292987495327	8.878765881598308e-07	0.7000544497942395	DL random	420	4	-0.5952074350220458	-0.28648011909528365	-0.361676729421107	3.793449085898668e-09	0.0	fixed	251	0.45438292987495327	0.361676729421107
signature	z-mean		93	none	immune8	True	5	5	-0.4570796240226718	5.906304329371892e-07	0.6945422595804259	DL random	420	4	-0.5962632522629877	-0.2912192225735491	-0.36703206111745734	2.111097592098775e-09	0.0	fixed	251	0.4570796240226718	0.36703206111745734
signature	z-mean		94	none	immune8	True	5	5	-0.45696265510852974	5.106291838118019e-07	0.6909150862261725	DL random	420	4	-0.5954336390013729	-0.2921255427726194	-0.3673686421030496	2.0339584077605483e-09	0.0	fixed	251	0.45696265510852974	0.3673686421030496
signature	z-mean		95	none	immune8	True	5	5	-0.45317077896591107	8.082149556798798e-07	0.6959029769643933	DL random	420	4	-0.5933565981812424	-0.2863042893914752	-0.3624492232735696	3.4884371355208067e-09	0.0	fixed	251	0.45317077896591107	0.3624492232735696
signature	z-mean		96	none	immune8	True	5	5	-0.45627345483899134	5.40393118559766e-07	0.69116516596195	DL random	420	4	-0.5949216367171413	-0.29125761601289113	-0.36770598137452243	1.9593823084964405e-09	0.0	fixed	251	0.45627345483899134	0.36770598137452243
signature	z-mean		97	none	immune8	True	5	5	-0.4609396902753423	6.588522397492773e-07	0.703063439034183	DL random	420	4	-0.6011654003479787	-0.29317615232837213	-0.3702849770205759	1.4703549852706191e-09	0.0	fixed	251	0.4609396902753423	0.3702849770205759
signature	z-mean		98	none	immune8	True	5	5	-0.4566799424990313	7.522931784047076e-07	0.6996519956640119	DL random	420	4	-0.5969918197796356	-0.289258126293181	-0.3666046960067923	2.2131251635264336e-09	0.0	fixed	251	0.4566799424990313	0.3666046960067923
signature	z-mean		99	none	immune8	True	5	5	-0.45491446346611014	6.723859547607445e-07	0.6942247267912514	DL random	420	4	-0.5944337504239883	-0.28880754942102194	-0.3657247290603851	2.438426632099928e-09	0.0	fixed	251	0.45491446346611014	0.3657247290603851
signature	z-mean		100	none	immune8	True	5	5	-0.4575673840266213	7.38229764853101e-07	0.7005731963944827	DL random	420	4	-0.5979056320000536	-0.2900118030477957	-0.36796672753566234	1.9035567522400454e-09	0.0	fixed	251	0.4575673840266213	0.36796672753566234
signature	z-mean		101	none	immune8	True	5	5	-0.4533723783747704	1.584070763694686e-06	0.7124611389735713	DL random	420	4	-0.5970619777025485	-0.2814950175730231	-0.3612170697625974	3.9869973653790515e-09	0.0	fixed	251	0.4533723783747704	0.3612170697625974
signature	z-mean		102	none	immune8	True	5	5	-0.45374968838361196	1.2628755225763625e-06	0.7075588432597717	DL random	420	4	-0.5962928745847204	-0.28346827418290566	-0.36192452670404235	3.692906593067563e-09	0.0	fixed	251	0.45374968838361196	0.36192452670404235
signature	z-mean		103	none	immune8	True	5	5	-0.453167641701104	1.1722737509946348e-06	0.7048770199130358	DL random	420	4	-0.595241873053732	-0.28361898395389284	-0.3623564866234292	3.5237621361011895e-09	0.0	fixed	251	0.453167641701104	0.3623564866234292
signature	z-mean		104	none	immune8	True	5	5	-0.45637076204933164	1.5343207965255172e-06	0.7161313034873233	DL random	420	4	-0.6003064018202138	-0.28379924359310826	-0.36278459335420016	3.363521631019845e-09	0.0	fixed	251	0.45637076204933164	0.36278459335420016
signature	z-mean		105	none	immune8	True	5	5	-0.45827198625748694	7.290873538062786e-07	0.7013613902408975	DL random	420	4	-0.5986430881797283	-0.29059286686123986	-0.36725221706993055	2.0603278365738447e-09	0.0	fixed	251	0.45827198625748694	0.36725221706993055
signature	z-mean		106	none	immune8	True	5	5	-0.45567527291271287	1.1954406801383704e-06	0.7091459212104201	DL random	420	4	-0.5981993381185212	-0.28520678056211385	-0.3635374514370009	3.098640919517335e-09	0.0	fixed	251	0.45567527291271287	0.3635374514370009
signature	z-mean		107	none	immune8	True	5	5	-0.4579139143476825	1.195962303898528e-06	0.7124959864597848	DL random	420	4	-0.6007453336308136	-0.2867527490039412	-0.3658305034265737	2.4102160212503613e-09	0.0	fixed	251	0.4579139143476825	0.3658305034265737
signature	z-mean		108	none	immune8	True	5	5	-0.4577292759378224	9.923174552469198e-07	0.7078090776881908	DL random	420	4	-0.5995740387531696	-0.2880036375760567	-0.36750046124040286	2.004496040538902e-09	0.0	fixed	251	0.4577292759378224	0.36750046124040286
signature	z-mean		109	none	immune8	True	5	5	-0.45914539441022356	1.3034872456112604e-06	0.7163364383090811	DL random	420	4	-0.6025927611235504	-0.2869573741074525	-0.3678963123144342	1.9184791820597883e-09	0.0	fixed	251	0.45914539441022356	0.3678963123144342
