feature	method	alpha	size	covariate	immune	eligible	n_negative	n_strata	meta_rho	meta_p	meta_i2	meta_model	meta_n	meta_k	meta_ci_low	meta_ci_high	geo_rho	geo_p	geo_i2	geo_model	geo_n	abs_meta	abs_geo
signature	ssGSEA	0.75	163	keratin	immune8	True	5	5	-0.5845418343290972	1.7809481559167635e-40	0.0	fixed	420	4	-0.6456636601976253	-0.5159776954844053	-0.5532342663054802	1.904017119720135e-21	0.0	fixed	251	0.5845418343290972	0.5532342663054802
signature	ssGSEA	0.75	157	keratin	immune8	True	5	5	-0.5844678306724386	1.8351086984932929e-40	0.0	fixed	420	4	-0.6455981088041265	-0.515895210098632	-0.5561816903822381	1.0172959453201082e-21	0.0	fixed	251	0.5844678306724386	0.5561816903822381
signature	ssGSEA	0.75	156	keratin	immune8	True	5	5	-0.5839516083776414	2.2610533086868472e-40	0.0	fixed	420	4	-0.6451408213293731	-0.5153198577492247	-0.5550810921951271	1.2866527736661673e-21	0.0	fixed	251	0.5839516083776414	0.5550810921951271
signature	ssGSEA	0.25	159	keratin	immune8	True	5	5	-0.5837637596895651	2.0750318388022696e-34	0.10375537870084844	DL random	420	4	-0.6499462040805778	-0.5087937811720005	-0.5370296551023684	5.2782181510174766e-20	0.0	fixed	251	0.5837637596895651	0.5370296551023684
signature	ssGSEA	0.25	161	keratin	immune8	True	5	5	-0.5836841329153829	2.0147327559852294e-32	0.14199820806814564	DL random	420	4	-0.651828858698011	-0.5061891834192904	-0.5364386199383657	5.935306648959893e-20	0.0	fixed	251	0.5836841329153829	0.5364386199383657
signature	ssGSEA	0.25	162	keratin	immune8	True	5	5	-0.5836834977445987	1.8242576371459215e-33	0.12155777626248623	DL random	420	4	-0.6507756724893171	-0.5075469032437928	-0.5364279002927623	5.947936119609015e-20	0.0	fixed	251	0.5836834977445987	0.5364279002927623
signature	ssGSEA	0.75	159	keratin	immune8	True	5	5	-0.5836677458183137	2.5355793866192496e-40	0.0	fixed	420	4	-0.6448893474241858	-0.5150035068598052	-0.5538979758858776	1.6544015395338474e-21	0.0	fixed	251	0.5836677458183137	0.5538979758858776
signature	ssGSEA	0.25	160	keratin	immune8	True	5	5	-0.5835076247655576	7.53082760021384e-36	0.07636740425589598	DL random	420	4	-0.6483658456498758	-0.5102408475689648	-0.5371487991857212	5.1546777709205834e-20	0.0	fixed	251	0.5835076247655576	0.5371487991857212
