gene	cell_type	n_AOI	median_count	mean_count	median_cpm	pct_AOI_count_gt0
TACSTD2	CD45	175	29.0	51.434285714285714	4.579183236526007	94.85714285714286
TACSTD2	CD68	192	21.0	38.9375	5.833041826778134	98.4375
TACSTD2	CK	212	156.0	280.02358490566036	11.483027647383626	99.52830188679245
CLDN4	CD45	175	26.0	52.668571428571425	4.311034052466068	96.0
CLDN4	CD68	192	18.0	40.078125	5.348754391790006	97.91666666666666
CLDN4	CK	212	154.5	302.4622641509434	10.362499944907995	99.05660377358491
