section	x	y	n_spots	spearman_rho	p	fdr_bh
P10_T2	CLDN4	CD4	1986	0.1285659038752976	8.937446335747207e-09	6.31387337912464e-08
P10_T2	CLDN4	CD3E	1986	0.052745517925676284	0.018736257306785714	0.03983728495326283
P10_T2	CLDN4	PTPRC	1986	0.11451531242885504	3.1051185792547096e-07	1.8630711475528258e-06
P10_T2	CLDN4	CD68	1986	0.2272875497104469	1.09935418179438e-24	2.0063213817747437e-23
P10_T2	CLDN4	CD274	1986	0.08476802950970003	0.00015552317642398682	0.0005363712698717026
P10_T2	CLDN4	GZMB	1986	0.09591144391032817	1.8569324600890463e-05	7.746061119228593e-05
P10_T2	CLDN4	PRF1	1986	0.4663703879006185	8.304906111091422e-108	7.275097753316086e-106
P10_T2	CLDN4	MS4A1	1986	-0.005703211628850116	0.7994931129133537	0.8478885797967286
P10_T2	CLDN4	FOXP3	1986	0.10344541122545434	3.84676283966922e-06	1.8309391370052957e-05
P10_T2	CLDN4	NCAM1	1986	0.02653951371291973	0.2371321684080081	0.33111467290574786
P10_T3	TACSTD2	CD8A	2610	0.03941757919832226	0.044052657520278114	0.0814137721260836
P10_T3	TACSTD2	CD4	2610	0.08864016407776673	5.754273334937553e-06	2.681246511385796e-05
P10_T3	TACSTD2	CD3E	2610	0.07129570977567291	0.0002671204883489506	0.0008863543477033362
P10_T3	TACSTD2	PTPRC	2610	0.10853161645409098	2.7218102397621994e-08	1.7793326642027514e-07
P10_T3	TACSTD2	CD68	2610	0.22237724489155564	1.3240123920437756e-30	2.8995871385758686e-29
P10_T3	TACSTD2	CD274	2610	0.14969168297524635	1.5043922857679596e-14	1.5323809794566658e-13
P10_T3	TACSTD2	GZMB	2610	0.04196338491877471	0.03205297323738891	0.06295606402679975
P10_T3	TACSTD2	PRF1	2610	0.427159603720419	2.95441782963582e-116	6.470175046902447e-114
P10_T3	TACSTD2	MS4A1	2610	0.03925920349119734	0.044910391968582875	0.08230440034409749
P10_T3	TACSTD2	FOXP3	2610	0.0632592501987174	0.0012228792618410992	0.0035238231360947467
P10_T3	TACSTD2	NCAM1	2610	-0.020817825610391805	0.2877138784298805	0.3795743335912279
P10_T3	CLDN4	CD8A	2610	0.021194772128140242	0.27907270889435776	0.37266416614551434
P10_T3	CLDN4	CD4	2610	0.08065312830162448	3.704650397888294e-05	0.00014487829234598865
P10_T3	CLDN4	CD3E	2610	0.05919493152055558	0.0024833368569403217	0.0067037336516113264
P10_T3	CLDN4	PTPRC	2610	0.09505894865998317	1.1441037738342065e-06	6.037559673968464e-06
P10_T3	CLDN4	CD68	2610	0.220995743086777	3.0858104009160357e-30	6.436118836196304e-29
P10_T3	CLDN4	CD274	2610	0.12414152468208486	1.9688149166588715e-10	1.6583479490318957e-09
P10_T3	CLDN4	GZMB	2610	0.05954648017405145	0.0023394959959828843	0.0064043702890031464
P10_T3	CLDN4	PRF1	2610	0.41956225361957433	8.259054395133043e-112	1.2058219416894244e-109
P10_T3	CLDN4	MS4A1	2610	0.02888853113518688	0.1400881599014763	0.22231381897408198
P10_T3	CLDN4	FOXP3	2610	0.056472330663521274	0.003901863730505428	0.009936141360240567
P10_T3	CLDN4	NCAM1	2610	0.002373328451299609	0.9035396971373637	0.9161214108169603
P10_T4	TACSTD2	CD8A	2479	0.02883116726539278	0.15126847393934664	0.23494890633132562
P10_T4	TACSTD2	CD4	2479	0.07772188128475412	0.0001072187942582017	0.0003787244506862286
P10_T4	TACSTD2	CD3E	2479	0.07223376196336752	0.0003189822139013319	0.0010198117495531633
P10_T4	TACSTD2	PTPRC	2479	0.04490395978482516	0.02536825739870849	0.05216571239734422
P10_T4	TACSTD2	CD68	2479	0.21585492615167629	1.596908374507e-27	3.1792994001548456e-26
P10_T4	TACSTD2	CD274	2479	0.08746190383159046	1.2955709738373233e-05	5.5633341817720356e-05
P10_T4	TACSTD2	GZMB	2479	0.09362270018741317	3.0216843205149254e-06	1.4562233758325124e-05
P10_T4	TACSTD2	PRF1	2479	0.34721019532129405	3.677700612015882e-71	1.6108328680629564e-69
P10_T4	TACSTD2	MS4A1	2479	0.00998238612233956	0.6193439971515199	0.7064392467509524
P10_T4	TACSTD2	FOXP3	2479	0.04216118426327844	0.03581149887120503	0.06909883923166434
P10_T4	TACSTD2	NCAM1	2479	0.014461842002163485	0.47169544797255125	0.5660345375670615
P10_T4	CLDN4	CD8A	2479	0.015881311847068452	0.42930907710320604	0.5223260438089007
P10_T4	CLDN4	CD4	2479	0.08783078821359586	1.1905259359061607e-05	5.214503599268984e-05
P10_T4	CLDN4	CD3E	2479	0.04870698673504532	0.015295080565175683	0.03349622643773475
P10_T4	CLDN4	PTPRC	2479	0.03914454790999868	0.05132485706808308	0.0928299037116512
P10_T4	CLDN4	CD68	2479	0.18161883981269594	7.935737938929112e-20	1.0862041303909223e-18
P10_T4	CLDN4	CD274	2479	0.06506552581640629	0.0011895049876056423	0.0034503522157037837
P10_T4	CLDN4	GZMB	2479	0.03578680172852073	0.0748339117512947	0.12955436105560109
P10_T4	CLDN4	PRF1	2479	0.3386201137679232	1.4707679035579826e-67	5.856330379621785e-66
P10_T4	CLDN4	MS4A1	2479	-0.019448192853026867	0.3330842880838858	0.4303566907986489
P10_T4	CLDN4	FOXP3	2479	0.02344417619983223	0.24327224475609355	0.33490288482655894
P10_T4	CLDN4	NCAM1	2479	0.03335966016044972	0.09679638878637598	0.1630646857247411
P11_T1	TACSTD2	CD8A	1110	0.04669554575170607	0.119985360814039	0.1946429186538855
P11_T1	TACSTD2	CD4	1110	0.17940879463417136	1.749869680036516e-09	1.3214533100965415e-08
P11_T1	TACSTD2	CD3E	1110	-0.03505786556391441	0.24318863806641206	0.33490288482655894
P11_T1	TACSTD2	PTPRC	1110	0.0900470655332301	0.0026751747519730387	0.007101372977964793
P11_T1	TACSTD2	CD68	1110	0.26344444717865423	4.443707465270436e-19	5.724540793495444e-18
P11_T1	TACSTD2	CD274	1110	0.1413311447713095	2.27723331164504e-06	1.1334411255687813e-05
P11_T1	TACSTD2	GZMB	1110	0.07593317565036557	0.011385339033360841	0.02638507141064576
P11_T1	TACSTD2	PRF1	1110	0.06672862011471903	0.02620580787224926	0.05363618620581858
P11_T1	TACSTD2	MS4A1	1110	-0.12125225077245026	5.1191262152469334e-05	0.00019001502392187772
P11_T1	TACSTD2	FOXP3	1110	0.07873495837309132	0.008682591986877264	0.02089546862775957
P11_T1	TACSTD2	NCAM1	1110			
P11_T1	CLDN4	CD8A	1110	0.043734706819549274	0.14535129952581302	0.2290067237133313
P11_T1	CLDN4	CD4	1110	0.18884902650927402	2.2698057899044403e-10	1.8758017659965e-09
P11_T1	CLDN4	CD3E	1110	0.031191583566518407	0.2991391509032158	0.39228427573535485
P11_T1	CLDN4	PTPRC	1110	0.15258931977620377	3.2562357586878054e-07	1.9273395436557553e-06
P11_T1	CLDN4	CD68	1110	0.24372317342003524	1.789740795577946e-16	2.010016585802924e-15
P11_T1	CLDN4	CD274	1110	0.10107947213721713	0.0007449531448821309	0.002219656309240635
P11_T1	CLDN4	GZMB	1110	0.09924111591481295	0.0009301853050433368	0.0027161410907265435
P11_T1	CLDN4	PRF1	1110	0.13448646212968762	6.92336445741225e-06	3.192035402470069e-05
P11_T1	CLDN4	MS4A1	1110	-0.06753237976141428	0.02444974460858066	0.05099518161218252
P11_T1	CLDN4	FOXP3	1110	0.07534712975892903	0.012037038899065421	0.02731721781238681
P11_T1	CLDN4	NCAM1	1110			
P11_T2	TACSTD2	CD8A	1176	0.10306219139110401	0.0004001746725165774	0.0012701196127700067
P11_T2	TACSTD2	CD4	1176	0.1799758003171389	5.09515124988492e-10	3.985136156159991e-09
P11_T2	TACSTD2	CD3E	1176	0.036431324536033094	0.21187728461621655	0.31037542027392256
P11_T2	TACSTD2	PTPRC	1176	0.17095009834876415	3.6435809521921786e-09	2.7048956899324988e-08
P11_T2	TACSTD2	CD68	1176	0.27268915250176123	1.6926113707761139e-21	2.745791779259029e-20
P11_T2	TACSTD2	CD274	1176	0.10218943354818032	0.00044838888788395584	0.001412908869735055
P11_T2	TACSTD2	GZMB	1176	0.1530928131952383	1.3236991822081228e-07	8.165918898692364e-07
P11_T2	TACSTD2	PRF1	1176	0.11735360638071672	5.482201651786186e-05	0.00019844663830432638
P11_T2	TACSTD2	MS4A1	1176	-0.1205740251577029	3.38979513169403e-05	0.00013497547888018048
P11_T2	TACSTD2	FOXP3	1176	0.14607059711591142	4.882916196676993e-07	2.814101702821741e-06
P11_T2	TACSTD2	NCAM1	1176	0.05987651380928626	0.04007303963560029	0.07631300591475186
P11_T2	CLDN4	CD8A	1176	0.110251962291471	0.00015162772742696533	0.0005270868620080224
P11_T2	CLDN4	CD4	1176	0.17668273884333702	1.0569303617648289e-09	8.121675411456053e-09
P11_T2	CLDN4	CD3E	1176	0.036146588192220754	0.21547279903858138	0.31250690721489616
P11_T2	CLDN4	PTPRC	1176	0.1406265432999691	1.2890516905113105e-06	6.7214838148089765e-06
P11_T2	CLDN4	CD68	1176	0.2430798892456861	2.8111440182433947e-17	3.42022522219613e-16
P11_T2	CLDN4	CD274	1176	0.10908688702774447	0.0001781699557900494	0.0006096753174690753
P11_T2	CLDN4	GZMB	1176	0.13687720061551722	2.4637370302431206e-06	1.2124908081421201e-05
P11_T2	CLDN4	PRF1	1176	0.12609461946006492	1.4452805928910459e-05	6.14595048239105e-05
P11_T2	CLDN4	MS4A1	1176	-0.05659629220098984	0.052338395988775814	0.09395171083231069
P11_T2	CLDN4	FOXP3	1176	0.12331147059949052	2.2312344781218254e-05	9.133464499227659e-05
P11_T2	CLDN4	NCAM1	1176	0.07325168861680748	0.011980625743814505	0.02731721781238681
P11_T3	TACSTD2	CD8A	1735	0.10465801550228096	1.252668334694863e-05	5.432363669270792e-05
P11_T3	TACSTD2	CD4	1735	0.13496900667086711	1.6643545715113952e-08	1.1390426598781111e-07
P11_T3	TACSTD2	CD3E	1735	0.03820504118915469	0.11165434435417747	0.18524470767852172
P11_T3	TACSTD2	PTPRC	1735	0.09676713661806031	5.408231425839848e-05	0.00019740044704315448
P11_T3	TACSTD2	CD68	1735	0.09680556419493992	5.371230349067907e-05	0.00019740044704315448
P11_T3	TACSTD2	CD274	1735	0.13468907042392828	1.782504525711934e-08	1.2011338188643495e-07
P11_T3	TACSTD2	GZMB	1735	0.06769006277341666	0.004791598183239821	0.011992685738623094
P11_T3	TACSTD2	PRF1	1735	0.13234101266127127	3.1511746951503175e-08	2.029727230111528e-07
P11_T3	TACSTD2	MS4A1	1735	-0.025582501055500077	0.2868747046321541	0.3795743335912279
P11_T3	TACSTD2	FOXP3	1735	0.04130581547504843	0.08542900751842679	0.14559496222984797
P11_T3	TACSTD2	NCAM1	1735	-0.019977454899534314	0.40562865360957123	0.5033012755835473
P11_T3	CLDN4	CD8A	1735	0.1362929153732849	1.2010498841341822e-08	8.350156337313839e-08
P11_T3	CLDN4	CD4	1735	0.16245023978786952	9.966950364665264e-12	9.490270129833448e-11
P11_T3	CLDN4	CD3E	1735	0.038609321866376695	0.10791245809877459	0.17971732565499343
P11_T3	CLDN4	PTPRC	1735	0.12894272636897586	7.06398724397483e-08	4.4840962505231534e-07
P11_T3	CLDN4	CD68	1735	0.18365493252091084	1.2582375890277614e-14	1.3121620571289513e-13
P11_T3	CLDN4	CD274	1735	0.13771268969320666	8.435389937018517e-09	6.056886544941165e-08
P11_T3	CLDN4	GZMB	1735	0.06980528333244249	0.0036249860615259447	0.009339669970284493
P11_T3	CLDN4	PRF1	1735	0.15550948689290503	7.392190841797636e-11	6.745374143140343e-10
P11_T3	CLDN4	MS4A1	1735	-0.029795202523904035	0.21480885344594355	0.31250690721489616
P11_T3	CLDN4	FOXP3	1735	0.05380106161061057	0.02502597923744905	0.051704617481144736
P11_T3	CLDN4	NCAM1	1735	0.029865656578256	0.21372603992217953	0.3120400182863821
P11_T4	TACSTD2	CD8A	1811	0.04224983229590542	0.07225016145605896	0.12613138645215366
P11_T4	TACSTD2	CD4	1811	0.055854512516137524	0.017446960443893978	0.03764418066219489
P11_T4	TACSTD2	CD3E	1811	0.008878527781650138	0.7057427535741974	0.767035548549624
P11_T4	TACSTD2	PTPRC	1811	0.09738098685255166	3.308260129335861e-05	0.00013293742538065203
P11_T4	TACSTD2	CD68	1811	0.05196149939151169	0.02701973284209445	0.05479001381869153
P11_T4	TACSTD2	CD274	1811	0.06953500827298839	0.0030697864967544146	0.008003371937966868
P11_T4	TACSTD2	GZMB	1811	0.07289426092442454	0.0019088131263214209	0.005271453351425233
P11_T4	TACSTD2	PRF1	1811	0.06547319180320745	0.0053143623929981275	0.013225515500756704
P11_T4	TACSTD2	MS4A1	1811	-0.01427107494157816	0.5438978667219112	0.6352727083311923
P11_T4	TACSTD2	FOXP3	1811	0.015313286830816269	0.5148798831208088	0.6078635816897958
P11_T4	TACSTD2	NCAM1	1811	0.021392881827543734	0.3628922746871679	0.4598119518399497
P11_T4	CLDN4	CD8A	1811	0.08703502998564351	0.00020863012566960372	0.0007083720545991196
P11_T4	CLDN4	CD4	1811	0.08456883176940268	0.0003147242540734705	0.001013597230030736
P11_T4	CLDN4	CD3E	1811	0.041200456454943954	0.07962707909843517	0.1367712182161357
P11_T4	CLDN4	PTPRC	1811	0.11756871614366461	5.24326256264274e-07	2.9442935928686157e-06
P11_T4	CLDN4	CD68	1811	0.10491373299119465	7.678359836983154e-06	3.503251675623564e-05
P11_T4	CLDN4	CD274	1811	0.07367669863924303	0.0017041031695177046	0.004815465730637126
P11_T4	CLDN4	GZMB	1811	0.0752602034535166	0.0013501720789921413	0.0038400998090815453
P11_T4	CLDN4	PRF1	1811	0.1310827295448802	2.1601794197093642e-08	1.4335736148980328e-07
P11_T4	CLDN4	MS4A1	1811	-0.018663225625395363	0.4273409240282523	0.5223260438089007
P11_T4	CLDN4	FOXP3	1811	0.04218852710347832	0.07266517516310869	0.1262989949263556
P11_T4	CLDN4	NCAM1	1811	0.04784841996285208	0.041751335627001264	0.07902104961930972
P15_T1	TACSTD2	CD8A	2624	0.022718950243739263	0.24467790672260015	0.33490288482655894
P15_T1	TACSTD2	CD4	2624	0.08593391652296443	1.04318620083106e-05	4.662403632285758e-05
P15_T1	TACSTD2	CD3E	2624	0.02049371443140567	0.29399387491794016	0.3866946462884618
P15_T1	TACSTD2	PTPRC	2624	0.010539822464304677	0.5894314756306462	0.6811899375362086
P15_T1	TACSTD2	CD68	2624	0.27968591636995227	2.332096815639468e-48	6.809722701667246e-47
P15_T1	TACSTD2	CD274	2624	0.023116699950476428	0.2365133205978677	0.33111467290574786
P15_T1	TACSTD2	GZMB	2624	0.015764202020469964	0.4195590185479923	0.5161990172023052
P15_T1	TACSTD2	PRF1	2624	0.059009870909716565	0.0024947684593896033	0.0067037336516113264
P15_T1	TACSTD2	MS4A1	2624	-0.04815075167352987	0.013633502930691016	0.03046670552878911
P15_T1	TACSTD2	FOXP3	2624	-0.0028150258790436943	0.8853968195088006	0.9082056368731959
P15_T1	TACSTD2	NCAM1	2624	-0.003274566408119825	0.866850632475288	0.8986768446288006
P15_T1	CLDN4	CD8A	2624	0.02360240884130194	0.2268067438956186	0.32149305445398363
P15_T1	CLDN4	CD4	2624	0.12465132013829612	1.4819301200125231e-10	1.2981707851309704e-09
P15_T1	CLDN4	CD3E	2624	0.004335157394781126	0.8243421855238249	0.8658558207660318
P15_T1	CLDN4	PTPRC	2624	0.04277320101461727	0.028450657591835994	0.05719239720647115
P15_T1	CLDN4	CD68	2624	0.10080614015128346	2.284991152333443e-07	1.3900362843361778e-06
P15_T1	CLDN4	CD274	2624	0.06055544770888454	0.0019136097782571052	0.005271453351425233
P15_T1	CLDN4	GZMB	2624	0.005072131549110473	0.7950969052411435	0.8473295486511456
P15_T1	CLDN4	PRF1	2624	0.022967222587947134	0.23955875841145666	0.3331007497911683
P15_T1	CLDN4	MS4A1	2624	-0.015974924397193925	0.4133699271440406	0.5100169805326472
P15_T1	CLDN4	FOXP3	2624	-0.028115621474635852	0.14991807047100386	0.23368012407935831
P15_T1	CLDN4	NCAM1	2624	0.0238736437283308	0.22151150386019355	0.3150066191258597
P15_T2	TACSTD2	CD8A	3131	0.0453080270000283	0.011228188097257341	0.026159289290418702
P15_T2	TACSTD2	CD4	3131	0.05396398795038763	0.002523006236117556	0.006738272752557863
P15_T2	TACSTD2	CD3E	3131	0.007013177245338553	0.6948566305027681	0.7608680104005312
P15_T2	TACSTD2	PTPRC	3131	0.04537998063254757	0.011099627503047492	0.02599805800179038
P15_T2	TACSTD2	CD68	3131	0.26727440505451866	2.330101664475783e-52	7.289889493145663e-51
P15_T2	TACSTD2	CD274	3131	0.047098683343684666	0.008393097529268584	0.020310368606738342
P15_T2	TACSTD2	GZMB	3131	0.03955766332098631	0.026866984797374982	0.05473367135465229
P15_T2	TACSTD2	PRF1	3131	0.03879781556807447	0.02993908094820619	0.05955918136515991
P15_T2	TACSTD2	MS4A1	3131	-0.03632405286514332	0.04211481887510659	0.07902104961930972
P15_T2	TACSTD2	FOXP3	3131	-0.014931005017961407	0.4036150199774606	0.5022255078128629
P15_T2	TACSTD2	NCAM1	3131	-0.02823440429785988	0.1142100259933616	0.1873557729778741
P15_T2	CLDN4	CD8A	3131	0.03775180891830263	0.03465860606808892	0.06717021883992454
P15_T2	CLDN4	CD4	3131	0.0610279619767081	0.0006339403513756068	0.0019282352354341376
P15_T2	CLDN4	CD3E	3131	0.020349697537551226	0.25497961547314224	0.34498884809561975
P15_T2	CLDN4	PTPRC	3131	0.07232706937962123	5.104815884710471e-05	0.00019001502392187772
P15_T2	CLDN4	CD68	3131	0.11842226801870122	2.988967240764004e-11	2.7854630882013484e-10
P15_T2	CLDN4	CD274	3131	0.03612650431212071	0.04324629744322637	0.08026219610225911
P15_T2	CLDN4	GZMB	3131	0.014656734635781512	0.4123078305597819	0.5100169805326472
P15_T2	CLDN4	PRF1	3131	0.038013452016501165	0.03342216166691322	0.06535226254512495
P15_T2	CLDN4	MS4A1	3131	0.015979030174334222	0.3714224391475237	0.4674799665132626
P15_T2	CLDN4	FOXP3	3131	-0.027352196576651652	0.1259730294826619	0.20137294493943764
P15_T2	CLDN4	NCAM1	3131	0.038771293666865346	0.030051550414840963	0.05955918136515991
P16_T1	TACSTD2	CD8A	2262	0.04576609369518564	0.029510793053341876	0.05902158610668375
P16_T1	TACSTD2	CD4	2262	0.07222298931874929	0.0005869987754177825	0.0017979403051257953
P16_T1	TACSTD2	CD3E	2262	0.02485352347395103	0.2373744458730704	0.33111467290574786
P16_T1	TACSTD2	PTPRC	2262	0.05739106930206808	0.006327883439177549	0.015570859249212171
P16_T1	TACSTD2	CD68	2262	0.09798928103993627	3.0254869223917492e-06	1.4562233758325124e-05
P16_T1	TACSTD2	CD274	2262	0.05293412323577764	0.011804125580101058	0.027069146618242217
P16_T1	TACSTD2	GZMB	2262	0.05234985494477757	0.012770144932479393	0.028831564332092652
P16_T1	TACSTD2	PRF1	2262	-0.010199003930852591	0.6278082278913585	0.7123834295762047
P16_T1	TACSTD2	MS4A1	2262	-0.026896799581628574	0.20098540582800983	0.29911621935086596
P16_T1	TACSTD2	FOXP3	2262	-0.01540786172248881	0.4638977101861977	0.5596926189206317
P16_T1	TACSTD2	NCAM1	2262	0.024270754641306784	0.24855722715897724	0.33809958228457154
P16_T1	CLDN4	CD8A	2262	0.058323141396722955	0.005525165869743359	0.01367244435563611
P16_T1	CLDN4	CD4	2262	0.0907581369050692	1.5389424050621685e-05	6.481315129011825e-05
P16_T1	CLDN4	CD3E	2262	0.0503554406404714	0.016614699141798417	0.03620516529406819
P16_T1	CLDN4	PTPRC	2262	0.06987454254900861	0.000882615298132165	0.0025945335609522703
P16_T1	CLDN4	CD68	2262	0.13342875701736195	1.8787977325098352e-10	1.6135556996849174e-09
P16_T1	CLDN4	CD274	2262	0.03338881753498224	0.11238738382907157	0.1857572608193711
P16_T1	CLDN4	GZMB	2262	0.10401581493621195	7.131008157030016e-07	3.92420655029787e-06
P16_T1	CLDN4	PRF1	2262	-0.00936810635756	0.6560919841268771	0.7293611397146501
P16_T1	CLDN4	MS4A1	2262	0.0049797370359894125	0.812882336881853	0.8579336471186786
P16_T1	CLDN4	FOXP3	2262	0.0003848944121715538	0.9854029991345294	0.9854029991345294
P16_T1	CLDN4	NCAM1	2262	0.015587587782635916	0.45870040627350467	0.5550021490270581
P16_T2	TACSTD2	CD8A	2210	-0.006802881964941641	0.749248390286029	0.8083024506041396
P16_T2	TACSTD2	CD4	2210	0.055032823744900046	0.009663999801026571	0.023130229031965235
P16_T2	TACSTD2	CD3E	2210	0.033373542716827506	0.11677363734892934	0.19084646701056363
P16_T2	TACSTD2	PTPRC	2210	0.07218558468982073	0.0006837804081405176	0.002051341224421553
P16_T2	TACSTD2	CD68	2210	0.07699488420727282	0.0002913076363258264	0.0009501814416263419
P16_T2	TACSTD2	CD274	2210	0.05438988360728561	0.010547318012740498	0.02483723273967924
P16_T2	TACSTD2	GZMB	2210	0.05025295290854358	0.01814824755473655	0.03877528014133956
P16_T2	TACSTD2	PRF1	2210	-0.024762868203481878	0.24457073457499398	0.33490288482655894
P16_T2	TACSTD2	MS4A1	2210	-0.010019083232653749	0.6378201123083016	0.7178109336310241
P16_T2	TACSTD2	FOXP3	2210	0.0044238534288396445	0.8353448995974342	0.875313555080565
P16_T2	TACSTD2	NCAM1	2210	-0.0071574974480734035	0.7366503375870358	0.7986456630275289
P16_T2	CLDN4	CD8A	2210	0.027442564660967964	0.1971876897453189	0.2967979660084181
P16_T2	CLDN4	CD4	2210	0.06026406019020254	0.004596573701766079	0.011570685525135302
P16_T2	CLDN4	CD3E	2210	0.010474953473410833	0.6225997787838815	0.708308319759325
P16_T2	CLDN4	PTPRC	2210	0.06109148685611451	0.004065831082521043	0.010293838232047495
P16_T2	CLDN4	CD68	2210	0.10351647957624648	1.0785980131191689e-06	5.761291826173122e-06
P16_T2	CLDN4	CD274	2210	0.051755083977183924	0.014962157150145358	0.03293178307418928
P16_T2	CLDN4	GZMB	2210	0.08615438731505891	5.004359554633693e-05	0.00019001502392187772
P16_T2	CLDN4	PRF1	2210	0.02068198817534033	0.33113646736059404	0.4303566907986489
P16_T2	CLDN4	MS4A1	2210	-0.02024674551438109	0.3414158609141276	0.4398239620011409
P16_T2	CLDN4	FOXP3	2210	0.026198815906998907	0.21827142990749016	0.3150066191258597
P16_T2	CLDN4	NCAM1	2210	-0.016959557329440704	0.42551733774422174	0.5220632883248435
P17_T1	TACSTD2	CD8A	2658	-0.036519519721221215	0.059763387791297286	0.10597718158942596
P17_T1	TACSTD2	CD4	2658	-0.017670903541937597	0.36246397972791866	0.4598119518399497
P17_T1	TACSTD2	CD3E	2658	-0.04789769646058898	0.013524162894574579	0.030377350501659822
P17_T1	TACSTD2	PTPRC	2658	-0.05751282694300379	0.0030152390251765196	0.007908231694774344
P17_T1	TACSTD2	CD68	2658	0.01910719366286681	0.32476502450558664	0.4233544069447826
P17_T1	TACSTD2	CD274	2658	0.4053187519764922	1.1902187434090253e-105	8.688596826885885e-104
P17_T1	TACSTD2	GZMB	2658	0.007436634835437882	0.7015517750876057	0.7662834850084072
P17_T1	TACSTD2	PRF1	2658	-0.007816225691034675	0.6871039455718171	0.7542644816051526
P17_T1	TACSTD2	MS4A1	2658	-0.09730989236507796	4.996125046126725e-07	2.8419516496149424e-06
P17_T1	TACSTD2	FOXP3	2658	-0.00906731500653883	0.6403121907819662	0.7178109336310241
P17_T1	TACSTD2	NCAM1	2658	0.007896844730136594	0.6840498914181306	0.7542644816051526
P17_T1	CLDN4	CD8A	2658	-0.012652417519708139	0.5143852324849459	0.6078635816897958
P17_T1	CLDN4	CD4	2658	-0.009676663895124936	0.6180153297690849	0.7064392467509524
P17_T1	CLDN4	CD3E	2658	-0.037350554712065526	0.05417888924687455	0.09646485158589858
P17_T1	CLDN4	PTPRC	2658	-0.025980432339111466	0.18055836570756809	0.27459918118025983
P17_T1	CLDN4	CD68	2658	0.013844209920479246	0.4755687631350805	0.5691232739157521
P17_T1	CLDN4	CD274	2658	0.3539121025948217	2.878414402954587e-79	1.4008283427712324e-77
P17_T1	CLDN4	GZMB	2658	0.013530659496274952	0.48562276708352636	0.5780413201969911
