n	n_event	n_high	n_low	median_split	logrank_p	cox_hr_per_SD	cox_p	note	cohort	gene	endpoint
94	23	47	47	26.97505900791095	0.2978312442374432	0.9929209246480696	0.9713457666350204	ok	LSCC	TACSTD2	OS
92	20	46	46	26.9741456070672	0.8670033766179351	0.8865124912462907	0.5742673072715915	ok	LSCC	TACSTD2	PFS
66	14	33	33	23.34019422656705	0.5814842520626471	0.866658885006507	0.642583156209896	ok	LSCC	CLDN4	OS
66	14	33	33	23.34019422656705	0.9242338813295352	0.7421941790348625	0.313047805290209	ok	LSCC	CLDN4	PFS
105	23	52	53	26.5119422644344	0.7081350147771495	1.1355398952132068	0.5483532256455127	ok	LUAD	TACSTD2	OS
104	23	52	52	26.51870370008715	0.3800681429045035	1.5149664759419015	0.07116579311044068	ok	LUAD	TACSTD2	PFS
75	15	37	38	23.0423185151942	0.08749060477160094	1.1521573683221114	0.5632581831963497	ok	LUAD	CLDN4	OS
74	16	37	37	23.056695352665002	0.5135121803836433	1.2969765041534704	0.32454496348779494	ok	LUAD	CLDN4	PFS
