endpoint	n_q4	n_q1	median_q4	median_q1	delta_q4_minus_q1	U	p	rank_biserial
CD8A	22	22	4.625	8.190000000000001	-3.5650000000000013	133.0	0.010872196432412998	-0.4504132231404959
CD274	22	22	3.6550000000000002	4.135	-0.47999999999999954	181.0	0.1555512153984918	-0.2520661157024794
ImmuneScore	22	22	5998.817556905493	7594.008394874305	-1595.190837968812	122.0	0.005031988186496199	-0.49586776859504134
IFN_Ayers6	22	22	-0.4105833946392232	-0.21802322967286272	-0.1925601649663605	197.0	0.296239381120748	-0.18595041322314054
TACSTD2	22	22	130.70499999999998	63.97	66.73499999999999	359.0	0.0062463526414964325	0.48347107438016534
