cohort	predictor	endpoint	n	rho	p	ci_low	ci_high	n_partial	rho_adj_epi	p_adj_epi	verdict	note
LUAD_tumor	CLDN4	CD8A	87	-0.30856575256222907	0.003639897947130107	-0.4929633669862308	-0.10249645476279483	87	-0.18584114986811984	0.08668325077966108	NO_EVIDENCE	primary
LUAD_tumor	CLDN4	CD274	87	-0.19635664428143304	0.06833498943560408	-0.397335233546696	0.009020411724157198	87	-0.07729023047049681	0.47936090147884	NO_EVIDENCE	primary
LUAD_tumor	CLDN4	ImmuneScore	87	-0.38062258511336294	0.00027609198522634865	-0.5755518764614974	-0.1673306352529488	87	-0.14267132405551997	0.19004915846116363	NO_EVIDENCE	primary
LUAD_tumor	CLDN4	IFN_Ayers6	87	-0.1116497776481738	0.3032163488510196	-0.3072662731949129	0.09515854837163264	87	-0.03461721863968146	0.7516805978933774	NO_EVIDENCE	primary
LUAD_tumor	CLDN4	IFN_ISG_type1	87	0.10800466574323829	0.3193734957063088	-0.11390961384718504	0.32552004953140484	87	-0.01595681279686143	0.8840624632378528	sensitivity	sensitivity
LUAD_tumor	CLDN4	CD8A_NR027353	87	-0.30634710895699496	0.003904020315497537	-0.4920925891071745	-0.09753416084505931	87	-0.1822997054671433	0.09296731983072401	sensitivity	sensitivity
LUAD_tumor	CLDN4	epithelial_z	87	0.5075453816432164	5.237913456363346e-07	0.31002538471471747	0.6817668731617014	87			context	context
LUAD_tumor	TACSTD2	CD8A	87	-0.0611025803582323	0.5739733588462288	-0.2677863551404363	0.1511307607919898	87	0.004811121152666896	0.9649332015936941	companion	companion
LUAD_tumor	TACSTD2	CD274	87	0.05900632439422095	0.5872074137179827	-0.17313988456129514	0.28301782438740913	87	0.12130748331128315	0.26587489613688686	companion	companion
LUAD_tumor	TACSTD2	ImmuneScore	87	-0.008274404024203541	0.9393685767601754	-0.24526975217595579	0.21758994959599065	87	0.1324451189700436	0.22412351948301326	companion	companion
LUAD_tumor	TACSTD2	IFN_Ayers6	87	0.004720419916891448	0.9653886132542772	-0.21176187045461015	0.2287696407632509	87	0.04069264274027008	0.7098927371298164	companion	companion
LUAD_tumor	CLDN4	TACSTD2	87	0.3833017423634905	0.0002478270564502934	0.16891109822727296	0.5880521610906221	87	0.32686153215558533	0.002128617445263321	companion	companion
LUAD_tumor	CD8A	ImmuneScore	87	0.8172709338832199	4.713027466382353e-22	0.7262930832609416	0.8762984522342729	87			positive_control	positive_control
LUAD_tumor	IFN_Ayers6	CD8A	87	0.7608888809859219	1.2166648519750707e-17	0.6383615704644191	0.843062644307199	87			positive_control	positive_control
LUAD_tumor	IFN_Ayers6	ImmuneScore	87	0.6248268571845155	9.928052715679238e-11	0.45738003894548046	0.7506430599134133	87			positive_control	positive_control
