gene	n_control	n_tolerant	mean_control	mean_tolerant	sd_control	sd_tolerant	log2FC_P_minus_C	welch_t	welch_p	mwu_p	C1	C2	C3	P1	P2	P3
TACSTD2	3	3	13.1033	15.1533	0.0961	0.0551	2.05	32.0591	4.155736072981077e-05	0.1	13.19	13.12	13.0	15.18	15.19	15.09
CLDN4	3	3	14.17	13.98	0.0458	0.0624	-0.19	-4.2485	0.01581061221421688	0.1	14.12	14.21	14.18	13.91	14.03	14.0
