dataset	cohort	malignant_def	metric	tnk_def	min_mal_cells	n	n_corr	n_NMPR	n_MPR	mean_NMPR	mean_MPR	delta_NMPR_minus_MPR	p_nmpr	p_onesided_NMPR_gt_MPR	p_method	rho	p_rho	dir_nmpr	dir_rho	recovers_user_direction	note
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.5153792314121755	1.5236176237432255	-0.00823839233105006	0.926611028101784	0.5513027080347308	asymptotic_mwu	-0.10594919786096257	0.5573248802897375	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	author_TNK	5	30	30	20	10	1.5153792314121755	1.5619643229558937	-0.04658509154371826	0.8776259224779746	0.5784671425361487	asymptotic_mwu	-0.17953281423804227	0.342467148142791	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	lineage_TNK	0	33	33	20	13	1.5153792314121755	1.5236176237432255	-0.00823839233105006	0.926611028101784	0.5513027080347308	asymptotic_mwu	-0.10795454545454546	0.5498456038599481	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	lineage_TNK	5	30	30	20	10	1.5153792314121755	1.5619643229558937	-0.04658509154371826	0.8776259224779746	0.5784671425361487	asymptotic_mwu	-0.18442714126807563	0.32924823106175793	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	0	33	33	20	13	1.5153792314121755	1.5236176237432255	-0.00823839233105006	0.926611028101784	0.5513027080347308	asymptotic_mwu	-0.08823529411764706	0.6253492573066255	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	mean_log1p_cp10k	umi_CD3E_CD8A_NKG7	5	30	30	20	10	1.5153792314121755	1.5619643229558937	-0.04658509154371826	0.8776259224779746	0.5784671425361487	asymptotic_mwu	-0.1586206896551724	0.4024779381652348	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	author_TNK	0	33	33	20	13	0.7675323368895179	0.7249459637731903	0.042586373116327625	1.0	0.5147013677725405	asymptotic_mwu	0.01086684037069598	0.9521397902364954	NMPR>MPR	positive	NMPR>MPR_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	author_TNK	5	30	30	20	10	0.7675323368895179	0.7424297529051475	0.025102583984370486	0.7248440881401302	0.3624220440700651	asymptotic_mwu	-0.15062854693275038	0.42689357954764134	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	lineage_TNK	0	33	33	20	13	0.7675323368895179	0.7249459637731903	0.042586373116327625	1.0	0.5147013677725405	asymptotic_mwu	-0.004681100467376731	0.9793737105789699	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	lineage_TNK	5	30	30	20	10	0.7675323368895179	0.7424297529051475	0.025102583984370486	0.7248440881401302	0.3624220440700651	asymptotic_mwu	-0.16553565571339185	0.38200740298193187	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	umi_CD3E_CD8A_NKG7	0	33	33	20	13	0.7675323368895179	0.7249459637731903	0.042586373116327625	1.0	0.5147013677725405	asymptotic_mwu	-0.006520104222417589	0.9712733853730772	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pct_pos_ge1	umi_CD3E_CD8A_NKG7	5	30	30	20	10	0.7675323368895179	0.7424297529051475	0.025102583984370486	0.7248440881401302	0.3624220440700651	asymptotic_mwu	-0.1608632783343848	0.39577209236870936	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	author_TNK	0	33	33	20	13	720.1736989721373	710.1042731833816	10.06942578875578	0.8394156924542152	0.4197078462271076	asymptotic_mwu	-0.2613636363636364	0.1417774016753254	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	author_TNK	5	30	30	20	10	720.1736989721373	750.5615925359474	-30.387893563810053	0.9473848301654796	0.5437894978397058	asymptotic_mwu	-0.3130144605116796	0.09213825599957674	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	lineage_TNK	0	33	33	20	13	720.1736989721373	710.1042731833816	10.06942578875578	0.8394156924542152	0.4197078462271076	asymptotic_mwu	-0.2600267379679145	0.14390067609593127	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	lineage_TNK	5	30	30	20	10	720.1736989721373	750.5615925359474	-30.387893563810053	0.9473848301654796	0.5437894978397058	asymptotic_mwu	-0.3125695216907675	0.092626499461574	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	umi_CD3E_CD8A_NKG7	0	33	33	20	13	720.1736989721373	710.1042731833816	10.06942578875578	0.8394156924542152	0.4197078462271076	asymptotic_mwu	-0.23295454545454547	0.192009414344863	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	author_epi	pseudobulk_cpm	umi_CD3E_CD8A_NKG7	5	30	30	20	10	720.1736989721373	750.5615925359474	-30.387893563810053	0.9473848301654796	0.5437894978397058	asymptotic_mwu	-0.27919911012235815	0.13513573690862085	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_all_epi	mean_log1p_cp10k	author_TNK	0	33	33	20	13	1.4658641413503402	1.5195249574670378	-0.053660816116697596	0.6988598802286865	0.6641090682340292	asymptotic_mwu	-0.06584224598930481	0.7158234836979872	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_all_epi	mean_log1p_cp10k	author_TNK	5	31	31	20	11	1.4658641413503402	1.4151307789062264	0.05073336244411375	0.9177920550751937	0.5574477616721888	asymptotic_mwu	-0.1528225806451613	0.41178793916869194	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_all_epi	mean_log1p_cp10k	lineage_TNK	0	33	33	20	13	1.4658641413503402	1.5195249574670378	-0.053660816116697596	0.6988598802286865	0.6641090682340292	asymptotic_mwu	-0.06751336898395723	0.708920026806629	NMPR<MPR	negative	rho_neg_only	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
GSE241934	REAL_EGFRWT	marker_all_epi	mean_log1p_cp10k	lineage_TNK	5	31	31	20	11	1.4658641413503402	1.4151307789062264	0.05073336244411375	0.9177920550751937	0.5574477616721888	asymptotic_mwu	-0.15806451612903227	0.39573785082035684	NMPR>MPR	negative	both	pCR counted as MPR; author_epi is deposited major.cell.type==Epi
