n_q4	n_q1	median_q4	median_q1	delta_median_q4_minus_q1	U	p	rank_biserial_q4_gt_q1	endpoint	definition	n_complete
129	129	893.75	1137.51	-243.76	7283.0	0.08357072812706227	-0.12469202571960825	ImmuneScore	ESTIMATE Immune_score (MDACC RNAseqV2)	515
129	129	7.9095	8.094	-0.184499999999999	6671.0	0.005932053069824673	-0.19824529775854816	CD8A	CD8A HiSeqV2 log2(norm_count+1)	515
129	129	6.8191500000000005	7.1832	-0.36404999999999976	6567.0	0.0034440347172200137	-0.21074454660176667	CD8_score	mean(CD8A, CD8B) — B3-style CD8	515
129	129	6.0466	6.0025	0.04409999999999936	8588.0	0.6559476509524259	0.0321495102457785	CD274	CD274 / PD-L1 HiSeqV2 log2(norm_count+1)	515
