metric	n_pairs	median_a	median_b	median_a_minus_b	wilcoxon_p_twosided	note	contrast	n_a	n_b	mean_a	mean_b	q25_a	q75_a	q25_b	q75_b	mannwhitney_U	mannwhitney_p_twosided	cliffs_delta_a_minus_b
Tex_expanded_vs_nonexpanded	47.0	0.07329462989840348	0.014878621769772905	0.06052191763607235	1.2955026872692618e-08													
frac_exp_cells		0.4226001705029838	0.40782122905027934				post_vs_pre	14.0	33.0	0.4671656984823607	0.4188442942098609	0.3857897827363476	0.5217902888060223	0.33607006020799124	0.5263157894736842	256.0	0.5687308883057266	0.10822510822510822
frac_tex		0.04948281775891268	0.04138449962377728				post_vs_pre_joined_only	14.0	33.0	0.04636010128291363	0.08490410610437227	0.01534730249331575	0.06357460698397173	0.014563106796116505	0.10137672090112641	197.0	0.4358144834972417	-0.1471861471861472
