stratum	module	n_genes	family	overlap	odds_ratio	p	q
CLDN4pos	ME1	1054	TJ	27	1.091815109685549	0.41628284383579534	1.0
CLDN4pos	ME1	1054	IFN	6	0.13951386098834873	0.9999999988367843	1.0
CLDN4pos	ME1	1054	MHC	2	0.22718631178707224	0.9948407082073603	1.0
CLDN4pos	ME2	558	TJ	7	0.44417557303219735	0.9909879553902303	1.0
CLDN4pos	ME2	558	IFN	6	0.3594584286803966	0.9978887641701287	1.0
CLDN4pos	ME2	558	MHC	0	0.0	1.0	1.0
CLDN4pos	ME3	311	TJ	7	0.9103923001949318	0.6506918097159133	1.0
CLDN4pos	ME3	311	IFN	43	17.400559701492536	1.148024399296024e-25	3.444073197888072e-24
CLDN4pos	ME3	311	MHC	10	18.14784053156146	4.908627565359332e-07	7.362941348038998e-06
CLDN4pos	ME4	177	TJ	14	4.159248139929513	5.613767850317894e-05	0.0005613767850317894
CLDN4pos	ME4	177	IFN	4	0.8872342510042128	0.6632910349534986	1.0
CLDN4pos	ME4	177	MHC	1	1.0096153846153846	0.6432863016739001	1.0
CLDN4pos	ME5	140	TJ	0	0.0	1.0	1.0
CLDN4pos	ME5	140	IFN	0	0.0	1.0	1.0
CLDN4pos	ME5	140	MHC	0	0.0	1.0	1.0
CLDN4pos	ME6	94	TJ	1	0.4204301075268817	0.906229949038095	1.0
CLDN4pos	ME6	94	IFN	1	0.4065209850849809	0.9133199596451557	1.0
CLDN4pos	ME6	94	MHC	0	0.0	1.0	1.0
CLDN4pos	ME7	79	TJ	2	1.0398415144177855	0.5813768551352887	1.0
CLDN4pos	ME7	79	IFN	0	0.0	1.0	1.0
CLDN4pos	ME7	79	MHC	0	0.0	1.0	1.0
CLDN4pos	ME8	46	TJ	1	0.8866666666666667	0.6823494537933821	1.0
CLDN4pos	ME8	46	IFN	0	0.0	1.0	1.0
CLDN4pos	ME8	46	MHC	0	0.0	1.0	1.0
CLDN4pos	ME9	41	TJ	2	2.0860495436766624	0.26428913312002983	1.0
CLDN4pos	ME9	41	IFN	3	3.156578947368421	0.0825889477794192	0.619417108345644
CLDN4pos	ME9	41	MHC	1	4.703846153846154	0.2071432259568252	1.0
CLDN4pos	grey	0	TJ	0	nan	1.0	1.0
CLDN4pos	grey	0	IFN	0	nan	1.0	1.0
CLDN4pos	grey	0	MHC	0	nan	1.0	1.0
CLDN4neg	ME1	905	TJ	22	0.9934082527514011	0.5586463897227556	1.0
CLDN4neg	ME1	905	IFN	11	0.36486835312338667	0.9997222918892481	1.0
CLDN4neg	ME1	905	MHC	3	0.47863334005240876	0.9299037448293836	1.0
CLDN4neg	ME2	729	TJ	12	0.5878234138843822	0.9677663113781507	1.0
CLDN4neg	ME2	729	IFN	3	0.11776859504132231	0.9999998991805673	1.0
CLDN4neg	ME2	729	MHC	0	0.0	1.0	1.0
CLDN4neg	ME3	329	TJ	15	2.2057601772362228	0.010371116031580587	0.062226696189483524
CLDN4neg	ME3	329	IFN	11	1.4089259796806968	0.1984541366960429	0.7938165467841717
CLDN4neg	ME3	329	MHC	0	0.0	1.0	1.0
CLDN4neg	ME4	164	TJ	0	0.0	1.0	1.0
CLDN4neg	ME4	164	IFN	0	0.0	1.0	1.0
CLDN4neg	ME4	164	MHC	0	0.0	1.0	1.0
CLDN4neg	ME5	154	TJ	7	2.0202821869488536	0.07805680258496837	0.3746726524078482
CLDN4neg	ME5	154	IFN	2	0.4926660914581536	0.9093899169186639	1.0
CLDN4neg	ME5	154	MHC	0	0.0	1.0	1.0
CLDN4neg	ME6	144	TJ	3	0.8426265590608951	0.6935600318963033	1.0
CLDN4neg	ME6	144	IFN	10	3.241340467473951	0.002695358060939577	0.021562864487516615
CLDN4neg	ME6	144	MHC	1	1.2598171059709522	0.5653150935527845	1.0
CLDN4neg	ME7	74	TJ	2	1.1139359698681732	0.5455333817042417	1.0
CLDN4neg	ME7	74	IFN	26	34.95945945945946	2.44385257793265e-25	5.86524618703836e-24
CLDN4neg	ME7	74	MHC	10	94.5703125	2.5446924681195166e-13	3.05363096174342e-12
CLDN4neg	grey	0	TJ	0	nan	1.0	1.0
CLDN4neg	grey	0	IFN	0	nan	1.0	1.0
CLDN4neg	grey	0	MHC	0	nan	1.0	1.0
