stratum	module	gene	in_module	kME
CLDN4pos	ME1	OCIAD2	1	0.3498850454680204
CLDN4pos	ME1	NAP1L1	1	0.2039208008622426
CLDN4pos	ME1	TUBB	1	0.6656283249014602
CLDN4pos	ME1	NDUFS6	1	0.5930325475519175
CLDN4pos	ME1	SLC25A3	1	0.29839820953989105
CLDN4pos	ME1	SERP1	1	0.35468078850163604
CLDN4pos	ME1	IGFBP2	1	0.11909208515440314
CLDN4pos	ME1	CLDN3	1	0.5581968358268163
CLDN4pos	ME1	HSPD1	1	0.17629813722031915
CLDN4pos	ME1	TUBB4B	1	0.4203088039104148
CLDN4pos	ME1	NDUFB11	1	0.6400373155027825
CLDN4pos	ME1	RAN	1	0.7009403608152112
CLDN4pos	ME1	NDUFB4	1	0.6992471381336067
CLDN4pos	ME1	PARK7	1	0.6276140991479362
CLDN4pos	ME1	TFF3	1	0.1842597794445875
CLDN4pos	ME1	PTMS	1	0.3900452577387576
CLDN4pos	ME1	EIF3K	1	0.4633530379223306
CLDN4pos	ME1	PRDX6	1	0.2360879060625097
CLDN4pos	ME1	ANAPC11	1	0.5951911295006058
CLDN4pos	ME1	MARCKSL1	1	0.5743095963048886
CLDN4pos	ME1	SSR2	1	0.36468729573984704
CLDN4pos	ME1	ARF1	1	0.6747083215090242
CLDN4pos	ME1	CKB	1	0.5387211841490297
CLDN4pos	ME1	PDIA3	1	0.4856676530167188
CLDN4pos	ME1	ATP6V1G1	1	0.4176337664482077
CLDN4pos	ME1	DAD1	1	0.5837418369273287
CLDN4pos	ME1	ARPC2	1	0.17311045890205023
CLDN4pos	ME1	YWHAB	1	0.5830493320600681
CLDN4pos	ME1	APRT	1	0.07312506286591382
CLDN4pos	ME1	NEDD8	1	0.5406106964411299
CLDN4pos	ME1	JTB	1	0.45658899396190206
CLDN4pos	ME1	TRMT112	1	0.4338244005889817
CLDN4pos	ME1	TBCA	1	0.34962130537119046
CLDN4pos	ME1	SPTSSA	1	0.14485538092786662
CLDN4pos	ME1	YWHAE	1	0.689508121940808
CLDN4pos	ME1	BSG	1	0.16549882078408773
CLDN4pos	ME1	PDCD6	1	0.554675416082059
CLDN4pos	ME1	TSTD1	1	0.3709665325834972
CLDN4pos	ME1	PRDX2	1	0.5886698678766191
CLDN4pos	ME1	LAPTM4A	1	0.3813228096081694
CLDN4pos	ME1	HMGB3	1	0.5467886814380872
CLDN4pos	ME1	SAP18	1	0.5681024392675903
CLDN4pos	ME1	COX5A	1	0.4936163113333686
CLDN4pos	ME1	SNRPD2	1	0.5067447296886519
CLDN4pos	ME1	NDUFB10	1	0.5300899392075011
CLDN4pos	ME1	ERP29	1	0.2978438793996657
CLDN4pos	ME1	MRPL14	1	0.39069518140087917
CLDN4pos	ME1	H2AFV	1	0.7043130269946664
CLDN4pos	ME1	CUTA	1	0.5909995738376953
CLDN4pos	ME1	SRP9	1	0.7155635075096929
CLDN4pos	ME1	RABAC1	1	0.5488927307811449
CLDN4pos	ME1	PDIA6	1	0.47321370388276257
CLDN4pos	ME1	PTGES3	1	0.4681174455382987
CLDN4pos	ME1	POMP	1	0.5616669801856127
CLDN4pos	ME1	ERH	1	0.7451816269910024
CLDN4pos	ME1	SEC11C	1	0.31356962098113816
CLDN4pos	ME1	C4ORF3	1	0.23759785574068126
CLDN4pos	ME1	ATP6V0B	1	0.6097666307423645
CLDN4pos	ME1	CLTA	1	0.34126492652036683
CLDN4pos	ME1	TOMM20	1	0.31237900409630975
CLDN4pos	ME1	AURKAIP1	1	0.5179505252623303
CLDN4pos	ME1	NENF	1	0.4660943312741169
CLDN4pos	ME1	CRIP1	1	0.36428452023989255
CLDN4pos	ME1	HMGN3	1	0.4774212565055174
CLDN4pos	ME1	CYCS	1	0.4607730056163893
CLDN4pos	ME1	PSMB3	1	0.70770993558681
CLDN4pos	ME1	HIST1H1C	1	0.29178489959838366
CLDN4pos	ME1	SRSF9	1	0.6462429030589699
CLDN4pos	ME1	DDT	1	0.4232409171375707
CLDN4pos	ME1	ARL6IP4	1	0.3037066164487663
CLDN4pos	ME1	SEC62	1	0.4963501506576751
CLDN4pos	ME1	SPCS1	1	0.4337353247412856
CLDN4pos	ME1	LAMTOR5	1	0.5937667207766001
CLDN4pos	ME1	C12ORF57	1	0.24079627953036914
CLDN4pos	ME1	SNRPE	1	0.646702792677771
CLDN4pos	ME1	VAPA	1	0.32632474654428334
CLDN4pos	ME1	STMN1	1	0.7143841420117651
CLDN4pos	ME1	RBM3	1	0.2984599906563917
CLDN4pos	ME1	HNRNPC	1	0.5623064194409378
CLDN4pos	ME1	BNIP3	1	0.2796022842627363
CLDN4pos	ME1	C19ORF53	1	0.3743981724920052
CLDN4pos	ME1	PSMB1	1	0.7093258239597487
CLDN4pos	ME1	DYNLT1	1	0.713778725517883
CLDN4pos	ME1	SNU13	1	0.43829458271519606
CLDN4pos	ME1	TALDO1	1	0.36020862145501165
CLDN4pos	ME1	NDUFB7	1	0.49839550347216116
CLDN4pos	ME1	FAM177A1	1	0.29155920469733504
CLDN4pos	ME1	YWHAQ	1	0.6660420425288591
CLDN4pos	ME1	CNBP	1	0.6685113026715741
CLDN4pos	ME1	BRK1	1	0.32286236449444783
CLDN4pos	ME1	TUBA1A	1	0.5012794471122758
CLDN4pos	ME1	PCSK1N	1	0.38175788343972833
CLDN4pos	ME1	SF3B6	1	0.6614924563327158
CLDN4pos	ME1	UBE2D3	1	0.17213863321439835
CLDN4pos	ME1	CD47	1	0.34836525795232637
CLDN4pos	ME1	TMED9	1	0.4841574863632359
CLDN4pos	ME1	SIVA1	1	0.5740666248331445
CLDN4pos	ME1	DEK	1	0.6364450329951702
CLDN4pos	ME1	MORF4L1	1	0.5803570411875905
CLDN4pos	ME1	RBX1	1	0.6841416224048362
CLDN4pos	ME1	SSR3	1	0.4584672611517116
CLDN4pos	ME1	SNRPB	1	0.6722697962349309
CLDN4pos	ME1	CRIP2	1	0.4719054868728761
CLDN4pos	ME1	HIGD2A	1	0.2013524654493264
CLDN4pos	ME1	NDUFAB1	1	0.7309274273013772
CLDN4pos	ME1	TMED10	1	0.4120798466689122
CLDN4pos	ME1	TMED2	1	0.3008734646405321
CLDN4pos	ME1	ARF4	1	0.3038855665522211
CLDN4pos	ME1	ENSA	1	0.4774610542225452
CLDN4pos	ME1	FKBP1A	1	0.5076673422589574
CLDN4pos	ME1	RBM8A	1	0.6651431874698572
CLDN4pos	ME1	NDUFS8	1	0.5548910367192699
CLDN4pos	ME1	SPCS2	1	0.4907010805568608
CLDN4pos	ME1	NDUFA2	1	0.369845713419149
CLDN4pos	ME1	MYDGF	1	0.36524967498088695
CLDN4pos	ME1	SNX3	1	0.4359642109410269
CLDN4pos	ME1	MRPL51	1	0.624843094424569
CLDN4pos	ME1	TUBA1C	1	0.3024847516270281
CLDN4pos	ME1	ERGIC3	1	0.3802815241639551
CLDN4pos	ME1	COX17	1	0.5381014462811253
CLDN4pos	ME1	TMEM14B	1	0.6414944059852752
CLDN4pos	ME1	VDAC2	1	0.3175652110159798
CLDN4pos	ME1	PSMD8	1	0.6995993222546782
CLDN4pos	ME1	TMEM14C	1	0.5200107203921535
CLDN4pos	ME1	MZT2A	1	0.41128719386235507
CLDN4pos	ME1	SSBP1	1	0.6065295893957944
CLDN4pos	ME1	PRDX4	1	0.514988809993355
CLDN4pos	ME1	RPN2	1	0.5318846570783681
CLDN4pos	ME1	PSMB6	1	0.7980371816739275
CLDN4pos	ME1	NDUFV2	1	0.47333246593802364
CLDN4pos	ME1	UFC1	1	0.43817301475553144
CLDN4pos	ME1	WDR83OS	1	0.42855607568096604
CLDN4pos	ME1	DYNLRB1	1	0.48037750128422413
CLDN4pos	ME1	CD99	1	0.3198374471181825
CLDN4pos	ME1	MRPL20	1	0.5905738404288283
CLDN4pos	ME1	SLIRP	1	0.5107617320602337
CLDN4pos	ME1	EID1	1	0.5927953520280687
CLDN4pos	ME1	EIF5A	1	0.3475299573824027
CLDN4pos	ME1	SNRPF	1	0.5249641281016265
CLDN4pos	ME1	LMAN2	1	0.39861771297889914
CLDN4pos	ME1	ANP32B	1	0.5294031431767195
CLDN4pos	ME1	CBX3	1	0.540491864099705
CLDN4pos	ME1	SSU72	1	0.4298300611576015
CLDN4pos	ME1	TAX1BP1	1	0.32867512504152635
CLDN4pos	ME1	AP2S1	1	0.4861632427831813
CLDN4pos	ME1	POLR2I	1	0.6386989458081793
CLDN4pos	ME1	RNF7	1	0.6241980558197031
CLDN4pos	ME1	BANF1	1	0.6783621295283497
CLDN4pos	ME1	PFDN2	1	0.6450424920942008
CLDN4pos	ME1	PSMB2	1	0.733887047458243
CLDN4pos	ME1	NAA38	1	0.40242820380789357
CLDN4pos	ME1	COPE	1	0.6735427623362942
CLDN4pos	ME1	LSM5	1	0.5220181813840313
CLDN4pos	ME1	EIF2S2	1	0.4989123857991851
CLDN4pos	ME1	APOE	1	0.24174148217309094
CLDN4pos	ME1	UBE2S	1	0.3884459743404748
CLDN4pos	ME1	CCT5	1	0.6941887950777591
CLDN4pos	ME1	COMT	1	0.18897568025409084
CLDN4pos	ME1	SUMO1	1	0.6977740174288466
CLDN4pos	ME1	NDUFB1	1	0.37846068142062395
CLDN4pos	ME1	C1ORF43	1	0.4401314474712889
CLDN4pos	ME1	SMDT1	1	0.2648904750887068
CLDN4pos	ME1	KDELR1	1	0.3861285969650443
CLDN4pos	ME1	SCAND1	1	0.5357949987978524
CLDN4pos	ME1	ARL6IP1	1	0.29831642017256993
CLDN4pos	ME1	PDLIM1	1	0.3276190440745321
CLDN4pos	ME1	RANBP1	1	0.6962174368993876
CLDN4pos	ME1	CCT6A	1	0.5312306475649373
CLDN4pos	ME1	MPC2	1	0.6687722010944902
CLDN4pos	ME1	MRPL57	1	0.5090297743356285
CLDN4pos	ME1	CKS2	1	0.39567815016997687
CLDN4pos	ME1	PDIA4	1	0.2728079685361258
CLDN4pos	ME1	KIF5B	1	0.5151618617121525
CLDN4pos	ME1	CHMP2A	1	0.5449106097165469
CLDN4pos	ME1	COX7A2L	1	0.442062064649159
CLDN4pos	ME1	ATRAID	1	0.46428565866719956
CLDN4pos	ME1	GABARAPL2	1	0.5881436464627796
CLDN4pos	ME1	NME4	1	0.3494689599938548
CLDN4pos	ME1	UXT	1	0.4955161829556439
CLDN4pos	ME1	MORF4L2	1	0.5945925277283156
CLDN4pos	ME1	GADD45GIP1	1	0.6271188124788383
CLDN4pos	ME1	TUFM	1	0.4609643427595426
CLDN4pos	ME1	MTCH1	1	0.6266163105330358
CLDN4pos	ME1	MAP1LC3B	1	0.18390954757117792
CLDN4pos	ME1	PSMB5	1	0.6861280917063561
CLDN4pos	ME1	TPM1	1	0.5098094052574469
CLDN4pos	ME1	RAB2A	1	0.41482098494355957
CLDN4pos	ME1	CNPY2	1	0.1987807664672467
CLDN4pos	ME1	ECH1	1	0.5913890355310782
CLDN4pos	ME1	OSTC	1	0.46178776240859565
CLDN4pos	ME1	HIST1H4C	1	0.30096047551553795
CLDN4pos	ME1	LAPTM4B	1	0.3735386341699525
CLDN4pos	ME1	UBE2D2	1	0.4417830825951018
CLDN4pos	ME1	PLD3	1	0.10635387216266275
CLDN4pos	ME1	VDAC1	1	0.27080543056118245
CLDN4pos	ME1	SNRPD1	1	0.6941454411451818
CLDN4pos	ME1	ID3	1	0.3323591150142047
CLDN4pos	ME1	H2AFJ	1	0.1290886319856863
CLDN4pos	ME1	H2AFY	1	0.5207239858281253
CLDN4pos	ME1	STUB1	1	0.3484715222267896
CLDN4pos	ME1	HMGB2	1	0.5555805624140961
CLDN4pos	ME1	RAB13	1	0.35149209769124384
CLDN4pos	ME1	LSM7	1	0.49349247759463655
CLDN4pos	ME1	HNRNPF	1	0.5457164283142073
CLDN4pos	ME1	NME1	1	0.5739441696261712
CLDN4pos	ME1	CCT3	1	0.4713051615825102
CLDN4pos	ME1	LSM4	1	0.6343492432551464
CLDN4pos	ME1	LAMTOR1	1	0.3570507658689959
CLDN4pos	ME1	SF3B5	1	0.5392104513769581
CLDN4pos	ME1	PSMA4	1	0.6785610979718082
CLDN4pos	ME1	TMEM123	1	0.1979165789651295
CLDN4pos	ME1	ISCU	1	0.1449049590839872
CLDN4pos	ME1	LSR	1	0.3234499148180033
CLDN4pos	ME1	ADI1	1	0.19531616964744408
CLDN4pos	ME1	TMEM147	1	0.5058978630123199
CLDN4pos	ME1	C1QBP	1	0.5285158947406191
CLDN4pos	ME1	VPS28	1	0.22291161883098437
CLDN4pos	ME1	VKORC1	1	0.4450735453641738
CLDN4pos	ME1	BLOC1S1	1	0.32118319711776483
CLDN4pos	ME1	TMEM50A	1	0.508689528017514
CLDN4pos	ME1	PHB	1	0.6345121883599493
CLDN4pos	ME1	PDCD5	1	0.5515735951241648
CLDN4pos	ME1	MRPL52	1	0.44379767885697274
CLDN4pos	ME1	AP2M1	1	0.6700509809734939
CLDN4pos	ME1	CAMTA1	1	0.48943097660508994
CLDN4pos	ME1	ILF2	1	0.7649448212734532
CLDN4pos	ME1	ARPC5	1	0.655479340492099
CLDN4pos	ME1	BUD31	1	0.6225774249194965
CLDN4pos	ME1	NDUFA12	1	0.5617851389746098
CLDN4pos	ME1	CSNK2B	1	0.6897139533805507
CLDN4pos	ME1	PSMA3	1	0.5507026420227882
CLDN4pos	ME1	REEP5	1	0.19177012504573662
CLDN4pos	ME1	TRAPPC1	1	0.478870956708911
CLDN4pos	ME1	MRPS6	1	0.2626545673099265
CLDN4pos	ME1	PPP1CA	1	0.6269201503661864
CLDN4pos	ME1	CACYBP	1	0.6926476050620459
CLDN4pos	ME1	DPY30	1	0.7445612743178575
CLDN4pos	ME1	NUDC	1	0.670876561708486
CLDN4pos	ME1	NME3	1	0.20731795205435818
CLDN4pos	ME1	DNAJB6	1	0.36102203032544045
CLDN4pos	ME1	MRFAP1	1	0.41815719330573986
CLDN4pos	ME1	CAPZB	1	0.6310330638014283
CLDN4pos	ME1	MAP3K13	1	0.5170762474719596
CLDN4pos	ME1	TIMM13	1	0.19028550574538775
CLDN4pos	ME1	H1F0	1	0.36927902787515005
CLDN4pos	ME1	TMCO1	1	0.4667774784747325
CLDN4pos	ME1	SDF2L1	1	0.29077543866407046
CLDN4pos	ME1	RALY	1	0.6243380070812627
CLDN4pos	ME1	C7ORF50	1	0.4353783704419914
CLDN4pos	ME1	FKBP8	1	0.36030790507161586
CLDN4pos	ME1	CARHSP1	1	0.5443649772604433
CLDN4pos	ME1	MRPS34	1	0.5654184412317766
CLDN4pos	ME1	RPS19BP1	1	0.32938237286850497
CLDN4pos	ME1	UBE2B	1	0.28116624861916123
CLDN4pos	ME1	CHMP4B	1	0.46633660572599583
CLDN4pos	ME1	EIF3I	1	0.5562239007993524
CLDN4pos	ME1	VPS29	1	0.7420104431295088
CLDN4pos	ME1	IFT57	1	0.3664609731229853
CLDN4pos	ME1	LITAF	1	0.3855962843078589
CLDN4pos	ME1	DUT	1	0.559077655245581
CLDN4pos	ME1	NUCB2	1	0.36447630481709237
CLDN4pos	ME1	RPA3	1	0.6341700355313017
CLDN4pos	ME1	NDUFB5	1	0.5496617297042998
CLDN4pos	ME1	TECR	1	0.45408157154717393
CLDN4pos	ME1	LAGE3	1	0.5760411919680027
CLDN4pos	ME1	ETFB	1	0.20881753315297022
CLDN4pos	ME1	MLF2	1	0.4694936949758667
CLDN4pos	ME1	PSMA1	1	0.573380160606549
CLDN4pos	ME1	GTF2A2	1	0.6456587812480024
CLDN4pos	ME1	UQCC2	1	0.4708289469210735
CLDN4pos	ME1	DRAP1	1	0.5006270832405405
CLDN4pos	ME1	TMEM141	1	0.2626284284043083
CLDN4pos	ME1	GHITM	1	0.4556559945068896
CLDN4pos	ME1	RAD23A	1	0.4369139022079874
CLDN4pos	ME1	PSMA2	1	0.584914396097687
CLDN4pos	ME1	SDCBP	1	0.17716477047020995
CLDN4pos	ME1	TCEA1	1	0.30093709164824267
CLDN4pos	ME1	LSM3	1	0.446290694717906
CLDN4pos	ME1	TMEM230	1	0.549404006385972
CLDN4pos	ME1	PPP4C	1	0.6592297126422685
CLDN4pos	ME1	C1ORF122	1	0.410921867314065
CLDN4pos	ME1	GDI2	1	0.3781046995132039
CLDN4pos	ME1	NDFIP1	1	0.3661982748017672
CLDN4pos	ME1	ADRM1	1	0.5850489819241353
CLDN4pos	ME1	HNRNPAB	1	0.4884562605046646
CLDN4pos	ME1	MARCKS	1	0.32611943832578166
CLDN4pos	ME1	ARF5	1	0.6054095148320409
CLDN4pos	ME1	NDUFAF3	1	0.35398699973595754
CLDN4pos	ME1	RAB7A	1	0.6658914691413166
CLDN4pos	ME1	CD164	1	0.30432744316032895
CLDN4pos	ME1	MRPS15	1	0.4552964394037571
CLDN4pos	ME1	SSB	1	0.6311701644220654
CLDN4pos	ME1	SLC3A2	1	0.29164603995158495
CLDN4pos	ME1	IGKC	1	-0.07874899376627759
CLDN4pos	ME1	CKS1B	1	0.5243021096931033
CLDN4pos	ME1	FABP5	1	0.007243378113497313
CLDN4pos	ME1	COL1A1	1	0.07019395860142055
CLDN4pos	ME1	FAAP20	1	0.3058598052780152
CLDN4pos	ME1	PA2G4	1	0.4738363627916194
CLDN4pos	ME1	OCIAD1	1	0.3497444509751068
CLDN4pos	ME1	CAP1	1	0.4001258717133614
CLDN4pos	ME1	UBE2L3	1	0.510709003120319
CLDN4pos	ME1	XRCC6	1	0.5803362201723257
CLDN4pos	ME1	PHB2	1	0.24840226042383445
CLDN4pos	ME1	UQCRFS1	1	0.5935979805162882
CLDN4pos	ME1	COPZ1	1	0.514806153174402
CLDN4pos	ME1	POLR2F	1	0.5124541003999197
CLDN4pos	ME1	PSMD4	1	0.67052168991389
CLDN4pos	ME1	RNH1	1	0.19494966925056154
CLDN4pos	ME1	CCT4	1	0.43197470985180647
CLDN4pos	ME1	TMED3	1	0.15823634547153062
CLDN4pos	ME1	PSMB7	1	0.6329237858905518
CLDN4pos	ME1	MRPL18	1	0.5180095149069434
CLDN4pos	ME1	CAPNS1	1	0.40129424186034596
CLDN4pos	ME1	TBCB	1	0.7297028644330249
CLDN4pos	ME1	ATP1B3	1	0.3582706399399646
CLDN4pos	ME1	SPINT1	1	0.28013198542902384
CLDN4pos	ME1	TMED4	1	0.5227741864636904
CLDN4pos	ME1	MANF	1	0.29524146403815915
CLDN4pos	ME1	CCT2	1	0.4289961244433931
CLDN4pos	ME1	YWHAH	1	0.5456226836924173
CLDN4pos	ME1	PSENEN	1	0.549791287391282
CLDN4pos	ME1	MRPL55	1	0.5968127366432167
CLDN4pos	ME1	ECHS1	1	0.5403750703760007
CLDN4pos	ME1	FDPS	1	0.4822574225969882
CLDN4pos	ME1	REXO2	1	0.43106265008032396
CLDN4pos	ME1	TIMM8B	1	0.508920553891176
CLDN4pos	ME1	FLOT1	1	0.6083352293944889
CLDN4pos	ME1	SUMO3	1	0.3747852003233718
CLDN4pos	ME1	GGCT	1	0.3493616024299109
CLDN4pos	ME1	RHOBTB3	1	0.27822800077955784
CLDN4pos	ME1	TMEM208	1	0.36826588577727476
CLDN4pos	ME1	ACP1	1	0.6431116811804575
CLDN4pos	ME1	CALM3	1	0.5979022963594648
CLDN4pos	ME1	PGRMC1	1	0.5114914892654673
CLDN4pos	ME1	DMKN	1	0.1997971058451228
CLDN4pos	ME1	COPS6	1	0.6186677360996312
CLDN4pos	ME1	PLPP2	1	0.31164252023992206
CLDN4pos	ME1	HAX1	1	0.587667549022965
CLDN4pos	ME1	YIF1A	1	0.4258369643340451
CLDN4pos	ME1	TAF7	1	0.40739801503639134
CLDN4pos	ME1	RAB11A	1	0.5120828742451866
CLDN4pos	ME1	RAB1A	1	0.39866011768192766
CLDN4pos	ME1	ARL4A	1	0.153010616448393
CLDN4pos	ME1	GTF3A	1	0.3268931586907769
CLDN4pos	ME1	PSMC5	1	0.648236647840431
CLDN4pos	ME1	CHMP5	1	0.4416438793642977
CLDN4pos	ME1	FAM162A	1	0.34847438523956253
CLDN4pos	ME1	YIPF3	1	0.44627222577497155
CLDN4pos	ME1	DDOST	1	0.5405211506188495
CLDN4pos	ME1	TXNL4A	1	0.5389128377136393
CLDN4pos	ME1	CALU	1	0.3966900617160741
CLDN4pos	ME1	DAP	1	0.46484457824049874
CLDN4pos	ME1	SDHC	1	0.6391629185267846
CLDN4pos	ME1	APH1A	1	0.43312269830107947
CLDN4pos	ME1	CDKN2A	1	0.4416503480350159
CLDN4pos	ME1	PAIP2	1	0.5848141711769218
CLDN4pos	ME1	LSM2	1	0.6828376360551138
CLDN4pos	ME1	NDUFS7	1	0.36096212038784603
CLDN4pos	ME1	PNKD	1	0.4953053689674629
CLDN4pos	ME1	PRDX3	1	0.5327219312679018
CLDN4pos	ME1	SNF8	1	0.58412856224425
CLDN4pos	ME1	PAIP1	1	0.6210496740644014
CLDN4pos	ME1	RCN2	1	0.5577007547879194
CLDN4pos	ME1	EI24	1	0.2867417019979006
CLDN4pos	ME1	MRPS36	1	0.33190447817964014
CLDN4pos	ME1	MRPL36	1	0.5517598593243256
CLDN4pos	ME1	LRPAP1	1	0.35977751692091486
CLDN4pos	ME1	MPST	1	0.016838052349775593
CLDN4pos	ME1	EIF4A3	1	0.32644189797818945
CLDN4pos	ME1	AKR1A1	1	0.4800720246209673
CLDN4pos	ME1	RWDD1	1	0.4122775839466731
CLDN4pos	ME1	ARF6	1	0.2998748169024205
CLDN4pos	ME1	TMEM205	1	0.2246527202814409
CLDN4pos	ME1	HSPA9	1	0.3639952261887977
CLDN4pos	ME1	PYURF	1	0.44637180115170993
CLDN4pos	ME1	ARPC5L	1	0.42968401135551026
CLDN4pos	ME1	NOL7	1	0.6341537652561429
CLDN4pos	ME1	RAB10	1	0.20551973562108927
CLDN4pos	ME1	FAM50A	1	0.5341873370285121
CLDN4pos	ME1	COX20	1	0.4356511354706582
CLDN4pos	ME1	MEAF6	1	0.5536719893567618
CLDN4pos	ME1	ATP6AP2	1	0.49047984561349656
CLDN4pos	ME1	ZC3H15	1	0.4995519400944219
CLDN4pos	ME1	HM13	1	0.3406292066538386
CLDN4pos	ME1	CCT8	1	0.4004181647751922
CLDN4pos	ME1	GSTO1	1	0.4408733489653388
CLDN4pos	ME1	GLO1	1	0.5803520679292834
CLDN4pos	ME1	CETN2	1	0.4666910691479702
CLDN4pos	ME1	PSMD7	1	0.6060156615864127
CLDN4pos	ME1	COTL1	1	0.28076460274714016
CLDN4pos	ME1	POLR2H	1	0.6940400089499095
CLDN4pos	ME1	SNRPB2	1	0.5565289386637415
CLDN4pos	ME1	DNAJC19	1	0.6645431132745296
CLDN4pos	ME1	ACTR3	1	0.41661469162696896
CLDN4pos	ME1	PSMA5	1	0.6754423483427763
CLDN4pos	ME1	SYF2	1	0.2791604866874085
CLDN4pos	ME1	NAA10	1	0.3085879275705075
CLDN4pos	ME1	SSNA1	1	0.489209723852668
CLDN4pos	ME1	GTF3C6	1	0.5513286909177495
CLDN4pos	ME1	MRPS33	1	0.25813450021352713
CLDN4pos	ME1	MPG	1	0.3347925397586328
CLDN4pos	ME1	STRAP	1	0.4710348326063181
CLDN4pos	ME1	APEX1	1	0.5325542047833064
CLDN4pos	ME1	TCEAL4	1	0.5883711964435188
CLDN4pos	ME1	TMEM179B	1	0.36845241634619574
CLDN4pos	ME1	AK2	1	0.5205616309346812
CLDN4pos	ME1	PPIC	1	0.3626140990299939
CLDN4pos	ME1	CALD1	1	0.19448026284267958
CLDN4pos	ME1	SMS	1	0.5976710347458299
CLDN4pos	ME1	SDF4	1	0.3251791120083001
CLDN4pos	ME1	ADIPOR1	1	0.40366286585060224
CLDN4pos	ME1	MRPS26	1	0.5313174615948377
CLDN4pos	ME1	TCP1	1	0.45804285890523705
CLDN4pos	ME1	ZCRB1	1	0.509377886657559
CLDN4pos	ME1	TXNL1	1	0.388047996373797
CLDN4pos	ME1	CDC37	1	0.32359561982194845
CLDN4pos	ME1	SNRPC	1	0.7487373215896747
CLDN4pos	ME1	PCNP	1	0.4760512153738762
CLDN4pos	ME1	GCHFR	1	0.2974682053848352
CLDN4pos	ME1	DDAH2	1	0.6724442348156735
CLDN4pos	ME1	BCL7C	1	0.46123831317258246
CLDN4pos	ME1	SUPT4H1	1	0.5681749241484834
