stratum_network	module	dataset	unit_id	n_cells_scored	n_genes	score	frac_tnk	mal_CLDN4_pct	locked_ifn_score	locked_tj_score
CLDN4pos	ME1	GSE131907	NS_12	2811	1053	9.068915261829503	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME1	GSE131907	NS_13	1352	1053	8.864612641600065	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME1	GSE131907	NS_16	79	1053	8.910508883253714	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME1	GSE131907	NS_17	1112	1053	8.722115707092481	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME1	GSE131907	NS_19	755	1053	9.028091198047731	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME1	GSE205335	P0031	319	1053	9.00714730066668	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME1	GSE205335	P1006	1282	1053	9.028950615529997	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME1	GSE205335	P1015	291	1053	9.015476223831264	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME1	GSE205335	P1016	5336	1053	9.044748989932899	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME1	GSE205335	P1017	2186	1053	9.130751314695658	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME1	GSE205335	P1018	1180	1053	9.202985266333306	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME1	GSE205335	P1025	980	1053	8.901341324241834	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME1	GSE205335	P1027	1318	1053	9.122571530143468	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME1	GSE205335	P1030	603	1053	9.039116576892031	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME1	GSE205335	P1037	3671	1053	8.897868951062197	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME1	GSE205335	P1056	2386	1053	9.12117781956423	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME1	GSE205335	P1062	188	1053	9.048012452409711	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME1	GSE205335	P1063	131	1053	8.949586646878092	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME1	GSE205335	P1072	406	1053	9.072965774124851	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME1	GSE205335	P1076	849	1053	8.983173983312543	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME1	GSE205335	P1079	543	1053	9.058650209636934	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME1	GSE205335	P1084	196	1053	9.142969021395823	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME1	GSE205335	P1089	1063	1053	8.819104569559283	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME1	GSE205335	P1090	566	1053	8.98453293294135	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME1	GSE205335	P1115	3769	1053	8.941875515936065	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME1	GSE205335	P1119	1222	1053	8.950200011974772	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME1	GSE205335	P4001	27	1053	8.908024321746671	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME1	GSE189357	TD1	2186	1053	9.06666114281688	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME1	GSE189357	TD2	1207	1053	9.007775330990324	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME1	GSE189357	TD3	664	1053	9.031755748925814	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME1	GSE189357	TD4	491	1053	9.067090825295917	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME1	GSE189357	TD5	1736	1053	8.722325676103202	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME1	GSE189357	TD6	1211	1053	8.457552683143719	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME1	GSE189357	TD7	849	1053	8.709871772725682	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME1	GSE189357	TD8	1019	1053	8.949455095534544	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME1	GSE189357	TD9	4889	1053	7.934799846139717	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME2	GSE123902	LX255B	228	558	8.874676431126762	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME2	GSE123902	LX653	145	558	8.398189342956071	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME2	GSE123902	LX661	117	558	8.25742496899248	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME2	GSE123902	LX666	786	558	8.632806027858203	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME2	GSE123902	LX675	618	558	8.81967464267119	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME2	GSE123902	LX676	147	558	8.836896949519906	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME2	GSE123902	LX679	497	558	8.638927833275016	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME2	GSE123902	LX680	258	558	9.09353444944773	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME2	GSE123902	LX681	1207	558	8.331882452673241	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME2	GSE123902	LX682	421	558	9.098136633498452	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME2	GSE123902	LX684	173	558	9.004809323201576	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
CLDN4pos	ME2	GSE123902	LX699	46	558	8.99440330130837	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME2	GSE123902	LX701	90	558	8.712751983871854	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME2	GSE131907	BRONCHO_11	203	558	8.713232109930226	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME2	GSE131907	BRONCHO_58	460	558	9.133892202057126	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME2	GSE131907	EBUS_06	1186	558	9.507807545915222	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME2	GSE131907	EBUS_10	367	558	9.096904153437444	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME2	GSE131907	EBUS_12	257	558	8.710706968559933	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME2	GSE131907	EBUS_13	376	558	8.900334636997677	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME2	GSE131907	EBUS_15	256	558	9.080876595500158	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME2	GSE131907	EBUS_19	217	558	8.65068469547529	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME2	GSE131907	EBUS_28	4640	558	8.747380862374827	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME2	GSE131907	EBUS_49	114	558	8.99773540039451	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
CLDN4pos	ME2	GSE131907	EBUS_51	1285	558	8.959392184410529	0.349007633587786	85.3696498054475	4.19246025631456	3.56755551379343
CLDN4pos	ME2	GSE131907	NS_02	181	558	8.539537114844158	0.422395157803718	58.5635359116022	3.61872671393463	3.19011678038467
CLDN4pos	ME2	GSE131907	NS_03	2713	558	8.715164312406197	0.048494983277592	93.1441208993734	3.51068985617224	3.39065229947677
CLDN4pos	ME2	GSE131907	NS_04	1229	558	8.745355909811268	0.0688025210084034	89.3409275834011	3.83907948931277	3.58204510644082
CLDN4pos	ME2	GSE131907	NS_06	83	558	8.695968199718113	0.357943925233645	60.2409638554217	3.94837406277152	3.08118895403446
CLDN4pos	ME2	GSE131907	NS_07	5108	558	8.567704801637626	0.0289703315881326	90.407204385278	3.04178034543544	3.46529885524548
CLDN4pos	ME2	GSE131907	NS_12	2811	558	9.101748716813598	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME2	GSE131907	NS_13	1352	558	8.330341846480351	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME2	GSE131907	NS_16	79	558	9.040368137370347	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME2	GSE131907	NS_17	1112	558	8.323940750970038	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME2	GSE131907	NS_19	755	558	8.776351627974616	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME2	GSE205335	P0031	319	558	9.009450111660932	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME2	GSE205335	P1006	1282	558	9.521005863750329	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME2	GSE205335	P1015	291	558	9.091775092342857	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME2	GSE205335	P1016	5336	558	9.863570980732739	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME2	GSE205335	P1017	2186	558	9.602908062859562	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME2	GSE205335	P1018	1180	558	9.32260842132977	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME2	GSE205335	P1025	980	558	9.126590531839264	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME2	GSE205335	P1027	1318	558	9.752127428817955	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME2	GSE205335	P1030	603	558	9.373036042799363	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME2	GSE205335	P1037	3671	558	8.357939179183585	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME2	GSE205335	P1056	2386	558	8.70764511569336	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME2	GSE205335	P1062	188	558	9.538879593586044	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME2	GSE205335	P1063	131	558	9.659308647302918	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME2	GSE205335	P1072	406	558	9.231814084935262	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME2	GSE205335	P1076	849	558	8.50982731652683	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME2	GSE205335	P1079	543	558	9.318061483560083	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME2	GSE205335	P1084	196	558	9.38652925506897	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME2	GSE205335	P1089	1063	558	8.62001873309268	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME2	GSE205335	P1090	566	558	9.55490983448613	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME2	GSE205335	P1115	3769	558	9.217844262852292	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME2	GSE205335	P1119	1222	558	8.589152116379697	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME2	GSE205335	P4001	27	558	9.270788919993462	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME2	GSE189357	TD1	2186	558	9.140215713916378	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME2	GSE189357	TD2	1207	558	8.873236143105808	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME2	GSE189357	TD3	664	558	9.003975441858055	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME2	GSE189357	TD4	491	558	9.081285268617085	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME2	GSE189357	TD5	1736	558	9.289859029577302	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME2	GSE189357	TD6	1211	558	9.008519150596184	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME2	GSE189357	TD7	849	558	8.647433004128654	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME2	GSE189357	TD8	1019	558	8.955087419966246	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME2	GSE189357	TD9	4889	558	9.023113601680278	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME3	GSE123902	LX255B	228	311	10.221096926121788	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME3	GSE123902	LX653	145	311	10.210198402911542	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME3	GSE123902	LX661	117	311	10.371948644880248	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME3	GSE123902	LX666	786	311	9.947310986264185	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME3	GSE123902	LX675	618	311	10.340019823133119	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME3	GSE123902	LX676	147	311	10.417377503432895	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME3	GSE123902	LX679	497	311	10.127914666017197	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME3	GSE123902	LX680	258	311	10.223155609259493	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME3	GSE123902	LX681	1207	311	10.266182074478413	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME3	GSE123902	LX682	421	311	10.237455146046837	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME3	GSE123902	LX684	173	311	10.418068166999634	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
CLDN4pos	ME3	GSE123902	LX699	46	311	10.04935132609652	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME3	GSE123902	LX701	90	311	9.798387635415363	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME3	GSE131907	BRONCHO_11	203	311	10.112236860804172	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME3	GSE131907	BRONCHO_58	460	311	10.328671012152977	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME3	GSE131907	EBUS_06	1186	311	9.556327874798667	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME3	GSE131907	EBUS_10	367	311	10.108014624630542	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME3	GSE131907	EBUS_12	257	311	10.431839674676038	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME3	GSE131907	EBUS_13	376	311	9.022027588470415	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME3	GSE131907	EBUS_15	256	311	10.271063505499296	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME3	GSE131907	EBUS_19	217	311	10.532773057558547	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME3	GSE131907	EBUS_28	4640	311	10.450056143864716	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME3	GSE131907	EBUS_49	114	311	9.454633709831374	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
CLDN4pos	ME3	GSE131907	EBUS_51	1285	311	10.400543590900305	0.349007633587786	85.3696498054475	4.19246025631456	3.56755551379343
CLDN4pos	ME3	GSE131907	NS_02	181	311	9.584394326245592	0.422395157803718	58.5635359116022	3.61872671393463	3.19011678038467
CLDN4pos	ME3	GSE131907	NS_03	2713	311	9.558666462551201	0.048494983277592	93.1441208993734	3.51068985617224	3.39065229947677
CLDN4pos	ME3	GSE131907	NS_04	1229	311	10.069776974348377	0.0688025210084034	89.3409275834011	3.83907948931277	3.58204510644082
CLDN4pos	ME3	GSE131907	NS_06	83	311	10.053610215889673	0.357943925233645	60.2409638554217	3.94837406277152	3.08118895403446
CLDN4pos	ME3	GSE131907	NS_07	5108	311	9.890353967080195	0.0289703315881326	90.407204385278	3.04178034543544	3.46529885524548
CLDN4pos	ME3	GSE131907	NS_12	2811	311	10.161178171249116	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME3	GSE131907	NS_13	1352	311	10.11535215849954	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME3	GSE131907	NS_16	79	311	9.973413069966458	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME3	GSE131907	NS_17	1112	311	10.192442115948614	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME3	GSE131907	NS_19	755	311	10.177817022415395	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME3	GSE205335	P0031	319	311	10.469994916740776	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME3	GSE205335	P1006	1282	311	9.716785834906545	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME3	GSE205335	P1015	291	311	10.304144088576436	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME3	GSE205335	P1016	5336	311	9.752609590877293	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME3	GSE205335	P1017	2186	311	10.235021143296976	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME3	GSE205335	P1018	1180	311	10.433870243186401	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME3	GSE205335	P1025	980	311	9.625567720960948	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME3	GSE205335	P1027	1318	311	10.579828482116065	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME3	GSE205335	P1030	603	311	10.146566964888448	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME3	GSE205335	P1037	3671	311	9.341362523890497	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME3	GSE205335	P1056	2386	311	9.894524952497031	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME3	GSE205335	P1062	188	311	10.649295728709713	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME3	GSE205335	P1063	131	311	10.198465149131744	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME3	GSE205335	P1072	406	311	9.722627589458053	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME3	GSE205335	P1076	849	311	10.220021536759761	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME3	GSE205335	P1079	543	311	9.746213381489289	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME3	GSE205335	P1084	196	311	10.284801270728808	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME3	GSE205335	P1089	1063	311	9.96179629711546	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME3	GSE205335	P1090	566	311	9.712240307709074	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME3	GSE205335	P1115	3769	311	9.772503015871258	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME3	GSE205335	P1119	1222	311	9.882790437646497	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME3	GSE205335	P4001	27	311	10.182750838833273	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME3	GSE189357	TD1	2186	311	10.48583404841296	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME3	GSE189357	TD2	1207	311	10.593258189763247	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME3	GSE189357	TD3	664	311	10.61576405905235	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME3	GSE189357	TD4	491	311	10.545818202656735	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME3	GSE189357	TD5	1736	311	10.580305978864736	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME3	GSE189357	TD6	1211	311	10.488801622017382	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME3	GSE189357	TD7	849	311	10.329814840372146	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME3	GSE189357	TD8	1019	311	10.499320323883529	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME3	GSE189357	TD9	4889	311	10.235968300045782	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME4	GSE123902	LX255B	228	177	11.649015525661865	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME4	GSE123902	LX653	145	177	11.724879649302421	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME4	GSE123902	LX661	117	177	11.37574133692613	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME4	GSE123902	LX666	786	177	11.525614564148686	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME4	GSE123902	LX675	618	177	11.623649370035528	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME4	GSE123902	LX676	147	177	10.984436481453539	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME4	GSE123902	LX679	497	177	11.61315909136053	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME4	GSE123902	LX680	258	177	11.742683075280812	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME4	GSE123902	LX681	1207	177	11.356798174923549	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME4	GSE123902	LX682	421	177	11.749651363787198	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME4	GSE123902	LX684	173	177	11.826024359152832	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
