name	clusters	n_cells	terminal	terminal_mean_CLDN4	terminal_mean_barrier	terminal_mean_IFN	terminal_mean_AT2
Lineage1	5,20,1,26,14,25,13,32,27,31	7366	31	1.609009266027698	0.5980082224829526	0.07880185199657729	0.05845931068433899
Lineage2	5,20,1,26,19,22,9,21,23,24	6529	24	1.4811215796392339	2.2040752986613534	0.8274668206529903	0.3452897116051077
Lineage3	5,20,1,26,14,25,13,11	6788	11	2.081885638232492	1.5456882300399795	0.0898745704245104	0.0437468597243206
Lineage4	5,20,1,26,19,2,16,18	6814	18	0.010365971713889414	0.025016551542010983	0.24561880042352177	0.02386498540858897
Lineage5	5,20,1,26,19,2,16,34	6797	34	0.908960114536356	0.7513751009046433	0.045023207815974034	0.013174205437024716
Lineage6	5,20,1,26,14,25,3	6309	3	1.282834712344287	0.8087566634198032	0.10461279835197372	0.2628644684225072
Lineage7	5,20,1,26,19,22,30	5363	30	2.497829884622053	2.239450846275185	0.3151335127245552	0.04528524114205671
Lineage8	5,20,1,26,4,0	4967	0	1.0254220944248582	1.408712559423829	0.2803288478967294	0.5630260395466087
Lineage9	5,20,1,26,4,15	5274	15	1.2823869189656179	1.3529540172531191	0.08882627309159055	0.061896872725942444
Lineage10	5,20,1,26,4,17	4864	17	1.5336587739610303	2.0325191369380664	0.1930586175116406	0.3828233939924352
Lineage11	5,20,1,26,6,29	5320	29	1.1965380364012979	2.2648836627326547	0.37239200554812046	0.02291165118991618
Lineage12	5,20,1,8,28,33	5119	33	0.6585755708874831	0.6128355680353582	0.10851432452283898	0.0008998004497806987
Lineage13	5,20,1,10,12	4998	12	0.24676002382225007	0.33983521214581297	0.282814941955961	0.4843511748364363
Lineage14	5,20,1,8,7	5115	7	1.7892718791813547	1.022514940428858	0.326692014948823	0.29119087964473284
