leiden	n	mean_CLDN4	mean_AT2	mean_barrier	mean_IFN	mean_malignant	n_nLung_AT2	frac_author_AT2
0	265	1.0254220944248582	0.5630260395466087	1.408712559423829	0.2803288478967294	0.525317759950439	0	0.0
1	858	1.7268821994393302	1.3617112652562355	1.2416059450361385	0.3324761130405331	0.8236899639046712	1	0.0011655011655011655
2	1397	0.7142461999725854	0.3496771905192363	1.381618631372282	0.27582191774303627	0.16355396933806784	2	0.0014316392269148174
3	82	1.282834712344287	0.2628644684225072	0.8087566634198032	0.10461279835197372	0.2490701008630714	0	0.0
4	35	1.4571401477852757	0.030705515396079224	1.6804961378692227	0.07433934852923399	0.012763826043780173	0	0.0
5	2771	0.9638464483239538	3.680094989723584	0.7070204257083913	0.1062615745148616	0.08027498726802992	1942	0.7008300252616384
6	339	0.4399406612570119	0.013780925938858057	1.2998806396240568	0.44283924770088917	0.2096098621684328	0	0.0
7	696	1.7892718791813547	0.29119087964473284	1.022514940428858	0.326692014948823	0.07105792419052437	2	0.0028735632183908046
8	269	1.8642426052931855	0.5601101930783504	1.3292393755900864	0.18851147122604675	0.3785236410608787	0	0.0
9	679	2.010351830923495	0.7171287844597393	1.9908298620767737	0.3874623734526247	0.6616373942323116	0	0.0
10	97	0.889769346746853	1.6848014244111922	1.0217175527160043	0.35873742871900904	0.39095509932696954	9	0.09278350515463918
11	280	2.081885638232492	0.0437468597243206	1.5456882300399795	0.0898745704245104	0.4747082282843807	0	0.0
12	751	0.24676002382225007	0.4843511748364363	0.33983521214581297	0.282814941955961	0.29370630622537114	61	0.08122503328894808
13	281	1.3719234876980053	0.57811759678802	1.3636295394715123	0.387782187778557	1.1396426336556595	0	0.0
14	1296	1.4666182707496052	0.2979929657664067	1.58936107812049	0.4620356751895671	0.8634857893060468	1	0.0007716049382716049
15	572	1.2823869189656179	0.061896872725942444	1.3529540172531191	0.08882627309159055	0.29768063570825926	0	0.0
16	283	0.9330792800748388	0.009086194366503252	0.8241506770580107	0.0461452439564497	0.10828561899673549	0	0.0
17	162	1.5336587739610303	0.3828233939924352	2.0325191369380664	0.1930586175116406	0.5367008299168537	0	0.0
18	288	0.010365971713889414	0.02386498540858897	0.025016551542010983	0.24561880042352177	0.0743999994363727	0	0.0
19	179	1.8290494999478304	0.7891291109899873	1.6389162822744445	0.11168216137085017	0.6762231569217252	0	0.0
20	521	1.3736715987165036	2.637226483282573	1.1230798209639494	0.2102886093704473	0.6071400963864578	0	0.0
21	179	1.2694940908883858	1.3653290552484032	2.01980825924475	0.5216853658538583	0.6925727248378389	0	0.0
22	379	2.2529361838451383	0.3391183580974405	2.015205217371753	0.2251824901070711	0.6700533046615847	0	0.0
23	246	1.2789710811947064	1.15653189137251	1.6881514608798858	0.40117959243242074	1.0448702912401644	0	0.0
24	200	1.4811215796392339	0.3452897116051077	2.2040752986613534	0.8274668206529903	1.7597822525323483	0	0.0
25	264	1.7455882566270948	0.2591522243965625	1.0126109375480261	0.05060887691956807	0.47197601834296066	0	0.0
26	517	2.252514988502457	0.6479289238991262	1.3771586541122658	0.2883620799759883	0.4709021391578289	0	0.0
27	316	1.646712308038898	0.12310341893404074	0.680709831069002	0.1024535108459162	0.29118219241816384	2	0.006329113924050633
28	448	0.976057306924352	0.03938839349728161	1.3677540380140871	0.4940704213378285	0.08782508163797756	0	0.0
29	314	1.1965380364012979	0.02291165118991618	2.2648836627326547	0.37239200554812046	0.9122005098015885	0	0.0
30	138	2.497829884622053	0.04528524114205671	2.239450846275185	0.3151335127245552	0.6374929456136228	0	0.0
31	269	1.609009266027698	0.05845931068433899	0.5980082224829526	0.07880185199657729	0.238050157342417	0	0.0
32	273	1.8076490006546544	0.02519090043845735	1.3127803402621014	0.4978116625153811	1.060053585758273	0	0.0
33	252	0.6585755708874831	0.0008998004497806987	0.6128355680353582	0.10851432452283898	0.1024546374360783	0	0.0
34	271	0.908960114536356	0.013174205437024716	0.7513751009046433	0.045023207815974034	0.050608676171017976	0	0.0
