family	endpoint	group	x	y	covariates	n_cohorts	rho	ci_low	ci_high	p	I2	tau2	Q	Q_p
coexpression	TACSTD2_CLDN4	all_epithelial	TACSTD2	CLDN4	KRT8+KRT18+KRT19	21	0.31494433613196227	0.2510341127520948	0.37612064956033825	3.8181377674510395e-20	0.8906353365288064	0.02196321364451807	182.87442547901196	2.655257140574934e-28
coexpression	TACSTD2_CLDN7	all_epithelial	TACSTD2	CLDN7	KRT8+KRT18+KRT19	21	0.2420832757103169	0.17823705613569488	0.3038996574339843	4.353460452948209e-13	0.881315658958124	0.02002677639254287	168.51422710383753	1.685332915288037e-25
coexpression	TACSTD2_barrier	all_epithelial	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	21	0.33171163508428503	0.263186120874874	0.39690684003612214	2.6407145480808467e-19	0.9071788409042353	0.02635839183857249	215.46811303407392	9.563164927522294e-35
coexpression	TACSTD2_EPCAM	all_epithelial	TACSTD2	EPCAM	KRT8+KRT18+KRT19	21	0.0719215506232762	-0.007287833316959963	0.15023402443996237	0.0750901901134785	0.9168848970980201	0.02975143084348045	240.63015386730137	8.798327422920023e-40
coexpression	TACSTD2_MUC1	all_epithelial	TACSTD2	MUC1	KRT8+KRT18+KRT19	21	0.21701460999463856	0.16053822281228342	0.2720746397421604	1.6077034812481867e-13	0.844035470889603	0.01459512588063338	128.23428579612042	8.350962443789063e-18
coexpression	TACSTD2_CLDN4	lung_plus_funnel	TACSTD2	CLDN4	KRT8+KRT18+KRT19	8	0.3536862454481602	0.27299354688957445	0.42943689174242505	5.966199353580025e-16	0.8691771474559118	0.014187487119011353	53.50747108683439	2.9430388221715997e-09
coexpression	TACSTD2_CLDN7	lung_plus_funnel	TACSTD2	CLDN7	KRT8+KRT18+KRT19	8	0.20710236287219025	0.1313981860207778	0.2804049813031702	1.2793930183408038e-07	0.8265685197672343	0.01017728006001354	40.36176125928908	1.0731928422585414e-06
coexpression	TACSTD2_barrier	lung_plus_funnel	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	8	0.3349428638774878	0.2516806410893081	0.41328340354202964	6.950174242488423e-14	0.873874728155918	0.014795439152283766	55.50037591715569	1.1864986056666495e-09
coexpression	TACSTD2_EPCAM	lung_plus_funnel	TACSTD2	EPCAM	KRT8+KRT18+KRT19	8	0.03150846400646095	-0.10242722175095452	0.16432206040167144	0.6455436270401027	0.9424918459451991	0.034996851088206514	121.72186909928504	3.354368873641886e-23
coexpression	TACSTD2_MUC1	lung_plus_funnel	TACSTD2	MUC1	KRT8+KRT18+KRT19	8	0.22465450827405498	0.17257042390462066	0.275485818953156	1.467997162534523e-16	0.6371949258531752	0.0037504186687847387	19.294107218487095	0.007314264195280332
immune	TACSTD2_CD8	lung_plus_funnel	TACSTD2	CD8_score	KRT8+KRT18+KRT19	8	-0.0687415205422523	-0.13462438061203189	-0.002253568195206586	0.04273532567896686	0.7607742957073461	0.006790922658409794	29.26106966932213	0.000129654124888952
immune	CLDN4_CD8	lung_plus_funnel	CLDN4	CD8_score	KRT8+KRT18+KRT19	8	-0.08059054921697954	-0.1377096452620581	-0.02293719659705768	0.006189723216631122	0.6812344273656753	0.004563583199705985	21.959711464920726	0.0025813590363219954
immune	CLDN7_CD8	lung_plus_funnel	CLDN7	CD8_score	KRT8+KRT18+KRT19	8	-0.10940613722088254	-0.1731807554069785	-0.04471787980770609	0.000942262187173752	0.7494272615346846	0.006386699215198804	27.935999913130818	0.00022584210290006002
immune	TACSTD2_cytotoxic	lung_plus_funnel	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	8	-0.061450638156395336	-0.12882604260066666	0.006489478454886228	0.07623469085397754	0.770846929595136	0.007183287714057981	30.54726688860206	7.533640604545632e-05
immune	CLDN4_cytotoxic	lung_plus_funnel	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	8	-0.12296375493256435	-0.1989110070967054	-0.0455483774349624	0.0019018357832679626	0.8267028670528196	0.010186825377612337	40.39305140803191	1.0584787501229916e-06
immune	CLDN7_cytotoxic	lung_plus_funnel	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	8	-0.1106025853582746	-0.18012115976426618	-0.03998460809067621	0.002187346235576278	0.79034314823463	0.00804984333027168	33.38789045556118	2.2414945214135246e-05
immune	barrier_CD8	lung_plus_funnel	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	8	-0.11366554367636249	-0.16988035001433066	-0.056713398312889664	9.655685874482102e-05	0.6762658883675035	0.004460769822553592	21.62268277723668	0.0029499836232436388
