outcome	keratin	purity	method	k_cov	rho_TACSTD2	p_TACSTD2	I2_TACSTD2	neg_TACSTD2	cohorts_TACSTD2	rho_CLDN4	p_CLDN4	I2_CLDN4	neg_CLDN4	cohorts_CLDN4	rho_CLDN7	p_CLDN7	I2_CLDN7	neg_CLDN7	cohorts_CLDN7	all_three_negative	worst_p	mean_rho	q_worst
cytotoxic_8	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09517050729107902	2.039445366335473e-05	0.0	5	5	-0.037138373316098816	0.33841735247472327	0.6120006624676583	3	5	-0.07402133617084335	0.0009337558289682331	0.0	4	5	True	0.33841735247472327	-0.06877673892600705	0.6026052570112388
CYT_Rooney	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09512316355318252	2.0589929269957708e-05	0.0	5	5	-0.03946096952674284	0.34131726256316985	0.6599450500422853	3	5	-0.07287332864854233	0.010887210568239197	0.3175077236783639	4	5	True	0.34131726256316985	-0.06915248724282257	0.6026052570112388
T_CD3	simple_KRT8_18_19	none	pearson	3	-0.03573210807715268	0.3430085122272908	0.8064273130292833	6	8	-0.10204153549056975	8.982450313750411e-05	0.5933306179256956	8	8	-0.1224917921103236	0.0003732689490255236	0.7694204392159918	7	8	True	0.3430085122272908	-0.08675514522601535	0.6026052570112388
cytotoxic_8	union_simple_squamous	ABSOLUTE	spearman	9	-0.06927072615768211	0.0020626934150609257	0.0	5	5	-0.03509464158991495	0.3455824890133318	0.573367336845573	3	5	-0.05927234258213342	0.008408572029280166	0.0	5	5	True	0.3455824890133318	-0.05454590344324348	0.6026052570112388
cytotoxic_4	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.10322311876148545	3.7731057713079242e-06	0.0	5	5	-0.03984717413415769	0.3472764674975546	0.6745998719254401	3	5	-0.07368626292348728	0.0009851828635932818	0.0	4	5	True	0.3472764674975546	-0.07225218527304346	0.6026052570112388
cytotoxic_8	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.07421506897484562	0.0008917701655405128	0.0	5	5	-0.03328542509630794	0.35452073038669873	0.5514782601211633	4	5	-0.054698898386055274	0.014412440620757187	0.0	4	5	True	0.35452073038669873	-0.05406646415240294	0.6031631895219403
CD8_effector	none	ABSOLUTE	spearman	1	-0.12665423538069928	0.002805592374021114	0.6819412143122423	5	5	-0.044650003349912704	0.35498666883322527	0.7530154965925575	3	5	-0.06786486267483015	0.002297676056542557	0.0	4	5	True	0.35498666883322527	-0.07972303380181404	0.6031631895219403
T_broad	simple_KRT8_18_19	none	pearson	3	-0.035148662875713894	0.3644838957842773	0.8172220479224469	6	8	-0.09467465354323432	0.00030070230718541694	0.5972091067149271	8	8	-0.11680459011083484	0.0008565789025524336	0.7773427002835008	7	8	True	0.3644838957842773	-0.08220930217659435	0.6135818119443397
T_broad	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09783703846344291	1.1832091519468178e-05	0.0	5	5	-0.035875158362589483	0.36750993944582844	0.63121988132475	3	5	-0.0663736232641552	0.09689296973370444	0.6350804000762797	4	5	True	0.36750993944582844	-0.06669527336339587	0.6135818119443397
T_broad	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.08555564766929799	0.0036555633739814727	0.35101023561702227	4	5	-0.043053157221056466	0.3733115068913331	0.7504268379339817	3	5	-0.07321754750089611	0.025684931454754024	0.46665174359485784	4	5	True	0.3733115068913331	-0.06727545079708352	0.6167156196333164
CD8_effector	union_simple_squamous	ABSOLUTE	spearman	9	-0.08772924689533335	0.00023618759953153846	0.08020539339783776	5	5	-0.04469325956083455	0.3758110807140522	0.7678723348103078	3	5	-0.05061577505454093	0.024472592050119747	0.0	5	5	True	0.3758110807140522	-0.06101276050356961	0.6167156196333164
CD8_effector	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.09136804323781994	0.000405675084505249	0.19410592872897817	5	5	-0.042170215918442985	0.3967219027897011	0.7653052144720554	3	5	-0.04440361350954773	0.04707711814573088	0.0	4	5	True	0.3967219027897011	-0.059313957555270226	0.6367361416908603
CD8_effector	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.11587520298313284	2.0465675678420202e-07	0.0	5	5	-0.04006482363518006	0.39796008855678766	0.7400295689664811	3	5	-0.06895519527916198	0.0020527791807377115	0.0	4	5	True	0.39796008855678766	-0.07496507396582497	0.6367361416908603
CYT_Rooney	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.06638757580277152	0.0029674956110453724	0.0	5	5	-0.03282002018093081	0.4151498751851993	0.6407768568023392	3	5	-0.0515858971841437	0.021037617946830855	0.0	4	5	True	0.4151498751851993	-0.05026449772261534	0.6470784834829306
T_broad	none	ABSOLUTE	pearson	1	-0.11665398570288674	0.0008024334978824224	0.5309623448006803	5	5	-0.03716457053267633	0.4188799373865473	0.7272586692140851	3	5	-0.07040824400075463	0.02061860909855575	0.39382829567572514	4	5	True	0.4188799373865473	-0.07474226674543923	0.6470784834829306
CYT_Rooney	union_simple_squamous	ABSOLUTE	pearson	9	-0.05526744934632562	0.014018987996131747	0.0	5	5	-0.04788388232978828	0.41932340644231325	0.8330875373799814	3	5	-0.05746698898961254	0.032893470892249546	0.23543609329851925	5	5	True	0.41932340644231325	-0.05353944022190882	0.6470784834829306
CYT_Rooney	union_simple_squamous	ABSOLUTE	spearman	9	-0.06082045418456294	0.006846820532906925	0.0	5	5	-0.03308492860168013	0.425333789899879	0.6556333413933706	3	5	-0.05456026138077486	0.015296699577714049	0.0	5	5	True	0.425333789899879	-0.04948854805567265	0.6470784834829306
T_CD3	none	ABSOLUTE	spearman	1	-0.10351520467454191	0.012995827674987165	0.6698513839127962	5	5	-0.023159562024591716	0.42846452043042305	0.34825318072127676	3	5	-0.06939834724451753	0.11237102432911342	0.6987543233549374	4	5	True	0.42846452043042305	-0.06535770464788372	0.6470784834829306
CD8A	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.12727281432408402	9.731658470856042e-05	0.4670064471027175	5	5	-0.03994565018146525	0.4313856556552871	0.7746788356864793	3	5	-0.037913384120040416	0.09006054039710482	0.0	4	5	True	0.4313856556552871	-0.06837728287519657	0.6470784834829306
CD8_AB	union_simple_squamous	ABSOLUTE	pearson	9	-0.09939986564834642	0.0005500894403710351	0.3180575211162097	5	5	-0.04250613417150625	0.4429691597469968	0.8081454793075622	3	5	-0.026315167479482628	0.24246288867438248	0.0	3	5	True	0.4429691597469968	-0.05607372243311176	0.6492372417665908
T_CD3	union_simple_squamous	ABSOLUTE	pearson	9	-0.046626736250470695	0.2152199787114487	0.5826781693421181	4	5	-0.037031156951225525	0.46130617748943337	0.7659092827446797	3	5	-0.05237899903824603	0.07427990297038352	0.33840331584662364	4	5	True	0.46130617748943337	-0.045345630746647415	0.6600119159944228
CD8A	union_simple_squamous	ABSOLUTE	pearson	9	-0.09788602110225672	0.0024400577891662257	0.4452988327950646	4	5	-0.040517866086254094	0.4654345361560652	0.808861738859084	3	5	-0.03548742169746546	0.11489696223728432	0.0	4	5	True	0.4654345361560652	-0.05796376962865876	0.6600119159944228
CD8_AB	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.1325341214931217	6.0019952326615484e-05	0.47858115714972177	5	5	-0.03681533782842387	0.46584642314579927	0.77204561849933	3	5	-0.028390647424253877	0.20442081309542393	0.0	4	5	True	0.46584642314579927	-0.06591336891526647	0.6600119159944228
T_broad	none	ABSOLUTE	spearman	1	-0.10505448360722103	0.0201761564608959	0.7198536277222778	5	5	-0.02151734071547539	0.4941206605002111	0.42871199087102513	3	5	-0.06804497510143105	0.10285896158509363	0.6691570696162816	4	5	True	0.4941206605002111	-0.06487226647470916	0.6879802391063391
T_CD3	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.08125858570162436	0.04422619067053676	0.6440435840567899	4	5	-0.03124608138006557	0.49537987156228325	0.7225768815246931	4	5	-0.04844203835992846	0.032484517005039217	0.017443137427444324	4	5	True	0.49537987156228325	-0.0536489018138728	0.6879802391063391
T_CD3	union_simple_squamous	ABSOLUTE	spearman	9	-0.061629068014217255	0.0713594519092906	0.4989739453930183	4	5	-0.025771682580526506	0.5051741314248672	0.6041407760468281	3	5	-0.05438154521737191	0.08836237572588836	0.43060144341406636	4	5	True	0.5051741314248672	-0.04726076527070522	0.6879802391063391
CD8A	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.12675235674548443	1.2870059795624608e-08	0.0	5	5	-0.029081578128740463	0.5218998149631165	0.7163613182561094	3	5	-0.05968439787352289	0.022089622708557747	0.20202107415831425	3	5	True	0.5218998149631165	-0.07183944424924926	0.6894215453388031
T_broad	union_simple_squamous	ABSOLUTE	spearman	9	-0.06357556094150837	0.07074911007125526	0.5257636065971459	4	5	-0.024818486439495913	0.542766125582578	0.6432931444879113	3	5	-0.04930170925858545	0.10051692810583981	0.3641329600316019	4	5	True	0.542766125582578	-0.04589858554652992	0.6994033296097649
T_broad	union_simple_squamous	ABSOLUTE	pearson	9	-0.05196989443791608	0.18649106755684408	0.6176743697801675	4	5	-0.030862326755309786	0.5644305114152162	0.7942281817188682	3	5	-0.05217974386774515	0.07439203812403648	0.33443502604562736	4	5	True	0.5644305114152162	-0.04500398835365701	0.7128334204872503
CD8_AB	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.12211033332891501	4.317659214220995e-08	0.0	5	5	-0.02579488077370923	0.5673951363395979	0.7124386626928144	3	5	-0.05453858862164079	0.018658993586130334	0.04705474318227402	4	5	True	0.5673951363395979	-0.06748126757475502	0.7128334204872503
CD8A	none	ABSOLUTE	spearman	1	-0.13961587128141437	0.00017184559155707018	0.5883692989481142	5	5	-0.020423870999181058	0.5960133883601467	0.6115993943920209	3	5	-0.057593266298739565	0.04878858589994564	0.3485446344407016	3	5	True	0.5960133883601467	-0.07254433619311167	0.7243289360936762
T_broad	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.08939369885295713	0.040685774462789474	0.6957893013055014	4	5	-0.025768654412463742	0.596062353660421	0.7537435053559328	3	5	-0.04622429584203862	0.038721390173313164	0.0	4	5	True	0.596062353660421	-0.05379554970248649	0.7243289360936762
CD8A	union_simple_squamous	ABSOLUTE	spearman	9	-0.09979860575607327	0.001496631274638101	0.417051575311586	5	5	-0.021855801433608397	0.6295688084036275	0.7110129682307658	3	5	-0.049517845921964836	0.02775378714239869	0.0	5	5	True	0.6295688084036275	-0.05705741770388217	0.7507901317608477
CD8_AB	none	ABSOLUTE	spearman	1	-0.1435772934031843	0.0008012847603563503	0.6894929777088042	5	5	-0.015419582498146957	0.6997815312575923	0.6390616457099002	3	5	-0.054010189239607216	0.03757869720233949	0.2041856540616551	4	5	True	0.6997815312575923	-0.07100235504697948	0.801386661865505
CD8_AB	union_simple_squamous	ABSOLUTE	spearman	9	-0.09661711541816032	0.0017146750233484748	0.3955492583454659	5	5	-0.017166384563377084	0.7134449943379879	0.7285640678843059	3	5	-0.036615976255119136	0.10379222543545477	0.0	5	5	True	0.7134449943379879	-0.05013315874555218	0.8057731700758451
CD8A	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.1069985793090744	3.960888695432808e-05	0.20526939603428246	5	5	-0.010912311800712879	0.7837767524464856	0.6313997824667172	3	5	-0.049144430312214646	0.02795428240343473	0.0	4	5	True	0.7837767524464856	-0.0556851071406673	0.8501985111283912
T_CD3	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.07260967520020449	0.0447718996656563	0.5581685042864721	4	5	-0.006187540320188862	0.8402817156517947	0.39707373485862196	2	5	-0.04843613277203299	0.14134705216301324	0.47068316531947896	4	5	True	0.8402817156517947	-0.04241111609747545	0.9013077620399138
T_broad	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.07375657570945782	0.056200053923107986	0.6110155964639543	4	5	-0.004829532545310474	0.8827153503476539	0.4639996378766725	2	5	-0.04349419038181684	0.16220537251807265	0.41226688447377424	4	5	True	0.8827153503476539	-0.04069343287886171	0.9233458819445898
CD8_AB	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.10250092338477171	0.00039635001241233024	0.3342225457127917	5	5	-0.003818413636314332	0.9261560346275414	0.6563136271569273	3	5	-0.036243454903043384	0.10515706695299959	0.0	4	5	True	0.9261560346275414	-0.04752093064137647	0.9446903085329023
T_CD3	squamous_KRT5_6	ESTIMATE	spearman	5	-0.03787212762630667	0.01831153775574824	0.0	5	8	0.06647117857440601	0.004946699865464561	0.5023947406999889	1	8	0.086029403027775	1.2622949698105345e-07	0.024291548954188783	1	8	False	0.01831153775574824	0.03820948465862478	0.09766153469732394
CD8A	squamous_KRT5_6	ESTIMATE	spearman	5	-0.05255697887858138	0.028042698804495364	0.5130401000658034	6	8	0.05147925916891941	0.05205825961047316	0.6026116116405933	2	8	0.06264468807141271	0.0022663741764737174	0.34560419061477515	1	8	False	0.05205825961047316	0.02052232278725025	0.20823303844189264
CD8A	none	ESTIMATE	spearman	1	-0.06535507707602797	0.020313391712963685	0.6522353937295734	6	8	0.05017638881911962	0.06624536500238848	0.6297322509311349	3	8	0.07012848257357053	0.004955979839069151	0.5569946463782688	2	8	False	0.06624536500238848	0.01831659810555406	0.24939431530310957
T_CD3	none	ESTIMATE	spearman	1	-0.04273402681040603	0.07308063209446894	0.5139990437316261	5	8	0.06503037580459783	0.010878545368052456	0.5765864680754873	1	8	0.08615772632004931	1.4156849388045453e-05	0.3110788312689771	1	8	False	0.07308063209446894	0.03615135843808037	0.264744931361095
T_broad	squamous_KRT5_6	ESTIMATE	spearman	5	-0.030277951730533277	0.09552713656892148	0.18231250628789747	5	8	0.07889685923637242	0.0010204323070205172	0.5178555051094934	0	8	0.09732590615863813	3.2624607843626366e-08	0.1419521247733094	0	8	False	0.09552713656892148	0.04864827122149243	0.31991036258866506
CD8A	squamous_KRT5_6	ESTIMATE	pearson	5	-0.0468798807937488	0.053815912087789346	0.5280063551662393	6	8	0.05565749212895373	0.09663958869865924	0.7528786669670389	4	8	0.077328373270315	0.0009256703554332309	0.4900885702150219	1	8	False	0.09663958869865924	0.028701994868506647	0.31991036258866506
CD8_AB	squamous_KRT5_6	ESTIMATE	spearman	5	-0.06345463795836623	0.0022314148295595176	0.3594307646765561	6	8	0.04501109375873939	0.11342121896200397	0.6550238384275054	4	8	0.05173917679466798	0.0012621572791109658	0.0	1	8	False	0.11342121896200397	0.011098544198347049	0.3569979350935207
CD8_AB	none	ESTIMATE	spearman	1	-0.07872167341529471	0.009512599195553095	0.7016388628687635	8	8	0.04795039394502736	0.1260026236982774	0.7195454846622426	3	8	0.05673621299137014	0.0028937158719878017	0.2553343515179735	1	8	False	0.1260026236982774	0.008654977840367598	0.3792660797321286
CD8A	none	ESTIMATE	pearson	1	-0.052867503900086994	0.13615686884672268	0.7821709839009124	7	8	0.05420352659201658	0.11780834227547975	0.7715715215176014	3	8	0.07683943067098466	0.0002538578936573446	0.38010433224241513	0	8	False	0.13615686884672268	0.02605848445430475	0.39042549600593646
T_broad	none	ESTIMATE	spearman	1	-0.03527850728759467	0.1924118122488021	0.6224113890457155	5	8	0.07872994126841067	0.0027682846835017437	0.6016723390806386	1	8	0.1002021017186642	5.879126686681686e-06	0.44005960616186957	0	8	False	0.1924118122488021	0.04788451189982673	0.5277581135967143
CD8_AB	squamous_KRT5_6	ESTIMATE	pearson	5	-0.061132490377068485	0.008444491483536671	0.48348172924147165	7	8	0.04497483455594451	0.20508020001713	0.7801310038620938	4	8	0.06761481945665898	0.0005167530349262824	0.2794031541388374	1	8	False	0.20508020001713	0.017152387878511668	0.5467079650005849
CD8_AB	none	ESTIMATE	pearson	1	-0.08014501579278299	0.016820075791323354	0.7561769413010531	6	8	0.04786406106807825	0.20786292419293073	0.8106210369725532	3	8	0.06586021332992392	0.000280609284290837	0.1876899829923439	0	8	False	0.20786292419293073	0.011193086201739727	0.5467079650005849
cytotoxic_8	squamous_KRT5_6	ESTIMATE	pearson	5	-0.04384587534040517	0.006298181213707285	0.0	7	8	0.053536509419955504	0.2214478514414927	0.8567841318072874	3	8	0.10945031408087949	0.0030214116990885755	0.7983628075250789	1	8	False	0.2214478514414927	0.03971364938680994	0.5594472036416658
T_broad	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.0390024357104943	0.14634735613363195	0.6136257951503518	5	8	0.03456782346149398	0.3023491119328813	0.7533741466352608	2	8	0.07360246733663403	4.308109850895383e-06	0.0	0	8	False	0.3023491119328813	0.023055951695877902	0.5955392712808966
T_broad	union_simple_squamous	ESTIMATE	spearman	9	-0.03087583864219819	0.06496891731950566	0.05563490540985272	4	8	0.034706319403355126	0.31492086120120355	0.7651247651817872	5	8	0.07624067540996282	2.1719573761571823e-06	0.0	0	8	False	0.31492086120120355	0.026690385390373255	0.6015298304695191
cytotoxic_8	none	ESTIMATE	pearson	1	-0.026787627903614806	0.33794344495248574	0.6461204296533087	5	8	0.04730251017885773	0.3290028325582761	0.8845440801826356	3	8	0.11159332027794554	0.0017219356349719183	0.785176026222413	1	8	False	0.33794344495248574	0.04403606751772949	0.6026052570112388
CD8_effector	squamous_KRT5_6	ESTIMATE	pearson	5	-0.07207601260833542	6.935806370728099e-06	0.0	7	8	0.0425678689166186	0.3483811642096224	0.8668322346921137	5	8	0.09127782840842558	0.008729508377497303	0.7722027084824757	1	8	False	0.3483811642096224	0.020589894905569586	0.6026052570112388
CD8_effector	squamous_KRT5_6	ESTIMATE	spearman	5	-0.07126603650986155	8.791026788780158e-06	0.0	8	8	0.03577570837125432	0.3859482406186999	0.8382125402538777	5	8	0.08106489783046747	0.008516475575449762	0.7077444327209157	1	8	False	0.3859482406186999	0.015191523230620082	0.6279835779558507
cytotoxic_4	squamous_KRT5_6	ESTIMATE	pearson	5	-0.06089392315693835	0.0001468769616424206	0.0	7	8	0.04194519825752482	0.4031236104515431	0.8913468442217005	4	8	0.09952570184183329	0.01241454085304063	0.8269416302041401	2	8	False	0.4031236104515431	0.02685899231413992	0.6396672165842668
CD8_effector	none	ESTIMATE	pearson	1	-0.06228897309314131	0.029449006655357646	0.6629324893421427	7	8	0.039703200076042666	0.42519384864972654	0.8906705844616671	4	8	0.09523215877190824	0.0044731747509454915	0.7562572153791276	2	8	False	0.42519384864972654	0.024215461918269867	0.6470784834829306
T_CD3	union_simple_squamous	ESTIMATE	pearson	9	-0.018440605342822602	0.43674281903994905	0.49882534997818534	5	8	0.03663508790644146	0.3606469603929192	0.8266120733933118	4	8	0.0753800338090566	0.004478230297657626	0.6001717130037872	1	8	False	0.43674281903994905	0.031191505457558485	0.6489053184990892
cytotoxic_8	squamous_KRT5_6	ESTIMATE	spearman	5	-0.04680742854263143	0.0035384424975909525	0.0	7	8	0.03247654692866568	0.4393629760670916	0.8439038491381063	3	8	0.0913845959268318	0.005099827463230372	0.7401913974955608	2	8	False	0.4393629760670916	0.025684571437622022	0.6489053184990892
CD8_effector	none	ESTIMATE	spearman	1	-0.06460432844856674	0.014854453161244733	0.6074819291986643	7	8	0.03371299367558521	0.457149188056551	0.8677168516314603	4	8	0.09048939105331018	0.0048937594153947335	0.7349327911212196	1	8	False	0.457149188056551	0.019866018760109547	0.6600119159944228
CYT_Rooney	squamous_KRT5_6	ESTIMATE	pearson	5	-0.05257430711056065	0.001050688900953451	0.0	7	8	0.03752995846085834	0.46750844049604945	0.8975770118837982	4	8	0.09402427590789973	0.013454086703129276	0.8100391364573638	1	8	False	0.46750844049604945	0.026326642419399138	0.6600119159944228
T_CD3	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.047014815766970974	0.05256592989416426	0.5269099149794848	6	8	0.02253861675484683	0.5003131627032851	0.7521320979369517	6	8	0.06267834360724105	9.968531479926972e-05	0.007945206363819348	1	8	False	0.5003131627032851	0.0127340481983723	0.6879802391063391
T_broad	union_simple_squamous	ESTIMATE	pearson	9	-0.015603022220146413	0.5052354880937178	0.4864089282973683	5	8	0.04905189689982159	0.22675356732054486	0.8310964993731805	4	8	0.08555760516337495	0.00206772459302977	0.636064023689137	0	8	False	0.5052354880937178	0.03966882661435004	0.6879802391063391
T_broad	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.024636123994718748	0.5091088794863365	0.8017702697373141	5	8	0.04317574040974707	0.26747859691220965	0.8183911750254683	4	8	0.08044430680005149	0.000707027527995243	0.5083746437227531	0	8	False	0.5091088794863365	0.032994641071693274	0.6883725694463142
T_CD3	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.024456980765250685	0.521261733158435	0.8103200160158878	5	8	0.03068901773507273	0.41780113650727235	0.8077609807907902	4	8	0.06950681245532107	0.0012881478480778706	0.40772763606252194	0	8	False	0.521261733158435	0.02524628314171437	0.6894215453388031
T_CD3	union_simple_squamous	ESTIMATE	spearman	9	-0.03709991217670892	0.021360558649625123	0.0	6	8	0.022464579688933603	0.5218345967266365	0.7722883595808514	5	8	0.06556461267777887	6.363694228908599e-05	0.027004840425936538	1	8	False	0.5218345967266365	0.016976426730001184	0.6894215453388031
cytotoxic_4	none	ESTIMATE	pearson	1	-0.04038921386819346	0.12776161074578504	0.6067540681651334	5	8	0.036076297056168466	0.5242476334347148	0.9158625082280053	4	8	0.10354334169847512	0.007088754353265009	0.816178594733724	2	8	False	0.5242476334347148	0.03307680829548337	0.6894215453388031
cytotoxic_4	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.057029346713907775	0.019637521174431002	0.5344422914842221	7	8	-0.03353694538646657	0.5325123132484721	0.9056511422724814	5	8	0.05726441112947864	0.06285328880002602	0.7072387824273889	2	8	False	0.5325123132484721	-0.011100626990298568	0.6950752241512038
cytotoxic_8	none	ESTIMATE	spearman	1	-0.036780712262955546	0.09722356470860431	0.4399031688555725	6	8	0.027637728073585836	0.5357871519498862	0.8633903270340225	4	8	0.09709794822497583	0.0035457197764784862	0.7532988442655004	1	8	False	0.5357871519498862	0.029318321345202042	0.6950752241512038
cytotoxic_4	squamous_KRT5_6	ESTIMATE	spearman	5	-0.06236420251772805	0.00010099537944469015	0.0	7	8	0.027106909406502438	0.555527722496914	0.8701846322358221	4	8	0.08766765940668617	0.012964073415865068	0.7783262865801619	2	8	False	0.555527722496914	0.017470122098486852	0.7110754847960499
CD8A	union_simple_squamous	ESTIMATE	spearman	9	-0.046788390196405086	0.02053274413907013	0.3193541691464077	6	8	0.018577236069615054	0.5680391319507776	0.7346709013311208	5	8	0.038636895947203	0.024544369615378956	0.0956077407544621	2	8	False	0.5680391319507776	0.0034752472734709897	0.7128334204872503
CYT_Rooney	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.04151674202492524	0.03380325528760261	0.28547611214251145	6	8	-0.028473474033432398	0.5772138361143386	0.8954120881190256	5	8	0.05768894171502943	0.02877976310607246	0.6002734148132995	2	8	False	0.5772138361143386	-0.0041004247811094	0.7196432242464481
CYT_Rooney	none	ESTIMATE	pearson	1	-0.03971371719001083	0.12904207030117437	0.5959375844446186	5	8	0.03157883939976795	0.5858519472638601	0.9196458335345846	4	8	0.09562019090085674	0.0079089241994707	0.7895344235157525	1	8	False	0.5858519472638601	0.029161771036871287	0.7243289360936762
cytotoxic_8	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.044721028504984994	0.047021274673334466	0.45262535665761294	7	8	-0.0259431108048085	0.5896607905001527	0.8818349427658475	6	8	0.05776771817726097	0.030910408234517055	0.6116424069195645	2	8	False	0.5896607905001527	-0.004298807044177508	0.7243289360936762
cytotoxic_4	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.05062553054220353	0.15458727369451877	0.7816573596896355	7	8	-0.030068575082991236	0.6051786121940216	0.9196540501298464	6	8	0.05472611463072628	0.07920353645996027	0.7146421633313585	2	8	False	0.6051786121940216	-0.00865599699815616	0.7307817203852336
CYT_Rooney	squamous_KRT5_6	ESTIMATE	spearman	5	-0.05348657145962647	0.0008574443875849967	0.0	7	8	0.022110989245678853	0.6281699089804813	0.8682575937920601	5	8	0.08042104615468129	0.011573995078685362	0.7267651648091168	1	8	False	0.6281699089804813	0.016348487980244557	0.7507901317608477
CD8A	union_simple_squamous	ESTIMATE	pearson	9	-0.0389830922310882	0.11386733815384016	0.5363733397446364	7	8	0.01867333070467614	0.6504903632230871	0.8361218282299395	4	8	0.05529015246464274	0.016499475418084893	0.47166077023017866	2	8	False	0.6504903632230871	0.01166013031274356	0.7709515415977328
CD8A	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.057830127157944194	0.03022986930605142	0.609291188274885	7	8	0.013194915029363881	0.6645646061556669	0.6996557961114802	5	8	0.04190987209471403	0.04688654336832941	0.37905989013298846	2	8	False	0.6645646061556669	-0.0009084466779554282	0.7828000268827487
CYT_Rooney	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.037234357486343385	0.24478645406533683	0.7292843063326885	5	8	-0.023432656062399734	0.6835080827156609	0.9176804134065906	6	8	0.058557378029287475	0.03401093792413405	0.6354934203417535	2	8	False	0.6835080827156609	-0.000703211839818548	0.795403584107039
CD8_effector	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.06531335685504172	0.05389927997726319	0.7592919123613345	7	8	-0.02162576357343585	0.6835499550919867	0.9031489722293025	6	8	0.05422049543147555	0.053233165036006315	0.6464902740744194	2	8	False	0.6835499550919867	-0.010906208332334006	0.795403584107039
cytotoxic_4	none	ESTIMATE	spearman	1	-0.050698944338608366	0.023377267036538477	0.44925073890864187	6	8	0.01996171787897013	0.6993861004202098	0.8986227547905976	4	8	0.09508076435234813	0.008397264607081758	0.7903772427596513	2	8	False	0.6993861004202098	0.02144784596423663	0.801386661865505
cytotoxic_4	union_simple_squamous	ESTIMATE	spearman	9	-0.06215689598856796	0.00011375699634817265	0.0	7	8	-0.018293611480726696	0.7016500248601114	0.8785898608683503	5	8	0.05045123848501049	0.10799207863212455	0.7149769756958827	3	8	False	0.7016500248601114	-0.009999756328094724	0.801386661865505
cytotoxic_8	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.03999606911396802	0.2631206623990229	0.7837194379323443	6	8	-0.019723174212369562	0.7053872179961997	0.8997837830372709	6	8	0.05944306473519029	0.039921763738645547	0.6680771591943969	2	8	False	0.7053872179961997	-9.205953038243092e-05	0.801386661865505
CD8_effector	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.06728759436130079	0.00871463679910767	0.5774659194409486	7	8	-0.017281035841117655	0.7215687722360209	0.8837304796631995	6	8	0.054875169688004335	0.047489119801291994	0.6371359902804996	2	8	False	0.7215687722360209	-0.009897820171471372	0.8061862265438584
CD8_AB	union_simple_squamous	ESTIMATE	spearman	9	-0.05635119581375513	0.002231498319029232	0.197506754182771	7	8	0.012681792108326642	0.7222084946122065	0.7799745007413493	6	8	0.03463516041239693	0.0370216919978545	0.04470020422328443	2	8	False	0.7222084946122065	-0.0030114144310105207	0.8061862265438584
CYT_Rooney	union_simple_squamous	ESTIMATE	spearman	9	-0.04319110438743732	0.00736520777847321	0.0	7	8	-0.015303721034429988	0.7442489098862506	0.8741063873485775	5	8	0.05248550190404305	0.06497873620565678	0.6519727849752494	3	8	False	0.7442489098862506	-0.002003107839274751	0.8259872294691336
CD8_AB	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.06643664450808837	0.023106079552604793	0.6754286032237219	7	8	0.010872553659958144	0.7583433111870279	0.77846024675187	5	8	0.03462424676938216	0.033555680243606716	0.023715957921076898	3	8	False	0.7583433111870279	-0.006979948026249354	0.8367926192408583
cytotoxic_8	union_simple_squamous	ESTIMATE	spearman	9	-0.04768823925248533	0.0030833870418249566	0.0	7	8	-0.012625275217100366	0.7751976673692852	0.8579344561543948	5	8	0.053733422437592535	0.04927169374556985	0.6228435415736675	3	8	False	0.7751976673692852	-0.002193364010664387	0.8487248249329798
