cohort	tier	in_immune_set	in_keratin_funnel	family	role	x	y	covariates	n	n_marginal	rho_marginal	p_marginal	rho_partial	p_partial	ci_low	ci_high
LUAD	lung	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	503	503	0.5345419420490904	1.6347417996701736e-38	0.38761215034355684	2.4551502117073687e-19	0.3103945297002902	0.4597481618217194
LUAD	lung	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	503	503	0.1364414537250034	0.0021636119981183815	0.07211826087708376	0.10760422565371812	-0.015759993271602407	0.15889089946138468
LUAD	lung	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	503	503	-0.11040143129083589	0.013232009615505316	-0.056324071387414174	0.20910643831722864	-0.14339361396025307	0.03161069981825871
LUAD	lung	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	503	503	-0.08574855175530012	0.05461886092085464	-0.016313305372635395	0.7162150408309875	-0.10394295009713798	0.0715676630480108
LUAD	lung	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	503	503	-0.27874858607791686	1.9828144925039596e-10	-0.15046533693640218	0.0007464413202242246	-0.23513820753347972	-0.06352587595199898
LUAD	lung	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	503	503	-0.1255141320545707	0.004815231486035777	-0.09929242588865063	0.026558542601501797	-0.18545453913871415	-0.011615174127128114
LUSC	lung	True	False	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	493	493	0.38683266130687927	4.801090544584183e-19	0.3904007605236748	2.9822230776781484e-19	0.31254820068657074	0.4630435156751855
LUSC	lung	True	False	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	493	493	0.36856776944969266	2.617104661163772e-17	0.35856883157293784	2.7795579573470753e-16	0.278759763172922	0.4334592138000777
LUSC	lung	True	False	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	493	493	-0.3049532599275208	4.53671520522985e-12	-0.23338236552121	1.79009103409208e-07	-0.3155249860277061	-0.14776809274205266
LUSC	lung	True	False	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	493	493	-0.08753175442669175	0.05209883327952771	-0.03184836914412271	0.482274017132379	-0.12018123523234762	0.05698482578098357
LUSC	lung	True	False	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	493	493	-0.09925327649199985	0.027550384362274014	-0.03955665081523797	0.38275419605861616	-0.12778071596057491	0.049288498386278856
LUSC	lung	True	False	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	493	493	-0.2419787962651206	5.321572127544414e-08	-0.1752110266655674	9.8298267858846e-05	-0.25984622839586446	-0.08790447618802846
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	1046	1046	0.32922503286523025	7.297584290228087e-28	0.3148785776543579	2.0470595190877567e-25	0.25910300386150625	0.36856102127942075
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	1046	1046	0.2173439273763442	1.194299447856586e-12	0.2119825034607461	4.735014166465995e-12	0.15322476652114447	0.26924660260248146
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	1046	1046	-0.04975328432042756	0.10779380760883184	-0.08903091656941237	0.004025151272047662	-0.14895584731566783	-0.028454449739741424
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	1046	1046	0.020491382765341952	0.5079662109103026	0.043398971594543735	0.1615438751376419	-0.017377144690045077	0.10385556292022464
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	1046	1046	-0.1850114958413573	1.6539582395297387e-09	-0.0611494605066902	0.0484518548421914	-0.12142883571793375	-0.00042070634904731153
BRCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	1046	1046	-0.06170755431452471	0.04601492613642479	-0.10755846363653446	0.0005053276380543085	-0.16719664172175408	-0.0471360425693271
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	291	291	0.25616681844080075	9.638509799764794e-06	0.2584948304260579	9.177927881803368e-06	0.14711695143540302	0.36339963554501137
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	291	291	0.14607034852860248	0.01261553110122011	0.22757812843238456	0.00010034577084728852	0.11482270735372138	0.3345440669548844
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	291	291	0.07879804625296445	0.1800848900405307	0.11184469807749141	0.05843211438331512	-0.003987850338025624	0.2247156548711327
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	291	291	-0.05434065907309021	0.35565550466856527	-0.053887529295968434	0.3630389694019125	-0.16861641451331488	0.062281964866780094
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	291	291	0.020919994740661016	0.7223114504020662	-0.0022752779229421446	0.9693867138687997	-0.11802509395523283	0.11353553899372691
CESC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	291	291	0.12849685170125005	0.028404712698195653	0.12367893955325876	0.03624601679722209	0.008012771897068257	0.23607927248636756
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	498	498	0.13270860646895594	0.0030051961081285668	0.17573424552310343	8.615773546965968e-05	0.08889038772280211	0.2599264250388797
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	498	498	0.23916699608521058	6.574899379954725e-08	0.17267528580915775	0.00011469863434425869	0.08575974798225439	0.2569824586801339
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	498	498	-0.00980298091030672	0.8272592760259517	-0.05842153697321819	0.194871643055682	-0.14589158333877777	0.02995483302686278
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	498	498	-0.07357562571265049	0.10100419749433209	0.025371644054370927	0.573724340589341	-0.06299133263904971	0.1133399320073563
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	498	498	0.032299016592735534	0.47204331018961876	0.012488586003784144	0.7818720084030963	-0.07581692752733206	0.1005997293437402
KIRC	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	498	498	0.0368085811631991	0.41242665449249233	0.019737424297430785	0.6616635973724414	-0.06860401501811388	0.10777174496987782
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	400	400	0.3161054131588322	9.869550747322655e-11	0.20482149652071746	4.014729642332063e-05	0.10846456010651313	0.2973655818573557
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	400	400	0.1521605760036	0.0022772011985290543	0.024842093306069256	0.6221081481674198	-0.07388501111557264	0.1230869916384507
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	400	400	-0.1311621322633266	0.008629624610744352	-0.09679312892595252	0.05428051937395855	-0.19349369732723926	0.0017699811395292654
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	400	400	-0.15811467571672322	0.0015119743539455277	-0.1326052227999422	0.008238241555616447	-0.2281697852984665	-0.034509963250642615
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	400	400	-0.09196876230476439	0.06613391869205883	-0.04768060081092089	0.3439594343989318	-0.14554295873514936	0.05110575895951461
STAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	400	400	-0.1461956012225076	0.003383927005341473	-0.15447064274578004	0.002051092495628491	-0.24922307171003724	-0.056788884557395426
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	395	395	0.5614370914698616	3.464497767260543e-34	0.5053873177288155	9.706388272122336e-27	0.4276467265530867	0.5757068690455889
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	395	395	0.41648723954834604	5.271808447100993e-18	0.3365695906268572	8.238988529028974e-12	0.24559227517364002	0.421669570417434
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	395	395	-0.1963818614078847	8.531147435401068e-05	-0.1592750360948016	0.0015800237815379366	-0.2544310292061067	-0.06106460694116594
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	395	395	-0.20176564851756018	5.3698378286060015e-05	-0.17613784408129443	0.0004667529496169212	-0.270586129647068	-0.07833115776809267
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	395	395	-0.12981547142698596	0.009800423943004302	-0.020743186216147826	0.6826125083973931	-0.11967200828579466	0.07859350881374834
BLCA	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	395	395	-0.1870625551278382	0.0001847027273333198	-0.16673396207731161	0.0009343234004315816	-0.261583470962943	-0.06869487775737677
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN4	KRT8+KRT18+KRT19+absolute_purity	158	158	0.6884411714147063	1.5989793701167253e-23	0.520180280289073	4.707748304211161e-12	0.39447378399255817	0.6267748863124468
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CLDN7	KRT8+KRT18+KRT19+absolute_purity	158	158	0.431476559992333	1.5134906127354894e-08	0.14448881245111045	0.07380116613771	-0.013991596974938559	0.29588772118865336
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	CD8_score	KRT8+KRT18+KRT19+absolute_purity	158	158	-0.09964266101171507	0.212894327573914	0.04730127491809762	0.5602049229345435	-0.11169500508604151	0.20393625396812856
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN4	CD8_score	KRT8+KRT18+KRT19+absolute_purity	158	158	-0.23143974601397413	0.003434777262168634	-0.11391632966263779	0.15950732814438712	-0.26726172034159357	0.04505611732759819
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	CLDN7	CD8_score	KRT8+KRT18+KRT19+absolute_purity	158	158	-0.2985689706842075	0.00013872005460124708	-0.19486563298034051	0.015444707768456334	-0.3424713075856188	-0.03787218964101847
PAAD	keratin_funnel	True	True	purity_sensitivity	sensitivity	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19+absolute_purity	158	158	-0.062417948183564824	0.4359139190652034	0.04970979391172572	0.5403822648252105	-0.10931028541654306	0.20624890454947772
