family	stratum	cohort	predictor	outcome	keratin	purity	method	k_cov	rho	p	n	thesis_aligned
continuous	all	LUAD	CLDN4	CD8A	simple_KRT8_18_19	none	pearson	3	-0.12675042747178666	0.00403469172463448	516	True
continuous	all	LUAD	CLDN7	CD8A	simple_KRT8_18_19	none	pearson	3	-0.25578947828513027	4.16691656387651e-09	516	True
continuous	all	LUAD	TACSTD2	CD8A	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.06597429209942053	0.13639787398428369	515	True
continuous	all	LUAD	CLDN4	CD8A	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.004849487131949105	0.9129198652035136	515	True
continuous	all	LUAD	CLDN7	CD8A	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.0361506713867402	0.4148076762294325	515	True
continuous	all	LUAD	TACSTD2	CD8A	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.08424054677282697	0.057040044114046735	515	True
continuous	all	LUAD	CLDN4	CD8A	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.029287417477276347	0.5088871443189648	515	True
continuous	all	LUAD	CLDN7	CD8A	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.02246743312296327	0.6123629038846626	515	True
continuous	all	LUAD	TACSTD2	CD8A	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.039091029337518346	0.46665090538031406	353	True
continuous	all	LUAD	CLDN4	CD8A	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.0008371237637950454	0.9875673393940138	353	True
continuous	all	LUAD	CLDN7	CD8A	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.08895662712367036	0.09708039087158216	353	True
continuous	all	LUAD	TACSTD2	CD8A	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.0296919864932009	0.5803839421991007	353	True
continuous	all	LUAD	CLDN4	CD8A	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.04887795859476074	0.36262003531986503	353	True
continuous	all	LUAD	CLDN7	CD8A	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.09026076812205927	0.09225919774882427	353	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	none	spearman	4	-0.1263028914696853	0.00420453871347926	516	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	none	spearman	4	-0.11318610243816649	0.010374496490753594	516	True
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	none	spearman	4	-0.2938604255330731	1.1739031188728801e-11	516	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	none	pearson	4	-0.09449224948534589	0.032543160173266514	516	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	none	pearson	4	-0.11331260300311455	0.010288659836944547	516	True
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	none	pearson	4	-0.2748279414352759	2.521602735748416e-10	516	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	ESTIMATE	spearman	5	-0.06993992386546792	0.11467535521671335	515	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	ESTIMATE	spearman	5	0.00904169646319272	0.8385931101731746	515	False
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	ESTIMATE	spearman	5	-0.022455610267001512	0.6128997982924732	515	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	ESTIMATE	pearson	5	-0.07458077085000632	0.09247541862631341	515	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	ESTIMATE	pearson	5	-0.014759548856072028	0.7394983177445763	515	True
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	ESTIMATE	pearson	5	-0.015916496951588716	0.7199049437357832	515	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09438500412920377	0.07869279320833159	353	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.041885699814861635	0.43603968734752535	353	True
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.11418017418339937	0.033228766664106124	353	True
continuous	all	LUAD	TACSTD2	CD8A	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.06148572577953327	0.2526413980282004	353	True
continuous	all	LUAD	CLDN4	CD8A	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.06606057350973474	0.2189768467381175	353	True
continuous	all	LUAD	CLDN7	CD8A	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.12869039250600928	0.016303623623466535	353	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	none	spearman	8	-0.07408290230742162	0.09533099450432371	516	True
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	none	spearman	8	-0.09086017202527648	0.04065068850613117	516	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	none	spearman	8	-0.26243642357073654	1.9011679153308237e-09	516	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	none	pearson	8	-0.0521766254638622	0.24043341861871145	516	True
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	none	pearson	8	-0.09882572894729981	0.02592144269059128	516	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	none	pearson	8	-0.2441372948690632	2.495624787174168e-08	516	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	ESTIMATE	spearman	9	-0.04196011919461955	0.3462181954060851	515	True
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	ESTIMATE	spearman	9	-0.011594085545643623	0.7947355432009167	515	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	ESTIMATE	spearman	9	-0.039263981833079574	0.3781138127061423	515	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	ESTIMATE	pearson	9	-0.06124400681652925	0.1689658959562562	515	True
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	ESTIMATE	pearson	9	-0.02789235896655662	0.5313194160922275	515	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	ESTIMATE	pearson	9	-0.028408071154446844	0.5237523077192403	515	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	ABSOLUTE	spearman	9	-0.01777904500987626	0.7424747552207944	353	True
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	ABSOLUTE	spearman	9	-0.02364862753160936	0.6620523509394285	353	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	ABSOLUTE	spearman	9	-0.08946206625623505	0.09760890466829596	353	True
continuous	all	LUAD	TACSTD2	CD8A	union_simple_squamous	ABSOLUTE	pearson	9	0.005227290007895274	0.9230444057146296	353	False
continuous	all	LUAD	CLDN4	CD8A	union_simple_squamous	ABSOLUTE	pearson	9	-0.0383358803278576	0.4785123912806733	353	True
continuous	all	LUAD	CLDN7	CD8A	union_simple_squamous	ABSOLUTE	pearson	9	-0.10487631178556915	0.05196201146089699	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	none	none	spearman	0	-0.1131415809201967	0.010107976294768367	516	True
continuous	all	LUAD	CLDN4	CD8_AB	none	none	spearman	0	-0.09906327777227023	0.024425750981059775	516	True
continuous	all	LUAD	CLDN7	CD8_AB	none	none	spearman	0	-0.28719146228501874	2.9613664538233794e-11	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	none	none	pearson	0	-0.10471007301088261	0.017344089436093075	516	True
continuous	all	LUAD	CLDN4	CD8_AB	none	none	pearson	0	-0.1176373750893703	0.007472465198581546	516	True
continuous	all	LUAD	CLDN7	CD8_AB	none	none	pearson	0	-0.2505310117743291	7.954009089555918e-09	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	none	ESTIMATE	spearman	1	-0.10887923059554525	0.013518882535018477	515	True
continuous	all	LUAD	CLDN4	CD8_AB	none	ESTIMATE	spearman	1	-0.026210947730548564	0.5532491544591703	515	True
continuous	all	LUAD	CLDN7	CD8_AB	none	ESTIMATE	spearman	1	-0.021370821672881648	0.6288219400951124	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	none	ESTIMATE	pearson	1	-0.1096746510495481	0.012848112445831889	515	True
continuous	all	LUAD	CLDN4	CD8_AB	none	ESTIMATE	pearson	1	-0.03283639585849879	0.4575782826249487	515	True
continuous	all	LUAD	CLDN7	CD8_AB	none	ESTIMATE	pearson	1	0.008742959922934146	0.8432502087175671	515	False
continuous	all	LUAD	TACSTD2	CD8_AB	none	ABSOLUTE	spearman	1	-0.12885350641964904	0.015563267007878955	353	True
continuous	all	LUAD	CLDN4	CD8_AB	none	ABSOLUTE	spearman	1	-0.058784046658141534	0.2713691795899454	353	True
continuous	all	LUAD	CLDN7	CD8_AB	none	ABSOLUTE	spearman	1	-0.09680114113660652	0.06968503764204702	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	none	ABSOLUTE	pearson	1	-0.11629937518632022	0.029137848880305083	353	True
continuous	all	LUAD	CLDN4	CD8_AB	none	ABSOLUTE	pearson	1	-0.0793186497453189	0.13749154902451616	353	True
continuous	all	LUAD	CLDN7	CD8_AB	none	ABSOLUTE	pearson	1	-0.08246147393751686	0.12252962153828409	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	none	spearman	3	-0.10350423702045569	0.019032084534348143	516	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	none	spearman	3	-0.08477570060084809	0.054997098832158246	516	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	none	spearman	3	-0.26675923839198534	8.314126545787839e-10	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	none	pearson	3	-0.10251272342215167	0.020215744150823316	516	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	none	pearson	3	-0.119905418661151	0.006548175785055037	516	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	none	pearson	3	-0.23858720944400302	4.5032094156445827e-08	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.08589282358698724	0.052323060120234896	515	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.010662204563182667	0.8099899357116133	515	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.03922902728616212	0.3761818296316178	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.11163323538468495	0.011562546121542857	515	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.02526663009957008	0.5687779294835383	515	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.012421821328203688	0.7793837084845836	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.05962412170512863	0.2666273375020834	353	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.008785685713653213	0.8700897541176486	353	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.07357137528809533	0.17026433906186453	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.05851626316267936	0.2756309724238727	353	True
continuous	all	LUAD	CLDN4	CD8_AB	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.041604977313021485	0.43846244408853347	353	True
continuous	all	LUAD	CLDN7	CD8_AB	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.0630878207341809	0.23978641347773927	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	none	spearman	4	-0.14257678080240954	0.0012172809608442386	516	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	none	spearman	4	-0.11625048970495203	0.008464645651671996	516	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	none	spearman	4	-0.2811960826733634	9.27253463880349e-11	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	none	pearson	4	-0.11417056124594996	0.009722944175256492	516	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	none	pearson	4	-0.11436512021337578	0.009598568343325065	516	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	none	pearson	4	-0.25777974404749254	3.239924418412276e-09	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	ESTIMATE	spearman	5	-0.09206596933939568	0.03766732321105833	515	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	ESTIMATE	spearman	5	-0.002383839162043786	0.9571720735163948	515	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	ESTIMATE	spearman	5	-0.023897877774154662	0.5902714510991084	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	ESTIMATE	pearson	5	-0.09991237620949685	0.02404238189119249	515	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	ESTIMATE	pearson	5	-0.021183563268510227	0.633168505175623	515	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	ESTIMATE	pearson	5	-0.007353314810069751	0.8684276776274602	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.11922582545889285	0.02614404987179294	353	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.05620622245240825	0.2957606383667884	353	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09807458904374898	0.06764222780600646	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.0898551759820788	0.09421266475006815	353	True
continuous	all	LUAD	CLDN4	CD8_AB	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.07095086160002854	0.18667689547098967	353	True
continuous	all	LUAD	CLDN7	CD8_AB	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.10526275859167257	0.04975780159195817	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	none	spearman	8	-0.09530860921957429	0.0317339115132509	516	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	none	spearman	8	-0.09124662492960209	0.03980001165266056	516	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	none	spearman	8	-0.25166562779557666	8.866392545732322e-09	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	none	pearson	8	-0.08013736806795596	0.07112815228703613	516	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	none	pearson	8	-0.09884326159926746	0.025894937372934954	516	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	none	pearson	8	-0.22866142468912332	1.8857928483818144e-07	516	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	ESTIMATE	spearman	9	-0.06873821152834368	0.1225324604964405	515	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	ESTIMATE	spearman	9	-0.016799276673878642	0.7061866830539342	515	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	ESTIMATE	spearman	9	-0.03995690198002615	0.3697490075071202	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	ESTIMATE	pearson	9	-0.09447888936536537	0.03360759024411176	515	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	ESTIMATE	pearson	9	-0.030924296224727272	0.4876380256665481	515	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	ESTIMATE	pearson	9	-0.019319776244478695	0.6646128683777189	515	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	ABSOLUTE	spearman	9	-0.046057054960751374	0.3944506515715453	353	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	ABSOLUTE	spearman	9	-0.03152885947518487	0.5600348969873957	353	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	ABSOLUTE	spearman	9	-0.07302013881841402	0.1766324263236234	353	True
continuous	all	LUAD	TACSTD2	CD8_AB	union_simple_squamous	ABSOLUTE	pearson	9	-0.03220538093183471	0.5516421937924404	353	True
continuous	all	LUAD	CLDN4	CD8_AB	union_simple_squamous	ABSOLUTE	pearson	9	-0.03921147255821756	0.4685157123941986	353	True
continuous	all	LUAD	CLDN7	CD8_AB	union_simple_squamous	ABSOLUTE	pearson	9	-0.07881449420445664	0.14463655804027342	353	True
continuous	all	LUAD	TACSTD2	T_CD3	none	none	spearman	0	-0.06239978897655813	0.15695337970380213	516	True
continuous	all	LUAD	CLDN4	T_CD3	none	none	spearman	0	-0.10899596601090138	0.013238341777415214	516	True
continuous	all	LUAD	CLDN7	T_CD3	none	none	spearman	0	-0.3545342308234848	9.962346932923172e-17	516	True
continuous	all	LUAD	TACSTD2	T_CD3	none	none	pearson	0	-0.03760484684643716	0.39396558978873175	516	True
continuous	all	LUAD	CLDN4	T_CD3	none	none	pearson	0	-0.11409742630195553	0.009487044726555628	516	True
continuous	all	LUAD	CLDN7	T_CD3	none	none	pearson	0	-0.30053810189099506	3.1206403154947594e-12	516	True
continuous	all	LUAD	TACSTD2	T_CD3	none	ESTIMATE	spearman	1	-0.05147954585699593	0.2439974877674405	515	True
continuous	all	LUAD	CLDN4	T_CD3	none	ESTIMATE	spearman	1	-0.01520553214666589	0.730911081581718	515	True
continuous	all	LUAD	CLDN7	T_CD3	none	ESTIMATE	spearman	1	-0.004640173468703436	0.9164198873644889	515	True
continuous	all	LUAD	TACSTD2	T_CD3	none	ESTIMATE	pearson	1	-0.031572912817503455	0.47507705932412014	515	True
continuous	all	LUAD	CLDN4	T_CD3	none	ESTIMATE	pearson	1	-0.0012172962346015457	0.9780363474646834	515	True
continuous	all	LUAD	CLDN7	T_CD3	none	ESTIMATE	pearson	1	0.035715713683462116	0.4190804193166926	515	False
continuous	all	LUAD	TACSTD2	T_CD3	none	ABSOLUTE	spearman	1	-0.038663244706953905	0.4696325750864557	353	True
continuous	all	LUAD	CLDN4	T_CD3	none	ABSOLUTE	spearman	1	-0.04461807858500142	0.4039725405840682	353	True
continuous	all	LUAD	CLDN7	T_CD3	none	ABSOLUTE	spearman	1	-0.15921774696754537	0.0027381860348496124	353	True
continuous	all	LUAD	TACSTD2	T_CD3	none	ABSOLUTE	pearson	1	-0.025626908542113185	0.6318163191521466	353	True
continuous	all	LUAD	CLDN4	T_CD3	none	ABSOLUTE	pearson	1	-0.06904185482682083	0.1962619050895269	353	True
continuous	all	LUAD	CLDN7	T_CD3	none	ABSOLUTE	pearson	1	-0.13375374997864312	0.012011277998310015	353	True
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	none	spearman	3	-0.05432766899101083	0.2192966964182792	516	True
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	none	spearman	3	-0.09779190856551848	0.026770631792379533	516	True
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	none	spearman	3	-0.31657079514649145	2.098680966751728e-13	516	True
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	none	pearson	3	-0.02188386692934873	0.6209468662422274	516	True
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	none	pearson	3	-0.11650573845404627	0.008257381257226611	516	True
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	none	pearson	3	-0.26997476178929875	5.110854241538162e-10	516	True
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.020654633267773854	0.6413510466321822	515	True
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.0022977664653140353	0.9586764321413171	515	True
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.022153271813923008	0.6173451445948988	515	True
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.011811488606217904	0.7899636857187292	515	True
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	ESTIMATE	pearson	4	0.010796408399086096	0.807644757091192	515	False
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	ESTIMATE	pearson	4	0.019273465164684384	0.663812102654169	515	False
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.03986587912388638	0.4578575079024766	353	False
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.008387700930418686	0.8759259998246582	353	False
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.11519608473732933	0.031437779222391576	353	True
continuous	all	LUAD	TACSTD2	T_CD3	simple_KRT8_18_19	ABSOLUTE	pearson	4	0.06140698158788762	0.25256494598162954	353	False
continuous	all	LUAD	CLDN4	T_CD3	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.020557397443996636	0.7019373666751885	353	True
continuous	all	LUAD	CLDN7	T_CD3	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.09338657470576314	0.08148128082457941	353	True
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	none	spearman	4	-0.10404600886763106	0.01852605378876047	516	True
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	none	spearman	4	-0.1469442901625789	0.0008531065335690941	516	True
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	none	spearman	4	-0.341411616142538	1.920300223997042e-15	516	True
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	none	pearson	4	-0.04370057196684113	0.32369866377716255	516	True
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	none	pearson	4	-0.11796337423670263	0.007539670159903608	516	True
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	none	pearson	4	-0.3021126317894166	2.8863180739471322e-12	516	True
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	ESTIMATE	spearman	5	-0.029503578669093786	0.506181973034208	515	True
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	ESTIMATE	spearman	5	-0.0023723924220004863	0.9573775294119595	515	True
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	ESTIMATE	spearman	5	-0.005010073965811885	0.9101364092456463	515	True
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	ESTIMATE	pearson	5	-0.008590639212228598	0.8465427528071795	515	True
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	ESTIMATE	pearson	5	0.004111434617610225	0.9262040012886501	515	False
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	ESTIMATE	pearson	5	0.02294948459196416	0.605108184556958	515	False
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.028231535089690073	0.5996789587384876	353	True
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.06552145246378462	0.22276842279401946	353	True
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.15760590813395622	0.0031987084422453495	353	True
continuous	all	LUAD	TACSTD2	T_CD3	squamous_KRT5_6	ABSOLUTE	pearson	5	0.01837447121398567	0.7326768531711736	353	False
continuous	all	LUAD	CLDN4	T_CD3	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.07166191515897592	0.182288686772118	353	True
continuous	all	LUAD	CLDN7	T_CD3	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.1580064244582644	0.003121077665800471	353	True
continuous	all	LUAD	TACSTD2	T_CD3	union_simple_squamous	none	spearman	8	-0.04948375215842252	0.26560461918613154	516	True
continuous	all	LUAD	CLDN4	T_CD3	union_simple_squamous	none	spearman	8	-0.1194919157984051	0.007012650316990186	516	True
continuous	all	LUAD	CLDN7	T_CD3	union_simple_squamous	none	spearman	8	-0.29898128922279127	5.981611157433372e-12	516	True
continuous	all	LUAD	TACSTD2	T_CD3	union_simple_squamous	none	pearson	8	0.003139469243962525	0.9437273283476332	516	False
continuous	all	LUAD	CLDN4	T_CD3	union_simple_squamous	none	pearson	8	-0.10477672658744919	0.01816511330935865	516	True
continuous	all	LUAD	CLDN7	T_CD3	union_simple_squamous	none	pearson	8	-0.2607029176158346	2.4474458417934264e-09	516	True
continuous	all	LUAD	TACSTD2	T_CD3	union_simple_squamous	ESTIMATE	spearman	9	-0.002734999358156432	0.9510643455222152	515	True
continuous	all	LUAD	CLDN4	T_CD3	union_simple_squamous	ESTIMATE	spearman	9	-0.030739652371294706	0.49024178734316043	515	True
