n_high	n_low	median_high	median_low	delta_median_high_minus_low	U	p	predictor	endpoint
39	39	7693.499	8672.287	-978.7880000000005	512.0	0.013198840408122619	CLDN4 protein	ESTIMATE ImmuneScore
39	39	-0.26755985557446477	0.2083265462909968	-0.4758864018654616	452.0	0.0020842182221457893	CLDN4 protein	GEP18 RNA
39	39	7.7231	8.3822	-0.6590999999999996	479.0	0.004982577758915732	CLDN4 protein	CD8A RNA
54	54	8082.4545	8052.306500000001	30.14799999999923	1390.0	0.678324231750765	TJ-15 protein	ESTIMATE ImmuneScore
54	54	-0.039750401523820894	0.13904749318921336	-0.17879789471303426	1331.0	0.4369971322810233	TJ-15 protein	GEP18 RNA
54	54	8.19255	8.1824	0.010150000000001214	1413.5	0.7868852629700446	TJ-15 protein	CD8A RNA
