source	target	weight	confidence
EOMES	FAM169BP	0.25	D
EOMES	FAM171A1	0.25	D
EOMES	FBN2	0.25	D
EOMES	FBXW11	0.25	D
EOMES	FGD5	0.25	D
EOMES	FGF13	0.25	D
EOMES	FGFR2	0.25	D
EOMES	FHIT	0.25	D
EOMES	FLNB	0.25	D
EOMES	FMN2	0.25	D
EOMES	FOXP1	0.25	D
FOXP1	EOMES	0.25	D
EOMES	FREM1	0.25	D
EOMES	FRMD4B	0.25	D
EOMES	FRYL	0.25	D
EOMES	GADD45A	0.25	D
EOMES	GADL1	0.25	D
EOMES	GALNT17	0.25	D
EOMES	GALNTL6	0.25	D
EOMES	GAS7	0.25	D
EOMES	GATA4	0.25	D
EOMES	GLI3	0.25	D
EOMES	GMDS	0.25	D
EOMES	GPC6	0.25	D
EOMES	GREB1L	0.25	D
EOMES	GRIA3	0.25	D
EOMES	GRIK2	0.25	D
EOMES	GRIN2B	0.25	D
EOMES	GRIP1	0.25	D
EOMES	GRM7	0.25	D
EOMES	GSC	0.25	D
EOMES	GSE1	0.25	D
EOMES	GULP1	0.25	D
EOMES	HAS2	0.25	D
EOMES	HDAC9	0.25	D
EOMES	HIVEP2	0.25	D
EOMES	INPP4B	0.25	D
EOMES	IQCJ	0.25	D
EOMES	JCAD	0.25	D
EOMES	JMJD1C	0.25	D
EOMES	KALRN	0.25	D
EOMES	KAZN	0.25	D
EOMES	KCNMA1	0.25	D
EOMES	KCNMB2	0.25	D
EOMES	KCNV2	0.25	D
EOMES	KDM4C	0.25	D
EOMES	LARGE1	0.25	D
EOMES	LDB2	0.25	D
EOMES	LGI1	0.25	D
EOMES	LHFPL2	0.25	D
EOMES	LIFR	0.25	D
EOMES	LIMCH1	0.25	D
EOMES	LMCD1	0.25	D
EOMES	LMNTD1	0.25	D
EOMES	LRBA	0.25	D
EOMES	LRP1B	0.25	D
EOMES	LRRC4C	0.25	D
EOMES	LSAMP	0.25	D
EOMES	LYPD6B	0.25	D
EOMES	MACF1	0.25	D
EOMES	MACROD2	0.25	D
EOMES	MAGI2	0.25	D
EOMES	MAN1A1	0.25	D
EOMES	MAOA	0.25	D
EOMES	MAP3K7	0.25	D
EOMES	MAPK10	0.25	D
EOMES	MAST4	0.25	D
EOMES	MCC	0.25	D
EOMES	MCF2L2	0.25	D
EOMES	MCTP2	0.25	D
EOMES	MDGA2	0.25	D
EOMES	ME3	0.25	D
EOMES	MECOM	0.25	D
EOMES	MGAT4C	0.25	D
EOMES	MID1	0.25	D
MITF	EOMES	0.25	D
EOMES	MITF	0.25	D
EOMES	MTUS2	0.25	D
EOMES	NCAM1	0.25	D
EOMES	NCOA1	0.25	D
EOMES	NDST1	0.25	D
EOMES	NEDD4L	0.25	D
EOMES	NEDD9	0.25	D
EOMES	NEK7	0.25	D
EOMES	NFASC	0.25	D
EOMES	NIN	0.25	D
EOMES	NKAIN2	0.25	D
EOMES	NPAS3	0.25	D
EOMES	NRG1	0.25	D
EOMES	NRG3	0.25	D
EOMES	NRP1	0.25	D
EOMES	NRP2	0.25	D
EOMES	NRXN1	0.25	D
EOMES	NTM	0.25	D
EOMES	NTRK3	0.25	D
EOMES	NUAK1	0.25	D
EOMES	P3H2	0.25	D
EOMES	PACSIN2	0.25	D
EOMES	PAM	0.25	D
EOMES	PAPSS1	0.25	D
EOMES	PARD3B	0.25	D
EOMES	PAX7	0.25	D
EOMES	PBX1	0.25	D
EOMES	PCDH19	0.25	D
EOMES	PCNX2	0.25	D
EOMES	PCSK5	0.25	D
EOMES	PCYT1A	0.25	D
EOMES	PDE11A	0.25	D
EOMES	PDE4B	0.25	D
EOMES	PDE4D	0.25	D
EOMES	PDLIM1	0.25	D
EOMES	PDZRN3	0.25	D
EOMES	PHACTR1	0.25	D
EOMES	PHACTR2	0.25	D
EOMES	PHLDB2	0.25	D
EOMES	PIPOX	0.25	D
EOMES	PITX2	0.25	D
EOMES	PKNOX2	0.25	D
EOMES	PLCB1	0.25	D
EOMES	PLEKHA7	0.25	D
EOMES	PLEKHM3	0.25	D
EOMES	PLPP4	0.25	D
EOMES	PLXNA2	0.25	D
EOMES	PLXNA4	0.25	D
EOMES	PPFIA2	0.25	D
EOMES	PPM1H	0.25	D
EOMES	PPP3CA	0.25	D
EOMES	PRDM1	0.25	D
EOMES	PRKG1	0.25	D
EOMES	PRPF31	0.25	D
EOMES	PRTG	0.25	D
EOMES	PTK2	0.25	D
EOMES	PTPN14	0.25	D
EOMES	PTPRD	0.25	D
EOMES	PTPRG	0.25	D
EOMES	PTPRM	0.25	D
EOMES	RABGAP1L	0.25	D
EOMES	RAD51B	0.25	D
EOMES	RALYL	0.25	D
EOMES	RASGEF1B	0.25	D
EOMES	RBFOX1	0.25	D
EOMES	RBMS3	0.25	D
EOMES	RCN1	0.25	D
EOMES	RELN	0.25	D
EOMES	RERE	0.25	D
EOMES	RHO	0.25	D
EOMES	RIT2	0.25	D
EOMES	ROBO1	0.25	D
EOMES	ROR2	0.25	D
EOMES	RP1	0.25	D
EOMES	RPH3A	0.25	D
EOMES	RUNX1T1	0.25	D
EOMES	RXRG	0.25	D
EOMES	SASH1	0.25	D
EOMES	SCAPER	0.25	D
EOMES	SCN5A	0.25	D
EOMES	SEMA3A	0.25	D
EOMES	SEMA5B	0.25	D
EOMES	SEMA6A	0.25	D
EOMES	SEMA6D	0.25	D
EOMES	SFRP1	0.25	D
EOMES	SHROOM4	0.25	D
EOMES	SIPA1L1	0.25	D
EOMES	SIPA1L2	0.25	D
EOMES	SLC14A2	0.25	D
EOMES	SLC25A13	0.25	D
EOMES	SLC8A1	0.25	D
EOMES	SMAD2	0.25	D
EOMES	SMAD3	0.25	D
EOMES	SND1	0.25	D
EOMES	SNX25	0.25	D
EOMES	SORBS1	0.25	D
EOMES	SORCS1	0.25	D
EOMES	SOX2	0.25	D
EOMES	SOX5	0.25	D
EOMES	SPOCK1	0.25	D
EOMES	SPRED1	0.25	D
EOMES	SRPX	0.25	D
EOMES	SSPN	0.25	D
EOMES	ST6GAL1	0.25	D
EOMES	ST6GALNAC3	0.25	D
EOMES	STK39	0.25	D
EOMES	SULF1	0.25	D
EOMES	SYNE1	0.25	D
EOMES	SYNPR	0.25	D
EOMES	TBXAS1	0.25	D
EOMES	TENM1	0.25	D
EOMES	TENM2	0.25	D
EOMES	TENM4	0.25	D
EOMES	TFG	0.25	D
EOMES	THSD7B	0.25	D
EOMES	TLN2	0.25	D
EOMES	TMTC1	0.25	D
EOMES	TMTC2	0.25	D
EOMES	TNC	0.25	D
EOMES	TNR	0.25	D
EOMES	TNS3	0.25	D
EOMES	TP53BP1	0.25	D
EOMES	TPRG1	0.25	D
EOMES	TRAPPC9	0.25	D
EOMES	TRDN	0.25	D
EOMES	TRHR	0.25	D
EOMES	TRIM32	0.25	D
EOMES	TRIO	0.25	D
EOMES	TSPAN18	0.25	D
EOMES	UNC5C	0.25	D
EOMES	UNC5D	0.25	D
EOMES	USH2A	0.25	D
EOMES	UTRN	0.25	D
EOMES	VSTM5	0.25	D
EOMES	WDFY3	0.25	D
EOMES	WDPCP	0.25	D
EOMES	WDR72	0.25	D
EOMES	WLS	0.25	D
EOMES	WSCD1	0.25	D
EOMES	WSCD2	0.25	D
EOMES	XPR1	0.25	D
EOMES	ZBTB16	0.25	D
EOMES	ZEB2	0.25	D
EOMES	ZFHX4	0.25	D
EOMES	ZFPM2	0.25	D
EOMES	ZNF462	0.25	D
EOMES	ZNF608	0.25	D
EOMES	ZPLD1	0.25	D
EPAS1	ACKR3	0.25	D
EPAS1	ACP5	0.25	D
EPAS1	ACTL7B	0.25	D
EPAS1	ADGRV1	0.25	D
EPAS1	ADTRP	0.25	D
EPAS1	AHNAK	0.25	D
EPAS1	AIG1	0.25	D
EPAS1	AIPL1	0.25	D
EPAS1	AKIRIN2	0.25	D
EPAS1	AKR1E2	0.25	D
EPAS1	AMPD3	0.25	D
EPAS1	AMZ1	0.25	D
EPAS1	ANGPTL4	0.25	D
EPAS1	ANKRD26P1	0.25	D
EPAS1	ANKRD37	0.25	D
EPAS1	APBB1IP	0.25	D
EPAS1	APPL2	0.25	D
EPAS1	ARHGEF10L	0.25	D
EPAS1	ATP9A	0.25	D
EPAS1	BAGE2	0.25	D
EPAS1	BBOX1	0.25	D
EPAS1	BBS9	0.25	D
EPAS1	BCAS3	0.25	D
EPAS1	BICD1	0.25	D
EPAS1	BIN1	0.25	D
EPAS1	BNIP3L	0.25	D
EPAS1	BTBD16	0.25	D
EPAS1	CSTPP1	0.25	D
EPAS1	C1D	0.25	D
EPAS1	SARG	0.25	D
EPAS1	C1orf159	0.25	D
EPAS1	ARLN	0.25	D
EPAS1	C8orf58	0.25	D
EPAS1	CA12	0.25	D
EPAS1	CA4	0.25	D
EPAS1	CARD10	0.25	D
EPAS1	CBFA2T3	0.25	D
EPAS1	CCNG2	0.25	D
EPAS1	CCNY	0.25	D
EPAS1	CDYL2	0.25	D
EPAS1	CHD1L	0.25	D
EPAS1	CHD6	0.25	D
EPAS1	CLIP4	0.25	D
EPAS1	CMIP	0.25	D
EPAS1	CNNM4	0.25	D
EPAS1	CPNE7	0.25	D
EPAS1	CRKL	0.25	D
EPAS1	CSRNP1	0.25	D
EPAS1	CTC1	0.25	D
EPAS1	CTNNA3	0.25	D
EPAS1	CWH43	0.25	D
EPAS1	CXXC1	0.25	D
EPAS1	CXXC5	0.25	D
EPAS1	CYP27C1	0.25	D
EPAS1	CYTH4	0.25	D
EPAS1	DAAM1	0.25	D
EPAS1	DAPK2	0.25	D
EPAS1	DARS1	0.25	D
EPAS1	DAZL	0.25	D
EPAS1	DDIT4L	0.25	D
EPAS1	DEFB115	0.25	D
EPAS1	DHX32	0.25	D
EPAS1	DNAH14	0.25	D
EPAS1	DNAH5	0.25	D
EPAS1	DNAJB12	0.25	D
EPAS1	DNAJB6	0.25	D
EPAS1	DNAJC24	0.25	D
EPAS1	DPT	0.25	D
EPAS1	DSCAM	0.25	D
EPAS1	DSP	0.25	D
EPAS1	DST	0.25	D
EPAS1	DYNC2I1	0.25	D
EPAS1	DYNLRB1	0.25	D
EPAS1	EBF1	0.25	D
EPAS1	ECE1	0.25	D
EPAS1	EDN2	0.25	D
EPAS1	EFNA5	0.25	D
EPAS1	EGFR	0.25	D
EPAS1	EHD2	0.25	D
EPAS1	ELF3	0.25	D
EPAS1	ERGIC1	0.25	D
EPAS1	ERMARD	0.25	D
EPAS1	ETAA1	0.25	D
EPAS1	ETV6	0.25	D
EPAS1	EVL	0.25	D
EPAS1	EXD3	0.25	D
EPAS1	FABP5	0.25	D
EPAS1	FAM162A	0.25	D
EPAS1	FAM174B	0.25	D
EPAS1	FBP1	0.25	D
EPAS1	FBXO16	0.25	D
EPAS1	FBXO21	0.25	D
EPAS1	FBXW7	0.25	D
EPAS1	FGGY	0.25	D
EPAS1	FHAD1	0.25	D
EPAS1	FLNB	0.25	D
EPAS1	FNDC3B	0.25	D
EPAS1	FOS	0.25	D
FOSL2	EPAS1	0.25	D
EPAS1	FOSL2	0.25	D
EPAS1	FOXA1	0.25	D
EPAS1	FOXK1	0.25	D
EPAS1	FOXL1	0.25	D
EPAS1	FRMD4A	0.25	D
EPAS1	FUT11	0.25	D
EPAS1	GARRE1	0.25	D
EPAS1	GFOD2	0.25	D
EPAS1	GHRH	0.25	D
EPAS1	GNG7	0.25	D
EPAS1	GPR37L1	0.25	D
EPAS1	GPRC5A	0.25	D
EPAS1	GREB1	0.25	D
EPAS1	GREM2	0.25	D
GRHL2	EPAS1	0.25	D
EPAS1	GRHL2	0.25	D
EPAS1	GSE1	0.25	D
EPAS1	GTF2IRD2B	0.25	D
EPAS1	H4C6	0.25	D
EPAS1	HIPK2	0.25	D
EPAS1	HK2	0.25	D
EPAS1	HM13	0.25	D
EPAS1	HPCAL1	0.25	D
EPAS1	HS1BP3	0.25	D
EPAS1	HS6ST3	0.25	D
EPAS1	HSF4	0.25	D
EPAS1	IGF2BP3	0.25	D
EPAS1	IKBKG	0.25	D
EPAS1	IL1RAP	0.25	D
EPAS1	IL6R	0.25	D
EPAS1	ILVBL	0.25	D
EPAS1	IRX1	0.25	D
EPAS1	ITGA5	0.25	D
EPAS1	ITGB5	0.25	D
EPAS1	KAZN	0.25	D
EPAS1	KCMF1	0.25	D
EPAS1	KCNA10	0.25	D
EPAS1	KCNA5	0.25	D
EPAS1	KCNN1	0.25	D
EPAS1	KCTD11	0.25	D
EPAS1	KIAA0930	0.25	D
EPAS1	KLF10	0.25	D
EPAS1	KLHDC4	0.25	D
EPAS1	KMT2E	0.25	D
EPAS1	KNL1	0.25	D
EPAS1	KRCC1	0.25	D
EPAS1	KRT19	0.25	D
EPAS1	KRT7	0.25	D
EPAS1	KRT80	0.25	D
EPAS1	LEKR1	0.25	D
EPAS1	LIMD1	0.25	D
EPAS1	LINC00574	0.25	D
EPAS1	LITAF	0.25	D
EPAS1	LRP1	0.25	D
EPAS1	LRP5	0.25	D
EPAS1	LRRC75A	0.25	D
EPAS1	MAF	0.25	D
EPAS1	MARCHF10	0.25	D
EPAS1	MCAT	0.25	D
EPAS1	MDGA1	0.25	D
EPAS1	MDGA2	0.25	D
EPAS1	MEF2A	0.25	D
EPAS1	MGLL	0.25	D
EPAS1	MGRN1	0.25	D
EPAS1	MICAL3	0.25	D
EPAS1	MIDEAS	0.25	D
EPAS1	MMP20	0.25	D
EPAS1	MOB3A	0.25	D
EPAS1	MTFP1	0.25	D
EPAS1	MTRNR2L1	0.25	D
EPAS1	MTSS1	0.25	D
EPAS1	MUC5AC	0.25	D
EPAS1	MX2	0.25	D
EPAS1	MYOF	0.25	D
EPAS1	N4BP3	0.25	D
EPAS1	NAIF1	0.25	D
EPAS1	NARF	0.25	D
EPAS1	NDST1	0.25	D
EPAS1	NECAP1	0.25	D
EPAS1	NEK6	0.25	D
EPAS1	NOG	0.25	D
EPAS1	NOL3	0.25	D
EPAS1	NOS3	0.25	D
NR2F2	EPAS1	0.25	D
EPAS1	NR2F2	0.25	D
EPAS1	NR5A2	0.25	D
EPAS1	NSMCE2	0.25	D
EPAS1	NTMT1	0.25	D
EPAS1	NUP210	0.25	D
EPAS1	OLFML3	0.25	D
EPAS1	OPN3	0.25	D
EPAS1	OSBPL3	0.25	D
EPAS1	P2RY2	0.25	D
EPAS1	P3H2	0.25	D
EPAS1	PDK1	0.25	D
EPAS1	PDLIM2	0.25	D
EPAS1	PDLIM4	0.25	D
EPAS1	PDXK	0.25	D
EPAS1	PEDS1	0.25	D
EPAS1	PFKFB3	0.25	D
EPAS1	PFKFB4	0.25	D
EPAS1	PFKP	0.25	D
EPAS1	PGAM1	0.25	D
EPAS1	PGF	0.25	D
EPAS1	PHLDA1	0.25	D
EPAS1	PIEZO1	0.25	D
EPAS1	PIK3AP1	0.25	D
EPAS1	PIP4K2A	0.25	D
EPAS1	PKP2	0.25	D
EPAS1	PLA2G15	0.25	D
EPAS1	PLB1	0.25	D
EPAS1	PLOD2	0.25	D
EPAS1	PNPO	0.25	D
EPAS1	POC1B	0.25	D
EPAS1	PODXL	0.25	D
EPAS1	PPARG	0.25	D
EPAS1	PPM1D	0.25	D
EPAS1	PRICKLE2	0.25	D
EPAS1	PRKAG2	0.25	D
EPAS1	PRPF31	0.25	D
EPAS1	PRPF8	0.25	D
EPAS1	PTPRJ	0.25	D
EPAS1	PTPRN2	0.25	D
EPAS1	PXDN	0.25	D
EPAS1	QKI	0.25	D
EPAS1	QSOX1	0.25	D
EPAS1	RAB40C	0.25	D
EPAS1	RAD23B	0.25	D
EPAS1	RALGPS2	0.25	D
EPAS1	RAP2B	0.25	D
EPAS1	RARA	0.25	D
EPAS1	RBFOX3	0.25	D
EPAS1	RBPJ	0.25	D
EPAS1	RELT	0.25	D
EPAS1	RERE	0.25	D
EPAS1	RHBDF2	0.25	D
EPAS1	RIC1	0.25	D
EPAS1	RIMS4	0.25	D
EPAS1	RIPK4	0.25	D
EPAS1	RIPOR3	0.25	D
EPAS1	RNF19A	0.25	D
EPAS1	RNFT1	0.25	D
EPAS1	RP1	0.25	D
EPAS1	RPL19	0.25	D
EPAS1	RPTOR	0.25	D
EPAS1	RRP12	0.25	D
EPAS1	RSBN1	0.25	D
EPAS1	RSPH9	0.25	D
RUNX1	EPAS1	0.25	D
EPAS1	RUNX1	0.25	D
EPAS1	S100A4	0.25	D
EPAS1	SCD	0.25	D
EPAS1	SEC14L2	0.25	D
EPAS1	SEC24A	0.25	D
EPAS1	SEMA4B	0.25	D
EPAS1	SEMA4F	0.25	D
EPAS1	SEMA5B	0.25	D
EPAS1	SEMA6A	0.25	D
EPAS1	SERTAD1	0.25	D
EPAS1	SH3BP2	0.25	D
EPAS1	SH3GL1	0.25	D
EPAS1	SH3RF3	0.25	D
EPAS1	SHANK2	0.25	D
EPAS1	SHB	0.25	D
EPAS1	SLC28A1	0.25	D
EPAS1	SLC38A2	0.25	D
EPAS1	SLC45A3	0.25	D
EPAS1	SLC9A9	0.25	D
EPAS1	SMAD3	0.25	D
EPAS1	SMARCA5	0.25	D
EPAS1	SMG6	0.25	D
EPAS1	SNX9	0.25	D
SOX6	EPAS1	0.25	D
EPAS1	SOX6	0.25	D
EPAS1	SOX9	0.25	D
EPAS1	SSUH2	0.25	D
EPAS1	ST8SIA6	0.25	D
EPAS1	STC2	0.25	D
EPAS1	STK10	0.25	D
EPAS1	SUCLG2	0.25	D
EPAS1	SUGCT	0.25	D
EPAS1	SULF2	0.25	D
EPAS1	SUMF1	0.25	D
EPAS1	SUMO1P1	0.25	D
EPAS1	SUSD1	0.25	D
EPAS1	SWAP70	0.25	D
EPAS1	SYK	0.25	D
EPAS1	TCP11L1	0.25	D
EPAS1	TEX14	0.25	D
EPAS1	TFEB	0.25	D
EPAS1	TG	0.25	D
EPAS1	TMEM94	0.25	D
EPAS1	THAP4	0.25	D
EPAS1	THSD7B	0.25	D
EPAS1	TIAM1	0.25	D
EPAS1	TLE4	0.25	D
EPAS1	TMEM44	0.25	D
EPAS1	TMEM45A	0.25	D
EPAS1	TMEM91	0.25	D
EPAS1	TMPRSS3	0.25	D
EPAS1	TNFRSF10D	0.25	D
EPAS1	TNS3	0.25	D
EPAS1	TPCN2	0.25	D
EPAS1	TPRG1	0.25	D
EPAS1	TRAM2	0.25	D
EPAS1	TRIB1	0.25	D
EPAS1	TRIM33	0.25	D
EPAS1	TRIM37	0.25	D
EPAS1	TRIM42	0.25	D
EPAS1	TRIO	0.25	D
EPAS1	TSC22D2	0.25	D
EPAS1	TTC1	0.25	D
EPAS1	TTYH3	0.25	D
EPAS1	UBC	0.25	D
EPAS1	UBE2E1	0.25	D
EPAS1	UBXN10	0.25	D
EPAS1	UPP1	0.25	D
EPAS1	USP32	0.25	D
EPAS1	VMP1	0.25	D
EPAS1	VPS13D	0.25	D
EPAS1	VSIR	0.25	D
EPAS1	WSB1	0.25	D
EPAS1	WWOX	0.25	D
EPAS1	ZBTB17	0.25	D
EPAS1	ZMYND8	0.25	D
EPAS1	ZNF350	0.25	D
EPAS1	ZNF365	0.25	D
EPAS1	ZNF395	0.25	D
EPAS1	ZNF572	0.25	D
EPAS1	ZNF577	0.25	D
EPAS1	ZNF613	0.25	D
EPAS1	ZNF614	0.25	D
EPAS1	ZNF649	0.25	D
EPAS1	ZSWIM4	0.25	D
ERG	ACOT7	0.25	D
ERG	ADAMTS3	0.25	D
ERG	ADAP1	0.25	D
ERG	ADARB2	0.25	D
ERG	ADGRB1	0.25	D
ERG	ADGRV1	0.25	D
ERG	ADRB2	0.25	D
ERG	AFF1	0.25	D
ERG	AFF3	0.25	D
ERG	AGAP1	0.25	D
ERG	AGAP3	0.25	D
ERG	AGPAT3	0.25	D
ERG	AKAP13	0.25	D
ERG	ALDH1A2	0.25	D
ERG	AMPD3	0.25	D
ERG	ANGPT1	0.25	D
ERG	ANK3	0.25	D
ERG	ANKH	0.25	D
ERG	ANKRD11	0.25	D
ERG	ANKRD17	0.25	D
ERG	ANKRD44	0.25	D
ERG	ANKS1B	0.25	D
ERG	ANPEP	0.25	D
ERG	ANTXR2	0.25	D
ERG	APBB2	0.25	D
ERG	ARHGAP22	0.25	D
ERG	ARHGAP24	0.25	D
ERG	ARHGAP26	0.25	D
ERG	ARHGAP32	0.25	D
ERG	ARHGEF3	0.25	D
ERG	ARHGEF4	0.25	D
ERG	ARHGEF7	0.25	D
ERG	ARID1A	0.25	D
ERG	ARID1B	0.25	D
ERG	ARMC12	0.25	D
ERG	ARSG	0.25	D
ERG	ASAP2	0.25	D
ERG	ATP8B4	0.25	D
ERG	ATXN7	0.25	D
ERG	ATXN7L1	0.25	D
ERG	AUTS2	0.25	D
ERG	BAHCC1	0.25	D
ERG	BAIAP2	0.25	D
ERG	BBX	0.25	D
ERG	BCAR3	0.25	D
ERG	BCOR	0.25	D
ERG	BCR	0.25	D
ERG	BIN1	0.25	D
ERG	BRF1	0.25	D
ERG	CACNA2D1	0.25	D
ERG	CARS2	0.25	D
ERG	CASZ1	0.25	D
ERG	CBFA2T2	0.25	D
ERG	CBR3	0.25	D
ERG	CCDC171	0.25	D
ERG	CCDC57	0.25	D
ERG	CCDC88C	0.25	D
ERG	CCSER1	0.25	D
ERG	CD19	0.25	D
ERG	CDH1	0.25	D
ERG	CDH23	0.25	D
ERG	CDK14	0.25	D
ERG	CDK5RAP2	0.25	D
ERG	CDK6	0.25	D
ERG	CDKAL1	0.25	D
ERG	CFAP251	0.25	D
ERG	CHD9	0.25	D
ERG	CHKA	0.25	D
ERG	CHN2	0.25	D
ERG	CLASP1	0.25	D
ERG	CMIP	0.25	D
ERG	CMTM7	0.25	D
ERG	CNBD1	0.25	D
ERG	CNIH3	0.25	D
ERG	CNR1	0.25	D
ERG	CNTNAP2	0.25	D
ERG	COBL	0.25	D
ERG	COL14A1	0.25	D
ERG	COL5A1	0.25	D
ERG	COMMD1	0.25	D
ERG	CPQ	0.25	D
ERG	CRTC1	0.25	D
ERG	CRTC3	0.25	D
ERG	CRYBG1	0.25	D
ERG	CSMD3	0.25	D
ERG	CTDSPL	0.25	D
ERG	CTIF	0.25	D
ERG	CTNNA1	0.25	D
ERG	CTNND2	0.25	D
ERG	CUEDC1	0.25	D
ERG	CUX1	0.25	D
ERG	CYRIB	0.25	D
ERG	CYTH1	0.25	D
ERG	DAB1	0.25	D
ERG	DENND1A	0.25	D
ERG	DENND3	0.25	D
ERG	DIP2C	0.25	D
ERG	DIS3L2	0.25	D
ERG	DLG2	0.25	D
ERG	DNAJB12	0.25	D
ERG	DNAJB6	0.25	D
ERG	DOCK10	0.25	D
ERG	DOCK5	0.25	D
ERG	DOP1B	0.25	D
ERG	DST	0.25	D
ERG	DTNB	0.25	D
ERG	DYRK1A	0.25	D
ERG	EFNA5	0.25	D
ERG	EFR3A	0.25	D
ERG	EGLN3	0.25	D
ERG	EHMT1	0.25	D
ERG	EIF3H	0.25	D
ERG	EIPR1	0.25	D
ERG	EPB41	0.25	D
ERG	ERC1	0.25	D
ERG	ERCC1	0.25	D
ERG	FARP1	0.25	D
ERG	ESR1	0.25	D
ERG	ETV6	0.25	D
ERG	EXD3	0.25	D
ERG	EXOC4	0.25	D
ERG	FAM107B	0.25	D
ERG	FAM13A	0.25	D
ERG	FBN2	0.25	D
ERG	FBRSL1	0.25	D
ERG	FBXW11	0.25	D
ERG	FGD4	0.25	D
ERG	FGGY	0.25	D
ERG	FHOD3	0.25	D
ERG	FRMD4B	0.25	D
ERG	FLT1	0.25	D
ERG	FNDC3B	0.25	D
ERG	FOCAD	0.25	D
ERG	FOXK1	0.25	D
ERG	FOXN3	0.25	D
ERG	FOXO3	0.25	D
ERG	FOXP1	0.25	D
FOXP1	ERG	0.25	D
ERG	FRMD4A	0.25	D
ERG	FRYL	0.25	D
ERG	GABBR2	0.25	D
ERG	GALNT9	0.25	D
ERG	GAS7	0.25	D
ERG	GATAD2A	0.25	D
ERG	GLI3	0.25	D
ERG	GMDS	0.25	D
ERG	GNA12	0.25	D
ERG	GPR137	0.25	D
ERG	GRAMD4	0.25	D
ERG	GRM7	0.25	D
ERG	GSE1	0.25	D
ERG	GSN	0.25	D
ERG	HDAC4	0.25	D
ERG	HDAC6	0.25	D
ERG	HIVEP2	0.25	D
ERG	HIVEP3	0.25	D
ERG	HK1	0.25	D
ERG	HLCS	0.25	D
ERG	HOMER2	0.25	D
ERG	HPCAL1	0.25	D
ERG	IFNGR1	0.25	D
ERG	IMMP2L	0.25	D
ERG	INPP5A	0.25	D
ERG	IQGAP2	0.25	D
ERG	IQSEC1	0.25	D
ERG	ITGB2	0.25	D
ERG	ITGB5	0.25	D
ERG	ITPR1	0.25	D
ERG	ITPR2	0.25	D
ERG	ITSN1	0.25	D
ERG	JMJD1C	0.25	D
ERG	JUN	0.25	D
ERG	KAZN	0.25	D
ERG	KCNAB2	0.25	D
ERG	KCNMA1	0.25	D
ERG	KCNN3	0.25	D
ERG	KCNQ3	0.25	D
ERG	KDM2A	0.25	D
ERG	KDM2B	0.25	D
ERG	KDM4B	0.25	D
ERG	KDM4C	0.25	D
ERG	KHDRBS3	0.25	D
ERG	KIAA1217	0.25	D
ERG	KLK2	0.25	D
ERG	KLK3	0.25	D
ERG	KSR1	0.25	D
ERG	LAMA3	0.25	D
ERG	LARP4B	0.25	D
ERG	LDLRAD4	0.25	D
ERG	LHPP	0.25	D
ERG	LIMD1	0.25	D
ERG	LIMS1	0.25	D
ERG	LINC00299	0.25	D
ERG	LMBR1	0.25	D
ERG	LNX1	0.25	D
ERG	LPP	0.25	D
ERG	LRP5	0.25	D
ERG	LRRK1	0.25	D
ERG	LTBP4	0.25	D
ERG	MACF1	0.25	D
ERG	MACROD2	0.25	D
ERG	MAD1L1	0.25	D
ERG	MAGI2	0.25	D
ERG	MAML3	0.25	D
ERG	MAN1C1	0.25	D
ERG	MARCHF3	0.25	D
ERG	MARK2	0.25	D
ERG	MARK3	0.25	D
ERG	MAST4	0.25	D
ERG	MBNL1	0.25	D
ERG	MBP	0.25	D
ERG	MCF2L	0.25	D
ERG	MCF2L2	0.25	D
ERG	MCTP2	0.25	D
ERG	MED15	0.25	D
ERG	MGLL	0.25	D
ERG	MGRN1	0.25	D
ERG	MICAL2	0.25	D
ERG	MICAL3	0.25	D
ERG	MIDEAS	0.25	D
ERG	MMP2	0.25	D
ERG	MPZL1	0.25	D
ERG	MSI2	0.25	D
ERG	MTHFD1L	0.25	D
ERG	MTSS1	0.25	D
ERG	MYLK	0.25	D
ERG	MYO16	0.25	D
ERG	MYO9B	0.25	D
ERG	NAV3	0.25	D
ERG	NCALD	0.25	D
ERG	NCAM2	0.25	D
ERG	NCOA2	0.25	D
ERG	NCOR2	0.25	D
ERG	NDUFAF6	0.25	D
ERG	NEDD4L	0.25	D
ERG	NEDD9	0.25	D
ERG	NFATC1	0.25	D
ERG	NFATC2	0.25	D
ERG	NFIA	0.25	D
ERG	NFIC	0.25	D
ERG	NFIX	0.25	D
ERG	NPAS3	0.25	D
ERG	NRCAM	0.25	D
ERG	NRXN1	0.25	D
ERG	NRXN2	0.25	D
ERG	NSD3	0.25	D
ERG	NSMAF	0.25	D
ERG	NTNG2	0.25	D
ERG	NUP210	0.25	D
ERG	OSBPL10	0.25	D
ERG	OXR1	0.25	D
ERG	PACS1	0.25	D
ERG	PACS2	0.25	D
ERG	PAG1	0.25	D
ERG	PALM2AKAP2	0.25	D
ERG	PAM	0.25	D
ERG	PARD3B	0.25	D
ERG	PCCA	0.25	D
ERG	PCSK6	0.25	D
ERG	PDE4B	0.25	D
ERG	PDE4D	0.25	D
ERG	PDE8A	0.25	D
ERG	PDE9A	0.25	D
ERG	PDZD2	0.25	D
ERG	PFKFB3	0.25	D
ERG	PHC2	0.25	D
ERG	PHLPP1	0.25	D
