gene	MCF7_log2FC	T47D_log2FC	mean_log2FC	concordant	MCF7_WT_FPKM	MCF7_CLDN4KO_FPKM	T47D_WT_FPKM	T47D_CLDN4KO_FPKM
CLVS1	0.9360301728941157	1.0648925393641777	1.0004613561291467	True	1.95572	4.65505	1.94705	5.16527
RCOR2	1.2019753678681062	0.7969033512044945	0.9994393595363004	True	0.60512	2.69265	0.122247	0.949756
TMEM182	0.9929081675244559	0.9955435858208518	0.9942258766726538	True	4.72638	10.3966	6.1818	13.3193
FRAS1	0.8442021651115262	1.1285886224826076	0.9863953937970669	True	6.64369	12.7225	2.82376	7.36045
ASPH	1.3080314318462376	0.6639901147391889	0.9860107732927132	True	14.0842	36.349	17.9779	29.0697
MXRA7	0.8089992640845385	1.1436297105055149	0.9763144872950267	True	2.5651	5.24604	0.879846	3.15326
NAP1L2	0.2639731073960619	1.6825966485119115	0.9732848779539867	True	2.30071	2.96343	1.10367	5.75289
BDKRB2	2.3736388900653673	-0.4327764971061829	0.9704311964795922	False	0.523485	6.89541	0.487479	0.101976
PIH1D2	0.7324412698860602	1.2075053571282877	0.969973313507174	True	1.33719	2.88312	3.50689	9.40812
ADCY5	1.7959642381988092	0.13679113822085862	0.9663776882098339	True	1.56983	7.92367	0.103985	0.213784
CCNI2	1.6536868540949994	0.27117214122558647	0.962429497660293	True	1.37103	6.46013	2.35155	3.04461
NDST4	-0.4004153313040223	2.3100586187704444	0.9548216437332111	False	0.633282	0.23744	3.48646	21.2485
FAS	1.4567916998193142	0.45259176823165526	0.9546917340254848	True	2.12084	7.56662	2.83564	4.24906
C17orf104	1.4963062961485107	0.40118519554324916	0.9487457458458799	True	2.32619	8.38383	2.70118	3.88775
CTSD	1.5511970005356845	0.34190216880539664	0.9465495846705406	True	67.3938	199.435	36.5748	46.6233
GRIK1	-0.5113524772874851	2.400726820314198	0.9446871715133565	False	0.504567	0.0555507	6.50415	38.6271
MAP9	0.9994574532797039	0.8882329816381762	0.94384521745894	True	2.81655	6.63023	13.762	26.3231
WDR72	0.7426658453375632	1.1382009562231075	0.9404334007803353	True	0.445593	1.41886	11.8785	27.3464
PRSS23	2.006956680111285	-0.13323425301754982	0.9368612135468675	False	21.2089	88.265	5.60342	5.0209
FKBP7	0.9474758061868634	0.9245688490570059	0.9360223276219346	True	0.536939	1.96398	1.26701	3.30305
PRKAA2	0.6100881634372628	1.2519983119820446	0.9310432377096537	True	2.15568	3.81668	6.26969	16.3143
DPYSL5	0.8279430862956154	1.033920299398426	0.9309316928470207	True	1.86123	4.07912	0.543988	2.16144
PCOLCE2	0.8914541773520225	0.9639473874723856	0.9277007824122041	True	1.89614	4.37247	0.658056	2.23427
PLAUR	1.0034415267760997	0.8478076631167909	0.9256245949464452	True	1.43266	3.87694	1.08389	2.75051
LINC01021	1.5272540579415963	0.31174907180666195	0.9195015648741292	True	0.0479061	2.02045	0.112886	0.381327
TTC41P	0.3477053425967715	1.4844155072734142	0.9160604249350929	True	0.785389	1.27197	0.465577	3.10074
SPATA18	1.312195767603187	0.5188226529470321	0.9155092102751096	True	2.18567	6.91063	3.1741	4.98059
PDLIM3	1.2317716826859062	0.590395921336387	0.9110838020111466	True	0.623332	2.81248	0.903305	1.86573
CHRNA3	1.1936747371753287	0.626912665030512	0.9102937011029204	True	1.29267	4.24413	0.855501	1.86537
TMEM45A	1.8303082670585429	-0.016161541492443435	0.9070733627830497	False	0.960004	5.97003	0.724535	0.705324
BCL11B	0.7973689355880301	1.013728377955038	0.9055486567715341	True	11.9709	21.5425	0.868802	2.77334
MAT1A	1.962497759713851	-0.15619147569491426	0.9031531420094684	False	4.61875	20.8983	0.767495	0.586134
CRYM-AS1	0.7417866413695352	1.0516610321382032	0.8967238367538692	True	6.22974	11.0899	3.19913	7.70444
ARHGAP36	0.835305872070184	0.9506264424431005	0.8929661572566423	True	2.17202	4.65963	0.28477	1.48309
EIF5A2	0.6933387206701735	1.0906202534997373	0.8919794870849554	True	2.22266	4.21111	4.91659	11.6003
ZNF516	1.354165812048027	0.42043369155148697	0.8872997517997571	True	8.7358	23.8895	7.92762	10.9481
AREG	2.1346739173917406	-0.36481435842449217	0.8849297794836242	False	0.72176	6.5609	1.01795	0.567077
TEX9	1.066794218774366	0.6967507116762709	0.8817724652253185	True	0.236148	1.58945	1.59768	3.21045
ALDH1L2	0.6042315100710877	1.1548474474167938	0.8795394787439408	True	3.85131	6.37481	0.903977	3.23941
CD109	0.823302315113025	0.9344580797177353	0.8788801974153801	True	2.05116	4.39888	1.90541	4.55274
AMBP	1.369781845046561	0.38355848412048094	0.876670164583521	True	5.39063	15.5154	0.0971023	0.431231
PCDHB5	1.7624437772311126	-0.01266879851053114	0.8748874893602907	False	0.222204	3.1466	0.0819867	0.072527
PELI2	0.0	1.7493883818358307	0.8746941909179153	False	0.0	0.0	0.0	2.36216
CIDEC	0.6008814763365428	1.1464219540362375	0.8736517151863901	True	3.76989	6.23422	0.957096	3.33231
ZNF729	1.130678999061715	0.6105878339238905	0.8706334164928027	True	1.76952	5.06419	4.13909	6.84678
ANKRD30A	1.246835146827298	0.4879184410220097	0.8673767939246538	True	10.8839	27.2029	11.9258	17.1274
MXI1	1.696208725271427	0.02957432001744706	0.862891522644437	True	8.44384	29.6026	8.9281	9.13372
COL6A2	1.0947637901574472	0.6303543636710992	0.8625590769142732	True	0.129465	1.41229	0.921612	1.97455
ADAMTS9-AS2	1.7240599425832455	0.0	0.8620299712916227	False	0.937652	5.40132	0.0	0.0
TBC1D8B	1.2234534495858091	0.4998214444707232	0.8616374470282662	True	0.269506	1.96436	1.1327	2.01572
SERPINC1	-0.487250045585767	2.208969085674104	0.8608595200441684	False	2.86077	1.75421	1.69126	11.4429
ITGA2B	1.777827724728855	-0.05946438677559688	0.8591816689766291	False	3.14468	13.2125	3.38686	3.20972
PROS1	0.2977059027916156	1.4176479033748632	0.8576769030832394	True	0.738863	1.13739	3.41599	10.7973
UBAP2	1.2728728616685403	0.4389575029898434	0.8559151823291918	True	0.847123	3.46343	5.50799	7.82239
PLEKHM3	1.2823027007567351	0.42575365493455186	0.8540281778456436	True	2.49588	7.50292	2.25262	3.36916
CBLN3	0.8380962215684545	0.864357633791195	0.8512269276798248	True	0.795418	2.20965	1.47349	3.50306
NRG2	0.4239530323866483	1.2754474455682787	0.8497002389774635	True	0.150807	0.543921	0.714869	3.15125
ZMAT4	0.28711880824033753	1.4091244691292546	0.8481216386847961	True	0.260948	0.53861	0.471195	2.90714
LOC101927292	-0.6601378017023153	2.355986805469071	0.8479245018833779	False	0.667559	0.0552611	0.467857	6.51461
SOWAHA	1.1275437146763638	0.5626964426411347	0.8451200786587493	True	3.71232	9.29578	5.37255	8.41243
ACTG2	1.4287632282650091	0.2597587502633653	0.8442609892641872	True	3.78772	11.8893	0.644006	0.968333
PEBP4	1.2990773030045542	0.3885703691638713	0.8438238360842127	True	1.70189	5.64858	3.21944	4.52365
POPDC3	0.8943008242555627	0.7932360575846463	0.8437684409201045	True	0.225399	1.27766	0.886769	2.26969
BTG3	1.1601672283848719	0.5221200486820413	0.8411436385334565	True	3.8623	9.86643	14.0244	20.576
AFF1	1.1033987677723238	0.5727180703127809	0.8380584190425524	True	2.60922	6.75478	3.41945	5.57315
PCAT6	1.3684609750496661	0.2977549954158012	0.8331079852327337	True	0.325994	2.42365	0.580159	0.942379
WISP2	1.6005122732026507	0.061736250794914495	0.8311242619987825	True	1.056	5.23484	0.0	0.0437211
ETV4	1.7037163421197457	-0.04333682461847993	0.8301897587506328	False	0.653815	4.38712	0.125543	0.0922358
PTCH1	1.3772398221279054	0.27879347908128305	0.8280166506045943	True	1.08118	4.4063	0.511531	0.833759
SHC4	1.649495900098147	0.0	0.8247479500490735	False	0.0	2.13724	0.0	0.0
RASGRF1	0.49090547096928294	1.156279803914642	0.8235926374419624	True	2.70817	4.21119	1.4702	4.50563
TBKBP1	1.086032490076471	0.557270950776092	0.8216517204262815	True	2.57885	6.59752	2.64836	4.3685
CA8	0.871654541711761	0.7715206789714929	0.821587610341627	True	2.80099	5.9549	5.83019	10.6596
AARD	0.3243031232882187	1.3171699041504177	0.8207365137193182	True	4.57781	5.98375	1.72968	5.80173
CDC14B	1.4666035012900531	0.17456232525311802	0.8205829132715856	True	1.27038	5.27466	2.16921	2.57684
FSTL5	-0.11168791801065746	1.7515025906079729	0.8199073362986578	False	0.247943	0.154977	30.2228	104.13
CELSR2	1.2608160371173582	0.3753219997773954	0.8180690184473768	True	7.16805	18.5732	4.62981	6.30259
ZMAT3	0.9481246733601834	0.6849366197064994	0.8165306465333414	True	8.13177	16.6185	6.64006	11.2824
FAM13A	0.9437179763604391	0.6889501943205232	0.8163340853404811	True	2.92519	6.55002	1.44492	2.94148
CAPS2	0.5371192500848695	1.0905180226704905	0.81381863637768	True	0.303368	0.891281	1.94321	5.26758
ONECUT1	0.9568501677046171	0.6679830429180627	0.8124166053113399	True	3.06413	6.88875	0.987538	2.1579
LOC644919	0.6101082597716357	1.014050419460253	0.8120793396159445	True	0.367686	1.0876	1.09828	3.23763
DYNLT3	1.014285432179141	0.6050781700904472	0.8096818011347942	True	13.4356	28.1585	17.2516	26.7618
PLIN5	1.5036210081914025	0.1127392929766711	0.8081801505840368	True	4.36315	14.2074	7.49244	8.1827
TNNC2	2.242752197391553	-0.6284662001463629	0.8071429986225951	False	0.689494	6.99636	1.36095	0.527213
LOC100507002	1.451914759407738	0.15319182019134878	0.8025532897995433	True	0.71856	3.70148	2.89299	3.32911
KIAA1958	1.227947991407788	0.3719943293481505	0.7999711603779692	True	6.71593	17.0733	6.57087	8.79777
ERICH2	1.3661223463905674	0.23040747484349408	0.7982649106170308	True	5.54062	15.8602	6.55638	7.86489
PYGL	0.8075982528996835	0.7880746506257024	0.7978364517626929	True	3.26848	6.4711	2.01971	4.21434
KCNK2	0.05603688429709471	1.5383180454875467	0.7971774648923207	True	4.73827	4.96554	4.19377	14.0856
CFAP43	1.3425132063416043	0.2470064351461675	0.794759820743886	True	0.585925	3.02179	0.231431	0.461391
ZSWIM6	1.100420876963805	0.48867971490536316	0.7945502959345841	True	11.8388	26.5286	7.76215	11.2947
ITGA5	1.8471599049572782	-0.260653084461899	0.7932534102476896	False	1.53258	8.112	2.00732	1.51024
FAM198B	-0.1568947241232896	1.7431778596200207	0.7931415677483655	False	5.92426	5.21074	4.78639	18.3712
FBXL19	0.19904782345488184	1.387148697508346	0.7930982604816139	True	9.43974	10.9842	2.97021	9.38453
FAM209B	0.746830905759649	0.8365246016924935	0.7916777537260713	True	0.79085	2.00523	1.8688	4.12294
DNAH14	0.6303526382782662	0.9436941896383649	0.7870234139583155	True	12.0185	19.1519	11.9858	23.9775
SPAG4	1.4514689728647092	0.12155388630690007	0.7865114295858047	True	1.25948	5.17937	1.14263	1.33098
ZNF426	1.747233635024659	-0.1803156099584116	0.7834590125331237	False	0.771331	4.94661	0.539798	0.358887
PPFIA4	2.336018349455356	-0.7724602066712228	0.7817790713920665	False	1.11178	9.66253	2.62153	1.12011
EDA2R	1.3400987102538573	0.22117705399088597	0.7806378821223716	True	2.23956	7.20155	0.749762	1.03967
KCNMB4	0.4185236774689788	1.137019250605964	0.7777714640374713	True	3.81223	5.43183	3.87299	9.71698
KIF1A	0.9971064701743058	0.5556026021494368	0.7763545361618713	True	0.620557	2.23462	6.98608	10.7378
CATSPERG	0.3130672549885512	1.2392166326329632	0.7761419438107572	True	1.16265	1.68676	0.982367	3.67978
F2R	1.0473249339978723	0.5048853085092536	0.776105121253563	True	0.586045	2.27787	0.553054	1.2038
PITPNM3	1.0443338861903526	0.5000548461472084	0.7721943661687805	True	2.67995	6.58958	5.62717	8.37259
SLC7A11	0.5223861305219538	1.0215350852396798	0.7719606078808168	True	18.2018	26.5801	3.27756	7.68378
BTN2A2	0.871228750337194	0.6723931187336974	0.7718109345354458	True	1.34776	3.29457	2.98562	5.35194
ABHD16B	-0.23924038139752493	1.7806883866697238	0.7707240026360994	False	0.180371	0.0	0.000893272	2.43897
RBL2	0.7913615043543083	0.7417947360920851	0.7665781202231967	True	0.0	0.730707	1.8769	3.81091
C14orf132	0.3903586632150783	1.1405850803058593	0.7654718717604687	True	7.14845	9.68033	1.67933	4.90713
BRSK2	0.2956534667537992	1.2315361183769213	0.7635947925653603	True	1.75553	2.38225	2.0854	6.24504
SEMA6A	1.5545875488772132	-0.03077882396241771	0.7619043624573978	False	2.29858	8.68957	2.59148	2.51567
DYRK3	1.0988379439856286	0.4212552307322199	0.7600465873589243	True	0.634567	2.50095	1.41138	2.22906
FOS	1.2623164093352601	0.2551586574299013	0.7587375333825808	True	1.85229	5.84209	5.07101	6.24555
ALG10	0.06419205025709905	1.452493443002185	0.758342746629642	True	5.30164	5.58836	4.44189	13.8934
ACSL4	0.7464993801820708	0.769927345330154	0.7582133627561124	True	0.0	0.677717	2.0151	4.1413
ANTXR1	0.30580296136878876	1.2049237343225863	0.7553633478456875	True	1.81623	2.48116	6.58052	16.475
CLIC3	0.927844376167219	0.5778019706193389	0.752823173393279	True	3.3721	7.31762	0.321752	0.972812
TMSB15A	1.1183875628659565	0.3872149264420491	0.7528012446540028	True	1.03342	3.41464	1.65898	2.47759
ZNF391	0.3208025143068769	1.1738057323520432	0.7473041233294601	True	0.845135	1.30462	1.42267	4.46569
VPS13C	0.454645007915868	1.03986424635831	0.747254627137089	True	5.02021	7.25037	9.29229	20.1613
PDGFRL	0.9316652617063919	0.5619430560416528	0.7468041588740224	True	3.50199	7.58744	5.34585	8.3681
SERPINE2	1.0541140307781052	0.43781662048440045	0.7459653256312528	True	0.704598	2.5395	0.131383	0.532518
AGR2	2.4783213517317595	-0.9865711311489759	0.7458751102913919	False	3.90474	26.3316	73.8425	36.7712
SERPINB5	1.5254499717472567	-0.03607527849371897	0.7446873466267688	False	0.786669	4.1434	0.697723	0.655797
FRMD5	0.15634853737335533	1.3261997592846502	0.7412741483290027	True	2.21126	2.57883	0.629863	3.08674
SPDYC	1.8832141181949251	-0.40076033492933777	0.7412268916327936	False	1.68078	8.88929	1.23422	0.69233
SGCB	0.6157994051195574	0.8652887968766712	0.7405441009981143	True	8.51079	13.5744	18.222	34.0168
SMTNL2	1.6327394355781135	-0.15734554698403624	0.7376969442970387	False	2.26157	9.11417	0.272518	0.141033
CYP4V2	1.0119032370131678	0.45913272249431736	0.7355179797537426	True	0.618139	2.26309	3.28747	4.89405
MLF1	1.1889178725632006	0.28118358111861186	0.7350507268409062	True	19.4977	45.731	18.7243	22.9688
RHEBL1	0.9169190390113149	0.5528900359302479	0.7349045374707814	True	0.743603	2.29206	0.402263	1.05715
GPR63	0.43220259540664335	1.0366838368447746	0.734443216125709	True	0.0	0.349292	1.64393	4.42404
SLC27A2	1.191090541329715	0.27289118343139024	0.7319908623805527	True	6.78245	16.7693	10.6061	13.0228
PCDHGA2	0.5219925332844128	0.9402628118430828	0.7311276725637478	True	2.37629	3.84814	1.08833	3.00725
MTM1	-0.04686419389147506	1.5071811015259224	0.7301584538172237	False	12.5474	12.1144	14.1144	41.9633
CCDC110	1.1914540327330014	0.2681827750793157	0.7298184039061586	True	0.617127	2.69324	2.91194	3.71111
ZNF608	0.7980291060176903	0.6606124843858898	0.72932079520179	True	5.63567	10.5376	0.889972	1.98758
NAV2	1.9563144327185429	-0.49794494043107707	0.7291847461437329	False	0.605275	5.22958	0.533579	0.0859499
NPHP1	1.1534940833224954	0.30237033180401207	0.7279322075632537	True	2.30171	6.34472	9.71524	12.2137
SLC4A10	1.9676024708396609	-0.5161969818967799	0.7257027444714406	False	3.35378	16.0284	77.0764	53.592
KGFLP2	0.07474406489860555	1.372158395144959	0.7234512300217822	True	0.793972	0.889365	1.47258	5.40046
DENND2C	1.2297744636315013	0.21229548055387965	0.7210349720926905	True	1.72517	5.39135	11.5257	13.5114
GALM	0.7988328182823753	0.6426431958639692	0.7207380070731723	True	1.56236	3.45772	0.791464	1.79681
RGL3	0.9376315770448729	0.5022819114904475	0.7199567442676602	True	1.30209	3.40938	1.70043	2.82503
TOX3	1.469354769940183	-0.03130597451352188	0.7190243977133306	False	0.492972	3.13401	0.581904	0.547947
MNS1	1.0945337147091454	0.33979914685150386	0.7171664307803246	True	1.45414	4.24067	2.37973	3.27732
EYA4	-0.05196019767079309	1.4861846851740557	0.7171122437516313	False	0.0366725	0.0	2.01649	7.45061
MYCL	0.9965604802419653	0.43377082606550305	0.7151656531537341	True	1.76535	4.51753	0.59645	1.15642
EFCAB13	1.0195564004826676	0.4098393566764516	0.7146978785795596	True	3.72019	8.56922	5.33933	7.42204
AASS	-0.009815727381082487	1.4379694052231276	0.7140768389210226	False	0.126883	0.119242	0.448273	2.92394
GRPR	0.10520826326028299	1.3224939312415842	0.7138510972509335	True	0.112087	0.196216	1.48289	5.20966
GABARAPL1	0.8127044067366455	0.6146525159112063	0.7136784613239259	True	0.255997	1.20616	2.74409	4.73291
LOC101927967	0.0	1.4251693839856283	0.7125846919928142	False	0.0	0.0	0.305266	2.50524
BEX2	0.8018455653307262	0.6219416248071508	0.7118935950689385	True	0.521743	1.6529	1.50623	2.85695
FAM216A	0.8342527028976143	0.5890237413058911	0.7116382221017528	True	7.63891	14.4026	11.061	17.1425
KCTD18	0.20351884426230066	1.2193461966954566	0.7114325204788786	True	8.13279	9.51644	14.5302	35.1607
TMEM220-AS1	0.60790585966178	0.8144068047237104	0.7111563321927452	True	5.84643	9.43427	1.72772	3.7969
BEX5	0.5714180472741195	0.8457309960675838	0.7085745216708517	True	1.05186	2.04903	0.930986	2.47032
FAM229B	0.5226904944072884	0.8941070972978443	0.7083987958525664	True	0.491398	1.14259	2.31954	5.16923
GULP1	0.7417144059497591	0.6667197879848876	0.7042170969673234	True	13.9467	23.9933	19.063	30.8492
COL5A1	0.8853361584789466	0.5218621570875704	0.7035991577832585	True	0.951716	2.6052	0.562647	1.24366
C1GALT1	1.2140709557809226	0.18930944868464716	0.7016902022327849	True	4.61702	12.031	7.11787	8.25614
PDK1	1.6815292908267672	-0.2784149795649553	0.7015571556309059	False	16.2729	54.4059	29.3686	24.0388
F7	1.2781877346658799	0.1225630362855606	0.7003753854757202	True	0.107271	1.68551	0.252774	0.363854
LOC100134868	0.5250983061348556	0.8745979764368575	0.6998481412858566	True	1.89601	3.16745	1.24927	3.12403
MTMR7	0.7291507328759412	0.6701855525283932	0.6996681427021672	True	2.00581	3.98262	3.22568	5.72423
UTP6	0.6584728827669684	0.7399598713639635	0.6992163770654659	True	1.03205	2.20741	2.84284	5.41804
IRS1	0.6527690140319145	0.7453812244906736	0.6990751192612941	True	11.557	18.7419	15.5256	26.7038
CCDC3	0.0	1.3970535539183617	0.6985267769591809	False	0.0	0.0	8.10245	22.9725
NXN	-0.11232467365145811	1.5006145636517165	0.6941449450001292	False	24.3859	22.4844	2.74079	9.58506
PLIN2	1.203672929392199	0.1832581140487067	0.6934655217204528	True	3.8293	10.1231	1.54937	1.89467
GDAP1	0.466137563660442	0.9201448103253247	0.6931411869928834	True	5.55131	8.05002	3.17569	6.90168
POTEH	1.119196786624687	0.26049464296732927	0.6898457147960082	True	19.739	44.0505	43.2611	52.0199
COL7A1	1.2046252006428717	0.16923858493400343	0.6869318927884376	True	1.45441	4.65686	4.95879	5.70045
ROR1	0.7160239392493628	0.6522232235600464	0.6841235814047046	True	0.561953	1.56574	0.13312	0.780798
PGM2L1	0.49363616440803215	0.8732112366329633	0.6834237005204977	True	3.35193	5.12747	4.21661	8.55545
KIF18B	0.8114652359430848	0.5553204628329316	0.6833928493880082	True	6.96573	12.9798	15.5727	23.3535
ZNF234	0.07814842115965236	1.2851982270545157	0.681673324107084	True	4.24538	4.53735	0.854892	3.52066
TEX15	0.328260629601965	1.031547411075481	0.679904020338723	True	0.0586207	0.329097	13.6577	28.9635
STX17-AS1	0.9752919460333555	0.38240586111667657	0.678848903575016	True	0.991049	2.91448	2.56992	3.65344
FBXO41	0.33586744644362093	1.0189007913626027	0.6773841189031118	True	5.91019	7.7216	7.33079	15.8813
AKR1C3	-0.08653269905842481	1.4361579517888694	0.6748126263652223	False	0.0618152	0.0	0.693992	3.58393
PMAIP1	1.6994202675635972	-0.35091830075270786	0.6742509834054446	False	1.25527	6.32445	2.34122	1.6198
APOBEC3H	1.0085081791489066	0.3315344889104741	0.6700213340296903	True	0.431145	1.87922	0.583508	0.992609
CCDC148	0.26948759041644466	1.0682632625954336	0.6688754265059391	True	0.312618	0.582203	0.86487	2.91046
FAM126A	0.34377090383290615	0.993728717344719	0.6687498105888126	True	0.485814	0.885601	11.196	23.2862
CTH	1.4363345875666498	-0.1002982762817416	0.668018155642454	False	2.90352	9.56419	6.69492	6.17813
DEF6	1.0498448253001038	0.28529126952296235	0.6675680474115331	True	1.96755	5.14374	2.44431	3.19743
CLSTN3	0.9783451355237953	0.3505106031582934	0.6644278693410444	True	2.14507	5.19643	0.611789	1.05505
DMKN	0.6575392166638269	0.668800334944134	0.6631697758039805	True	2.4051	4.37117	12.0445	19.7375
IGFBP7	0.8817069775429996	0.44289561079838524	0.6623012941706925	True	2.47567	5.40411	1.46225	2.34701
CDC14A	1.2131477971740117	0.11015247407332762	0.6616501356236697	True	4.23419	11.1351	2.1291	2.37737
MARK1	1.303579264122906	0.018320909409607258	0.6609500867662567	True	1.91963	6.20683	7.83642	7.94935
PKIB	1.8733823586770348	-0.5549771539550318	0.6592026023610016	False	91.7079	338.673	92.4779	62.6274
LOC729732	0.9649422667297505	0.3526040529531798	0.6587731598414651	True	4.6462	10.0213	13.021	16.9029
NLGN1-AS1	0.0	1.3163739324682004	0.6581869662341002	False	0.0	0.0	5.91746	16.2272
