cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Influenza A	0.2781457005523899	1.1429782141535128	0.08670520231213873	0.23118142264327296	0.9995	27/155	6.66%	Il33;Ikbke;Il1a;Eif2ak3;Nfkb1;Mapk8;Akt1;Mapk9;Hspa8;Pik3cb;Pik3r3;Actg1;Tbk1;Ivns1abp;Eif2s1;Eif2ak4;Map2k4;Mapk13;Nup98;Kpna1;Nxt1;Rae1;Mapk1;Kpna2;Mapk11;Tnfrsf10b;Xpo1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Breast cancer	0.27023336774223145	1.142128232524403	0.07462686567164178	0.22924494249610936	0.9995	33/143	11.72%	Wnt7b;Egfr;Fzd6;Polk;Bak1;Akt1;Jag2;Pik3cb;Ctnnb1;Pik3r3;Mtor;Trp53;Peg12;Bax;Fos;Igf1r;Csnk1a1;Fgf20;Cdk4;Mapk1;Cdkn1a;Rps6kb1;Dvl1;Apc;Wnt7a;Map2k2;Brca1;Wnt9a;Flt4;Cdk6;Ncoa1;Fzd3;Gadd45b
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__SREBF and miR33 in cholesterol and lipid homeostasis WP2084	0.43404313515372595	1.136992318004786	0.304	0.318283868706766	1.0	5/11	7.06%	Mtor;Hmgcr;Ldlr;Sirt6;Sirt1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Alcoholism	0.2748288955654742	1.1353320221593184	0.06230529595015576	0.23411787201349973	1.0	81/174	18.84%	Gnb5;H2afy;Hdac3;Hdac2;Camkk2;Hist1h4i;Gnb1;Mapk1;H3f3b;Hat1;Creb1;Gng10;Ppp1cb;Hdac4;Hist1h2bj;Gnas;Hist1h2ab;Hist1h4n;Hist1h3b;Hist1h4b;Hist1h4m;Gnai1;Hist1h3c;Hist1h3h;Hist1h2ac;Hist1h2ai;Hist1h4c;Hist1h2bg;Hist1h2ae;Hist1h3e;Hist1h4d;Hist2h3c2;Hist1h2ak;Hist1h3i;Hist1h2bb;Hist1h3d;Hist1h2ad;Hist1h3f;Hist1h2bk;Hist1h4k;Hist2h2ac;Hist1h4j;Hras;Hist2h2aa2;Hist1h2be;Hist2h3b;Gnb2;Hist1h2bl;Hist1h2bn;H2afy2;Hist2h4;Hist1h4h;Hist1h4f;Crh;Hist1h2bm;Gnai3;Hist2h2bb;Hist1h2br;Hist1h3a;Hist1h2ag;Hist4h4;Hist1h2ba;Hist1h4a;Hist1h2bq;Hist1h2bf;H2afx;Hist1h2an;Map2k1;Hist1h2ap;Nras;Hist2h2ab;Hist1h2ah;Hist1h2bp;Ppp1cc;Hist1h2ao;Hist1h3g;Hist1h2bh;Atf2;Hist1h2bc;Kras;Slc6a3
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__BMP Signaling Pathway in Eyelid Development WP3663	0.36953612244536416	1.1349022706126348	0.27860026917900405	0.313649766984692	1.0	6/20	10.91%	Foxc1;Egfr;Mapk9;Tgfa;Smad4;Foxc2
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_DNA_REPAIR	0.2637207073581953	1.1343781250818763	0.09770114942528736	0.15443471574127474	0.706	39/144	13.95%	Gtf2h1;Alyref;Itpa;Sf3a3;Ercc5;Aaas;Gmpr2;Trp53;Ercc3;Polr1d;Rev3l;Ercc4;Rae1;Rala;Stx3;Polb;Pcna;Gtf2h3;Pde4b;Ercc8;Gtf2b;Cox17;Srsf6;Ak1;Vps37b;Taf13;Rfc3;Pola1;Polh;Eloa;Dctn4;Rrm2b;Rfc2;Ada;Cstf3;Rfc5;Tyms;Zwint;Taf6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Gastric cancer	0.26878547427849186	1.1292556428164477	0.06744868035190615	0.2382912267945297	1.0	30/146	9.33%	Wnt7b;Egfr;Fzd6;Polk;Ctnna1;Bak1;Akt1;Pik3cb;Ctnnb1;Pik3r3;Mtor;Smad2;Trp53;Peg12;Bax;Tgfbr1;Abcb1b;Csnk1a1;Fgf20;Mapk1;Ccne1;Cdkn1a;Met;Rps6kb1;Dvl1;Apc;Wnt7a;Map2k2;Wnt9a;Smad4
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Amyotrophic lateral sclerosis (ALS)	0.2872613631208955	1.1268816397755999	0.24358974358974358	0.23795215041071463	1.0	16/50	16.65%	Als2;Apaf1;Trp53;Bax;Ppp3cc;Mapk13;Mapk11;Bid;Rab5a;Ppp3cb;Bcl2l1;Rac1;Casp3;Nefm;Derl1;Cycs
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__RNA polymerase	0.33668456775972533	1.1214642880158026	0.27994011976047906	0.24156262451111887	1.0	8/28	5.04%	Polr2b;Polr3a;Polr3k;Polr3d;Polr1d;Polr3b;Polr3g;Polr3f
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Glycogen Metabolism WP317	0.3162922677505751	1.1167184702965276	0.27403846153846156	0.3302327600435911	1.0	7/34	7.99%	Ppp2ca;Gbe1;Phka1;Ppp2cb;Ppp2r1b;Ppp2r2c;Pgm2
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Choline metabolism in cancer	0.26064553969101945	1.1133338973486246	0.2058165548098434	0.24846957324440674	1.0	27/99	13.53%	Egfr;Pip5k1c;Mapk8;Akt1;Mapk9;Pik3cb;Pik3r3;Dgkq;Mtor;Pdgfa;Fos;Pcyt1b;Mapk1;Dgkh;Rps6kb1;Dgke;Map2k2;Rheb;Rac3;Pdpk1;Plpp2;Slc44a2;Pip5k1a;Rac1;Hif1a;Hras;Lypla1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__TGF Beta Signaling Pathway WP113	0.2873063909215365	1.109303347460019	0.2766323024054983	0.33330258502810756	1.0	18/52	14.98%	Nfkb1;Nog;Mapk9;Ctnnb1;Lif;Smad2;Fos;Zfyve9;Tgfbr1;Thbs1;Smad7;Inhba;Smad4;Itgb6;Fst;Hras;Smad3;Jak1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.33098957461202105	1.0985466740854533	0.3039647577092511	0.26494294221348136	1.0	6/25	11.93%	Pigm;Pigf;Pign;Pigv;Pigc;Pigg
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Synthesis and degradation of ketone bodies	0.41150792078188114	1.093863408070819	0.3382352941176471	0.2678787215547756	1.0	4/11	9.77%	Bdh1;Hmgcs1;Acat2;Hmgcll1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__DNA replication	0.3072383856750137	1.0936433286295506	0.28851963746223563	0.265084289952485	1.0	9/35	13.06%	Pole2;Prim2;Pcna;Rfc1;Rfc3;Pola1;Rfc2;Pole;Rfc5
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Oocyte meiosis	0.25460481038965205	1.0871714354996094	0.17899761336515513	0.2704843379639821	1.0	21/112	8.30%	Mad1l1;Ppp2ca;Cdc23;Anapc7;Camk2g;Ppp2cb;Ppp2r1b;Cdc27;Igf1r;Ppp3cc;Anapc4;Mapk1;Ccne1;Fbxw11;Anapc1;Ywhag;Cpeb4;Cdc16;Cpeb2;Ppp1cb;Itpr3
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_HEME_METABOLISM	0.25583308809837574	1.0714904094056783	0.08856088560885608	0.20539178419755674	0.828	37/181	10.38%	Smox;Fbxo34;Mark3;Tfrc;Mboat2;Ubac1;Daam1;Usp15;Xpo7;Endod1;Gapvd1;Slc2a1;Cdc27;Top1;Htatip2;Hmbs;Mfhas1;Adipor1;Slc11a2;Trak2;Foxo3;Cast;Ell2;Kat2b;H1f0;Mocos;Picalm;Bmp2k;Lrp10;Nr3c1;Rad23a;Epb41;Uros;Narf;Minpp1;Nek7;Gmps
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_APICAL_SURFACE	0.28622236635699827	1.0690074567835273	0.32242225859247137	0.19608871179153778	0.8315	11/44	12.79%	Lypd3;Shroom2;Dcbld2;Mal;Pcsk9;Crybg1;Pkhd1;Brca1;Sulf2;Slc2a4;Atp8b1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Prolactin signaling pathway	0.26118925711184793	1.061332779999977	0.3046092184368738	0.3027740780017186	1.0	14/69	8.39%	Nfkb1;Mapk8;Akt1;Mapk9;Pik3cb;Pik3r3;Fos;Mapk13;Foxo3;Mapk1;Mapk11;Socs4;Socs6;Map2k2
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Signaling pathways regulating pluripotency of stem cells	0.2526892660569674	1.0469834960383921	0.14824797843665768	0.3214795557110399	1.0	27/132	9.33%	Wnt7b;Fzd6;Pcgf3;Akt1;Pik3cb;Ctnnb1;Pik3r3;Lif;Smad2;Igf1r;Mapk13;Bmpr1a;Dusp9;Mapk1;Rest;Mapk11;Bmi1;Dvl1;Apc;Rif1;Wnt7a;Smarcad1;Map2k2;Wnt9a;Acvr2a;Inhba;Smad4
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Glycerolipid metabolism	0.26397580508438534	1.0409663297090446	0.3194945848375451	0.3270199594137556	1.0	14/60	10.57%	Mboat2;Lpin3;Agpat3;Dgkq;Agpat5;Gpat3;Lipg;Akr1b10;Dgkh;Akr1b3;Dgke;Aldh7a1;Plpp2;Mboat1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Notch Signaling Pathway WP29	0.27938447065287175	1.0341037684625467	0.3634782608695652	0.44084821913051025	1.0	8/46	8.50%	Adam17;Jag2;Hdac2;Aph1b;Kat2b;Ctbp2;Dvl1;Rbpj
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Selenocompound metabolism	0.3363954326632779	1.0244102916267854	0.40114613180515757	0.3503110532385833	1.0	5/17	8.26%	Sephs1;Txnrd1;Sephs2;Mars2;Mars
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__IL-9 Signaling Pathway WP10	0.30946758667837626	1.0124876368959257	0.41917024320457796	0.4698658744770822	1.0	6/23	8.39%	Ptpn11;Akt1;Vcp;Mapk1;Irs1;Map2k2
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Parkinsons Disease Pathway WP3638	0.2574553301235318	0.9257115454666232	0.5815217391304348	0.6244299633652608	1.0	11/37	14.00%	Lrrk2;Uba1;Ube2j2;Apaf1;Mapk13;Ccne1;Mapk11;Eprs;Park7;Ccne2;Casp3
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Apoptosis Modulation by HSP70 WP166	0.3130083046974441	0.9229016714255819	0.5573065902578797	0.6170859288520392	1.0	4/17	7.73%	Nfkb1;Apaf1;Ripk1;Bid
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Leptin Insulin Overlap WP578	0.30859432042724194	0.9203819915461201	0.5602739726027397	0.6092283895521614	1.0	5/17	12.04%	Akt1;Pik3r3;Irs1;Pdpk1;Lepr
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__One Carbon Metabolism WP435	0.26299428002429875	0.9139895500865559	0.6011644832605532	0.6097488767824973	1.0	10/29	14.38%	Atic;Dnmt1;Ehmt1;Gart;Mtrr;Dnmt3b;Mtfmt;Tyms;Mtr;Mthfd1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__mRNA processing WP310	0.3304617176549396	0.9024259994538202	0.22137404580152673	0.6193381092154268	1.0	122/438	13.14%	Eif2d;Eif4e2;Rbm45;Cstf1;Ppil4;Esrp1;Alyref;Mak16;Mettl3;Eif4h;Nufip1;Sf3a3;Rnpep;Afg3l1;Dicer1;Prpf40a;Rbm41;Hnrnpu;Grsf1;Cpsf2;Pum1;Eif4a3;Nop9;Dnajc8;Ddx24;Rbm19;Hnrnpk;Rbpms2;Dhx15;Prpf4;Ppm1g;Txnl4a;Hnrnph2;U2af2;Cstf2;Ddx21;Rae1;Srp19;Hnrnpll;Prpf8;Rbm17;Uhmk1;Srsf10;Rbm26;Xrn2;Mcts2;Srpk2;Rpl7;Traf6;Ddx3x;Wbp4;Virma;Ybx1;Srp54a;Tsn;Eif3b;Rbm47;Cpeb4;Ddx1;Srpk1;Elavl1;Sf3b1;Lsm11;U2surp;Raly;Trmt2a;Eif2ak2;Bard1;Bclaf1;Prpf4b;Eif4g3;Rbms1;Tra2b;Rps6;Ddx56;Esrp2;Srsf1;Snrpn;Brca1;Myef2;Nono;Snrnp40;Ltv1;Eftud2;Nifk;Snrpb;Sbno1;Dhx8;Prmt2;Srsf6;Sart3;Celf1;Cd2bp2;Hnrnpab;Imp4;Sf3b3;Rngtt;Matr3;Rpp14;Fmr1;Dazap1;Ddx19b;G3bp1;Tnrc6c;Ssb;Cpsf3;Ddx20;Rbm15b;Dis3;Sf3a1;Son;Hnrnpl;Srsf7;Ddx39;Igf2bp1;Csde1;Papola;Snrpd1;Trove2;Celf5;Cstf3;Ptbp1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Notch signaling pathway	0.23926185802194863	0.8867360599681184	0.625	0.6244047172541107	1.0	8/49	8.50%	Adam17;Jag2;Hdac2;Aph1b;Kat2b;Ctbp2;Dvl1;Rbpj
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Human papillomavirus infection	0.2577644997509122	0.8746828604747643	0.12698412698412698	0.6445634642578849	1.0	73/340	11.36%	Mdm2;Wnt7b;Ikbke;Lama3;Psmc1;Egfr;Pard6b;Fzd6;Lamb1;Ppp2ca;Itga3;Itgb4;Nfkb1;Patj;Itgb1;Bak1;Ptgs2;Akt1;Traf3;Pik3cb;Ctnnb1;Pik3r3;Ppp2cb;Ppp2r1b;Tbk1;Vegfa;Mtor;Pxn;Prkcz;Trp53;Bax;Itgav;Pard6g;Hdac2;Lamc2;Atp6v1a;Atp6v1d;Csnk1a1;Lama5;Itga2;Thbs1;Lamb3;Cdk4;Mapk1;Ccne1;Ptk2;Cdkn1a;Ppp2r2c;Rps6kb1;Atp6v1c1;Dvl1;Creb1;Apc;Atp6v1h;Dlg3;Pkm;Eif2ak2;Wnt7a;Map2k2;Rbpj;Rheb;Rbl1;Gnas;Wnt9a;Cdc42;Itgb6;Cdk6;Atp6v0a2;H2-Bl;Atm;Mpp5;Fzd3;Atr
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Mitochondrial Gene Expression WP1263	0.27465424261497484	0.8545262314293294	0.6712328767123288	0.6965939504031229	1.0	11/19	26.87%	Nrf1;Creb1;Myef2;Tfb1m;Mterf1a;Gabpa;Tfam;Polrmt;Ppp3ca;Sp1;Tfb2m
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Thiamine metabolism	0.2873714579783553	0.8432965887795821	0.6657608695652174	0.7048586578497884	1.0	6/15	17.63%	Acp1;Ak4;Nfs1;Ak1;Ak2;Thtpa
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Orphan GPCRs WP1398	0.2584423939010317	0.7918296830607501	0.7465181058495822	0.792584286872064	1.0	4/19	8.42%	Gpr137b;Gpr89;Gpr161;Gpr180
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Ovarian Infertility Genes WP273	0.21940563484619907	0.7495511253333278	0.8617021276595744	0.839048900657652	1.0	7/31	17.06%	Cebpb;Cdk4;Atm;Smad3;Zp2;Inha;Esr2
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Steroid Biosynthesis WP55	-0.23322042372059382	-0.5639720836560468	0.950487012987013	0.9755974419387412	1.0	4/12	21.09%	Hsd3b3;Hsd17b2;Hsd17b1;Hsd3b5
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	-0.2507932628713213	-0.6620561363262687	0.8742138364779874	0.9333816075307748	1.0	3/16	10.56%	Prkg1;Alox12;Ccm2l
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Glucocorticoid & Mineralcorticoid Metabolism WP495	-0.27738058264193677	-0.6673959310275155	0.8616504854368932	0.9270478959619196	1.0	6/12	36.55%	Hsd3b3;Hsd11b1;Hsd3b5;Hsd11b2;Hsd3b2;Cyp17a1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Pantothenate and CoA biosynthesis	-0.29373513529330497	-0.7973234068525864	0.7270659590598939	0.7909112905596548	1.0	5/18	17.99%	Dpyd;Enpp3;Bcat2;Enpp1;Dpys
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__IL-7 Signaling Pathway WP297	-0.25214644283936755	-0.8135501484469723	0.7323055360896986	0.7560574745058084	1.0	12/44	17.17%	Ptk2b;Mapk3;Shc1;Bad;Stat5a;Il7r;Il2rg;Mcl1;Raf1;Blk;Jak3;Stat5b
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Mucin type O-glycan biosynthesis	-0.2772137650874255	-0.8189150221311179	0.7157894736842105	0.7593896241500708	1.0	9/27	18.35%	Galnt15;Galnt6;B4galt5;Galnt18;Galnt16;St3gal1;Galnt5;Galnt14;B3gnt6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Olfactory transduction	-0.21669623283047695	-0.8441050308883069	0.7546158427635498	0.7198613365913527	1.0	82/174	43.01%	Calml4;Pde1b;Gng7;Arrb1;Camk2d;Prkg1;Camk2b;Cngb1;Pde1a;Ncald;Olfr1342;Arrb2;Slc24a4;Olfr56;Olfr1033;Grk3;Olfr111;Olfr558;Olfr1034;Olfr550;Slc8a2;Olfr920;Prkaca;Prkacb;Cnga4;Olfr433;Camk2a;Olfr1383;Olfr561;Ano2;Olfr1392;Calml3;Olfr78;Cnga2;Olfr1444;Olfr110;Olfr1442;Olfr212;Olfr460;Olfr472;Olfr750;Olfr889;Olfr60;Olfr372;Rgs2;Pde1c;Calm4;Gng13;Olfr1564;Calm2;Olfr1389;Olfr1322;Olfr1328;Olfr1358;Olfr639;Olfr545;Olfr322;Olfr328;Olfr735;Olfr736;Olfr1122;Olfr272;Olfr492;Olfr411;Olfr1487;Olfr221;Olfr15;Calm5;Olfr145;Olfr571;Olfr1443;Olfr414;Olfr215;Olfr446;Olfr125;Olfr1385;Olfr921;Olfr898;Olfr102;Olfr974;Olfr170;Olfr171
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Neural Crest Differentiation WP2074	-0.2459106301439949	-0.8996656212066348	0.6067344345616265	0.6219430470524377	1.0	29/98	20.87%	Gjb1;Hdac11;Fgf2;Dll1;Sox9;Hdac8;Notch4;Wnt3a;Hdac5;Axin2;Pax7;Tfap2b;Fgfr3;Tbx6;Sox5;Fgf15;Rhob;Gbx2;Col11a2;Snai2;Dlx5;Hdac10;Hey2;Dct;Mpz;Notch3;Fgfr1;Bmyc;Cdh1
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	-0.28940246356350025	-0.909093649428998	0.5705173635719348	0.6082746491298646	1.0	12/37	16.23%	Nlgn1;Cdh17;Cdh13;Cdh9;Cdh22;Nrxn1;Cdh11;Cdh12;Sell;Pcdh12;Cdh4;Cdh16
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION	-0.3716554633002097	-0.9104928111975074	0.5836873406966865	0.6287763077274873	1.0	4/12	16.57%	Apoa1;Klf4;Map2k5;Il10
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Blood Clotting Cascade WP460	-0.3235163378500959	-0.9151418617325972	0.5823575331772053	0.6033026927146271	1.0	12/20	25.59%	F10;F7;Serpinf2;F5;Vwf;Fgg;F12;Fga;Fgb;F9;Plg;F11
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Iron Homeostasis WP1596	-0.3639373924958801	-0.9158912341015413	0.5705378020265004	0.6082787461857302	1.0	4/14	12.84%	Hfe;Trf;Tfr2;Il6ra
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Human immunodeficiency virus 1 infection	-0.23380380375371992	-0.9164125919260815	0.5964812712826334	0.592780594765794	1.0	61/220	20.41%	Gng12;Calml4;Gngt2;Gng7;Ap1m1;Tab1;Nfatc1;Ptk2b;Rela;H2-T10;Mapk3;Rps6kb2;H2-M5;Rac2;Pak1;Ccr5;Tnfrsf1a;H2-Q10;H2-T23;Traf5;Gnao1;Nfatc2;Bad;Prkcb;Akt2;Pik3cd;Nfatc4;Cxcr4;Prkca;H2-Q6;Cd3d;H2-M2;H2-Q7;Cd3g;H2-M10.1;Gng8;Cd247;H2-T24;Cd4;Map2k7;Itpr1;Gm11127;Limk1;Cd3e;Raf1;Bst2;Gnb3;H2-T22;H2-M9;Btrc;H2-Q2;Gng11;Samhd1;B2m;Fasl;Trim30d;Pik3r2;Pak4;H2-Q4;H2-Q1;Fas
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Kennedy pathway WP1771	-0.3613593075071789	-0.9206319435731483	0.5670588235294117	0.6063413105970326	1.0	4/14	13.59%	Chpt1;Pisd;Etnk1;Chka
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Gene regulatory network modelling somitogenesis  WP2852	-0.40013925450612003	-0.9368297495811687	0.557085020242915	0.585248583629423	1.0	6/10	32.98%	Dll1;Wnt3a;Tbx6;Mesp2;Hes7;Notch1
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_SPERMATOGENESIS	-0.24613373476321146	-0.9379988738907769	0.5763454317897372	0.5501254216763256	1.0	32/126	19.50%	Cnih2;Adcyap1;Acrbp;Pacrg;Pebp1;Cftr;Dpep3;Tle4;Il12rb2;Ace;Gfi1;Tulp2;Phkg2;She;Gpr182;Pcsk4;Dmc1;Mep1b;Pcsk1n;Jam3;Alox15;Tekt2;Art3;Tuba3a;Gstm5;Cst8;Clgn;Scg3;Camk4;Ddx4;Crisp2;Ip6k1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Osteoclast WP454	-0.3792268794126356	-0.9481029890649799	0.5349959774738536	0.5721172987334535	1.0	5/13	27.18%	Ctsk;Spp1;Slc9a1;Tnfsf11;Trpv5
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__MAPK signaling pathway WP493	-0.24689018434258564	-0.9500462187972838	0.5221078134463961	0.5749915559798189	1.0	31/157	12.74%	Ptprr;Map4k1;Arrb1;Tab1;Casp2;Mapk3;Tgfb1;Il1b;Ntrk1;Rasgrp1;Ptpn7;Hspb2;Rac2;Pak1;Map3k11;Egf;Prkcb;Akt2;Tgfb2;Mef2c;Mapt;Rasgrp4;Il1r2;Taok2;Pdgfrb;Arrb2;Tgfb3;Map3k13;Map3k1;Map2k7;Mink1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Signal Transduction of S1P Receptor WP57	-0.3434948616573962	-0.9588957591303738	0.5158610271903323	0.5663145621145416	1.0	6/22	9.66%	Mapk3;Akt2;Pik3c2g;Sphk2;Plcb3;S1pr3
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Hypertrophy Model WP202	-0.3544075006633316	-0.9623920644752444	0.5141545524100994	0.5667869296277239	1.0	2/19	0.81%	Zeb1;Il18
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__GPCRs, Other WP41	-0.2729045365775398	-0.9706753616729341	0.4954427083333333	0.5586352761378005	1.0	30/77	31.28%	Gabbr1;Prokr1;Gpr146;Ccr7;Adora3;Ednra;Ackr1;Olfr56;Xcr1;Gpr88;Gpr34;Adgre5;Vipr1;Gpr84;Gpr39;Tmigd3;S1pr1;Adora1;S1pr5;Adrb2;Casr;Cnr1;Gpr143;Gpr162;Adgrg1;Sstr5;Gpr83;Drd1;Olfr60;Gpr132
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Herpes simplex virus 1 infection	-0.23608762654956392	-0.9720272792784943	0.44625407166123776	0.4958528437673386	1.0	127/396	25.99%	Pilra;Zfp667;Zfp14;Zfp950;Zfp189;Pou2f2;Zfp90;Zfp454;Zfp13;Cfp;Zfp286;Tab1;Zfp78;Rela;H2-T10;Ccl12;Tnfrsf14;Zfp607b;Zfp623;Il1b;Lta;Cd74;Zfp300;H2-M5;Zfp383;Tnfrsf1a;Zfp212;Zfp768;H2-Q10;H2-T23;Traf5;Zfp57;Card9;Bad;Socs3;Zfp825;Akt2;Itga5;H2-Aa;Zfp354c;Zfp1;H2-Ab1;H2-Eb1;Pik3cd;Zfp94;Sp100;Zfp658;Zfp128;Zfp853;Zfp963;H2-Oa;Ticam1;H2-Ob;H2-Q6;Hc;Zfp566;Nxf2;Zfp641;H2-M2;H2-Q7;H2-M10.1;Oas2;Zfp583;H2-T24;Ccl5;Tnfsf14;Gm4724;Gm11127;Il12b;Stat2;Irf9;Zfp975;Tlr9;Bst2;H2-T22;Pou2f3;H2-M9;Zfp607a;Oas1b;H2-Q2;Oas1g;Zfp707;B2m;Zfp964;Il12a;Zfp28;Fasl;Irf7;Pik3r2;H2-Q4;Mavs;Zfp108;Ifng;H2-Q1;Fas;Zfp872;Tsc2;Nxf3;Oas1a;Zfp788;Zfp30;Zfp939;Nxf1;Zfp773;Zfp112;Gm10499;Ifnab;Zfp874b;Nxf7;Zfp677;Zfp709;Birc2;Casp9;Zfp764;Eif2ak1;Zfp58;Tap2;Zfp811;Myd88;H2-M1;Zfp949;Zfp663;Zfp398;Ifngr1;Gm14326;Stat1;Srsf4
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Glycerophospholipid metabolism	-0.2649312696822569	-0.9743220717322235	0.4894162924951892	0.4942868490102737	1.0	30/97	21.43%	Plpp3;Pla2g15;Agpat4;Chpt1;Gpd1;Pla2g16;Lcat;Pld4;Pla2g1b;Pisd;Pla2g3;Phospho1;Pla2g2d;Lpcat3;Etnk1;Chka;Pla2g12b;Ache;Taz;Dgkz;Gpd1l;Pld3;Pla2g2c;Pla2g10;Plb1;Dgkb;Cdipt;Pla2g4f;Chkb;Pld1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Phosphatidylinositol signaling system	-0.2658075074254614	-0.9743702440510372	0.49410994764397903	0.49676864557777134	1.0	27/96	20.20%	Inpp5j;Plce1;Calml4;Itpk1;Plcb2;Inpp4a;Pi4k2a;Prkcb;Inpp5d;Pik3cd;Ip6k2;Pik3c2g;Inpp5k;Inpp5b;Plcb3;Prkca;Ip6k3;Itpr1;Itpka;Pip5k1b;Itpkb;Dgkz;Dgkb;Ip6k1;Pik3r2;Cdipt;Inpp5a
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__IL-6 signaling Pathway WP387	-0.27095036052759963	-0.9803798043047883	0.44954721862871927	0.5474385810481175	1.0	15/99	8.84%	Hnf1a;Ppp2r5b;Ptk2b;Mapk3;Shc1;Hck;Vav1;Btk;Bad;Socs3;Fgr;Inpp5d;Mapt;Stat5a;Bmx
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Odorant GPCRs WP1397	-0.26021897921862525	-0.9942402253862236	0.4480440097799511	0.5294816518731025	1.0	34/134	20.97%	Gpr35;Rho;Cmklr1;Gpr137;Gpr146;Gpr173;Gpr19;Gpr55;Gpr4;Gpr171;Adgrf3;Gpr183;Gpr182;Adgrg7;Gpr135;Mrgprf;Adgrd1;Gpr88;Gpr27;Gpr155;Gpr34;Gpr22;Lgr5;Gpr33;Adgrf1;Gpr84;Tpra1;Gpr179;Hcar1;Gpr61;Mrgprb1;Ptgdr2;Gpr82;Gpr20
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Glucuronidation WP1241	-0.38805202379528353	-0.9960823580109519	0.4672970843183609	0.5322560457833616	1.0	4/15	10.44%	Ugt2b34;Ugt1a1;Pgm5;Ugt2a3
