cohort	Term	NES	NOM_p	FDR_q	rank_pos_NES	in_top3
GSE137244_epithelium_cell_lines	KEGG__Tight junction	1.792996514486762	0.0147058823529411	0.0901621512503589	31.0	False
GSE137244_epithelium_cell_lines	KEGG__Cell adhesion molecules (CAMs)	-1.97354424496598	0.0054054054054054	0.0590827834438699		False
GSE137244_epithelium_cell_lines	KEGG__Adherens junction	1.846084135683036	0.0140280561122244	0.1004646238764539	28.0	False
GSE137244_epithelium_cell_lines	CURATED__CLAUDIN_FAMILY	1.23095915031447	0.1853448275862069	0.1853448275862069	123.0	False
GSE137244_epithelium_cell_lines	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	1.9898006451740315	0.0089485458612975	0.0856469624013933	21.0	False
GSE137244_epithelium_cell_lines	HALLMARK__HALLMARK_APICAL_JUNCTION	-1.3375195302512404	0.0454545454545454	0.0914713260098607		False
GSE164758_GEMM_KL_KP_primary	KEGG__Tight junction	-1.1482226177198502	0.1130136986301369	0.3957081953666028		False
GSE164758_GEMM_KL_KP_primary	KEGG__Cell adhesion molecules (CAMs)	2.0628744633034817	0.0	0.0005733949905657	10.0	False
GSE164758_GEMM_KL_KP_primary	KEGG__Adherens junction	-1.5082438036046348	0.0099715099715099	0.1028864350827765		False
GSE164758_GEMM_KL_KP_primary	CURATED__CLAUDIN_FAMILY	0.6865777405895483	0.9049657534246576	0.9049657534246576	296.0	False
GSE164758_GEMM_KL_KP_primary	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	-1.0793437337331997	0.2805232558139535	1.0		False
GSE164758_GEMM_KL_KP_primary	HALLMARK__HALLMARK_APICAL_JUNCTION	1.4937231412745382	0.0020590253946465	0.0283122320805502	61.0	False
GSE137396_GEMM_KL_KP_nodules	KEGG__Tight junction	1.193788367572303	0.1111111111111111	0.2974845011410536	190.0	False
GSE137396_GEMM_KL_KP_nodules	KEGG__Cell adhesion molecules (CAMs)	-1.2615625403328026	0.0883685800604229	0.4985376880533164		False
GSE137396_GEMM_KL_KP_nodules	KEGG__Adherens junction	1.5751811747299505	0.0089171974522292	0.0585056091122448	81.0	False
GSE137396_GEMM_KL_KP_nodules	CURATED__CLAUDIN_FAMILY	1.0998779212257033	0.324582338902148	0.324582338902148	222.0	False
GSE137396_GEMM_KL_KP_nodules	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	2.025397619074248	0.0	0.0254292545098891	23.0	False
GSE137396_GEMM_KL_KP_nodules	HALLMARK__HALLMARK_APICAL_JUNCTION	-1.2440504893028568	0.0857966834895457	0.2895081275068609		False
