cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Cholesterol Biosynthesis WP103	0.8512011708045774	2.6165016815346505	0.0	0.0	0.0	14/15	13.40%	Lss;Idi1;Nsdhl;Mvk;Mvd;Cyp51;Msmo1;Pmvk;Sc5d;Sqle;Fdps;Hmgcr;Fdft1;Dhcr7
GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.5512675778852533	2.5083177851364264	0.0	0.0	0.0	30/70	13.40%	Acss2;Acat2;Lss;Ebp;Idi1;Aldoc;Nsdhl;Fads2;Mvk;Mvd;Ethe1;Ldlr;Cyp51;Mal2;Hsd17b7;Pmvk;Sc5d;Trp53inp1;Sqle;Fdps;Fbxo6;Alcam;Hmgcr;Plscr1;Gldc;Cpeb2;Lgals3;Abca2;Fdft1;Dhcr7
GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	0.5978077493679801	2.4918879021715084	0.0	0.0	0.0	25/49	13.40%	Srebf1;Lss;Ebp;Idi1;Nsdhl;Dhcr24;Fads2;Mvk;Mvd;Cyp51;Msmo1;Cyp27a1;Hsd17b7;Pmvk;Sc5d;Sqle;Fdps;Hmgcr;Scd2;Acsl1;Ggps1;Idi2;Lbr;Fdft1;Dhcr7
GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Mucin type O-glycan biosynthesis	0.6616892581366498	2.387471358622377	0.0	0.0033090972598836302	0.0015	18/27	24.29%	Galnt4;Galnt6;Galnt12;Galnt18;Galnt2;C1galt1c1;B3gnt6;Galntl6;Galnt3;Gcnt4;St3gal2;Galnt11;Galnt7;Galnt5;C1galt1;Gcnt3;Galnt14;Galntl5
GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__N-Glycan biosynthesis	0.5618361350464186	2.3753165473463413	0.0	0.0020681857874272685	0.002	23/49	17.17%	Glt28d2;Stt3b;Mgat5b;Man1a2;Alg9;Dad1;Man2a1;Stt3a;Ddost;Dpagt1;Mgat2;Alg1;St6gal2;Mgat4a;Alg10b;B4galt1;Alg12;Mgat3;Alg5;Mgat4b;Srd5a3;Alg2;Fut8
GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Terpenoid backbone biosynthesis	0.6866150066009469	2.369887380557266	0.0	0.0016545486299418151	0.0025	15/22	15.43%	Acat2;Idi1;Mvk;Mvd;Zmpste24;Dhdds;Pmvk;Fntb;Fdps;Hmgcr;Icmt;Ggps1;Idi2;Nus1;Rce1
GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_HEME_METABOLISM	0.4295686107759596	2.3260663340462067	0.0	0.0	0.0	69/183	18.05%	Bsg;Ezh1;Slc6a9;Slc25a38;Vezf1;Tcea1;Dcaf10;Rnf123;Minpp1;Tmem9b;Bpgm;Xk;Arhgef12;Lamp2;Mboat2;Slc10a3;Mark3;Optn;Narf;Sec14l1;Fbxo9;Aldh1l1;Rbm5;Nek7;Ucp2;Btg2;Mxi1;Foxo3;Fech;Fbxo34;Gclm;Daam1;Htatip2;Ank1;Pigq;Epb41;Nfe2l1;Klf3;P4ha2;Cdc27;Rap1gap;Car2;Gclc;Riok3;Pcx;Rad23a;Ppp2r5b;Mocos;Trak2;Tfdp2;Mgst3;Gata1;Cast;Slc4a1;Lrp10;Slc30a10;Synj1;Trim10;Dcun1d1;Mfhas1;Sptb;Ctns;Clcn3;Sidt2;Spta1;Alas2;Usp15;Fbxo7;Klf1
GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__p53 signaling WP2902	0.5221380891015346	2.321091187465162	0.0	0.001419279492627857	0.0025	27/65	17.61%	Ccnd1;Ccnd2;Casp9;Ei24;Gadd45b;Zmat3;Atr;Ccng1;Rrm2b;Sesn3;Trp73;Pten;Shisa5;Adgrb1;Cdkn1a;Serpine1;Sesn2;Trp53;Sesn1;Perp;Igfbp3;Mdm2;Atm;Steap3;Sfn;Gtse1;Rrm2
GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_PROTEIN_SECRETION	0.4852894839937872	2.3056787357569655	0.0	0.0	0.0	38/93	16.63%	Galc;Tmx1;Tmed10;Zw10;Napg;Lamp2;Rps6ka3;Arf1;Vamp3;Tom1l1;Gosr2;Mon2;Arcn1;Golga4;Pam;Ap2b1;Vps45;Sh3gl2;Stx12;Uso1;Rer1;Cav2;Dst;Yipf6;Arfip1;Adam10;Kif1b;M6pr;Arfgap3;Scamp3;Egfr;Ykt6;Cltc;Sspn;Clta;Gbf1;Copb2;Clcn3
GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__p53 signaling pathway	0.5020338375289786	2.2927059861787793	0.0	0.0020681857874272685	0.0045	28/70	17.61%	Ccnd1;Ccnd2;Casp9;Ei24;Gadd45b;Zmat3;Atr;Ccng1;Rrm2b;Sesn3;Trp73;Pten;Shisa5;Adgrb1;Cdkn1a;Serpine1;Sesn2;Trp53;Sesn1;Perp;Igfbp3;Mdm2;Aifm2;Atm;Steap3;Sfn;Gtse1;Rrm2
GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__TCA Cycle WP434	0.5999379255223114	2.274052157654897	0.0	0.0027675950106243207	0.006	12/30	16.71%	Mdh1;Pdha1;Fh1;Idh3a;Dld;Ogdh;Sdhd;Dlat;Pcx;Mdh2;Sdhb;Pdp1
GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_ESTROGEN_RESPONSE_LATE	0.41715536856205315	2.2537098378239935	0.0	0.0	0.0	71/186	18.96%	Agr2;Ovol2;Rabep1;Fkbp5;Celsr2;Ccnd1;Sgk1;Slc22a5;Car12;Homer2;Add3;Ltf;Tpd52l1;Itpk1;Tob1;Slc26a2;Tmprss3;Chst8;Areg;Foxc1;Xbp1;Isg20;Dynlt3;Ret;Krt13;Dcxr;Prkar2b;Tfap2c;Unc13b;Aff1;Frk;Trim29;Rbbp8;Car2;Tjp3;St6galnac2;Amfr;Krt19;Rapgefl1;Cav1;St14;Nmu;Il6st;Slc29a1;Perp;Fdft1;Dhcr7;Tiam1;Gal;Tff3;Flnb;Jak1;Mocs2;Wfs1;Cox6c;Slc24a3;Ascl1;Cacna2d2;Klf4;Pkp3;Sfn;Myb;Dlg5;Aldh3a2;Cpe;Cdh1;Egr3;Snx10;Hspa4l;Calcr;Bcl2
GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.39858674082004436	2.173652794428093	0.0	0.00021376402826435485	0.0005	57/182	18.58%	Slc25a5;Ndufb6;Uqcr10;Mdh1;Cyb5a;Vdac1;Pdha1;Cox8a;Abcb7;Fh1;Idh3a;Cox11;Dld;Hccs;Ogdh;Oat;Slc25a20;Slc25a11;Uqcrc1;Fdx1;Ndufb8;Rhot1;Echs1;Ndufa1;Sdhd;Timm8b;Etfa;Por;Cox5a;Uqcrfs1;Ndufs4;Acadvl;Uqcrq;Slc25a3;Uqcrc2;Cox5b;Gpi1;Dlat;Atp6v1d;Ldha;Atp6v0b;Cox7a2;Mgst3;Cox4i1;Cox6c;Mrps22;Acadsb;Mrpl15;Mdh2;Phyh;Sdhb;Uqcrh;Pdp1;Cpt1a;Afg3l2;Cox10;Ndufa8
GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Mannose type O-glycan biosynthesis	0.634096715814113	2.154928151951253	0.001218026796589525	0.006287284793778898	0.0175	10/20	12.36%	Fut4;Mgat5b;B3galnt2;Fut9;B3gat1;Pomt2;Fkrp;Fktn;B4galt1;Pomgnt1
