cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__IL-3 Signaling Pathway WP373	0.31354786234796833	1.340257677070529	0.044461190655614165	0.3138247962460735	0.9975	46/99	25.20%	Mapk7;Bax;Tyk2;Spi1;Fes;Rara;Il3ra;Pik3r2;Matk;Bad;Pik3cd;Stat5b;Nfkb1;Src;Inpp5d;Socs3;Gsk3a;Grb2;Cish;Shc1;Akt1;Lck;Vav1;Mmp2;Mras;Stat5a;Pxn;Stat3;Hspb1;Prkcb;Rack1;Hras;Fyn;Bcl2l1;Rac2;Mmp9;Rapgef1;Lyn;Syk;Rxra;Ptpn11;Id1;Mapkapk2;Kcnip3;Map2k1;Stat1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Carbohydrate digestion and absorption	0.37661816861545894	1.330171039324773	0.09209453952730236	0.21942282533207522	0.9995	14/37	24.12%	G6pc3;Pik3r2;Pik3cd;Akt2;Akt1;Atp1a2;Hk3;Hkdc1;Tas1r3;Prkcb;Hk1;Slc2a5;Mgam;Plcb2
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.3545258156103809	1.325483511892078	0.08934426229508197	0.22305233469131933	0.7425	28/47	36.31%	Scarf1;Scarf2;Adgrl1;Nectin1;Sell;Cd6;Sele;Dchs1;Itgal;Cadm3;Crb2;Itga4;Ptprd;Tenm4;Nectin4;Colec10;Lgals1;Hmcn1;Crtam;Tenm3;Mcam;Itga5;Umod;Fat4;Cd24a;Amigo2;Cadm1;Amigo1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Chemokine signaling pathway WP2292	0.2838523690410817	1.3233917611317247	0.03641267700606878	0.33305382902609665	0.998	75/180	25.52%	Nfkbib;Gng5;Jak3;Gnb2;Pik3r2;Prex1;Bcar1;Rela;Pik3cd;Csk;Grk2;Stat5b;Nfkb1;Gng3;Pik3r5;Ccr10;Akt2;Gsk3a;Grb2;Ccl27a;Shc1;Akt1;Nfkbia;Gm1987;Ccl21a;Cxcl13;Cxcl16;Cxcl12;Gnai2;Rasgrp2;Vav1;Grk6;Cxcr5;Ccr6;Ccl4;Ccr8;Arrb2;Adcy4;Itk;Pxn;Stat3;Prkcb;Cxcr3;Adcy5;Pik3cg;Plcb3;Plcb4;Hras;Cxcr6;Adcy8;Rac2;Cxcr1;Ccr9;Ccl5;Xcr1;Ccr7;Ccl19;Stat2;Lyn;Vav2;Cxcl1;Ccr4;Xcl1;Ccl7;Was;Cxcl14;Plcb2;Cxcr4;Foxo3;Ccl8;Gnb3;Map2k1;Stat1;Ccl12;Dock2
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Small cell lung cancer	0.3153770714909761	1.3225915214687605	0.0630220197418375	0.22752691882718304	0.9995	25/92	13.13%	Bax;Gadd45g;Zbtb17;Traf4;Pik3r2;Traf2;Gadd45b;Rela;Cdkn1a;Trp53;Lamb2;Rxrb;Pik3cd;Lama5;Nfkb1;Bak1;Itga2b;Col4a2;Col4a1;Akt2;Traf3;Akt1;Nfkbia;Ccnd1;Lamb3
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_NOTCH_SIGNALING	0.38497991367536366	1.317881319092534	0.11557377049180328	0.09615525205197223	0.8395	12/31	15.39%	Lfng;Dtx2;Psen2;Ppard;Psenen;Hes1;Kat2a;Notch3;Notch1;Ccnd1;Dll1;Dtx1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Toxoplasmosis	0.3091997212039871	1.3175458583878885	0.05604075691411936	0.23127727668083364	1.0	36/104	20.16%	Nfkbib;Tyk2;Bad;Cd40lg;Rela;Socs1;Lamb2;Tab1;Lama5;Tgfb1;Nfkb1;H2-Ab1;H2-Eb1;Pik3r5;Ldlr;Akt2;Ciita;Akt1;Nfkbia;Gnai2;H2-Aa;Lamb3;Tnfrsf1a;Pik3r6;Cd40;H2-Oa;Irak4;Ppif;Stat3;H2-Ob;Il10;Pik3cg;Bcl2l1;Il12a;Nos2;Birc3
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Insulin resistance	0.3071710935673456	1.3165814825217301	0.06263817243920412	0.22880023928093254	1.0	28/105	17.72%	Ppp1cc;Srebf1;Nr1h2;G6pc3;Pik3r2;Rela;Slc27a1;Ptpn1;Pik3cd;Nfkb1;Irs2;Nr1h3;Ptprf;Nos3;Ptpa;Socs3;Akt2;Slc27a3;Akt1;Nfkbia;Rps6ka1;Acacb;Tnfrsf1a;Crtc2;Ppargc1a;Stat3;Prkcb;Prkcq
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Transcriptional misregulation in cancer	0.28371287746161167	1.3148313759282892	0.038274182324286705	0.22746374491818205	1.0	60/171	25.31%	Tcf3;Bax;Gadd45g;Zbtb17;Cebpb;Spi1;Rara;Mllt1;Gadd45b;Rela;Cdkn1a;Trp53;Rxrb;Ldb1;Lyl1;Nfkb1;Aspscr1;Men1;Ddit3;Pdgfa;Bak1;Jup;Cebpa;Nr4a3;Prcc;Itgb7;Cdk9;Dot1l;Il2rb;Flt3;Six4;Cd40;Csf1r;Rel;Pax5;Arnt2;Cd14;Bcl2l1;Etv4;Mmp9;Birc3;Pml;Maf;Ntrk1;Rxra;Cd86;Meis1;Ptcra;Per2;Hist1h3f;Csf2;Baiap3;Bcl6;Il6;Mpo;Eya1;Cdkn2c;Hist1h3a;Il1r2;Erg
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__T cell receptor signaling pathway	0.30417470864117685	1.305577321329516	0.06896551724137931	0.23818526121264222	1.0	38/100	21.12%	Nfkbib;Map2k2;Pik3r2;Cd40lg;Rela;Card11;Pak4;Pik3cd;Lat;Nfkb1;Map3k14;Zap70;Akt2;Grb2;Akt1;Nfkbia;Nfkbie;Lck;Cd247;Vav1;Nfatc1;Cd3d;Cd3e;Cd4;Itk;Ctla4;Map2k7;Il10;Jun;Prkcq;Cd3g;Hras;Fyn;Grap2;Pdcd1;Cd8b1;Icos;Vav2
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	0.3349407048422182	1.2976885561785356	0.09352517985611511	0.24202159482635824	0.802	26/56	28.57%	Emilin1;Lamb2;Itga2b;Itgb7;Vtn;Itgae;Jam3;Lgals2;Ctla4;Itgb5;Itga10;Mmrn1;Itgal;Itgb2l;Itgb8;Lyn;Itgb2;Itga9;Itga4;Itga7;Itga3;Cd80;Lama1;Lgals1;Pmp22;Itgad
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.4349065514796339	1.2969981736020522	0.14736842105263157	0.22297433754657198	0.803	8/18	23.52%	Fermt3;Piezo1;Cxcl13;Cd3e;Ada;Ccl5;Skap1;Itga4
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Macrophage markers WP2271	0.5170577967380277	1.295072874140947	0.16529680365296803	0.37932242298397867	0.9995	7/10	23.78%	Cd74;Cd52;Cd83;Cd14;Rac2;Cd86;Cd68
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Other types of O-glycan biosynthesis	0.4143861737300124	1.2891254089220539	0.15714285714285714	0.2626322063900369	1.0	10/22	26.43%	Plod3;Lfng;Pofut2;Mfng;B4galt3;Rfng;Colgalt1;Colgalt2;St3gal3;St6gal1
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_INFLAMMATORY_RESPONSE	0.27437965606861214	1.280550284231993	0.05108991825613079	0.12443923836108066	0.92	85/195	29.99%	Adrm1;Icam4;Rela;Scarf1;Cdkn1a;Gna15;Ifitm1;Pde4b;Bdkrb1;Nfkb1;Stab1;Pik3r5;Ldlr;Ffar2;Hpn;Nfkbia;Sema4d;Scn1b;Il4ra;Ptgir;Lck;Il2rb;Selenos;Bst2;Ebi3;Icam1;Rhog;Cd40;Sell;Il7r;Lif;Csf1;Tapbp;Cd82;Nod2;P2ry2;Acvr1b;Il10;Cmklr1;Sele;Slc28a2;Cd14;Tnfaip6;Slamf1;Osmr;Cxcr6;Cd48;Ccl5;Gpr132;Ccr7;Itgb8;Gpr183;Lyn;Icosl;Ptger2;Csf3r;Sphk1;Mefv;Vip;Irf1;Cd69;Ccl7;Il6;Pcdh7;Tlr1;Irf7;Ccrl2;Kcna3;Ptafr;Cxcl9;Lamp3;Adm;Fzd5;Il15ra;Tnfsf10;Ccl20;Lta;Il1b;Tnfrsf9;Adgre1;Cx3cl1;Cxcl10;Osm;Il12b;Chst2
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Nuclear Receptors WP509	0.3602042546422749	1.2789434093670242	0.11818181818181818	0.39967544763720486	1.0	11/37	13.32%	Esrra;Nr2f6;Nr1h2;Rara;Rxrb;Ppard;Nr1h3;Nr4a2;Nr4a1;Thra;Rarg
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Nicotine addiction	0.3780654226345927	1.277516012859477	0.15448504983388706	0.27974143656258077	1.0	15/30	37.86%	Grin2d;Grin3b;Chrna7;Gabra4;Chrnb2;Gabrd;Gria3;Grin2c;Gria2;Slc17a7;Grin1;Gabrb3;Slc32a1;Gabra1;Gabrb1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Alpha6-Beta4 Integrin Signaling Pathway WP488	0.32078616050724296	1.2733227533757219	0.10956663941128372	0.3985163739313566	1.0	20/66	13.62%	Pik3r2;Rpsa;Bad;Cdkn1a;Lamb2;Pik3cd;Lama5;Irs2;Plec;Src;Erbb2;Eif4ebp1;Grb2;Shc1;Akt1;Abl1;Cd151;Rtkn;Lamb3;Eif6
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Cholesterol Biosynthesis WP103	0.4479890652191793	1.2718675444209395	0.1660839160839161	0.38820731356301946	1.0	3/15	4.93%	Mvd;Mvk;Pmvk
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Oxidative Damage WP1496	0.3531354302045673	1.2714574632816642	0.13078797725426483	0.3764253980984139	1.0	11/41	11.69%	Bad;Traf2;Tnk2;Cdkn1a;C1qc;C1qa;Nfkb1;Bak1;C1qb;Traf3;Nfkbie
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.47570775762531864	1.2691458955527397	0.182546749777382	0.24330609325908603	0.848	7/12	22.85%	Fermt3;Piezo1;Cxcl13;Cd3e;Ada;Ccl5;Skap1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__IL-7 Signaling Pathway WP297	0.3419210896057832	1.2682604245873077	0.12284820031298904	0.37081149475448594	1.0	22/44	25.20%	Jak3;Bax;Map2k2;Bad;Stat5b;Irs2;Grb2;Shc1;Akt1;Blk;Il7r;Stat5a;Stat3;Hras;Fyn;Lyn;Il2rg;Irf1;Muc1;Foxo3;Map2k1;Stat1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Galactose metabolism	0.37576472671523775	1.264599010271091	0.1530008453085376	0.2991545014529173	1.0	12/31	22.29%	G6pc3;Galk1;Gale;Pfkl;Akr1b10;Galt;Gaa;Hk3;Hkdc1;Hk1;Pgm2;Mgam
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.3451967877339656	1.2520048689037007	0.14883346741753822	0.14805866519671373	0.9555	13/42	14.80%	Ncor2;Psen2;Trp53;Ppard;Dvl2;Jag2;Kat2a;Notch4;Hdac5;Notch1;Axin2;Fzd8;Dll1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Oxidative Stress WP412	0.37494847872927295	1.2473031476339078	0.16928158546655656	0.4057866730686027	1.0	11/28	15.26%	Junb;Cyba;Txn2;Nfix;Gclc;Nfkb1;Gpx1;Gstt2;Mt1;Sod2;Sod3
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Non-small cell lung cancer	0.31503937007091837	1.2452814240984973	0.1383061383061383	0.33404018167606336	1.0	18/66	12.68%	Jak3;Bax;Gadd45g;Map2k2;Pik3r2;Bad;Gadd45b;Cdkn1a;Trp53;Rxrb;Pik3cd;Stat5b;Bak1;Erbb2;Akt2;Grb2;Akt1;Ccnd1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Base excision repair	0.35726644338574776	1.2411165980229841	0.15901639344262294	0.3373920862632985	1.0	15/33	26.15%	Pold1;Xrcc1;Nthl1;Neil1;Poll;Mpg;Mutyh;Pold2;Pold4;Pole4;Parp3;Fen1;Parp1;Pcna;Ung
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.26280784901984533	1.236767231990827	0.07916102841677942	0.27059438002715974	0.8845	75/199	30.77%	Igsf9b;Cldn3;Mapk7;Lrfn4;Cdh24;Esam;Celsr1;Ric8a;Plxnb2;Scarf1;Scarf2;Mmp24;Clstn1;Adgrl1;Ntng2;Ptprf;Ptpn23;Celsr2;Elfn1;Ptprs;Elfn2;Taok2;Pcdhgc3;Pcdhga12;Pcdhga4;Nectin1;Mag;Nectin2;Sell;Sdk1;Cd6;Lrfn3;Cdh23;Il10;Gata5;Sele;Dchs1;Itgal;Chl1;Fgfrl1;Pcdh15;Cadm3;Map2k5;Dscam;Nrg1;Dscaml1;Pcdhb8;Epha3;Cdh5;Pcdhb6;Pcdhb14;Adipoq;Crb2;Itga4;Ptprd;Tenm4;Itga3;Nectin4;Colec10;Lrrc4c;Cdhr1;Lgals1;Hmcn1;Igsf9;Cdh22;Cx3cl1;Celsr3;Crtam;Tenm3;Lrrc4b;Mcam;Pcdh12;Itga5;Ajuba;Pecam1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Other glycan degradation	0.4212327584423178	1.2363790133510015	0.18782608695652173	0.3427741601340389	1.0	6/17	17.84%	Man2c1;Man2b2;Gba2;Engase;Man2b1;Neu1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Insulin signaling pathway	0.27602639273180285	1.2309789692996531	0.09287709497206705	0.3493050608152744	1.0	33/133	15.05%	Ppp1cc;Srebf1;Map2k2;G6pc3;Fbp1;Pik3r2;Rptor;Fasn;Bad;Socs1;Calm3;Ptpn1;Pik3cd;Irs2;Lipe;Sh2b2;Ptprf;Eif4ebp1;Mknk2;Phkg2;Socs3;Akt2;Grb2;Shc1;Akt1;Mknk1;Inppl1;Hk3;Ppp1r3f;Acacb;Hkdc1;Flot1;Ppargc1a
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Cytosolic DNA-sensing pathway	0.33013766530156824	1.2279476702977818	0.1546474358974359	0.3510235917629604	1.0	22/47	25.11%	Nfkbib;Irf3;Polr2f;Rela;Trex1;Nfkb1;Polr2e;Nfkbia;Adar;Polr2l;Pycard;Ccl4;Polr1c;Tmem173;Ccl5;Ikbke;Il33;Zbp1;Casp1;Il6;Polr3h;Irf7
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Pertussis	0.3004568461484506	1.2218362921871104	0.1423017107309487	0.35930363596326476	1.0	31/75	24.21%	Irf3;C1rb;Rela;Nod1;C1qc;Calm3;C1s2;C1qa;Nfkb1;C1qb;Gnai2;Pycard;Ticam1;Irak4;Irf8;Il10;Jun;C4b;Cd14;Il12a;C3;Nos2;Serping1;Itgb2l;C1s1;Itgb2;Irf1;Mapk13;Casp1;Il6;Cfl1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Focal Adhesion WP85	0.26074635048009753	1.219569316939433	0.09270620313565099	0.45714124455299804	1.0	73/185	26.44%	Mapk7;Map2k2;Pik3r2;Bad;Bcar1;Tnk2;Lamb2;Pak4;Pip5k1c;Pik3cd;Lama5;Pdgfa;Pelo;Vegfb;Src;Tln1;Erbb2;Pik3r5;Itga2b;Col11a2;Col4a2;Col4a1;Akt2;Itgb7;Grb2;Shc1;Akt1;Ccnd3;Vtn;Col1a1;Ccnd1;Itgae;Actg1;Lamb3;Vav1;Capn1;Blk;Vasp;Zyx;Actb;Pxn;Pdgfb;Jun;Itgb5;Itga10;Pik3cg;Myl6;Col3a1;Fyn;Rac2;Itgal;Birc3;Col5a2;Rapgef1;Itgb8;Map2k5;Itgb2;Col5a1;Itga9;Itga4;Reln;Pak6;Itga7;Col5a3;Pik3r4;Map2k1;Birc2;Itga3;Flna;Cav3;Pdgfrb;Vegfc;Thbs3
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_ADIPOGENESIS	0.2588115551759135	1.2146858632614927	0.0976775956284153	0.1895235879883472	0.985	59/193	21.39%	Uqcrq;Esrra;Ddt;Ndufb7;Uqcr11;Cox8a;Uqcr10;Chchd10;Sdhb;Abcb8;Cox6a1;Ltc4s;Aldh2;Ak2;Pfkl;Slc27a1;Phldb1;Taldo1;Acads;Pex14;Aplp2;Uqcrc1;Bckdha;Lipe;Vegfb;Tkt;Miga2;Col4a1;Aldoa;Dgat1;Dhrs7b;Slc25a10;Esyt1;Cd151;Tst;Slc19a1;Etfb;Apoe;Mdh2;Coq9;Agpat3;Reep6;Stat5a;Ubc;Mrap;Enpp2;Plin2;Por;Gpam;Hspb8;Cyc1;Rmdn3;Ucp2;C3;Mgll;Ech1;Sncg;Samm50;Fah
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Cellular senescence	0.2600105115034853	1.2062603683540796	0.11205073995771671	0.38965398909263216	1.0	42/178	15.59%	H2-Q1;H2-Bl;Ppp1cc;H2-Q2;Gm8909;Gadd45g;Map2k2;H2-Q8;H2-Q6;Slc25a5;Pik3r2;H2-Q10;Gadd45b;Rela;H2-Q4;Cdkn1a;H2-T23;H2-Q9;Nfatc4;Trp53;H2-Q7;Calm3;Rad9a;Pik3cd;Tgfb1;Nfkb1;H2-L;Eif4ebp1;Akt2;Akt1;Ccnd3;Ccnd1;H2-T3;H2-T10;Nfatc1;E2f4;H2-D1;H2-K1;Capn1;H2-M3;H2-T9;Mras
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Measles	0.2699978495900678	1.2033294513414048	0.12210526315789473	0.3908045232574707	1.0	42/131	21.99%	Nfkbib;Jak3;Bax;Bbc3;Tyk2;Pik3r2;Irf3;Tradd;Bad;Rela;Trp53;Pik3cd;Stat5b;Nfkb1;Bak1;Akt2;Traf3;Akt1;Nfkbia;Ccnd3;Ifnar2;Ccnd1;Adar;Il2rb;Cd3d;Oas1b;Tlr9;Cd3e;Irak4;Stat5a;Stat3;Jun;Slamf1;Cd3g;Rack1;Bcl2l1;Il12a;Stat2;Cd209a;Il2rg;Ikbke;Cd209d
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Complement Activation, Classical Pathway WP200	0.42829012700841224	1.202228857794267	0.23392857142857143	0.486042113731408	1.0	7/15	20.72%	C1qc;C1qa;C1qb;C4b;C3;C7;C1s1
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Hypothetical Network for Drug Addiction WP1246	0.35973569955588847	1.2017890781810463	0.2071917808219178	0.4733358860676484	1.0	14/28	34.39%	Grin2d;Map2k2;Nisch;Adcy8;Camk2b;Map2k1;Camk4;Prkaca;Gria3;Grin2c;Gria2;Zhx2;Prkce;Grin1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Pantothenate and CoA biosynthesis	0.3991155380391497	1.1902285388791716	0.22984562607204118	0.4171635532993208	1.0	7/18	20.55%	Bcat2;Pank4;Ppcs;Coasy;Ppcdc;Upb1;Dpys
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__AGE-RAGE signaling pathway in diabetic complications	0.2768209700814066	1.186028427403222	0.17317612380250552	0.4215620449031933	1.0	31/100	18.87%	Bax;Pik3r2;Rela;Plcd3;Pik3cd;Stat5b;Tgfb1;Nfkb1;Vegfb;Nos3;Col4a2;Col4a1;Akt2;Akt1;Plcd4;Col1a1;Pim1;Ccnd1;Nfatc1;Icam1;Mmp2;Plcd1;Stat5a;Stat3;Jun;Prkcb;Sele;Plcb3;Col3a1;Plcb4;Hras
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Endometrial cancer	0.30555658878305575	1.1843548895455278	0.20207667731629392	0.4199189567529137	1.0	16/58	13.54%	Bax;Gadd45g;Map2k2;Pik3r2;Bad;Gadd45b;Cdkn1a;Trp53;Pik3cd;Bak1;Erbb2;Akt2;Grb2;Akt1;Ccnd1;Axin2
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Influenza A	0.2637726601367665	1.1809375433063771	0.1507607192254495	0.42259808091144474	1.0	66/146	30.72%	Nfkbib;Map2k2;Tyk2;Pik3r2;Irf3;Rela;Nlrx1;Pik3cd;Furin;Cpsf4;Nfkb1;H2-Ab1;H2-Eb1;Socs3;Akt2;Ciita;Akt1;Nfkbia;Ifnar2;Adar;Actg1;H2-Aa;Pycard;Icam1;Ddx39b;Oas1b;Tnfrsf1a;Ticam1;H2-Oa;Irak4;Actb;Map2k7;H2-Ob;Jun;Prkcb;Prss2;Il12a;Ccl5;Stat2;Pml;Ikbke;Nxt1;Il33;Mapk13;Casp1;Oas1a;Il6;Map2k1;Irf7;Stat1;Ccl12;Mapk11;Tnfsf10;Oas1g;Il1b;Myd88;Fasl;Hspa1a;Hnrnpul1;Cxcl10;Ccl2;Il12b;Tmprss13;Crebbp;Tnf;Ikbkb
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Relaxin signaling pathway	0.2646910582556817	1.1710207494855145	0.18377602297200288	0.4425352571023905	1.0	39/130	20.16%	Gng5;Atf6b;Map2k2;Gnb2;Pik3r2;Insl3;Rela;Gna15;Pik3cd;Tgfb1;Nfkb1;Gng3;Vegfb;Src;Nos3;Col4a2;Col4a1;Rxfp4;Akt2;Grb2;Shc1;Akt1;Nfkbia;Col1a1;Gnai2;Atf4;Mmp2;Arrb2;Adcy4;Map2k7;Jun;Adcy5;Plcb3;Col3a1;Plcb4;Hras;Adcy8;Nos2;Mmp9
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__RIG-I-like receptor signaling pathway	0.3064675965484488	1.1643032258210577	0.2276679841897233	0.4539428665851899	1.0	12/54	11.21%	Nfkbib;Tbkbp1;Pin1;Irf3;Tradd;Traf2;Rela;Nlrx1;Nfkb1;Tkfc;Traf3;Nfkbia
GSE164758_GEMM_KL_KP_primary	19769	prerank	WIKI__Non-odorant GPCRs WP1396	0.24182045960059176	1.157490010417746	0.14098360655737704	0.576868374553125	1.0	76/225	30.23%	Ptger1;Celsr1;Cckbr;Bdkrb2;Bdkrb1;Lpar5;Adgrg1;Adgrl1;P2ry6;Celsr2;Ccr10;Ffar2;Rxfp4;S1pr4;Gpr68;Adrb1;Ptgir;Fzd8;Fzd2;Cxcr5;Ccr6;Gpr18;Ccr8;Sucnr1;Gabbr2;Tbxa2r;Adora2a;P2ry2;Gpr174;Cxcr3;Kiss1r;P2ry10;Ackr1;Cxcr6;Cckar;Cxcr1;Ccr9;Gpr132;F2rl3;Xcr1;Ccr7;Ptger2;Ccr4;Pth1r;Adcyap1r1;Adgrb2;S1pr2;Adgre5;Npy1r;Cnr2;Calcr;Cxcr4;Grm8;Ptger3;Vipr1;Gper1;Ccrl2;Ptafr;Ffar1;Npy4r;Gpr15;Fzd5;Sstr4;Oprm1;Chrm1;Fzd9;Gpr17;Agtr1a;Adgre1;Gpr65;Celsr3;Cysltr2;Grm6;Gpbar1;Glp1r;Adra1b
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Thyroid cancer	0.3253133430158141	1.151280334651314	0.23914823914823916	0.482574958010043	1.0	9/37	8.76%	Bax;Gadd45g;Map2k2;Gadd45b;Cdkn1a;Trp53;Tpm3;Rxrb;Bak1
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__p53 signaling pathway	0.28352558804053063	1.1496240680867618	0.24143302180685358	0.480706822041438	1.0	13/70	7.70%	Bax;Gadd45g;Bbc3;Ccng1;Gadd45b;Pidd1;Cdkn1a;Trp53;Aifm2;Zmat3;Rprm;Gtse1;Siva1
GSE164758_GEMM_KL_KP_primary	19769	prerank	GOFOCUS__GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.3662324561326974	1.143165901549344	0.28413910093299405	0.4258644103206936	0.9655	10/22	26.29%	Piezo1;Ccl21a;Cxcl13;Cd3e;Lif;Ccl5;Syk;Cib1;Skap1;Nckap1l
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__ECM-receptor interaction	0.2736579119187183	1.1399487204795684	0.2361005331302361	0.5010094580229683	1.0	37/83	34.81%	Lamb2;Hspg2;Sdc1;Lama5;Itga2b;Col4a2;Col4a1;Itgb7;Gp9;Vtn;Col1a1;Lamb3;Itgb5;Itga10;Col9a3;Itgb8;Col6a4;Itga9;Itga4;Reln;Itga7;Itga3;Gp1bb;Thbs3;Lama1;Dag1;Chad;Gp5;Col1a2;Itga5;Lama4;Sdc4;Itgb3;Lamc3;Fn1;Col9a2;Sv2c
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Fc gamma R-mediated phagocytosis	0.27420314138686375	1.1340211608046096	0.23596358118361152	0.5118487571072382	1.0	31/85	25.52%	Arpc1b;Pik3r2;Limk1;Dnm2;Pip5k1c;Pik3cd;Lat;Pla2g6;Sphk2;Asap3;Inpp5d;Akt2;Akt1;Arpc3;Inppl1;Wasf3;Vav1;Vasp;Prkcb;Arpc1a;Rac2;Pld1;Lyn;Vav2;Syk;Sphk1;Was;Cfl1;Map2k1;Myo10;Dock2
GSE164758_GEMM_KL_KP_primary	19769	prerank	KEGG__Morphine addiction	0.27222010477329295	1.1280299350219927	0.2473604826546003	0.5225932831262926	1.0	31/85	30.17%	Gng5;Pde10a;Gnb2;Pde4b;Grk2;Gng3;Pde1c;Gnai2;Pde7b;Grk6;Arrb2;Adcy4;Gabbr2;Prkcb;Pde2a;Adcy5;Pde4c;Adcy8;Pde11a;Grk3;Gnb3;Kcnj9;Gabra4;Pde8a;Oprm1;Gng2;Prkaca;Gabrd;Gngt2;Gng11;Gng8
GSE164758_GEMM_KL_KP_primary	19769	prerank	HALLMARK__HALLMARK_ESTROGEN_RESPONSE_EARLY	0.2422991909591793	1.1204145592817905	0.21688400823610157	0.3465257701126508	1.0	71/188	27.90%	Ncor2;Tjp3;Cldn7;Rara;Fasn;Esrp2;Kdm4b;Tubb2b;Celsr1;Syt12;Cant1;Dhrs3;Amfr;Hes1;Celsr2;Cish;Sybu;Med24;Aldh3b1;Cxcl12;Ccnd1;Abca3;Krt8;Wwc1;Arl3;Gja1;Wfs1;Med13l;Rrp12;Tbc1d30;Ppif;Rhod;Cbfa2t3;Sult2b1;P2ry2;Sh3bp5;Fcmr;Elf3;Tgm2;Blvrb;Slc19a2;Myb;Hspb8;Itpk1;Mybl1;Inhbb;Areg;Nxt1;Add3;Tob1;Stc2;Siah2;Kcnk15;Elovl5;Npy1r;Muc1;Mreg;Unc119;Calcr;Clic3;Sfn;Ar;Slc24a3;Slc37a1;Ablim1;Ovol2;Prss23;Farp1;Il6st;Olfml3;Sema3b
