rank_pos_NES	cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	family
21	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4721464022939574	1.9898006451740313	0.008948545861297539	0.0856469624013933	0.0365	29/92	8.11%	Cldn6;Micall2;Grhl2;Tbcd;Cldn4;Ephb2;Gja1;Cldn1;Cldn7;Patj;Itgb1;Afdn;Actg1;Nphp4;Marveld2;Epha2;Pak2;Mpp7;Tgfbr1;Marveld3;Tjp1;Ildr1;Cldn3;Rock1;Cldn12;Ocln;Pkp2;Nphp1;Rps6	tight_junction
24	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.7695711556565747	1.936816502476556	0.001303780964797914	0.04487245159307448	0.04	7/10	14.00%	Pkp1;Ctnnb1;Tjp1;Tjp2;Ocln;Dsp;Casp3	cell_adhesion
28	GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Adherens junction	0.4626893903125334	1.8460841356830362	0.014028056112224449	0.10046462387645394	0.2895	26/71	10.81%	Egfr;Nectin4;Lmo7;Actn1;Ctnna1;Vcl;Ctnnb1;Nectin2;Afdn;Map3k7;Actg1;Smad2;Acp1;Tgfbr1;Igf1r;Tjp1;Yes1;Mapk1;Csnk2a1;Ssx2ip;Met;Rac3;Smad4;Cdc42;Ptprj;Src	cell_adhesion
29	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5394319603666803	1.832429530435941	0.006329113924050633	0.036608271010483896	0.0615	12/27	12.51%	Gja1;Cldn1;Nphp4;Epha2;Tjp1;Cldn3;Rock1;Pkp2;Nphp1;Rps6;Myo1c;Prkch	tight_junction
31	GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Tight junction	0.3941641133087458	1.792996514486762	0.014705882352941176	0.09016215125035891	0.32	57/163	12.54%	Cldn6;Micall2;Cldn4;Amotl1;Pard6b;Ppp2ca;Actr2;Cldn1;Cldn7;Patj;Actn1;Mapk8;Itgb1;Mapk9;Tuba4a;Afdn;Ppp2cb;Ppp2r1b;Actg1;Prkaa1;Cgnl1;Marveld2;Prkcz;Rdx;Tuba1a;Pard6g;Amotl2;Hspa4;Marveld3;Tjp1;Tjp2;Cldn3;Tiam1;Rock1;Cdk4;Rapgef2;Ppp2r2c;Ocln;Pcna;Dlg3;Myh9;Rapgef6;Cttn;Cdc42;Cgn;Rab8b;Cldn23;Src;Mpp5;Tuba1c;Mpdz;Dlg1;Arhgef18;Prkaa2;Runx1;Rac1;Llgl2	tight_junction
37	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_ADHERENS_JUNCTION_ASSEMBLY	0.659100684933242	1.7637076252052466	0.01780821917808219	0.03411535703309087	0.087	6/12	8.42%	Tbcd;Vcl;Ctnnb1;Pak2;Dlg5;Smad7	cell_adhesion
63	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_ADHERENS_JUNCTION_ORGANIZATION	0.383021588696132	1.5189279785838474	0.019891500904159132	0.07368097530990678	0.2765	15/56	9.93%	Tbcd;Vcl;Ctnnb1;Afdn;Vegfa;Epha4;Rdx;Pak2;Dlg5;Tjp1;Plekha7;Pkp2;Dsp;Smad7;Cdc42	cell_adhesion
70	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOCC_ADHERENS_JUNCTION	0.34575247591940844	1.4606170845652173	0.034375	0.07922685517194276	0.346	32/150	8.42%	Ajuba;Lama3;Shroom2;Nectin4;Lmo7;Pkp1;Ctnna1;Itgb1;Vcl;Ctnnb1;Nectin2;Pkp3;Afdn;Vegfa;Shroom4;Rdx;Ctnnd2;Mpp7;Dlg5;Tjp1;Plekha7;Wnk3;Ssx2ip;Apc;Cd99l2;Limd1;Pkp2;Lin7c;Trpv4;Myh9;Dsp;Smad7	cell_adhesion
79	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.3751836480740752	1.407128806901958	0.050505050505050504	0.08517862631170693	0.4175	16/45	15.22%	Plau;Swap70;Ptpn11;Lif;Crk;Epha2;P2ry12;Ptk2;Ret;Rac3;Ift74;Piezo1;Foxc2;Ada;Cyp1b1;Crkl	cell_adhesion
85	GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_EPITHELIAL_CELL_CELL_ADHESION	0.47869707908574993	1.3958260743032178	0.10612244897959183	0.07893658436635591	0.4355	5/15	8.10%	Ctnna1;Serpinb8;Vcl;Plekha7;Dsp	cell_adhesion
123	GSE137244_epithelium_cell_lines	32546	prerank	CURATED__CLAUDIN_FAMILY	0.3659924196723675	1.23095915031447	0.1853448275862069	0.1853448275862069	0.0645	6/27	6.10%	Cldn6;Cldn4;Cldn1;Cldn7;Cldn3;Cldn12	claudin_family
