cohort	family	best_term	rank_pos_NES	NES	FDR_q	NOM_p	in_top3	direction	n_positive_sets_total
GSE137244_epithelium_cell_lines	tight_junction	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	21.0	1.9898006451740315	0.0856469624013933	0.0089485458612975	False	positive	175
GSE137244_epithelium_cell_lines	cell_adhesion	GOFOCUS__REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	24.0	1.936816502476556	0.0448724515930744	0.0013037809647979	False	positive	175
GSE137244_epithelium_cell_lines	claudin_family	CURATED__CLAUDIN_FAMILY	123.0	1.23095915031447	0.1853448275862069	0.1853448275862069	False	positive	175
GSE164758_GEMM_KL_KP_primary	tight_junction	GOFOCUS__GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY		-1.0780612751337322	0.9387411517122632	0.3395348837209302	False	not_positive	312
GSE164758_GEMM_KL_KP_primary	cell_adhesion	KEGG__Cell adhesion molecules (CAMs)	10.0	2.0628744633034817	0.0005733949905657	0.0	False	positive	312
GSE164758_GEMM_KL_KP_primary	claudin_family	CURATED__CLAUDIN_FAMILY	296.0	0.6865777405895483	0.9049657534246576	0.9049657534246576	False	positive	312
GSE137396_GEMM_KL_KP_nodules	tight_junction	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	23.0	2.025397619074248	0.0254292545098891	0.0	False	positive	349
GSE137396_GEMM_KL_KP_nodules	cell_adhesion	GOFOCUS__GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	51.0	1.7679454533115824	0.0547707020212997	0.0108303249097472	False	positive	349
GSE137396_GEMM_KL_KP_nodules	claudin_family	CURATED__CLAUDIN_FAMILY	222.0	1.0998779212257033	0.324582338902148	0.324582338902148	False	positive	349
