rank_pos_NES	cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
1	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Cholesterol Biosynthesis WP103	0.8512011708045774	2.6165016815346505	0.0	0.0	0.0	14/15	13.40%	Lss;Idi1;Nsdhl;Mvk;Mvd;Cyp51;Msmo1;Pmvk;Sc5d;Sqle;Fdps;Hmgcr;Fdft1;Dhcr7
2	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.5512675778852533	2.5083177851364264	0.0	0.0	0.0	30/70	13.40%	Acss2;Acat2;Lss;Ebp;Idi1;Aldoc;Nsdhl;Fads2;Mvk;Mvd;Ethe1;Ldlr;Cyp51;Mal2;Hsd17b7;Pmvk;Sc5d;Trp53inp1;Sqle;Fdps;Fbxo6;Alcam;Hmgcr;Plscr1;Gldc;Cpeb2;Lgals3;Abca2;Fdft1;Dhcr7
3	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	0.5978077493679801	2.4918879021715084	0.0	0.0	0.0	25/49	13.40%	Srebf1;Lss;Ebp;Idi1;Nsdhl;Dhcr24;Fads2;Mvk;Mvd;Cyp51;Msmo1;Cyp27a1;Hsd17b7;Pmvk;Sc5d;Sqle;Fdps;Hmgcr;Scd2;Acsl1;Ggps1;Idi2;Lbr;Fdft1;Dhcr7
4	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Mucin type O-glycan biosynthesis	0.6616892581366498	2.387471358622377	0.0	0.0033090972598836302	0.0015	18/27	24.29%	Galnt4;Galnt6;Galnt12;Galnt18;Galnt2;C1galt1c1;B3gnt6;Galntl6;Galnt3;Gcnt4;St3gal2;Galnt11;Galnt7;Galnt5;C1galt1;Gcnt3;Galnt14;Galntl5
5	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__N-Glycan biosynthesis	0.5618361350464186	2.3753165473463413	0.0	0.0020681857874272685	0.002	23/49	17.17%	Glt28d2;Stt3b;Mgat5b;Man1a2;Alg9;Dad1;Man2a1;Stt3a;Ddost;Dpagt1;Mgat2;Alg1;St6gal2;Mgat4a;Alg10b;B4galt1;Alg12;Mgat3;Alg5;Mgat4b;Srd5a3;Alg2;Fut8
6	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Terpenoid backbone biosynthesis	0.6866150066009469	2.369887380557266	0.0	0.0016545486299418151	0.0025	15/22	15.43%	Acat2;Idi1;Mvk;Mvd;Zmpste24;Dhdds;Pmvk;Fntb;Fdps;Hmgcr;Icmt;Ggps1;Idi2;Nus1;Rce1
7	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_HEME_METABOLISM	0.4295686107759596	2.3260663340462067	0.0	0.0	0.0	69/183	18.05%	Bsg;Ezh1;Slc6a9;Slc25a38;Vezf1;Tcea1;Dcaf10;Rnf123;Minpp1;Tmem9b;Bpgm;Xk;Arhgef12;Lamp2;Mboat2;Slc10a3;Mark3;Optn;Narf;Sec14l1;Fbxo9;Aldh1l1;Rbm5;Nek7;Ucp2;Btg2;Mxi1;Foxo3;Fech;Fbxo34;Gclm;Daam1;Htatip2;Ank1;Pigq;Epb41;Nfe2l1;Klf3;P4ha2;Cdc27;Rap1gap;Car2;Gclc;Riok3;Pcx;Rad23a;Ppp2r5b;Mocos;Trak2;Tfdp2;Mgst3;Gata1;Cast;Slc4a1;Lrp10;Slc30a10;Synj1;Trim10;Dcun1d1;Mfhas1;Sptb;Ctns;Clcn3;Sidt2;Spta1;Alas2;Usp15;Fbxo7;Klf1
8	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__p53 signaling WP2902	0.5221380891015346	2.321091187465162	0.0	0.001419279492627857	0.0025	27/65	17.61%	Ccnd1;Ccnd2;Casp9;Ei24;Gadd45b;Zmat3;Atr;Ccng1;Rrm2b;Sesn3;Trp73;Pten;Shisa5;Adgrb1;Cdkn1a;Serpine1;Sesn2;Trp53;Sesn1;Perp;Igfbp3;Mdm2;Atm;Steap3;Sfn;Gtse1;Rrm2
9	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_PROTEIN_SECRETION	0.4852894839937872	2.3056787357569655	0.0	0.0	0.0	38/93	16.63%	Galc;Tmx1;Tmed10;Zw10;Napg;Lamp2;Rps6ka3;Arf1;Vamp3;Tom1l1;Gosr2;Mon2;Arcn1;Golga4;Pam;Ap2b1;Vps45;Sh3gl2;Stx12;Uso1;Rer1;Cav2;Dst;Yipf6;Arfip1;Adam10;Kif1b;M6pr;Arfgap3;Scamp3;Egfr;Ykt6;Cltc;Sspn;Clta;Gbf1;Copb2;Clcn3
10	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__p53 signaling pathway	0.5020338375289786	2.2927059861787793	0.0	0.0020681857874272685	0.0045	28/70	17.61%	Ccnd1;Ccnd2;Casp9;Ei24;Gadd45b;Zmat3;Atr;Ccng1;Rrm2b;Sesn3;Trp73;Pten;Shisa5;Adgrb1;Cdkn1a;Serpine1;Sesn2;Trp53;Sesn1;Perp;Igfbp3;Mdm2;Aifm2;Atm;Steap3;Sfn;Gtse1;Rrm2
11	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__TCA Cycle WP434	0.5999379255223114	2.274052157654897	0.0	0.0027675950106243207	0.006	12/30	16.71%	Mdh1;Pdha1;Fh1;Idh3a;Dld;Ogdh;Sdhd;Dlat;Pcx;Mdh2;Sdhb;Pdp1
12	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_ESTROGEN_RESPONSE_LATE	0.41715536856205315	2.2537098378239935	0.0	0.0	0.0	71/186	18.96%	Agr2;Ovol2;Rabep1;Fkbp5;Celsr2;Ccnd1;Sgk1;Slc22a5;Car12;Homer2;Add3;Ltf;Tpd52l1;Itpk1;Tob1;Slc26a2;Tmprss3;Chst8;Areg;Foxc1;Xbp1;Isg20;Dynlt3;Ret;Krt13;Dcxr;Prkar2b;Tfap2c;Unc13b;Aff1;Frk;Trim29;Rbbp8;Car2;Tjp3;St6galnac2;Amfr;Krt19;Rapgefl1;Cav1;St14;Nmu;Il6st;Slc29a1;Perp;Fdft1;Dhcr7;Tiam1;Gal;Tff3;Flnb;Jak1;Mocs2;Wfs1;Cox6c;Slc24a3;Ascl1;Cacna2d2;Klf4;Pkp3;Sfn;Myb;Dlg5;Aldh3a2;Cpe;Cdh1;Egr3;Snx10;Hspa4l;Calcr;Bcl2
13	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.39858674082004436	2.173652794428093	0.0	0.00021376402826435485	0.0005	57/182	18.58%	Slc25a5;Ndufb6;Uqcr10;Mdh1;Cyb5a;Vdac1;Pdha1;Cox8a;Abcb7;Fh1;Idh3a;Cox11;Dld;Hccs;Ogdh;Oat;Slc25a20;Slc25a11;Uqcrc1;Fdx1;Ndufb8;Rhot1;Echs1;Ndufa1;Sdhd;Timm8b;Etfa;Por;Cox5a;Uqcrfs1;Ndufs4;Acadvl;Uqcrq;Slc25a3;Uqcrc2;Cox5b;Gpi1;Dlat;Atp6v1d;Ldha;Atp6v0b;Cox7a2;Mgst3;Cox4i1;Cox6c;Mrps22;Acadsb;Mrpl15;Mdh2;Phyh;Sdhb;Uqcrh;Pdp1;Cpt1a;Afg3l2;Cox10;Ndufa8
14	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Mannose type O-glycan biosynthesis	0.634096715814113	2.154928151951253	0.001218026796589525	0.006287284793778898	0.0175	10/20	12.36%	Fut4;Mgat5b;B3galnt2;Fut9;B3gat1;Pomt2;Fkrp;Fktn;B4galt1;Pomgnt1
15	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_ESTROGEN_RESPONSE_EARLY	0.39195893860536546	2.142242366878137	0.0	0.00017813669022029573	0.0005	68/191	18.96%	Lrig1;Ovol2;Fkbp5;Akap1;Celsr2;Ccnd1;Ttc39a;Stc2;Slc22a5;Car12;Zfp185;Tsku;Add3;Celsr1;Tpd52l1;Tbc1d30;Itpk1;Tob1;Slc26a2;Dhrs3;Tmprss3;Slc37a1;Areg;Foxc1;Xbp1;Dynlt3;Ret;Muc1;Krt13;Krt15;Igf1r;Tfap2c;Elf3;Slc19a2;B4galt1;Aff1;Frk;Cant1;Mybl1;Rbbp8;Tjp3;Amfr;Ablim1;Krt19;Rapgefl1;Syt12;Il6st;Med13l;Fdft1;Dhcr7;Tiam1;Tff3;Flnb;Wfs1;Slc24a3;Med24;Klf4;Sfn;Myb;Tgm2;Esrp2;Ar;Bhlhe40;Egr3;Adcy9;Calcr;Slc39a6;Bcl2
16	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_GLYCOLYSIS	0.3898946943890375	2.130947920705164	0.0	0.00015268859161739632	0.0005	67/197	18.55%	Artn;Chst4;Sox9;Mdh1;Cyb5a;Pgm2;Dld;Gpc4;Nsdhl;G6pdx;Qsox1;Stc2;Gal3st1;Slc35a3;Paxip1;Aldoa;Glce;Ugp2;Il13ra1;Tgfbi;Ak3;Alg1;Pam;B3gat1;B3galt6;Mxi1;Isg20;Gne;Bpnt1;Pfkp;Elf3;B4galt1;P4ha2;Gpr87;Rpe;Gmppb;Taldo1;Gclc;Ldha;Sdc1;Pcx;Egln3;Ppia;Slc25a13;Gmppa;Egfr;Igfbp3;Pgk1;Aldob;Tff3;Srd5a3;Med24;Xylt2;Eno1b;Gpc1;Ddit4;Arpp19;Cldn3;Mdh2;Me2;Copb2;Fut8;B3gnt3;Got1;Gfpt1;Nanp;Pkm
17	GSE137396_GEMM_KL_KP_nodules	30105	prerank	WIKI__Electron Transport Chain WP295	0.4415832504164621	2.094604387809395	0.0	0.01090006650338194	0.03	25/84	16.90%	Slc25a5;Ndufb6;Uqcr10;Cox8a;Uqcrc1;Ndufa1;Atp5l;Sdhd;Ucp2;Cox5a;Uqcrfs1;Ndufs4;Uqcrq;Uqcrc2;Cox5b;Ndufb9;Atp5a1;Cox7a2;Cox4i1;Cox6c;Atp5b;Atp5d;Sdhb;Uqcrh;Slc25a14
18	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Glycolysis / Gluconeogenesis	0.4633204046382695	2.0711347048900413	0.0	0.009651533674660588	0.031	29/63	18.55%	Acss2;Pgm2;Pdha1;Dld;Aldoc;Minpp1;Bpgm;Adpgk;Aldh3a1;Adh7;Aldoa;Gck;Pfkp;Hk1;Gpi1;Dlat;Ldha;G6pc;Pgm1;Pgk1;Aldoart1;Aldob;Aldh1a3;Eno1b;Aldh3b2;Pfkl;Aldh3a2;Eno1;Pkm
19	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Pentose phosphate pathway	0.5354763083466502	2.061343159012874	0.0	0.00874547132969245	0.033	16/32	17.69%	Pgm2;Rbks;Aldoc;G6pdx;Idnk;Aldoa;Prps1l3;Pfkp;Gpi1;Rpe;Taldo1;Pgm1;Aldoart1;Aldob;Pfkl;G6pd2
20	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Parkinson disease	0.4028127516639768	2.05856603942864	0.0	0.008169333860337712	0.035	35/123	17.11%	Slc25a5;Ndufb6;Uqcr10;Vdac1;Cox8a;Casp9;Slc18a1;Uqcrc1;Ndufb8;Ndufa1;Sdhd;Slc25a31;Cox5a;Ube2g2;Uqcrfs1;Ndufs4;Ube2g1;Uqcrq;Uqcrc2;Cox5b;Ndufb9;Drd2;Atp5a1;Cox7a2;Pink1;Adora2a;Ube2j1;Cox4i1;Cox6c;Ndufa11;Atp5b;Atp5d;Sdhb;Uqcrh;Atp5g1
21	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Huntington disease	0.3765321640624345	2.0384096586398	0.0	0.008364662518039176	0.0405	51/179	17.11%	Slc25a5;Ndufb6;Uqcr10;Vdac1;Cox8a;Casp9;Uqcrc1;Ndufb8;Taf4b;Ndufa1;Sdhd;Slc25a31;Gpx1;Creb3l4;Ap2b1;Cox5a;Tbpl1;Creb1;Uqcrfs1;Ndufs4;Dnal1;Uqcrq;Ap2a2;Uqcrc2;Cox5b;Ndufb9;Bdnf;Ep300;Ppargc1a;Atp5a1;Trp53;Dnaic1;Cox7a2;Plcb4;Dctn4;Cox4i1;Nrf1;Cox6c;Ndufa11;Cltc;Atp5b;Clta;Atp5d;Dnal4;Cltb;Ap2a1;Sdhb;Tgm2;Uqcrh;Itpr1;Atp5g1
22	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_ANDROGEN_RESPONSE	0.4211877254592907	2.029875972711955	0.0	0.0001336025176652218	0.0005	37/93	18.42%	Fkbp5;Ccnd1;Gpd1l;Idi1;Dhcr24;Sgk1;Homer2;Rps6ka3;Spdef;Uap1;Appbp2;Slc26a2;Ank;Dnajb9;Bmpr1b;Pias1;Hmgcr;Mak;B4galt1;Tnfaip8;Krt19;Maf;Itgav;Ube2j1;Rab4a;Tmem50a;Gsr;Iqgap2;Ptpn21;Aldh1a3;Abcc4;Pmepa1;Akap12;Actn1;Tmprss2;Nkx3-1;Ptk2b
23	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	0.42546997569320477	2.025397619074248	0.0	0.025429254509889157	0.0115	40/84	30.72%	Abcc8;Ildr1;Rock1;Cldn2;Marveld3;Slc39a9;Tbcd;Grhl2;Fzd5;Cldn22;Pdcd6ip;Alox12b;Nphp4;Cldn10;Myo1c;Tjp1;Snai2;Ephb2;Rps6;Cldn23;Cldn3;Pof1b;Cdh1;Cldn13;Marveld2;Cldn11;Actg1;Itgb1;Aloxe3;Gdf2;Nphp1;Wnt11;Cldn34b2;Ikbkb;Cldn7;Acvrl1;Rock2;Rps6-ps4;Tgfb3;Ext1
24	GSE137396_GEMM_KL_KP_nodules	30105	prerank	HALLMARK__HALLMARK_P53_PATHWAY	0.36977046215349413	2.013276729306037	0.0	0.00011875779348019714	0.0005	63/193	17.24%	Rad51c;Mknk2;Hexim1;Hras;Gpx2;Pmm1;Ccnd2;Dgka;Ptpn14;Ercc5;Zbtb16;Ei24;Tcn2;Zmat3;Slc3a2;Trp63;Aen;Triap1;Sphk1;Ccng1;Ephx1;Tpd52l1;Tm7sf3;Jag2;Fdxr;Tob1;Rps27l;Btg2;Vwa5a;Phlda3;Irak1;Foxo3;Nupr1;Wrap73;Dcxr;Fgf13;Slc19a2;Mapkapk3;Cdkn1a;Cdh13;App;Nudt15;Trp53;Sdc1;St14;S100a4;Sesn1;Perp;Rb1;Prkab1;Ada;Abhd4;Mdm2;Hint1;Ddit4;Klf4;Cdkn2b;Steap3;Sfn;Itgb4;Cgrrf1;Tax1bp3;Baiap2
25	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Ubiquitin mediated proteolysis	0.3933996071118525	2.0033278471376716	0.0	0.010506383800130525	0.055	50/134	17.80%	Keap1;Birc2;Det1;Nhlrc1;Ube2o;Traf6;Fancl;Fbxw11;Ube2q2;Ube3c;Fbxo4;Herc1;Klhl9;Pml;Rnf7;Ube2a;Birc3;Ube2g2;Trim37;Ube2f;Smurf2;Pias1;Ube4a;Ube2g1;Herc2;Cblb;Wwp2;Cdc27;Pias2;Anapc13;Ube2z;Cul2;Cul5;Ube2b;Ube2j1;Skp1a;Pias3;Cdc34;Mdm2;Ercc8;Ube2e2;Ube3b;Cul4b;Ube2e1;Xiap;Ube2w;Anapc10;Ube2d2a;Mid1;Wwp1
