rank_pos_NES	cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	family
23	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	0.42546997569320477	2.025397619074248	0.0	0.025429254509889157	0.0115	40/84	30.72%	Abcc8;Ildr1;Rock1;Cldn2;Marveld3;Slc39a9;Tbcd;Grhl2;Fzd5;Cldn22;Pdcd6ip;Alox12b;Nphp4;Cldn10;Myo1c;Tjp1;Snai2;Ephb2;Rps6;Cldn23;Cldn3;Pof1b;Cdh1;Cldn13;Marveld2;Cldn11;Actg1;Itgb1;Aloxe3;Gdf2;Nphp1;Wnt11;Cldn34b2;Ikbkb;Cldn7;Acvrl1;Rock2;Rps6-ps4;Tgfb3;Ext1	tight_junction
48	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.48720323692233536	1.7781249474444571	0.005733944954128441	0.07384264290371659	0.062	14/27	30.43%	Rock1;Fzd5;Nphp4;Myo1c;Tjp1;Snai2;Rps6;Cldn3;Gdf2;Nphp1;Ikbkb;Acvrl1;Rock2;Rps6-ps4	tight_junction
51	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.5371552365516227	1.7679454533115824	0.010830324909747292	0.05477070202129972	0.0705	6/18	12.67%	Npnt;L1cam;Cd24a;Swap70;Adam9;Ada	cell_adhesion
78	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.5042539563391503	1.5806138511224441	0.04260355029585799	0.15477613562269074	0.238	10/16	28.07%	Tmx1;Ceacam1;Cd24a;Zfp703;Alox12;Map2k1;Cd9;C1qtnf1;Adamts18;Sh2b3	cell_adhesion
81	GSE137396_GEMM_KL_KP_nodules	30105	prerank	KEGG__Adherens junction	0.3535389005458871	1.5751811747299505	0.008917197452229299	0.05850560911224487	0.7125	28/66	18.53%	Smad4;Erbb2;Smad2;Map3k7;Yes1;Ptpn1;Igf1r;Farp2;Fer;Tjp1;Tgfbr2;Snai2;Ep300;Ctnna2;Csnk2a2;Sorbs1;Egfr;Wasf2;Ptprj;Smad3;Rac1;Actn1;Tcf7;Rac3;Cdh1;Baiap2;Lmo7;Ptprf	cell_adhesion
116	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOCC_ADHERENS_JUNCTION	0.27672974246630344	1.431540291669071	0.01897810218978102	0.2863725277113671	0.4345	42/143	18.63%	Keap1;Ceacam1;Dag1;Pkp4;Shroom2;Ajap1;Ccdc85c;Frmd5;Pkp1;Apc;Cyth3;Trpv4;Dsg3;Cdc42ep4;Flot2;Cd99l2;Cxadr;Fer;Cdh13;Tjp1;Oxtr;Frs2;Tmigd1;Lrrc7;Ddx6;Cdh8;Nf2;Jup;Ctnna2;Sorbs1;Cdh19;Plekha7;Pkp3;Pof1b;Dlg5;Cdh1;Zyx;Cdh6;Efna5;Pdlim2;Lmo7;Lyn	cell_adhesion
121	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.2911931731957888	1.4150058438598907	0.03857566765578635	0.2616279069767442	0.465	26/103	17.46%	L1cam;Celsr2;Ceacam1;Cadm1;Celsr1;Nptn;Pcdh20;Dsg3;Ret;Cadm4;Clstn1;Cadm2;Cdh13;Nexn;Kirrel3;Cdh8;Pcdhb14;Pcdha9;Pcdhb18;Palld;Cdhr1;Hmcn2;Cdh1;Igsf9b;Cdh6;Dsg2	cell_adhesion
122	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.2604268363869839	1.413640840396155	0.015254237288135594	0.2269071940882417	0.469	50/201	17.67%	L1cam;Celsr2;Ceacam1;Cldn2;Cadm1;Gpc4;Cd164;Celsr1;Nptn;Pcdh20;Cd24a;Map2k5;Dsg3;Mbp;Nrg1;Ret;Cxadr;Cadm4;Tnfaip3;Atp2c1;Clstn1;Ptprd;Pcdhb16;Cadm2;Alcam;Adgrl3;Cdh13;Nexn;Tgfbr2;Kirrel3;Il10;Cdh8;Gata5;Tenm4;Lgals9;Pcdhb14;Pcdha9;Pcdhb18;Palld;Klf4;Cdh19;Cdhr1;Hmcn2;Cldn3;Cdh1;Igsf9b;Lrfn3;Cdh6;Dsg2;Efna5	cell_adhesion
129	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	0.4462157215194975	1.3880279723774718	0.10253456221198157	0.22482884155618343	0.5095	4/15	12.66%	Mad2l2;Bmp6;Tjp1;Dennd6a	cell_adhesion
145	GSE137396_GEMM_KL_KP_nodules	30105	prerank	GOFOCUS__GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.32179161739535833	1.337130125323166	0.08247422680412371	0.26342099543577485	0.5975	16/46	18.63%	Cd24a;Ift74;Crk;Ret;Muc1;Tescl;Tesc;Swap70;Snai2;Serpine1;Adam9;Acer2;Ada;Ptpn11;Rac3;Lyn	cell_adhesion
