cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Staphylococcus aureus infection	-0.6616413511174918	-2.2865445974057037	0.0013568521031207597	0.25275184165914777	0.229	30/62	14.73%	Itgam;C3ar1;C1qb;Itgal;C1qa;C1qc;Cfb;C5ar1;Fcgr4;Fcgr2b;H2-Aa;Selplg;Itgb2;C2;H2-Ab1;H2-Eb1;Fpr1;Fcgr1;Cfi;Cfh;C4b;Camp;H2-Oa;C1ra;H2-Ob;Hc;Fpr2;C1s1;Icam1;Fgg
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_E2F_TARGETS	0.5057611290729092	2.271004699246136	0.024844720496894408	0.12003005994512313	0.126	124/194	28.43%	Ppm1d;Tfrc;Rad50;Hmgb3;Cse1l;Trp53;Eif2s1;Chek2;Nbn;Tmpo;Tubb5;Smc6;Wee1;Stag1;Eed;Donson;Nup153;Dnmt1;Cdk4;Ccne1;Ctcf;Lmnb1;Cdkn1a;Prim2;Atad2;Xpo1;Pcna;Ran;Rfc1;Diaph3;Gins1;Bard1;Tra2b;Srsf1;Brca1;Asf1a;Snrpb;Mms22l;Orc2;Nup107;Rfc3;Nup205;Hus1;Mre11a;Cdc25a;Pop7;Rrm2;Zw10;Rfc2;Pole;Hmmr;Mybl2;Nasp;Nop56;Pms2;Cnot9;Dlgap5;Syncrip;Wdr90;Brca2;Ak2;Melk;Prkdc;Kif2c;Gspt1;Usp1;Ppp1r8;Gins3;Ranbp1;Cit;Kif18b;Cbx5;Spag5;Kif4;Depdc1a;Ube2s;Rpa1;Trip13;Tubg1;Lbr;Aurka;Spc25;Cenpe;Ipo7;Ung;Nap1l1;Ube2t;Plk4;Dscc1;Slbp;Ccp110;Paics;Ilf3;E2f8;Jpt1;Smc4;Top2a;Cdca8;Mthfd2;Dck;Espl1;Srsf2;Tacc3;Mcm4;Ssrp1;Hells;Chek1;Psip1;Cdk1;Bub1b;Mcm7;Aurkb;Dut;Spc24;Dek;Mki67;Asf1b;Mcm5;Nudt21;Pa2g4;Rad51c;Pold3;Ubr7;Lyar
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_MYC_TARGETS_V1	0.5416457769460199	2.2273850842615226	0.04778156996587031	0.09002254495884235	0.126	97/190	17.54%	Eif4a1;Prps2;Psmd14;Rpl6;Eif4h;Cad;Psmd1;Psmc4;Cct4;Odc1;Psmc6;Cct2;Cops5;Psmd8;Hnrnpu;Eif2s1;Acp1;Hdac2;Etf1;Kpnb1;Dhx15;Got2;Psmd3;Canx;Ube2e1;Psmb2;Abce1;Ppm1g;Txnl4a;Gm9531;Cct5;Cstf2;Ddx21;Eif3d;Apex1;Cdk4;Psma1;Rrm1;Tcp1;Ptges3-ps;Psma2;Rad23b;Xpo1;Eif3b;Psma7;Ap3s1;Slc25a3;Pcna;Srpk1;Ran;Eif2s2;Mrps18b;Tfdp1;Tra2b;Rps6;Uba2;Cct3;Srsf1;Rps2;Pgk1;Rsl1d1;Psma4;Orc2;Ldha;Ruvbl2;Pwp1;Sf3b3;Tomm70a;Tufm;Fam120a;Vbp1;Vdac3;G3bp1;Ssb;Erh;Rack1;Ifrd1;Hddc2;Sf3a1;Srsf7;Snrpd1;Ppia;Nop56;Tyms;Syncrip;Eif3j1;Pabpc4;Xpot;Gspt1;Ywhaq;Usp1;Ranbp1;Hnrnpc;Clns1a;Hnrnpr;Psmb3;Psma6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Terpenoid backbone biosynthesis	0.6860036875693071	2.2081897778421427	0.006060606060606061	0.21674292260308273	0.2205	14/22	13.47%	Icmt;Ggps1;Hmgcr;Zmpste24;Mvk;Hmgcs1;Nus1;Acat2;Idi1;Pdss2;Fdps;Pmvk;Mvd;Pdss1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__TYROBP Causal Network WP3625	-0.6578752239195703	-2.1947580816375356	0.004768392370572207	0.2946046012353653	0.159	33/57	12.76%	Loxl3;Itgam;Il18;Hcls1;Plek;C1qc;Dpyd;Tyrobp;Adap2;Itgax;Nckap1l;Bin2;Maf;Samsn1;Rgs1;Cd84;Igsf6;Hlx;Ncf2;Pycard;Il10ra;Nrros;Itgb2;Spp1;Lyl1;Cd37;Stat5a;Ppp1r18;Gapt;Slc7a7;Rnase6;Cd4;Kcne3
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Nuclear Receptors WP509	-0.6982308339048706	-2.1867505707304753	0.002207505518763797	0.1479982169985536	0.1595	13/37	9.76%	Hnf4a;Pparg;Nr1h3;Thra;Rxrb;Pgr;Rorc;Ror1;Rara;Nr1i2;Nr1h2;Ppara;Nr5a2
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__p53 signaling WP2902	0.5216975025809811	2.156109048441772	0.0	0.11368914548651055	0.1375	32/66	14.76%	Gtse1;Mdm2;Ccng1;Ppm1d;Perp;Sfn;Zmat3;Ei24;Pmaip1;Apaf1;Trp53;Bax;Serpinb5;Chek2;Sesn2;Thbs1;Cdk4;Ccne1;Cdkn1a;Bid;Sesn3;Cdk6;Atm;Pidd1;Atr;Rrm2b;Gadd45b;Rrm2;Ccnb3;Ccne2;Casp3;Siah1a
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__p53 signaling pathway	0.5120544872504214	2.1357270418506236	0.00199203187250996	0.18116215419018938	0.2225	33/70	14.76%	Gtse1;Mdm2;Ccng1;Ppm1d;Perp;Sfn;Zmat3;Ei24;Pmaip1;Apaf1;Trp53;Bax;Serpinb5;Chek2;Sesn2;Thbs1;Cdk4;Ccne1;Cdkn1a;Gorab;Bid;Sesn3;Cdk6;Atm;Pidd1;Atr;Rrm2b;Gadd45b;Bcl2l1;Rrm2;Ccne2;Casp3;Siah1a
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__DNA Replication WP150	0.5775434890989697	2.1312640539503374	0.0067226890756302525	0.08599939226879084	0.1395	26/41	28.23%	Orc5;Dbf4;Orc4;Pole2;Prim2;Pcna;Uba52;Rfc1;Orc2;Cdc6;Rfc3;Pola1;Orc1;Rfc2;Pole;Rfc5;Ubc;Rpa1;Mcm10;Cdc7;Orc3;Prim1;Mcm4;Mcm7;Mcm5;Pold3
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Chemical carcinogenesis	-0.5870257307705922	-2.129805862242416	0.0006422607578676942	0.20396398616974848	0.268	39/90	16.13%	Cyp3a13;Gstm6;Gstm1;Gstm4;Gstk1;Ugt1a7c;Cyp2c65;Aldh3b1;Ugt2b34;Gsta1;Gstt1;Gstp1;Gsta2;Arnt;Gsta4;Adh4;Gstt2;Mgst2;Ugt1a1;Gstm2;Hpgds;Cyp2c68;Gstm7;Cyp2b10;Ugt2b36;Sult1a1;Ugt2b35;Adh1;Ugt2a3;Ugt2b38;Gsta3;Chrna7;Ugt2b5;Aldh3b3;Gstm3;Cbr1;Gstm5;Cyp2c29;Hsd11b1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Cytoplasmic Ribosomal Proteins WP163	-0.5982867499456674	-2.1158371391339883	0.0027100271002710027	0.1108826766854367	0.184	44/81	20.36%	Fau;Rps27;Gm7429;Rpl36a;Rpl18a;Rplp1;Rpl30;Rps5;Rpl37rt;Rpl34;Rps16;Rps29;Rps13;Rplp2;Rps18;Rps6kb2;Rpl18;Rpl28;Rpl22;Rpl37a;Rps15;Rps3a1;Rps28;Rpl24;Rpl23a;Rps10;Rpl27a;Rps26;Rps25;Rpl32;Rpsa;Rps11;Rpl37;Rpl10a;Rps23;Rpl21;Rps21;Rpl13;Rps19;Rpl36;Rpl35a;Rps20;Gm10045;Rpl17
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Protein digestion and absorption	-0.5901570709094516	-2.110514355646063	0.0038240917782026767	0.16560120664195793	0.276	50/86	20.40%	Col6a1;Slc6a19;Col4a6;Col27a1;Col4a5;Try5;Ctrl;Col11a1;Atp1a3;Slc16a10;Col6a2;Col1a1;Col5a1;Col6a3;Col1a2;Col5a3;Col3a1;Col5a2;Dpp4;Slc7a7;Eln;Col14a1;Ace2;Xpnpep2;Atp1b1;Mep1a;Atp1b2;Slc7a9;Mep1b;Kcnq1;Prcp;Slc3a1;Kcne3;Atp1a1;Kcnj13;Col11a2;Kcnn4;Cpa3;Fxyd2;Kcnk5;Col6a4;Cpa1;Col10a1;Slc8a2;Slc15a1;Col24a1;Atp1a4;Mme;Slc36a1;Atp1a2
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Intestinal immune network for IgA production	-0.6713548234623248	-2.107763556243828	0.0042796005706134095	0.1384510088138833	0.2775	24/38	17.76%	Itga4;Tgfb1;Tnfrsf13b;H2-Aa;Itgb7;H2-Ab1;Tnfsf13b;H2-Eb1;Cd86;Cxcr4;H2-Oa;H2-Ob;Cxcl12;Ccr9;Il15ra;Ccl25;Icosl;Pigr;Il2;Tnfrsf13c;Il10;Icos;Cd28;Tnfsf13
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Retinol metabolism WP1259	-0.6577390034778438	-2.095721643832609	0.0022026431718061676	0.08606165910103979	0.191	25/39	22.25%	Rbp4;Retsat;Aldh1a1;Rdh5;Bco2;Rxrb;Rbp1;Bco1;Rara;Adh4;Lpl;Cd36;Rbp2;Sult1a1;Abcg8;Abcg5;Adh1;Npc1l1;Dhrs3;Lrat;Cyp26a1;Rbp7;Aldh1a2;Cyp26b1;Scarb1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Allograft rejection	-0.6353596213333702	-2.0911891114650674	0.004160887656033287	0.12105088202903991	0.289	33/50	22.09%	H2-T10;H2-M5;H2-Q10;H2-T23;H2-Aa;H2-Ab1;H2-Eb1;Cd86;H2-Oa;H2-Ob;H2-Q6;H2-M2;H2-Q7;H2-M10.1;H2-T24;Gm11127;Il12b;Prf1;H2-T22;H2-M9;Il2;Il10;H2-Q2;Cd28;Gzmb;Il12a;Fasl;H2-Q4;Ifng;H2-Q1;Fas;Il4;Gm10499
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	-0.6270884030857967	-2.089079620893225	0.0020833333333333333	0.15686573421243188	0.044	24/50	15.87%	Vcam1;Scarf2;Itgal;Ptprd;Itga4;Nlgn1;Amigo1;Lgals9;Itga5;Tenm4;Jaml;Scarf1;Tenm1;Nrxn1;Sell;Cd6;Tenm3;Hmcn1;Dchs1;Amigo2;Crtam;Crb2;Cadm3;Cdh4
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Complement and coagulation cascades	-0.5734111314680251	-2.074617350674177	0.0026195153896529143	0.10738203243189462	0.294	60/86	25.59%	Proc;Itgam;Cd59a;C8g;C3ar1;C1qb;C1qa;C1qc;F10;Itgax;F3;Cfb;C5ar1;Cd59b;F7;Pros1;Serpinf2;Itgb2;C2;C4bp;C9;Cfi;Cfh;Serping1;F5;C4b;F13a1;C6;Vwf;C1ra;Serpina1b;Hc;Vtn;Serpina1c;Serpina1a;C1s1;C7;Bdkrb1;Vsig4;Fgg;Serpina1d;F2rl3;F12;A2m;Fga;F2rl2;Serpina1e;Fgb;Tfpi;Mbl1;Plaur;C1s2;Clu;F9;Cfd;Cr2;Plg;Itgb2l;Cd55b;F11
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__African trypanosomiasis	-0.6727077696674204	-2.073528388874525	0.002238805970149254	0.09560069658799021	0.2945	20/32	24.54%	Vcam1;Il18;Plcb2;Il1b;Apoa1;Prkcb;Plcb3;Prkca;Lama4;Il12b;Icam1;Tlr9;Il10;Il12a;Fasl;Ifng;Fas;Plcb1;Ido1;Myd88
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Salivary secretion	-0.5830494394199958	-2.0716883275912976	0.0013360053440213762	0.08626562856865037	0.296	39/75	20.94%	Lyz2;Calml4;Adcy6;Plcb2;Prkg1;Dmbt1;Atp2b4;Atp1a3;Adra1d;Prkcb;Muc5b;Cd38;Plcb3;Camp;Prkca;Adcy4;Atp1b1;Lyz1;Vamp2;Atp1b2;Adcy2;Trpv6;Adcy8;Adcy5;Itpr1;Atp1a1;Kcnn4;Adrb3;Fxyd2;Aqp5;Adra1a;Atp2b2;Slc9a1;Prkaca;Cst3;Prkacb;Atp1a4;Atp1a2;Adrb2
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_XENOBIOTIC_METABOLISM	-0.5237198057614735	-2.0690210816805323	0.005334914048606995	0.1814598341715373	0.139	71/188	16.32%	Hnf4a;Igfbp4;Papss2;Ddah2;Rbp4;Ddc;Cyp2s1;Slc35d1;Gstm4;Atoh8;Aox1;Retsat;Cyp27a1;Pdk4;Blvrb;Apoe;F10;Fbln1;Aqp9;Cfb;Ninj1;Ech1;Ndrg2;Csad;Cyp2j6;Arg1;Lcat;Gss;Aldh2;Pros1;Tnfrsf1a;Abcd2;Pts;Gstt2;Pcx;Enpep;Acox1;Tgfb2;Igf1;Gabarapl1;Ptgds;Cd36;Kynu;Cyp4f14;Cdo1;Itih1;Reg1;Itih4;Ces1d;Fmo1;Vtn;Irf8;Fetub;Ccl25;Maoa;Nqo1;Abcc2;Tdo2;Fbp1;Tkfc;Etfdh;Mpp2;Cbr1;Slc46a3;Il1r1;Hsd17b2;Slc22a1;Rap1gap;Alas1;Hsd11b1;Cyp26a1
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_MITOTIC_SPINDLE	0.47999096716296297	2.0639937968735285	0.037037037037037035	0.07237456089760394	0.1265	91/198	19.07%	Tbcd;Shroom2;Fscn1;Cenpj;Als2;Rhof;Bcr;Vcl;Tuba4a;Atg4b;Ckap5;Flnb;Sptbn1;Ranbp9;Kif5b;Pxn;Cep250;Abr;Mapre1;Cdc27;Sptan1;Bin1;Clip2;Lats1;Abi1;Cep192;Arfgef1;Tiam1;Rock1;Lmnb1;Kifap3;Cdk5rap2;Clasp1;Rasa1;Tubgcp2;Nin;Sass6;Apc;Lrpprc;Rfc1;Katna1;Myh9;Tubgcp6;Trio;Epb41;Rapgef6;Cep72;Tubgcp5;Arf6;Cttn;Dync1h1;Alms1;Ppp4r2;Flna;Cdc42;Cdc42bpa;Kntc1;Rab3gap1;Rictor;Pafah1b1;Arhgap10;Dlg1;Dst;Kif23;Clip1;Pcnt;Myo9b;Dlgap5;Ect2;Arhgap5;Bub1;Brca2;Kif3c;Pdlim5;Kif2c;Kif20b;Kif15;Map1s;Rabgap1;Anln;Kif1b;Pif1;Kif4;Tubgcp3;Cenpf;Ttk;Ralbp1;Aurka;Klc1;Cenpe;Notch2
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Microglia Pathogen Phagocytosis Pathway WP3626	-0.6442267961339161	-2.056789723909792	0.006414825374198147	0.07525175798484449	0.2115	24/41	9.48%	Itgam;C1qb;C1qa;C1qc;Tyrobp;Fcer1g;Cybb;Nckap1l;Ncf4;Ncf1;Ncf2;Hck;Rac2;Siglece;Vav1;Trem1;Itgb2;Pik3cd;Trem2;Lat;Fcgr1;Pik3r6;Trem3;Pik3cg
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.5235346217828593	-2.0559667929342273	0.007001166861143524	0.09093380453989398	0.1395	89/192	16.38%	Bgn;Vcam1;Igfbp4;Gem;Dab2;Cthrc1;Emp3;Vim;P3h1;Matn2;Grem1;Pdlim4;Fbln1;Scg2;Anpep;Slit2;Fstl3;Col11a1;Tgfb1;Gm21451;Rgs4;Mylk;Pcolce;Fgf2;Tgfbi;Eno2;Col6a2;Col1a1;Wipf1;Col5a1;Vegfc;Mgp;Itga5;Col6a3;Spp1;Col1a2;Nnmt;Loxl1;Slit3;Col5a3;Col3a1;Col5a2;Cdh11;Qsox1;Lox;Nid2;Dcn;Ecm2;Tagln;Pdgfrb;Thbs2;Cxcl15;Gpx7;Eln;Fbn1;Mmp2;Igfbp2;Postn;Mfap5;Tgfbr3;Sfrp4;Fbn2;Thy1;Fmod;Gas1;Sfrp1;Lama2;Cxcl12;Fbln5;Tfpi2;Fstl1;Edil3;Lum;Efemp2;Rhob;Fap;Col16a1;Lamc1;Sgcd;Magee1;Abi3bp;Ptx3;Snai2;Vcan;Myl9;Lrrc15;Comp;Lama1;Mmp3
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Protein processing in endoplasmic reticulum	0.4635045294989387	2.055026812716265	0.01875	0.15639898203469588	0.2275	68/159	19.75%	Ckap4;Sec23b;Hsph1;Wfs1;Eif2ak3;Rpn2;Ubqln1;Mapk8;Plaa;Dnajb11;Bak1;Mapk9;Uggt1;Hspa8;Ube2j2;Derl2;Hsp90aa1;Eif2s1;Bax;Eif2ak4;Vcp;Dnajc5;Canx;Sec24c;Calr;Sec24d;Capn2;Rad23b;Edem3;Sec61g;Sec13;Eif2ak2;Nploc4;P4hb;Lman1;Rad23a;Ube2d2a;Ssr1;Tram1;Dnaja2;Nfe2l2;Sar1b;Bag2;Amfr;Yod1;Ddost;Man1a2;Pdia4;Stt3a;Stt3b;Edem2;Skp1a;Dnajc1;Hsp90b1;Hyou1;Derl1;Lman1l;Mbtps2;Pdia3;Ube2d3;Hspa5;Txndc5;Dnajb12;Ero1l;Dnajc3;Man1a;Dnajc5b;Ube2j1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Cholesterol metabolism	-0.62971555979076	-2.054055219257687	0.005637773079633545	0.08001876486948363	0.306	24/48	14.45%	Apob;Angptl4;Soat2;Cyp27a1;Lipa;Abca1;Apoe;Apoh;Lcat;Stard3;Apoa1;Lpl;Cd36;Apoc1;Star;Lrp2;Abcg8;Abcg5;Apoa4;Apoc3;Angptl8;Tspo;Mylip;Pltp
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Nucleotide Metabolism WP87	0.6764517185876058	2.052188139473411	0.005563282336578581	0.07137803051678858	0.149	9/19	15.45%	Prps2;Adsl;Rrm1;Polb;Polg;Pola1;Rrm2b;Rrm2;Adss
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Pancreatic secretion	-0.5635347676108229	-2.0430247276921083	0.005832793259883344	0.07470054430044842	0.3155	45/98	18.35%	Atp2a3;Clca3a1;Try5;Rab3d;Clca4a;Adcy6;Plcb2;Rhoa;Ctrl;Atp2b4;Atp1a3;Cftr;Pnliprp1;Tpcn2;Pla2g1b;Clca1;Prkcb;Pla2g3;Cd38;Plcb3;Prkca;Adcy4;Pla2g2d;Atp1b1;Atp1b2;Clca4b;Ryr2;Adcy2;Kcnq1;Adcy8;Adcy5;Pnliprp2;Itpr1;Sct;Slc26a3;Atp1a1;Cpa3;Pla2g12b;Fxyd2;Cckar;Cpa1;Atp2b2;Slc9a1;Pla2g2c;Pla2g10
