spec	rank	gene	rho	p	I2	ci_lo	ci_hi	n_negative_cohorts	is_cldn4
primary_max_margin	1	CLDN4	-0.4818552969045918	0.00023526847945456528	0.0	-0.6670407778209677	-0.24059252584198634	4	True
primary_max_margin	2	CLDN3	-0.3374040341131435	0.013966605523837246	0.0	-0.5588470219972879	-0.07104541125353867	3	False
primary_max_margin	3	CLDN7	-0.3267166220117696	0.1620751396469451	0.6172680991885142	-0.6721106921146843	0.13544922499077763	3	False
primary_max_margin	4	CDH1	-0.2778361752853371	0.0836559200329089	0.21089565504713764	-0.5431599617039132	0.03793746870088192	3	False
primary_max_margin	5	OCLN	-0.15824168001352967	0.26396059302128405	0.0	-0.41329421656056925	0.11983355548153185	3	False
primary_max_margin	6	F11R	-0.10215755739961749	0.47300010899253	0.0	-0.3648853008202373	0.175639381740708	3	False
