gene	mode	radius_um	section	donor	usable	n_high	n_low	mean_high	mean_low	delta	ratio
CDH1	q4_vs_rest	25	LUAD-5 R2	Lung5	True	4479	13435	0.01942397856664434	0.029028656494231486	-0.009604677927587145	0.6691311590842736
CDH1	q4_vs_rest	25	LUAD-5 R3	Lung5	True	3976	11917	0.02716297786720322	0.034068977091549886	-0.006905999224346666	0.7972936139001497
CDH1	q4_vs_rest	25	LUSC-6	Lung6	True	16590	49606	0.019168173598553346	0.021529653670926904	-0.0023614800723735577	0.8903149995597728
CDH1	q4_vs_rest	25	LUAD-9 R1	Lung9	True	7511	31353	0.06510451338037546	0.10152138551334801	-0.03641687213297255	0.641288661016309
CDH1	q4_vs_rest	25	LUAD-9 R2	Lung9	True	13297	81579	0.052342633676769196	0.09394574584145429	-0.0416031121646851	0.5571581044777081
CDH1	q4_vs_rest	25	LUAD-12	Lung12	True	4570	13697	0.052078774617067836	0.11374753595677886	-0.061668761339711026	0.45784529905646865
CDH1	q4_vs_rest	25	LUAD-13	Lung13	True	6509	19521	0.291749884774927	0.341529634752318	-0.049779749977390986	0.8542447128680591
CDH1	q4_vs_rest	50	LUAD-5 R1	Lung5	True	4461	13376	0.17574534857655233	0.206563995215311	-0.030818646638758662	0.8508033957871749
CDH1	q4_vs_rest	50	LUAD-5 R2	Lung5	True	4479	13435	0.1596338468408127	0.21324897655377745	-0.053615129712964754	0.7485796622360623
CDH1	q4_vs_rest	50	LUAD-5 R3	Lung5	True	3976	11917	0.18963782696177062	0.2147352521607787	-0.025097425199008094	0.8831238702240799
CDH1	q4_vs_rest	50	LUSC-6	Lung6	True	16590	49606	0.12839059674502712	0.13786638713058905	-0.009475790385561927	0.9312683056198005
CDH1	q4_vs_rest	50	LUAD-9 R1	Lung9	True	7511	31353	0.4207162827852483	0.5380665327081938	-0.11735024992294552	0.7819038301224593
CDH1	q4_vs_rest	50	LUAD-9 R2	Lung9	True	13297	81579	0.27336993306760926	0.42827198176001174	-0.15490204869240248	0.6383091696640476
CDH1	q4_vs_rest	50	LUAD-12	Lung12	True	4570	13697	0.27943107221006563	0.5014236694166606	-0.22199259720659498	0.5572753925540578
CDH1	q4_vs_rest	50	LUAD-13	Lung13	True	6509	19521	1.522200030726686	1.6615439782798012	-0.13934394755311508	0.9161358655716245
CDH1	q4_vs_rest	75	LUAD-5 R1	Lung5	True	4461	13376	0.528805200627662	0.628438995215311	-0.09963379458764898	0.8414582873656444
CDH1	q4_vs_rest	75	LUAD-5 R2	Lung5	True	4479	13435	0.5304755525787006	0.6448083364346855	-0.11433278385598489	0.822687180987515
CDH1	q4_vs_rest	75	LUAD-5 R3	Lung5	True	3976	11917	0.562625754527163	0.5955357892086934	-0.03291003468153042	0.9447387793011416
CDH1	q4_vs_rest	75	LUSC-6	Lung6	True	16590	49606	0.3686558167570826	0.39410555174777245	-0.025449734990689865	0.935424063736667
CDH1	q4_vs_rest	75	LUAD-9 R1	Lung9	True	7511	31353	1.2467048329117294	1.4768921634293368	-0.23018733051760742	0.8441407326699375
CDH1	q4_vs_rest	75	LUAD-9 R2	Lung9	True	13297	81579	0.7521245393697826	1.0525257725640178	-0.3004012331942352	0.7145901401896894
CDH1	q4_vs_rest	75	LUAD-12	Lung12	True	4570	13697	0.8026258205689278	1.2068336131999708	-0.404207792631043	0.6650675054042713
CDH1	q4_vs_rest	75	LUAD-13	Lung13	True	6509	19521	3.818712551851283	4.109881665898263	-0.2911691140469803	0.9291538935383576
CDH1	q4_vs_rest	100	LUAD-5 R1	Lung5	True	4461	13376	1.1678995740865277	1.3421052631578947	-0.17420568907136702	0.870199682652707
CDH1	q4_vs_rest	100	LUAD-5 R2	Lung5	True	4479	13435	1.1388702835454343	1.364421287681429	-0.22555100413599471	0.8346910839252037
CDH1	q4_vs_rest	100	LUAD-5 R3	Lung5	True	3976	11917	1.1788229376257546	1.247042040782076	-0.06821910315632129	0.9452952659771293
CDH1	q4_vs_rest	100	LUSC-6	Lung6	True	16590	49606	0.780952380952381	0.8039753255654558	-0.02302294461307486	0.9713636179109325
CDH1	q4_vs_rest	100	LUAD-9 R1	Lung9	True	7511	31353	2.6833976833976836	3.0007016872388608	-0.3173040038411772	0.8942567316202801
CDH1	q4_vs_rest	100	LUAD-9 R2	Lung9	True	13297	81579	1.5368128149206588	2.0021451599063482	-0.46533234498568943	0.7675831132007154
CDH1	q4_vs_rest	100	LUAD-12	Lung12	True	4570	13697	1.6789934354485776	2.2333357669562677	-0.5543423315076901	0.7517872862157297
CDH1	q4_vs_rest	100	LUAD-13	Lung13	True	6509	19521	7.217084037486557	7.687669689052815	-0.47058565156625853	0.9387869574786273
CDH1	above_median	25	LUAD-5 R1	Lung5	True	8911	8926	0.024688587139490518	0.03383374411830607	-0.009145156978815554	0.7297030755201733
CDH1	above_median	25	LUAD-5 R2	Lung5	True	8957	8957	0.02232890476722117	0.030925533102601318	-0.00859662833538015	0.7220216606498195
CDH1	above_median	25	LUAD-5 R3	Lung5	True	7945	7948	0.02857142857142857	0.03610971313537997	-0.007538284563951402	0.7912394225983075
CDH1	above_median	25	LUSC-6	Lung6	True	33097	33099	0.018219173943257696	0.02365630381582525	-0.005437129872567555	0.7701614793715026
CDH1	above_median	25	LUAD-9 R1	Lung9	True	7511	31353	0.06510451338037546	0.10152138551334801	-0.03641687213297255	0.641288661016309
CDH1	above_median	25	LUAD-9 R2	Lung9	True	13297	81579	0.052342633676769196	0.09394574584145429	-0.0416031121646851	0.5571581044777081
CDH1	above_median	25	LUAD-12	Lung12	True	5510	12757	0.04646098003629764	0.12071803715607117	-0.07425705711977354	0.38487189761236945
CDH1	above_median	25	LUAD-13	Lung13	True	11443	14587	0.300183518308136	0.35175155960787	-0.051568041299734024	0.8533964103607055
CDH1	above_median	50	LUAD-5 R1	Lung5	True	8911	8926	0.1828077656828639	0.21487788483083128	-0.032070119147967396	0.8507518855501789
CDH1	above_median	50	LUAD-5 R2	Lung5	True	8957	8957	0.17550519147035837	0.22418220386290053	-0.04867701239254216	0.7828685258964143
CDH1	above_median	50	LUAD-5 R3	Lung5	True	7945	7948	0.19798615481434864	0.21892299949672875	-0.020936844682380107	0.9043643439450821
CDH1	above_median	50	LUSC-6	Lung6	True	33097	33099	0.12109858899598151	0.14988368228647392	-0.028785093290492406	0.8079504529687547
CDH1	above_median	50	LUAD-9 R1	Lung9	True	7511	31353	0.4207162827852483	0.5380665327081938	-0.11735024992294552	0.7819038301224593
CDH1	above_median	50	LUAD-9 R2	Lung9	True	13297	81579	0.27336993306760926	0.42827198176001174	-0.15490204869240248	0.6383091696640476
CDH1	above_median	50	LUAD-12	Lung12	True	5510	12757	0.2671506352087114	0.5230853648977032	-0.2559347296889918	0.5107209131361504
CDH1	above_median	50	LUAD-13	Lung13	True	11443	14587	1.5605173468496023	1.678617947487489	-0.11810060063788663	0.9296441451643856
CDH1	above_median	75	LUAD-5 R1	Lung5	True	8911	8926	0.5501066098081023	0.6568451714093659	-0.1067385616012636	0.8374981407380387
CDH1	above_median	75	LUAD-5 R2	Lung5	True	8957	8957	0.5642514234676789	0.6681924751590934	-0.10394105169141454	0.8444444444444444
CDH1	above_median	75	LUAD-5 R3	Lung5	True	7945	7948	0.5629955947136563	0.6116004026170105	-0.0486048079033542	0.9205284893610658
CDH1	above_median	75	LUSC-6	Lung6	True	33097	33099	0.35169350696437746	0.4237590259524457	-0.07206551898806823	0.829937500856547
CDH1	above_median	75	LUAD-9 R1	Lung9	True	7511	31353	1.2467048329117294	1.4768921634293368	-0.23018733051760742	0.8441407326699375
CDH1	above_median	75	LUAD-9 R2	Lung9	True	13297	81579	0.7521245393697826	1.0525257725640178	-0.3004012331942352	0.7145901401896894
CDH1	above_median	75	LUAD-12	Lung12	True	5510	12757	0.7852994555353902	1.2441012777298739	-0.45880182219448373	0.6312182694389119
CDH1	above_median	75	LUAD-13	Lung13	True	11443	14587	3.9418858690902736	4.111743333104819	-0.16985746401454538	0.9586896724202179
CDH1	above_median	100	LUAD-5 R1	Lung5	True	8911	8926	1.206486365166648	1.3904324445440286	-0.1839460793773806	0.8677058492851101
CDH1	above_median	100	LUAD-5 R2	Lung5	True	8957	8957	1.205649212906107	1.410405269621525	-0.20475605671541808	0.854824665558458
CDH1	above_median	100	LUAD-5 R3	Lung5	True	7945	7948	1.1938325991189427	1.2661046804227478	-0.07227208130380514	0.9429177678423291
CDH1	above_median	100	LUSC-6	Lung6	True	33097	33099	0.7381333655618334	0.8582736638569141	-0.12014029829508066	0.8600209893949283
CDH1	above_median	100	LUAD-9 R1	Lung9	True	7511	31353	2.6833976833976836	3.0007016872388608	-0.3173040038411772	0.8942567316202801
CDH1	above_median	100	LUAD-9 R2	Lung9	True	13297	81579	1.5368128149206588	2.0021451599063482	-0.46533234498568943	0.7675831132007154
CDH1	above_median	100	LUAD-12	Lung12	True	5510	12757	1.6589836660617059	2.282825115622795	-0.6238414495610893	0.7267239416231435
CDH1	above_median	100	LUAD-13	Lung13	True	11443	14587	7.452765883072621	7.661959278809899	-0.20919339573727846	0.9726971407540851
ESAM	q4_q1	25	LUAD-5 R1	Lung5	True	2081	15756	0.028351753964440174	0.029385630870779385	-0.0010338769063392116	0.964816923247774
ESAM	q4_q1	25	LUAD-5 R2	Lung5	True	2512	15402	0.028662420382165606	0.02629528632645111	0.0023671340557144954	1.0900212314225053
ESAM	q4_q1	25	LUAD-5 R3	Lung5	True	1658	14235	0.03739445114595899	0.031752722163681066	0.005641728982277924	1.17767701783789
ESAM	q4_q1	25	LUSC-6	Lung6	True	2747	63449	0.024390243902439025	0.020788349698182794	0.0036018942042562313	1.1732650381848777
ESAM	q4_q1	25	LUAD-9 R1	Lung9	True	3154	35710	0.08338617628408371	0.09546345561467376	-0.012077279330590052	0.8734879305088381
ESAM	q4_q1	25	LUAD-9 R2	Lung9	True	6884	87992	0.06682161533991865	0.08978088917174289	-0.022959273831824237	0.7442743768341926
ESAM	q4_q1	25	LUAD-12	Lung12	True	2737	15530	0.05516989404457435	0.10592401802962009	-0.050754123985045745	0.5208440452961943
ESAM	q4_q1	25	LUAD-13	Lung13	True	2333	23697	0.3120445777968281	0.3307591678271511	-0.018714590030322997	0.9434192855385859
ESAM	q4_q1	50	LUAD-5 R1	Lung5	True	2081	15756	0.22008649687650167	0.19605229753744605	0.024034199339055623	1.1225907558388346
ESAM	q4_q1	50	LUAD-5 R2	Lung5	True	2512	15402	0.2249203821656051	0.19575379820802494	0.02916658395758015	1.1489962607345439
ESAM	q4_q1	50	LUAD-5 R3	Lung5	True	1658	14235	0.21652593486127866	0.207516684229013	0.009009250632265653	1.04341458454648
ESAM	q4_q1	50	LUSC-6	Lung6	True	2747	63449	0.13505642519111757	0.13551040993553878	-0.00045398474442120973	0.9966498164632727
ESAM	q4_q1	50	LUAD-9 R1	Lung9	True	3154	35710	0.4930247305009512	0.517362083450014	-0.024337352949062807	0.9529587619046802
ESAM	q4_q1	50	LUAD-9 R2	Lung9	True	6884	87992	0.34238814642649623	0.4115828711701064	-0.06919472474361016	0.8318814275557835
ESAM	q4_q1	50	LUAD-12	Lung12	True	2737	15530	0.32225063938618925	0.46767546683837735	-0.1454248274521881	0.6890475601910394
ESAM	q4_q1	50	LUAD-13	Lung13	True	2333	23697	1.6035147878268323	1.6289825716335402	-0.02546778380670789	0.9843658340793856
ESAM	q4_q1	75	LUAD-5 R1	Lung5	True	2081	15756	0.6597789524267179	0.5960903782685961	0.06368857415812179	1.1068438218095578
ESAM	q4_q1	75	LUAD-5 R2	Lung5	True	2512	15402	0.6747611464968153	0.6066744578626152	0.06808668863420009	1.1122293641207137
ESAM	q4_q1	75	LUAD-5 R3	Lung5	True	1658	14235	0.5989143546441495	0.5859501229364243	0.012964231707725205	1.0221251454693043
ESAM	q4_q1	75	LUSC-6	Lung6	True	2747	63449	0.38733163451037494	0.3877444876987817	-0.000412853188406781	0.9989352442097706
ESAM	q4_q1	75	LUAD-9 R1	Lung9	True	3154	35710	1.4473684210526316	1.4310837300476058	0.01628469100502583	1.0113792719902448
ESAM	q4_q1	75	LUAD-9 R2	Lung9	True	6884	87992	0.8858221963974433	1.0201722883898536	-0.13435009199241033	0.8683064679158692
ESAM	q4_q1	75	LUAD-12	Lung12	True	2737	15530	0.8553160394592619	1.1498390212491951	-0.2945229817899332	0.7438572040545633
ESAM	q4_q1	75	LUAD-13	Lung13	True	2333	23697	4.028718388341192	4.037895092205765	-0.009176703864572922	0.9977273545609725
ESAM	q4_q1	100	LUAD-5 R1	Lung5	True	2081	15756	1.4310427679000481	1.2810357958872811	0.15000697201276703	1.1170981892109175
ESAM	q4_q1	100	LUAD-5 R2	Lung5	True	2512	15402	1.4112261146496816	1.2911959485781068	0.1200301660715748	1.0929604574764618
ESAM	q4_q1	100	LUAD-5 R3	Lung5	True	1658	14235	1.2677925211097707	1.2255707762557078	0.04222174485406294	1.034450678550819
ESAM	q4_q1	100	LUSC-6	Lung6	True	2747	63449	0.7917728431015654	0.7984838216520355	-0.0067109785504700925	0.9915953481229146
ESAM	q4_q1	100	LUAD-9 R1	Lung9	True	3154	35710	3.0294863665187064	2.9314197703724445	0.0980665961462619	1.0334536176420077
ESAM	q4_q1	100	LUAD-9 R2	Lung9	True	6884	87992	1.7790528762347473	1.9492794799527229	-0.1702266037179756	0.9126720383256155
ESAM	q4_q1	100	LUAD-12	Lung12	True	2737	15530	1.7245158933138474	2.1598840952994203	-0.4353682019855729	0.7984298310575695
ESAM	q4_q1	100	LUAD-13	Lung13	True	2333	23697	7.555507929704244	7.571422542937925	-0.015914613233681152	0.9978980682766774
ESAM	detected_absent	25	LUAD-5 R1	Lung5	True	2081	15756	0.028351753964440174	0.029385630870779385	-0.0010338769063392116	0.964816923247774
ESAM	detected_absent	25	LUAD-5 R2	Lung5	True	2512	15402	0.028662420382165606	0.02629528632645111	0.0023671340557144954	1.0900212314225053
ESAM	detected_absent	25	LUAD-5 R3	Lung5	True	1658	14235	0.03739445114595899	0.031752722163681066	0.005641728982277924	1.17767701783789
ESAM	detected_absent	25	LUSC-6	Lung6	True	2747	63449	0.024390243902439025	0.020788349698182794	0.0036018942042562313	1.1732650381848777
ESAM	detected_absent	25	LUAD-9 R1	Lung9	True	3154	35710	0.08338617628408371	0.09546345561467376	-0.012077279330590052	0.8734879305088381
ESAM	detected_absent	25	LUAD-9 R2	Lung9	True	6884	87992	0.06682161533991865	0.08978088917174289	-0.022959273831824237	0.7442743768341926
ESAM	detected_absent	25	LUAD-12	Lung12	True	2737	15530	0.05516989404457435	0.10592401802962009	-0.050754123985045745	0.5208440452961943
ESAM	detected_absent	25	LUAD-13	Lung13	True	2333	23697	0.3120445777968281	0.3307591678271511	-0.018714590030322997	0.9434192855385859
ESAM	detected_absent	50	LUAD-5 R1	Lung5	True	2081	15756	0.22008649687650167	0.19605229753744605	0.024034199339055623	1.1225907558388346
ESAM	detected_absent	50	LUAD-5 R2	Lung5	True	2512	15402	0.2249203821656051	0.19575379820802494	0.02916658395758015	1.1489962607345439
ESAM	detected_absent	50	LUAD-5 R3	Lung5	True	1658	14235	0.21652593486127866	0.207516684229013	0.009009250632265653	1.04341458454648
ESAM	detected_absent	50	LUSC-6	Lung6	True	2747	63449	0.13505642519111757	0.13551040993553878	-0.00045398474442120973	0.9966498164632727
ESAM	detected_absent	50	LUAD-9 R1	Lung9	True	3154	35710	0.4930247305009512	0.517362083450014	-0.024337352949062807	0.9529587619046802
ESAM	detected_absent	50	LUAD-9 R2	Lung9	True	6884	87992	0.34238814642649623	0.4115828711701064	-0.06919472474361016	0.8318814275557835
ESAM	detected_absent	50	LUAD-12	Lung12	True	2737	15530	0.32225063938618925	0.46767546683837735	-0.1454248274521881	0.6890475601910394
ESAM	detected_absent	50	LUAD-13	Lung13	True	2333	23697	1.6035147878268323	1.6289825716335402	-0.02546778380670789	0.9843658340793856
ESAM	detected_absent	75	LUAD-5 R1	Lung5	True	2081	15756	0.6597789524267179	0.5960903782685961	0.06368857415812179	1.1068438218095578
ESAM	detected_absent	75	LUAD-5 R2	Lung5	True	2512	15402	0.6747611464968153	0.6066744578626152	0.06808668863420009	1.1122293641207137
ESAM	detected_absent	75	LUAD-5 R3	Lung5	True	1658	14235	0.5989143546441495	0.5859501229364243	0.012964231707725205	1.0221251454693043
ESAM	detected_absent	75	LUSC-6	Lung6	True	2747	63449	0.38733163451037494	0.3877444876987817	-0.000412853188406781	0.9989352442097706
ESAM	detected_absent	75	LUAD-9 R1	Lung9	True	3154	35710	1.4473684210526316	1.4310837300476058	0.01628469100502583	1.0113792719902448
ESAM	detected_absent	75	LUAD-9 R2	Lung9	True	6884	87992	0.8858221963974433	1.0201722883898536	-0.13435009199241033	0.8683064679158692
ESAM	detected_absent	75	LUAD-12	Lung12	True	2737	15530	0.8553160394592619	1.1498390212491951	-0.2945229817899332	0.7438572040545633
ESAM	detected_absent	75	LUAD-13	Lung13	True	2333	23697	4.028718388341192	4.037895092205765	-0.009176703864572922	0.9977273545609725
ESAM	detected_absent	100	LUAD-5 R1	Lung5	True	2081	15756	1.4310427679000481	1.2810357958872811	0.15000697201276703	1.1170981892109175
ESAM	detected_absent	100	LUAD-5 R2	Lung5	True	2512	15402	1.4112261146496816	1.2911959485781068	0.1200301660715748	1.0929604574764618
ESAM	detected_absent	100	LUAD-5 R3	Lung5	True	1658	14235	1.2677925211097707	1.2255707762557078	0.04222174485406294	1.034450678550819
ESAM	detected_absent	100	LUSC-6	Lung6	True	2747	63449	0.7917728431015654	0.7984838216520355	-0.0067109785504700925	0.9915953481229146
ESAM	detected_absent	100	LUAD-9 R1	Lung9	True	3154	35710	3.0294863665187064	2.9314197703724445	0.0980665961462619	1.0334536176420077
ESAM	detected_absent	100	LUAD-9 R2	Lung9	True	6884	87992	1.7790528762347473	1.9492794799527229	-0.1702266037179756	0.9126720383256155
ESAM	detected_absent	100	LUAD-12	Lung12	True	2737	15530	1.7245158933138474	2.1598840952994203	-0.4353682019855729	0.7984298310575695
ESAM	detected_absent	100	LUAD-13	Lung13	True	2333	23697	7.555507929704244	7.571422542937925	-0.015914613233681152	0.9978980682766774
ESAM	q4_vs_rest	25	LUAD-5 R1	Lung5	True	2081	15756	0.028351753964440174	0.029385630870779385	-0.0010338769063392116	0.964816923247774
ESAM	q4_vs_rest	25	LUAD-5 R2	Lung5	True	2512	15402	0.028662420382165606	0.02629528632645111	0.0023671340557144954	1.0900212314225053
ESAM	q4_vs_rest	25	LUAD-5 R3	Lung5	True	1658	14235	0.03739445114595899	0.031752722163681066	0.005641728982277924	1.17767701783789
ESAM	q4_vs_rest	25	LUSC-6	Lung6	True	2747	63449	0.024390243902439025	0.020788349698182794	0.0036018942042562313	1.1732650381848777
ESAM	q4_vs_rest	25	LUAD-9 R1	Lung9	True	3154	35710	0.08338617628408371	0.09546345561467376	-0.012077279330590052	0.8734879305088381
ESAM	q4_vs_rest	25	LUAD-9 R2	Lung9	True	6884	87992	0.06682161533991865	0.08978088917174289	-0.022959273831824237	0.7442743768341926
ESAM	q4_vs_rest	25	LUAD-12	Lung12	True	2737	15530	0.05516989404457435	0.10592401802962009	-0.050754123985045745	0.5208440452961943
ESAM	q4_vs_rest	25	LUAD-13	Lung13	True	2333	23697	0.3120445777968281	0.3307591678271511	-0.018714590030322997	0.9434192855385859
ESAM	q4_vs_rest	50	LUAD-5 R1	Lung5	True	2081	15756	0.22008649687650167	0.19605229753744605	0.024034199339055623	1.1225907558388346
ESAM	q4_vs_rest	50	LUAD-5 R2	Lung5	True	2512	15402	0.2249203821656051	0.19575379820802494	0.02916658395758015	1.1489962607345439
ESAM	q4_vs_rest	50	LUAD-5 R3	Lung5	True	1658	14235	0.21652593486127866	0.207516684229013	0.009009250632265653	1.04341458454648
ESAM	q4_vs_rest	50	LUSC-6	Lung6	True	2747	63449	0.13505642519111757	0.13551040993553878	-0.00045398474442120973	0.9966498164632727
ESAM	q4_vs_rest	50	LUAD-9 R1	Lung9	True	3154	35710	0.4930247305009512	0.517362083450014	-0.024337352949062807	0.9529587619046802
ESAM	q4_vs_rest	50	LUAD-9 R2	Lung9	True	6884	87992	0.34238814642649623	0.4115828711701064	-0.06919472474361016	0.8318814275557835
ESAM	q4_vs_rest	50	LUAD-12	Lung12	True	2737	15530	0.32225063938618925	0.46767546683837735	-0.1454248274521881	0.6890475601910394
ESAM	q4_vs_rest	50	LUAD-13	Lung13	True	2333	23697	1.6035147878268323	1.6289825716335402	-0.02546778380670789	0.9843658340793856
ESAM	q4_vs_rest	75	LUAD-5 R1	Lung5	True	2081	15756	0.6597789524267179	0.5960903782685961	0.06368857415812179	1.1068438218095578
ESAM	q4_vs_rest	75	LUAD-5 R2	Lung5	True	2512	15402	0.6747611464968153	0.6066744578626152	0.06808668863420009	1.1122293641207137
ESAM	q4_vs_rest	75	LUAD-5 R3	Lung5	True	1658	14235	0.5989143546441495	0.5859501229364243	0.012964231707725205	1.0221251454693043
ESAM	q4_vs_rest	75	LUSC-6	Lung6	True	2747	63449	0.38733163451037494	0.3877444876987817	-0.000412853188406781	0.9989352442097706
ESAM	q4_vs_rest	75	LUAD-9 R1	Lung9	True	3154	35710	1.4473684210526316	1.4310837300476058	0.01628469100502583	1.0113792719902448
ESAM	q4_vs_rest	75	LUAD-9 R2	Lung9	True	6884	87992	0.8858221963974433	1.0201722883898536	-0.13435009199241033	0.8683064679158692
ESAM	q4_vs_rest	75	LUAD-12	Lung12	True	2737	15530	0.8553160394592619	1.1498390212491951	-0.2945229817899332	0.7438572040545633
ESAM	q4_vs_rest	75	LUAD-13	Lung13	True	2333	23697	4.028718388341192	4.037895092205765	-0.009176703864572922	0.9977273545609725
ESAM	q4_vs_rest	100	LUAD-5 R1	Lung5	True	2081	15756	1.4310427679000481	1.2810357958872811	0.15000697201276703	1.1170981892109175
ESAM	q4_vs_rest	100	LUAD-5 R2	Lung5	True	2512	15402	1.4112261146496816	1.2911959485781068	0.1200301660715748	1.0929604574764618
ESAM	q4_vs_rest	100	LUAD-5 R3	Lung5	True	1658	14235	1.2677925211097707	1.2255707762557078	0.04222174485406294	1.034450678550819
ESAM	q4_vs_rest	100	LUSC-6	Lung6	True	2747	63449	0.7917728431015654	0.7984838216520355	-0.0067109785504700925	0.9915953481229146
ESAM	q4_vs_rest	100	LUAD-9 R1	Lung9	True	3154	35710	3.0294863665187064	2.9314197703724445	0.0980665961462619	1.0334536176420077
ESAM	q4_vs_rest	100	LUAD-9 R2	Lung9	True	6884	87992	1.7790528762347473	1.9492794799527229	-0.1702266037179756	0.9126720383256155
ESAM	q4_vs_rest	100	LUAD-12	Lung12	True	2737	15530	1.7245158933138474	2.1598840952994203	-0.4353682019855729	0.7984298310575695
ESAM	q4_vs_rest	100	LUAD-13	Lung13	True	2333	23697	7.555507929704244	7.571422542937925	-0.015914613233681152	0.9978980682766774
ESAM	above_median	25	LUAD-5 R1	Lung5	True	2081	15756	0.028351753964440174	0.029385630870779385	-0.0010338769063392116	0.964816923247774
ESAM	above_median	25	LUAD-5 R2	Lung5	True	2512	15402	0.028662420382165606	0.02629528632645111	0.0023671340557144954	1.0900212314225053
ESAM	above_median	25	LUAD-5 R3	Lung5	True	1658	14235	0.03739445114595899	0.031752722163681066	0.005641728982277924	1.17767701783789
ESAM	above_median	25	LUSC-6	Lung6	True	2747	63449	0.024390243902439025	0.020788349698182794	0.0036018942042562313	1.1732650381848777
ESAM	above_median	25	LUAD-9 R1	Lung9	True	3154	35710	0.08338617628408371	0.09546345561467376	-0.012077279330590052	0.8734879305088381
ESAM	above_median	25	LUAD-9 R2	Lung9	True	6884	87992	0.06682161533991865	0.08978088917174289	-0.022959273831824237	0.7442743768341926
ESAM	above_median	25	LUAD-12	Lung12	True	2737	15530	0.05516989404457435	0.10592401802962009	-0.050754123985045745	0.5208440452961943
ESAM	above_median	25	LUAD-13	Lung13	True	2333	23697	0.3120445777968281	0.3307591678271511	-0.018714590030322997	0.9434192855385859
ESAM	above_median	50	LUAD-5 R1	Lung5	True	2081	15756	0.22008649687650167	0.19605229753744605	0.024034199339055623	1.1225907558388346
ESAM	above_median	50	LUAD-5 R2	Lung5	True	2512	15402	0.2249203821656051	0.19575379820802494	0.02916658395758015	1.1489962607345439
ESAM	above_median	50	LUAD-5 R3	Lung5	True	1658	14235	0.21652593486127866	0.207516684229013	0.009009250632265653	1.04341458454648
ESAM	above_median	50	LUSC-6	Lung6	True	2747	63449	0.13505642519111757	0.13551040993553878	-0.00045398474442120973	0.9966498164632727
ESAM	above_median	50	LUAD-9 R1	Lung9	True	3154	35710	0.4930247305009512	0.517362083450014	-0.024337352949062807	0.9529587619046802
ESAM	above_median	50	LUAD-9 R2	Lung9	True	6884	87992	0.34238814642649623	0.4115828711701064	-0.06919472474361016	0.8318814275557835
ESAM	above_median	50	LUAD-12	Lung12	True	2737	15530	0.32225063938618925	0.46767546683837735	-0.1454248274521881	0.6890475601910394
ESAM	above_median	50	LUAD-13	Lung13	True	2333	23697	1.6035147878268323	1.6289825716335402	-0.02546778380670789	0.9843658340793856
ESAM	above_median	75	LUAD-5 R1	Lung5	True	2081	15756	0.6597789524267179	0.5960903782685961	0.06368857415812179	1.1068438218095578
ESAM	above_median	75	LUAD-5 R2	Lung5	True	2512	15402	0.6747611464968153	0.6066744578626152	0.06808668863420009	1.1122293641207137
ESAM	above_median	75	LUAD-5 R3	Lung5	True	1658	14235	0.5989143546441495	0.5859501229364243	0.012964231707725205	1.0221251454693043
ESAM	above_median	75	LUSC-6	Lung6	True	2747	63449	0.38733163451037494	0.3877444876987817	-0.000412853188406781	0.9989352442097706
ESAM	above_median	75	LUAD-9 R1	Lung9	True	3154	35710	1.4473684210526316	1.4310837300476058	0.01628469100502583	1.0113792719902448
ESAM	above_median	75	LUAD-9 R2	Lung9	True	6884	87992	0.8858221963974433	1.0201722883898536	-0.13435009199241033	0.8683064679158692
ESAM	above_median	75	LUAD-12	Lung12	True	2737	15530	0.8553160394592619	1.1498390212491951	-0.2945229817899332	0.7438572040545633
ESAM	above_median	75	LUAD-13	Lung13	True	2333	23697	4.028718388341192	4.037895092205765	-0.009176703864572922	0.9977273545609725
ESAM	above_median	100	LUAD-5 R1	Lung5	True	2081	15756	1.4310427679000481	1.2810357958872811	0.15000697201276703	1.1170981892109175
ESAM	above_median	100	LUAD-5 R2	Lung5	True	2512	15402	1.4112261146496816	1.2911959485781068	0.1200301660715748	1.0929604574764618
ESAM	above_median	100	LUAD-5 R3	Lung5	True	1658	14235	1.2677925211097707	1.2255707762557078	0.04222174485406294	1.034450678550819
ESAM	above_median	100	LUSC-6	Lung6	True	2747	63449	0.7917728431015654	0.7984838216520355	-0.0067109785504700925	0.9915953481229146
ESAM	above_median	100	LUAD-9 R1	Lung9	True	3154	35710	3.0294863665187064	2.9314197703724445	0.0980665961462619	1.0334536176420077
ESAM	above_median	100	LUAD-9 R2	Lung9	True	6884	87992	1.7790528762347473	1.9492794799527229	-0.1702266037179756	0.9126720383256155
ESAM	above_median	100	LUAD-12	Lung12	True	2737	15530	1.7245158933138474	2.1598840952994203	-0.4353682019855729	0.7984298310575695
ESAM	above_median	100	LUAD-13	Lung13	True	2333	23697	7.555507929704244	7.571422542937925	-0.015914613233681152	0.9978980682766774
CDH11	q4_q1	25	LUAD-5 R1	Lung5	True	868	16969	0.026497695852534562	0.029406564912487478	-0.0029088690599529156	0.9010809637708597
CDH11	q4_q1	25	LUAD-5 R2	Lung5	True	1207	16707	0.02568351284175642	0.026695397138923806	-0.0010118842971673855	0.9620951772359293
CDH11	q4_q1	25	LUAD-5 R3	Lung5	True	716	15177	0.029329608938547486	0.03248336298346182	-0.0031537540449143343	0.9029117137126473
