method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	n_thin_tail	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
cellchat	TNK	median	FN1_CD44	FN1	FN1	CD44	FN1	CD44	other	cellchatdb_v2	17	2	1	GSE123902,GSE189357	0.05889719953625578	0.06511413154048531	0.28735809060976286	0.22224395906927755	1.0	0.8823529411764706	194.0	2558.0	0.0714111328125	0.10843912760416666
cellchat	TNK	median	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	ICAM1	ITGAL	other	cellchatdb_v2	14	2	0	GSE123902,GSE189357	0.060213695308070504	0.06931127491151898	0.12837804915826892	0.0590667742467499	1.0	1.0	374.5	4035.5	0.0001220703125	0.0008341471354166667
cellchat	TNK	median	LAMC1_CD44	LAMININ	LAMC1	CD44	LAMC1	CD44	other	cellchatdb_v2	19	2	1	GSE123902,GSE189357	0.06593062444971351	0.0951966449458489	0.1275636505484022	0.032367005602553324	1.0	0.5263157894736842	194.0	2558.0	3.814697265625e-06	5.213419596354167e-05
cellchat	TNK	median	GDF15_TGFBR2	GDF	GDF15	TGFBR2	GDF15	TGFBR2	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.07285762417276853	0.11254901451704763	0.12709805589213022	0.014549041375082597	1.0	0.5555555555555556	315.0	2999.0	7.62939453125e-06	8.937290736607142e-05
cellchat	TNK	median	ICAM1_SPN	ICAM	ICAM1	SPN	ICAM1	SPN	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.07571907069061568	0.0851177302100039	0.14082993522416806	0.05571220501416416	1.0	1.0	315.0	3559.0	3.0517578125e-05	0.00025024414062500003
cellchat	TNK	median	LAMA3_CD44	LAMININ	LAMA3	CD44	LAMA3	CD44	other	cellchatdb_v2	12	2	0	GSE123902,GSE189357	0.07752598956801815	0.13036556618297984	0.1696280095755923	0.03926244339261244	1.0	0.5833333333333334	204.5	1947.0	0.00048828125	0.002224392361111111
cellchat	TNK	median	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.07993927787737044	0.09190556080795004	0.15757234356714245	0.06566678275919241	0.9375	0.625	204.5	2204.5	0.005385665016640753	0.014245952624662639
cellchat	TNK	median	LAMB2_CD44	LAMININ	LAMB2	CD44	LAMB2	CD44	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.0842570598220115	0.13267554129750037	0.21299623034845722	0.08032068905095681	1.0	0.5555555555555556	315.0	2582.0	3.814697265625e-05	0.0002843683416193182
cellchat	TNK	median	COL4A4_CD44	COLLAGEN	COL4A4	CD44	COL4A4	CD44	other	cellchatdb_v2	13	2	0	GSE123902,GSE189357	0.0885285653674868	0.15364806271987919	0.17064523308289153	0.016997170363012324	1.0	0.46153846153846156	215.0	3392.0	0.000244140625	0.0014299665178571428
cellchat	TNK	median	SCGB3A2_MARCO	UGRP1	SCGB3A2	MARCO	SCGB3A2	MARCO	other	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.08969189227057155	0.10171040423884109	0.2734261816686215	0.17171577742978042	1.0	0.8333333333333334	386.5	5244.0	0.03125	0.05229591836734694
cellchat	TNK	median	IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	IGFBP3	TMEM219	other	cellchatdb_v2	7	2	1	GSE123902,GSE189357	0.09051137860178257	0.11219148533862273	0.12304051083620916	0.010849025497586432	0.8571428571428571	0.5714285714285714	129.0	1336.0	0.078125	0.11439732142857142
cellchat	TNK	median	COL4A5_CD44	COLLAGEN	COL4A5	CD44	COL4A5	CD44	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.10906373838646005	0.08600660289491288	0.09984000923420508	0.013833406339292203	1.0	0.2	319.0	6525.0		
cellchat	TNK	median	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.10938424129955168	0.11590182013362425	0.19331424978523828	0.07741242965161402	0.9375	0.625	204.5	2204.5	0.005385665016640753	0.014245952624662639
cellchat	TNK	median	COL1A1_CD44	COLLAGEN	COL1A1	CD44	COL1A1	CD44	other	cellchatdb_v2	19	2	1	GSE123902,GSE189357	0.11920493441174716	0.11205762948198754	0.2474056129881453	0.13534798350615782	1.0	0.5263157894736842	194.0	2558.0	0.001171112060546875	0.004170735677083334
cellchat	TNK	median	COL4A3_CD44	COLLAGEN	COL4A3	CD44	COL4A3	CD44	other	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.12216164131121673	0.17586831027817362	0.23148967480967292	0.05562136453149935	1.0	0.5555555555555556	149.0	3392.0	0.01171875	0.027455357142857142
cellchat	TNK	median	CD55_ADGRE5	ADGRE	CD55	ADGRE5	CD55	ADGRE5	other	cellchatdb_v2	20	2	1	GSE123902,GSE189357	0.13772913075592785	0.13824089883340088	0.533600307773096	0.3953594089396952	1.0	1.0	263.0	2582.0	1.9073486328125e-06	3.910064697265625e-05
cellchat	TNK	median	LAMC2_CD44	LAMININ	LAMC2	CD44	LAMC2	CD44	other	cellchatdb_v2	15	2	1	GSE123902,GSE189357	0.1433577818206359	0.1617731117404687	0.16542122852056965	0.003648116780100905	1.0	0.2	194.0	2606.0	0.0009815397525216685	0.0037536621093749996
cellchat	TNK	median	PTN_NCL	PTN	PTN	NCL	PTN	NCL	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.16954539573200433	0.0920007138834328	0.11677489896061573	0.024774185077182927	0.6666666666666666	0.3333333333333333	194.0	2606.0		
cellchat	TNK	median	LAMA5_CD44	LAMININ	LAMA5	CD44	LAMA5	CD44	other	cellchatdb_v2	20	2	1	GSE123902,GSE189357	0.17101854567526176	0.16172255598331525	0.20702139791375748	0.04529884193044224	1.0	0.45	263.0	2582.0	1.9073486328125e-06	3.910064697265625e-05
cellchat	TNK	median	MDK_NCL	MK	MDK	NCL	MDK	NCL	other	cellchatdb_v2	21	2	1	GSE123902,GSE189357	0.19954647869026448	0.21810911354888957	0.4892478223301521	0.27113870878126245	1.0	0.9047619047619048	215.0	2558.0	9.5367431640625e-07	3.910064697265625e-05
cellchat	TNK	median	SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	SFTPD	ADGRE5	other	cellchatdb_v2	15	2	0	GSE123902,GSE189357	0.20895617263748234	0.2859365846058695	0.4359089003226611	0.14997231571679157	1.0	0.8	311.0	3726.0	0.00042724609375	0.002224392361111111
cellchat	TNK	median	APP_CD74	APP	APP	CD74	APP	CD74	other	cellchatdb_v2	21	2	1	GSE123902,GSE189357	0.2196513686036424	0.24775502726717638	0.6307667309200276	0.38301170365285114	1.0	0.9523809523809523	215.0	2558.0	1.9073486328125e-06	3.910064697265625e-05
cellchat	TNK	median	LAMB3_CD44	LAMININ	LAMB3	CD44	LAMB3	CD44	other	cellchatdb_v2	19	2	1	GSE123902,GSE189357	0.2529506282145038	0.2560513619599089	0.30065727112288726	0.04460590916297837	1.0	0.3157894736842105	215.0	2606.0	3.814697265625e-06	5.213419596354167e-05
cellchat	TNK	q4q1	COL4A2_CD44	COLLAGEN	COL4A2	CD44	COL4A2	CD44	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.21566402270606003	-0.16139238973313005	0.1076354031136888	0.2690277928468189	0.8	0.8	123.0	2558.0		
cellchat	TNK	q4q1	CLEC2C_KLRB1	CLEC	CD69	KLRB1	CD69	KLRB1	other	cellchatdb_v2	16	2	1	GSE123902,GSE189357	-0.18228958419765492	-0.3027181657608663	0.05477102291888873	0.3574891886797551	0.6875	1.0	160.5	3559.0	3.0517578125e-05	0.0002780490451388889
cellchat	TNK	q4q1	COL4A1_CD44	COLLAGEN	COL4A1	CD44	COL4A1	CD44	other	cellchatdb_v2	6	2	1	GSE123902,GSE189357	-0.12638034203502158	-0.12151217149610073	0.06336976204556889	0.18488193354166962	0.8333333333333334	0.6666666666666666	101.0	1947.0	0.3125	0.37137681159420294
cellchat	TNK	q4q1	CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	CLEC2B	KLRB1	other	cellchatdb_v2	18	2	1	GSE123902,GSE189357	-0.12343943078470179	-0.11775114554758592	0.04775956312171459	0.1655107086693005	0.7222222222222222	0.9444444444444444	139.0	2999.0	0.00104522705078125	0.004081362769717262
cellchat	TNK	q4q1	LAMA4_CD44	LAMININ	LAMA4	CD44	LAMA4	CD44	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	-0.06392504744936647	-0.11623985863240471	0.05203146886141291	0.16827132749381765	0.3333333333333333	1.0	123.0	2558.0		
cellchat	TNK	q4q1	COL1A2_CD44	COLLAGEN	COL1A2	CD44	COL1A2	CD44	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.04716422071853773	-0.13881440092477057	0.13952518660309843	0.278339587527869	0.8	0.8	123.0	2558.0		
cellchat	TNK	q4q1	TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.015421073914440248	-0.0179924674865654	0.0	0.0179924674865654	0.0	1.0	255.0	3392.0		
cellchat	TNK	q4q1	RETN_CAP1	RESISTIN	RETN	CAP1	RETN	CAP1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	-0.007029957804153587	-0.006256001699649476	0.014030015968079736	0.020286017667729212	0.5	1.0	205.0	3098.0		
cellchat	TNK	q4q1	ANXA1_FPR1	ANNEXIN	ANXA1	FPR1	ANXA1	FPR1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	-0.0025429580279716195	-0.004585115513994079	0.03392703561510815	0.03851215112910224	1.0	1.0	205.0	4473.5		
cellchat	TNK	q4q1	COL1A2_SDC4	COLLAGEN	COL1A2	SDC4	COL1A2	SDC4	other	cellchatdb_v2	3	1	0	GSE123902	-0.0025203553585276127	-0.004175390219741505	0.0019968943757733607	0.006172284595514866	1.0	0.6666666666666666	79.0	1336.0		
cellchat	TNK	q4q1	CD99_PILRA	CD99	CD99	PILRA	CD99	PILRA	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.001265552963911016	-0.0038045968620221463	0.009050040703480264	0.012854637565502407	1.0	1.0	213.0	3392.0		
cellchat	TNK	q4q1	CD99_PILRB	CD99	CD99	PILRB	CD99	PILRB	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	-0.0012250567944108981	0.014678856751628964	0.02322687530077072	0.008548018549141749	1.0	1.0	144.5	3308.5		
cellchat	TNK	q4q1	CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	CLEC2D	KLRB1	other	cellchatdb_v2	9	2	1	GSE123902,GSE189357	-0.0009232009219887553	-0.029100027291785	0.019712089531165624	0.04881211682295063	0.8888888888888888	0.7777777777777778	65.0	1336.0	0.42578125	0.49174735915492956
cellchat	TNK	q4q1	COL4A2_SDC4	COLLAGEN	COL4A2	SDC4	COL4A2	SDC4	other	cellchatdb_v2	3	1	0	GSE123902	-0.00037289601716704654	-0.001987841036737235	0.0002784557875594919	0.002266296824296727	0.6666666666666666	0.6666666666666666	79.0	1336.0		
cellchat	TNK	q4q1	COL4A1_SDC4	COLLAGEN	COL4A1	SDC4	COL4A1	SDC4	other	cellchatdb_v2	3	1	0	GSE123902	-0.00032386351190591807	-0.0017101658569820429	0.0004536403809404786	0.0021638062379225214	0.6666666666666666	0.6666666666666666	79.0	1336.0		
cellchat	TNK	q4q1	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	TGM2	ADGRG1	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	-0.00018717695505452938	-0.0371715854280443	1.9582449292848138e-05	0.03719116787733715	0.3333333333333333	1.0	123.0	6525.0		
cellchat	TNK	q4q1	PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	PECAM1	other	cellchatdb_v2	8	2	1	GSE123902,GSE189357	-4.815284463370832e-05	-0.030327497223902072	0.0010732265230995804	0.03140072374700165	0.625	0.75	139.0	2204.5	0.640625	0.682224025974026
cellchat	TNK	q4q1	CXCL10_CXCR3	CXCL	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.00026818426219271977	0.009188513007355232	0.00972458462646222	0.0005360716191069895	1.0	0.3333333333333333	65.0	344.0		
cellchat	TNK	q4q1	FN1_SDC4	FN1	FN1	SDC4	FN1	SDC4	other	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.0002814940057845745	0.006577579958323132	0.017163228806851873	0.010585648848528742	1.0	0.6	176.0	1593.5	0.16015625	0.2052001953125
cellchat	TNK	q4q1	THBS3_SDC4	THBS	THBS3	SDC4	THBS3	SDC4	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.00028623451884390015	0.001209291647378571	0.0014051688043329878	0.00019587715695441673	1.0	0.2	155.0	1336.0		
cellchat	TNK	q4q1	TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	TNFSF14	TNFRSF14	other	cellchatdb_v2	6	2	1	GSE123902,GSE189357	0.0003473046231097244	-0.01207044799076766	0.0011013920814795432	0.013171840072247204	0.6666666666666666	0.3333333333333333	58.0	2582.0	0.8125	0.8125
cellchat	TNK	q4q1	TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.0004804668552599948	0.000512272024183037	0.0013455210931448338	0.0008332490689617968	0.875	0.75	138.0	1014.0	0.4609375	0.5138797244510135
cellchat	TNK	q4q1	THBS1_SDC4	THBS	THBS1	SDC4	THBS1	SDC4	other	cellchatdb_v2	11	2	0	GSE123902,GSE189357	0.0006408641421093025	0.007365845853734911	0.012332594035524258	0.004966748181789347	1.0	0.45454545454545453	213.0	1851.0	0.0244140625	0.047665550595238096
cellchat	TNK	q4q1	HLA-E_CD8B	MHC-I	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.0008095366537147972	-0.00026062796030493825	0.1457688716511351	0.14602949961144004	1.0	1.0	160.5	2999.0	0.668548583984375	0.6939365048951741
cellchat	TNK	q4q1	COL6A2_CD44	COLLAGEN	COL6A2	CD44	COL6A2	CD44	other	cellchatdb_v2	10	2	1	GSE123902,GSE189357	0.0010921365912452054	-0.010844209571508159	0.181322366863173	0.19216657643468113	0.8	0.6	139.0	1947.0	0.65234375	0.6857972756410257
cellchat	TNK	q4q1	SEMA3C_PLXND1	SEMA3	SEMA3C	PLXND1	SEMA3C	PLXND1	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.0011326706028659903	0.000922819439595132	0.000922819439595132	0.0	1.0	0.0	123.0	6525.0		
cellchat	TNK	q4q1	COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	COL4A4	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.0012696629248001355	0.0038763431568494154	0.004836229231996455	0.0009598860751470397	1.0	0.14285714285714285	155.0	344.0	0.015625	0.032852564102564104
cellchat	TNK	q4q1	TNFSF9_TNFRSF9	CD137	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.0016160820697801773	0.0027787747256428417	0.007529429306028965	0.004750654580386122	1.0	0.2	302.0	3392.0		
cellchat	TNK	q4q1	PVR_CD226	PVR	PVR	CD226	PVR	CD226	barrier|inhibitory	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.001669467583120497	0.0030214323554122453	0.0030214323554122453	0.0	1.0	0.0	189.0	3720.0		
cellchat	TNK	q4q1	COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	COL6A1	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.0020450048490159717	0.0031466967278533688	0.005852608605123625	0.002705911877270256	1.0	0.5714285714285714	197.0	1336.0	0.078125	0.11863425925925926
cellchat	TNK	q4q1	CD70_CD27	CD70	CD70	CD27	CD70	CD27	other	cellchatdb_v2	3	1	0	GSE123902	0.002316392285838599	0.00200063076338197	0.003748358884438844	0.001747728121056874	0.6666666666666666	0.3333333333333333	79.0	2558.0		
cellchat	TNK	q4q1	ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	ANGPTL4	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.0023636678778469426	0.004997821315754174	0.00520865771565035	0.00021083639989617474	1.0	0.14285714285714285	155.0	344.0	0.046875	0.07391826923076923
cellchat	TNK	q4q1	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.002746421167256881	0.0017261385352694437	0.015535167169658314	0.01380902863438887	0.875	0.625	101.0	840.0	0.546875	0.5943627608449835
cellchat	TNK	q4q1	HLA-B_CD8B	MHC-I	HLA-B	CD8B	HLA-B	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.00276685433180593	0.006435809176149949	0.24744383696740263	0.2410080277912527	1.0	1.0	160.5	2999.0	0.433197021484375	0.49336327446831596
cellchat	TNK	q4q1	CCL20_CCR6	CCL	CCL20	CCR6	CCL20	CCR6	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.002779880942817955	0.0028749109440435513	0.013385314958442578	0.010510404014399026	1.0	0.375	139.0	1971.0	0.0390625	0.06406250000000001
cellchat	TNK	q4q1	TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	TNFSF15	TNFRSF25	other	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.0028834187467038147	0.005987490854392171	0.006470312546567403	0.0004828216921752325	1.0	0.125	139.0	3559.0	0.0078125	0.018841911764705885
cellchat	TNK	q4q1	COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	COL1A1	SDC4	other	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.003101225760712173	0.008196696109385414	0.019564661793824146	0.01136796568443873	1.0	0.5	176.0	840.0	0.01953125	0.0400390625
cellchat	TNK	q4q1	HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	HLA-DOB	CD4	other	cellchatdb_v2	5	2	0	GSE123902,GSE189357	0.003305424818433428	0.010179092306406123	0.010179092306406123	0.0	1.0	0.0	79.0	2558.0		
cellchat	TNK	q4q1	COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	COL6A2	SDC4	other	cellchatdb_v2	5	1	0	GSE123902	0.004202303968317554	0.003829223323719897	0.00950552450948712	0.005676301185767223	1.0	0.6	155.0	177.0		
cellchat	TNK	q4q1	HLA-F_CD8B	MHC-I	HLA-F	CD8B	HLA-F	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.004232596373366148	0.024506422017493635	0.06676470075914033	0.0422582787416467	1.0	1.0	160.5	2999.0	0.0506591796875	0.07837835347877359
cellchat	TNK	q4q1	COL4A3_SDC4	COLLAGEN	COL4A3	SDC4	COL4A3	SDC4	other	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.0043596054364885605	0.007209044590610712	0.008705614591192772	0.0014965700005820596	1.0	0.3333333333333333	110.0	840.0	0.03125	0.05229591836734694
cellchat	TNK	q4q1	BAG6_NCR3-PS	BAG	BAG6	NCR3	BAG6	NCR3	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.00463776429709698	0.005086436749477145	0.0065398784233914415	0.001453441673914297	1.0	0.5	115.5	5125.5		
cellchat	TNK	q4q1	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	LPAR2	ADGRE5	other	cellchatdb_v2	9	2	1	GSE123902,GSE189357	0.004649841571699764	0.006726762035382175	0.006726762035382175	0.0	1.0	0.0	79.0	1336.0	0.0078125	0.018841911764705885
cellchat	TNK	q4q1	MDK_LRP1	MK	MDK	LRP1	MDK	LRP1	other	cellchatdb_v2	4	1	0	GSE189357	0.004706466281338192	0.01017175058630218	0.012821439832639944	0.0026496892463377625	1.0	0.25	234.0	5244.0		
cellchat	TNK	q4q1	SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	SEMA3E	PLXND1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.0048457847961671015	0.004981367850354086	0.005555127001821479	0.0005737591514673921	1.0	0.5	83.5	3308.5		
cellchat	TNK	q4q1	HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	HLA-DRA	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.004957677431944786	0.034098603806547875	0.25458945467161864	0.22049085086507078	1.0	1.0	197.0	3392.0	0.0983734130859375	0.13494415283203126
cellchat	TNK	q4q1	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.005085840376971546	0.008268096535897504	0.008408460312834204	0.00014036377693669907	1.0	0.125	160.5	3559.0	0.0078125	0.018841911764705885
cellchat	TNK	q4q1	COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	COL9A2	SDC4	other	cellchatdb_v2	4	1	0	GSE123902	0.005558766239590401	0.006625975233712025	0.006625975233712025	0.0	1.0	0.0	61.5	89.0		
cellchat	TNK	q4q1	HLA-C_CD8B	MHC-I	HLA-C	CD8B	HLA-C	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.005793182763845757	0.006136095123230714	0.21667158137981257	0.21053548625658186	1.0	1.0	160.5	2999.0	0.4637451171875	0.5138797244510135
cellchat	TNK	q4q1	TNC_SDC4	TENASCIN	TNC	SDC4	TNC	SDC4	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.005854942110047688	0.011289851474365675	0.012869897939515814	0.0015800464651501383	1.0	0.42857142857142855	197.0	2558.0	0.015625	0.032852564102564104
cellchat	TNK	q4q1	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	HLA-DMB	CD4	other	cellchatdb_v2	15	2	0	GSE123902,GSE189357	0.005885748750171223	0.019770326640995404	0.034369361092607985	0.014599034451612583	0.9333333333333333	0.6	166.0	3726.0	0.00262451171875	0.009356954823369564
cellchat	TNK	q4q1	CXCL13_CXCR3	CXCL	CXCL13	CXCR3	CXCL13	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.005906472389927985	0.008875683828795684	0.012482161826830105	0.0036064779980344228	0.6666666666666666	0.6666666666666666	65.0	344.0		
cellchat	TNK	q4q1	LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	LPAR1	ADGRE5	other	cellchatdb_v2	4	1	0	GSE123902	0.005994166048879681	0.007408960636711575	0.008106886490205507	0.0006979258534939316	0.75	0.25	110.0	218.0		
cellchat	TNK	q4q1	GAS6_AXL	GAS	GAS6	AXL	GAS6	AXL	other	cellchatdb_v2	3	2	0	GSE123902,GSE189357	0.006355680266426434	0.00519373444696973	0.010671802060524455	0.005478067613554727	1.0	0.6666666666666666	123.0	7096.0		
cellchat	TNK	q4q1	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	HLA-DPB1	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.006782654838130304	0.020020239357164363	0.1663554538460293	0.1463352144888649	1.0	0.9411764705882353	197.0	3392.0	0.2068939208984375	0.25321345542793844
cellchat	TNK	q4q1	CD99_CD99	CD99	CD99	CD99	CD99	CD99	other	cellchatdb_v2	21	2	1	GSE123902,GSE189357	0.0075672867556256795	-0.002955789246401397	0.3463432053569923	0.34929899460339364	1.0	1.0	155.0	2558.0	0.7079343795776367	0.7256327390670777
cellchat	TNK	q4q1	HLA-A_CD8B	MHC-I	HLA-A	CD8B	HLA-A	CD8B	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.007574841175545667	0.01718178487227093	0.23682748312024424	0.2196456982479733	1.0	1.0	160.5	2999.0	0.14385986328125	0.19026627079133066
cellchat	TNK	q4q1	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.008160373470172145	0.05692448974854017	0.07231196815806228	0.015387478409522112	1.0	0.3333333333333333	44.0	86.0		
cellchat	TNK	q4q1	PVR_TIGIT	PVR	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.008246624078763415	0.016104983060634445	0.016104983060634445	0.0	1.0	0.0	155.0	2558.0	0.00390625	0.010677083333333334
cellchat	TNK	q4q1	C3_C3AR1	COMPLEMENT	C3	C3AR1	C3	C3AR1	other	cellchatdb_v2	7	2	0	GSE123902,GSE189357	0.008693946096767062	0.008293734267470081	0.01356818666835177	0.005274452400881688	1.0	0.7142857142857143	123.0	1336.0	0.046875	0.07391826923076923
cellchat	TNK	q4q1	HLA-G_CD8B	MHC-I	HLA-G	CD8B	HLA-G	CD8B	inhibitory	cellchatdb_v2	8	1	0	GSE123902	0.008694796045196185	0.042849627057150966	0.07889608813918672	0.03604646108203577	1.0	0.625	61.5	980.5	0.1953125	0.24266098484848483
cellchat	TNK	q4q1	HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	HLA-DPA1	CD4	other	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.008915717794294335	0.029909698513701222	0.18297955035403	0.15306985184032876	1.0	0.9411764705882353	197.0	3392.0	0.088653564453125	0.1275367067571272
cellchat	TNK	q4q1	HC_C5AR1	COMPLEMENT	C5	C5AR1	C5	C5AR1	other	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.009008511317160399	0.005954843763892943	0.019500396050841612	0.01354555228694867	1.0	0.25	189.0	5244.0		
cellchat	TNK	q4q1	HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	HLA-DQA1	CD4	other	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.009161634160512046	0.02300102342700241	0.06722948578332061	0.04422846235631821	1.0	0.9375	181.5	3559.0	0.1590576171875	0.2052001953125
cellchat	TNK	q4q1	HLA-B_CD8A	MHC-I	HLA-B	CD8A	HLA-B	CD8A	other	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.009567392015927156	0.006698042396103786	0.456062182928745	0.44936414053264123	1.0	1.0	160.5	2582.0	0.3692169189453125	0.43251124790736606
cellchat	TNK	q4q1	NECTIN2_CD226	NECTIN	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.009839099743089531	0.017951070774620034	0.01979175353710863	0.0018406827624885926	1.0	1.0	144.5	5125.5	0.03125	0.05229591836734694
cellchat	TNK	q4q1	PLAU_PLAUR	PLAU	PLAU	PLAUR	PLAU	PLAUR	other	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.01002669112119419	0.020663339688254696	0.0362224940432839	0.015559154355029201	1.0	0.5	176.0	840.0	0.3125	0.37137681159420294
cellchat	TNK	q4q1	HLA-DOA_CD4	MHC-II	HLA-DOA	CD4	HLA-DOA	CD4	other	cellchatdb_v2	12	2	0	GSE123902,GSE189357	0.011270435685988907	0.01308140693079349	0.02243279051374747	0.009351383582953976	0.9166666666666666	0.4166666666666667	160.5	3559.0	0.02099609375	0.0419921875
cellchat	TNK	q4q1	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.0113563774484019	0.004116190129109465	0.30289366416937796	0.29877747404026844	1.0	1.0	160.5	2582.0	0.550872802734375	0.5943627608449835
