method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	n_thin_tail	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
liana_cpdb	TNK	median	TNF_TNFRSF1B	other	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellphonedb_v5_interactors	4	2	0	GSE123902,GSE189357	-0.33223356679081917	-0.28518166206777096	0.083735141903162	0.36891680397093296	0.25	1.0	386.5	2999.0		
liana_cpdb	TNK	median	CLEC2B_KLRF1	other	CLEC2B	KLRF1	CLEC2B	KLRF1	other	cellphonedb_v5_interactors	4	1	0	GSE189357	-0.33215702325105667	-0.30667401757091284	0.03582881111651659	0.34250282868742943	0.25	1.0	390.5	6810.5		
liana_cpdb	TNK	median	LCK_CD8A+CD8B	MHC_I_partial	LCK	CD8A+CD8B	LCK	CD8A|CD8B	other	cellphonedb_v5_interactors	3	1	0	GSE123902	-0.26927197724580765	-0.26179877171913785	0.0	0.26179877171913785	0.0	1.0	62.0	2606.0		
liana_cpdb	TNK	median	TGM2_ADGRG1	other	TGM2	ADGRG1	TGM2	ADGRG1	other	cellphonedb_v5_interactors	3	2	0	GSE123902,GSE189357	-0.18499182164669037	-0.21406433482964835	0.03646508355935415	0.2505294183890025	0.3333333333333333	1.0	149.0	6525.0		
liana_cpdb	TNK	median	KLRB1_CLEC2D	other	KLRB1	CLEC2D	KLRB1	CLEC2D	other	cellphonedb_v5_interactors	6	2	1	GSE123902,GSE189357	-0.12624401971697807	-0.1840883536885182	0.15848676674067974	0.34257512042919797	0.5	0.8333333333333334	105.5	3166.0	0.21875	0.26647727272727273
liana_cpdb	TNK	median	ANXA1_FPR1	other	ANXA1	FPR1	ANXA1	FPR1	other	cellphonedb_v5_interactors	4	2	0	GSE123902,GSE189357	-0.12482190132141113	-0.1885867863893509	1.003148142248392	1.191734928637743	1.0	1.0	352.0	4473.5		
liana_cpdb	TNK	median	CD99_PILRA	other	CD99	PILRA	CD99	PILRA	other	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	-0.08652898669242859	-0.09731111228466034	0.28015977814793586	0.3774708904325962	1.0	1.0	311.0	3392.0		
liana_cpdb	TNK	median	TGFB1_TGFBR3	other	TGFB1	TGFBR3	TGFB1	TGFBR3	inhibitory	cellphonedb_v5_interactors	5	1	0	GSE189357	-0.07559902966022491	-0.11899730563163757	0.18487178534269333	0.3038690909743309	0.8	1.0	430.0	7096.0		
liana_cpdb	TNK	median	PLAUR_ITGA4+ITGB1	other	PLAUR	ITGA4+ITGB1	PLAUR	ITGA4|ITGB1	other	cellphonedb_v5_interactors	17	2	1	GSE123902,GSE189357	-0.06563378870487213	-0.0610179906601415	0.2805833230342935	0.341601313694435	0.8823529411764706	1.0	319.0	3392.0	0.0983734130859375	0.14075648531000665
liana_cpdb	TNK	median	CD44_TYROBP	other	CD44	TYROBP	CD44	TYROBP	other	cellphonedb_v5_interactors	19	2	1	GSE123902,GSE189357	-0.053969234228134155	-0.07315907803805251	0.7006294497925984	0.7737885278306509	0.9473684210526315	0.9473684210526315	311.0	2558.0	0.040130615234375	0.06894233899238782
liana_cpdb	TNK	median	ICAM2_ITGAL+ITGB2	other	ICAM2	ITGAL+ITGB2	ICAM2	ITGAL|ITGB2	other	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	-0.049244241788983345	-0.09691373370587826	0.13070840276777745	0.2276221364736557	0.8	1.0	129.0	3726.0		
liana_cpdb	TNK	median	APOE_TREM2+TYROBP	other	APOE	TREM2+TYROBP	APOE	TREM2|TYROBP	other	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	-0.039741337299346924	-0.06259348317980766	0.34035535529255867	0.40294883847236634	1.0	1.0	194.0	177.0		
liana_cpdb	TNK	median	HLA-E_VSIR	MHC_I_partial	HLA-E	VSIR	HLA-E	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	-0.03499859571456909	-0.10023255480660333	0.7866406093041102	0.8868731641107135	1.0	1.0	462.0	7096.0	0.203125	0.2567806603773585
