method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	n_thin_tail	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
liana_cpdb	TNK	q4q1	TNF_TNFRSF1B	other	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	-0.3728657737374306	-0.35274710804224013	0.0	0.35274710804224013	0.0	1.0	255.0	3392.0		
liana_cpdb	TNK	q4q1	TGFB1_TGFBR3	other	TGFB1	TGFBR3	TGFB1	TGFBR3	inhibitory	cellphonedb_v5_interactors	5	1	0	GSE189357	-0.08198188245296478	-0.13036101162433625	0.18330031484365464	0.3136613264679909	0.8	1.0	302.0	7096.0		
liana_cpdb	TNK	q4q1	HLA-E_VSIR	MHC_I_partial	HLA-E	VSIR	HLA-E	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	-0.03821095824241638	-0.11358808477719624	0.7773449901077483	0.8909330748849444	1.0	1.0	302.0	7096.0	0.07421875	0.12309451219512196
liana_cpdb	TNK	q4q1	HLA-F_VSIR	MHC_I_partial	HLA-F	VSIR	HLA-F	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	-0.003104463219642639	0.0031210357944170633	0.3148724006281959	0.3117513648337788	1.0	1.0	302.0	7096.0	0.734375	0.7926587301587301
liana_cpdb	TNK	q4q1	HLA-E_KLRD1	MHC_I	HLA-E	KLRD1	HLA-E	KLRD1	inhibitory	curated_overlay	18	2	0	GSE123902,GSE189357	0.002082645893096924	-0.03764034890466266	0.8393843877646658	0.8770247366693285	1.0	1.0	160.5	2582.0	0.7987060546875	0.8486251831054688
liana_cpdb	TNK	q4q1	LGALS9_HAVCR2	other	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.02941935509443283	0.025693057104945183	0.17203194461762905	0.14633888751268387	0.875	0.625	101.0	840.0	0.4609375	0.5586644222861842
liana_cpdb	TNK	q4q1	TNFSF10_TNFRSF10B	other	TNFSF10	TNFRSF10B	TNFSF10	TNFRSF10B	attack	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.05230940878391266	0.04253268055617809	0.29321219911798835	0.25067951856181026	1.0	1.0	278.5	7176.5	0.1953125	0.25540865384615385
liana_cpdb	TNK	q4q1	CXCL10_CXCR3	T_recruit	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellphonedb_v5_interactors	3	1	1	GSE123902	0.10121206194162369	0.10796919247756402	0.17437348297486702	0.06640429049730301	1.0	0.3333333333333333	65.0	344.0		
liana_cpdb	TNK	q4q1	NECTIN2_TIGIT	other	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	17	2	0	GSE123902,GSE189357	0.10176528990268707	0.17124004399075227	0.3745846814092468	0.2033446374184945	1.0	0.7647058823529411	166.0	3392.0	1.52587890625e-05	0.00020751953125
liana_cpdb	TNK	q4q1	CXCL16_CXCR6	T_recruit	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.1145980954170227	0.15692308814161354	0.4069715162946118	0.25004842815299827	1.0	0.8888888888888888	79.0	1336.0	0.00390625	0.010624999999999999
liana_cpdb	TNK	q4q1	LGALS9_P4HB	other	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellphonedb_v5_interactors	15	2	1	GSE123902,GSE189357	0.14146669209003448	0.1042372390627861	0.2834666197498639	0.17922938068707783	0.8666666666666667	0.5333333333333333	123.0	1851.0	0.1353759765625	0.19586311502659576
liana_cpdb	TNK	q4q1	PVR_CD226	other	PVR	CD226	PVR	CD226	barrier|inhibitory	cellphonedb_v5_interactors	4	2	0	GSE123902,GSE189357	0.14340448752045631	0.1461899448186159	0.1461899448186159	0.0	1.0	0.0	189.0	3720.0		
liana_cpdb	TNK	q4q1	TGFB2_TGFBR3	other	TGFB2	TGFBR3	TGFB2	TGFBR3	inhibitory	cellphonedb_v5_interactors	3	1	0	GSE189357	0.18433640152215958	0.17839818944533667	0.2817111735542615	0.10331298410892487	1.0	0.3333333333333333	166.0	6525.0		
liana_cpdb	TNK	q4q1	NECTIN3_TIGIT	other	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.18757010996341705	0.18379527074284852	0.2015373115427792	0.01774204079993069	1.0	0.125	160.5	3559.0	0.0078125	0.019675925925925927
liana_cpdb	TNK	q4q1	CEACAM5_CEACAM6	other	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.1936618834733963	0.19733755787213644	0.328069989879926	0.1307324320077896	1.0	0.3333333333333333	44.0	86.0		
liana_cpdb	TNK	q4q1	PVR_TIGIT	other	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.23827984370291233	0.23804808428717983	0.23804808428717983	0.0	1.0	0.0	155.0	2558.0	0.00390625	0.010624999999999999
liana_cpdb	TNK	q4q1	CD47_SIRPG	other	CD47	SIRPG	CD47	SIRPG	inhibitory	cellphonedb_v5_interactors	4	1	0	GSE123902	0.25636204704642296	0.2073529977351427	0.5169213898479939	0.30956839211285114	1.0	1.0	117.0	840.0		
liana_cpdb	TNK	q4q1	CEACAM5_CD8A	MHC_I_partial	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	12	2	0	GSE123902,GSE189357	0.2671172749251127	0.3117318047831456	0.40806847251951694	0.09633666773637135	1.0	0.25	140.0	2364.0	0.00048828125	0.0022135416666666666
liana_cpdb	TNK	q4q1	PVR_CD96	other	PVR	CD96	PVR	CD96	barrier|inhibitory	cellphonedb_v5_interactors	10	2	1	GSE123902,GSE189357	0.2768709622323513	0.2700401609763503	0.2700401609763503	0.0	1.0	0.0	139.0	1947.0	0.001953125	0.006324404761904762
liana_cpdb	TNK	q4q1	F11R_ITGAL+ITGB2	other	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	14	2	0	GSE123902,GSE189357	0.2968820706009865	0.2803992027682917	0.3940064768706049	0.11360727410231318	1.0	0.42857142857142855	234.0	4035.5	0.0001220703125	0.0007546164772727273
liana_cpdb	TNK	q4q1	CDH1_ITGAE+ITGB7	other	CDH1	ITGAE+ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	cellphonedb_v5_interactors	10	2	1	GSE123902,GSE189357	0.3262447640299797	0.3321063436567783	0.3879379343241453	0.05583159066736698	1.0	0.3	139.0	3142.0	0.001953125	0.006324404761904762
liana_cpdb	TNK	q4q1	CDH1_KLRG1	other	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellphonedb_v5_interactors	6	2	0	GSE123902,GSE189357	0.383390162140131	0.41094929352402687	0.48251142849524814	0.07156213497122128	1.0	0.3333333333333333	160.5	4958.5	0.03125	0.057432432432432436
liana_cpdb	TNK	q4q1	CEACAM6_CEACAM6	other	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.5983675718307495	0.592764417330424	1.2640802959601085	0.6713158786296844	1.0	1.0	44.0	86.0		
liana_cpdb	TNK	tertile	TNF_TNFRSF1B	other	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	-0.2881110608577728	-0.2843143567442894	0.06573612540960312	0.3500504821538925	0.2	1.0	340.0	3392.0		
liana_cpdb	TNK	tertile	TGFB1_TGFBR3	other	TGFB1	TGFBR3	TGFB1	TGFBR3	inhibitory	cellphonedb_v5_interactors	5	1	0	GSE189357	-0.07546763122081757	-0.1299630545079708	0.18369827196002006	0.3136613264679909	0.8	1.0	403.0	7096.0		
liana_cpdb	TNK	tertile	HLA-E_VSIR	MHC_I_partial	HLA-E	VSIR	HLA-E	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	-0.03754299879074097	-0.10565230581495497	0.784972745511267	0.8906250513262219	1.0	1.0	403.0	7096.0	0.12890625	0.1826171875
liana_cpdb	TNK	tertile	HLA-E_KLRD1	MHC_I	HLA-E	KLRD1	HLA-E	KLRD1	inhibitory	curated_overlay	18	2	0	GSE123902,GSE189357	-0.007351964712142944	-0.041343135138352714	0.8430282928877406	0.8843714280260934	1.0	1.0	208.0	2582.0	0.83172607421875	0.8563432835820896
liana_cpdb	TNK	tertile	HLA-F_VSIR	MHC_I_partial	HLA-F	VSIR	HLA-F	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	0.0015276595950126648	0.00493651462925805	0.316072016954422	0.31113550232516396	1.0	1.0	403.0	7096.0	0.91015625	0.91015625
liana_cpdb	TNK	tertile	LGALS9_HAVCR2	other	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.03225471079349518	0.017101778131392267	0.16146157454285356	0.1443597964114613	0.8888888888888888	0.6666666666666666	149.0	1336.0	0.42578125	0.5079495614035088
liana_cpdb	TNK	tertile	TNFSF10_TNFRSF10B	other	TNFSF10	TNFRSF10B	TNFSF10	TNFRSF10B	attack	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.05790930986404419	0.0429328978061676	0.2973551000468433	0.2544222022406757	1.0	1.0	371.5	7176.5	0.1953125	0.2505896226415094
liana_cpdb	TNK	tertile	CXCL10_CXCR3	T_recruit	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellphonedb_v5_interactors	3	1	1	GSE123902	0.10121206194162369	0.10787899574885766	0.17428328624616066	0.06640429049730301	1.0	0.3333333333333333	79.0	344.0		
liana_cpdb	TNK	tertile	LGALS9_P4HB	other	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellphonedb_v5_interactors	16	2	1	GSE123902,GSE189357	0.10556136444211006	0.08940997195895761	0.27981480851303786	0.19040483655408025	0.875	0.5625	171.5	2204.5	0.116668701171875	0.1687972697805851
liana_cpdb	TNK	tertile	NECTIN2_TIGIT	other	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	17	2	0	GSE123902,GSE189357	0.10934294015169144	0.16157497772399118	0.36748500080669627	0.20591002308270512	1.0	0.7647058823529411	222.0	3392.0	1.52587890625e-05	0.00020751953125
liana_cpdb	TNK	tertile	CXCL16_CXCR6	T_recruit	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.11321879178285599	0.12718849504987398	0.40521543762750095	0.27802694257762695	1.0	1.0	86.0	1336.0	0.00390625	0.010624999999999999
liana_cpdb	TNK	tertile	PVR_CD226	other	PVR	CD226	PVR	CD226	barrier|inhibitory	cellphonedb_v5_interactors	4	2	0	GSE123902,GSE189357	0.15089288167655468	0.15164918452501297	0.15164918452501297	0.0	1.0	0.0	244.5	3720.0		
liana_cpdb	TNK	tertile	CEACAM5_CEACAM6	other	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.16361349821090698	0.16340046375989914	0.32397783050934476	0.1605773667494456	1.0	0.3333333333333333	58.0	86.0		
liana_cpdb	TNK	tertile	TGFB2_TGFBR3	other	TGFB2	TGFBR3	TGFB2	TGFBR3	inhibitory	cellphonedb_v5_interactors	3	1	0	GSE189357	0.17929773032665253	0.17291598518689474	0.2762289692958196	0.10331298410892487	1.0	0.3333333333333333	222.0	6525.0		
liana_cpdb	TNK	tertile	NECTIN3_TIGIT	other	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.19843757152557373	0.1942660328414705	0.21001442894339561	0.01574839610192511	1.0	0.1111111111111111	222.0	3726.0	0.00390625	0.010624999999999999
liana_cpdb	TNK	tertile	PVR_TIGIT	other	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	10	2	0	GSE123902,GSE189357	0.22969367168843746	0.23762592822313308	0.23762592822313308	0.0	1.0	0.0	180.0	1947.0	0.001953125	0.006324404761904762
liana_cpdb	TNK	tertile	CD47_SIRPG	other	CD47	SIRPG	CD47	SIRPG	inhibitory	cellphonedb_v5_interactors	4	1	0	GSE123902	0.24434983730316162	0.19878572784364223	0.5141680538654327	0.3153823260217905	1.0	1.0	140.0	840.0		
liana_cpdb	TNK	tertile	CEACAM5_CD8A	MHC_I_partial	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	11	2	0	GSE123902,GSE189357	0.27044420689344406	0.30106756124984135	0.42178586023775017	0.1207182989879088	1.0	0.2727272727272727	166.0	1336.0	0.0009765625	0.003689236111111111
liana_cpdb	TNK	tertile	PVR_CD96	other	PVR	CD96	PVR	CD96	barrier|inhibitory	cellphonedb_v5_interactors	11	2	1	GSE123902,GSE189357	0.2801999896764755	0.2715810845521363	0.2715810845521363	0.0	1.0	0.0	166.0	1336.0	0.0009765625	0.003689236111111111
liana_cpdb	TNK	tertile	F11R_ITGAL+ITGB2	other	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	14	2	0	GSE123902,GSE189357	0.29826997965574265	0.27540904549615725	0.3922272462929998	0.11681820079684258	1.0	0.42857142857142855	311.5	4035.5	0.0001220703125	0.0007546164772727273
liana_cpdb	TNK	tertile	CDH1_ITGAE+ITGB7	other	CDH1	ITGAE+ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	cellphonedb_v5_interactors	10	2	1	GSE123902,GSE189357	0.3293652981519699	0.3121741503477097	0.3843811433762312	0.07220699302852154	1.0	0.4	171.5	3142.0	0.001953125	0.006324404761904762
liana_cpdb	TNK	tertile	CDH1_KLRG1	other	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellphonedb_v5_interactors	6	2	0	GSE123902,GSE189357	0.3859080858528614	0.39043164749940235	0.4675934240221977	0.07716177652279536	1.0	0.3333333333333333	208.0	4958.5	0.03125	0.0625
liana_cpdb	TNK	tertile	CEACAM6_CEACAM6	other	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.5095698237419128	0.5297662218411764	1.223563939332962	0.6937977174917856	1.0	1.0	58.0	86.0		
