nhood	n_samples_present	n_samples_A	n_samples_B	n_cells	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR
0	0	0	0	31	0.0	0.0				False		
1	1	0	1	31	0.0	0.0015496125968507872				False		
2	3	2	1	31	0.0001414948431430537	0.0019397298233460338				False		
3	3	2	1	31	0.001302576234790061	0.00013855213023900243				False		
4	1	0	1	31	0.0	0.0019183168316831683				False		
5	2	1	1	31	0.0013422818791946308	0.00013855213023900243				False		
6	3	2	1	31	0.0013986993686163516	6.927606511950121e-05				False		
7	5	3	2	31	0.00045879474787375733	0.0012083920481604574	1.397148308389914	0.6746431616873518	0.5340948976595661	True	0.8443569224425673	0.8545611150471629
8	4	3	1	31	0.000939735744585703	0.0007620367163145134				False		
9	1	0	1	31	0.0	0.0013443191673894188				False		
10	1	0	1	31	0.0	0.0015496125968507872				False		
11	1	1	0	31	0.0014348530432770194	0.0				False		
12	1	0	1	31	0.0	0.0013443191673894188				False		
13	3	2	1	31	0.0013113464444346617	6.927606511950121e-05				False		
14	1	1	0	31	0.001516634050880626	0.0				False		
15	1	0	1	31	0.0	0.0015496125968507872				False		
16	1	1	0	31	0.001516634050880626	0.0				False		
17	1	1	0	31	0.0017489421720733426	0.0				False		
18	0	0	0	31	0.0	0.0				False		
19	1	1	0	31	0.0016028955532574976	0.0				False		
20	5	3	2	31	0.00018466800299187227	0.0012798079751527862	2.792854692257327	0.9709574752010234	0.38589739149536384	True	0.8443569224425673	0.8545611150471629
21	9	4	5	31	0.0007183544433078782	0.0008251196887556871	0.19990494786244106	0.29299941370674604	0.7770748264378506	True	0.9320253089972066	0.9353832537558651
22	3	2	1	31	0.0013524137865751574	0.00013855213023900243				False		
23	0	0	0	31	0.0	0.0				False		
24	0	0	0	31	0.0	0.0				False		
25	5	3	2	31	0.0013166822534096607	0.00018008290641996917	-2.870104926186981	-1.3188339454851796	0.2548704649800908	True	0.8443569224425673	0.8545611150471629
26	1	1	0	31	0.001516634050880626	0.0				False		
27	1	0	1	31	0.0	0.0015496125968507872				False		
28	2	1	1	31	4.8923679060665357e-05	0.0020782819535850364				False		
29	1	0	1	31	0.0	0.0013443191673894188				False		
30	4	3	1	31	0.00038644851126834657	0.0015240734326290267				False		
31	2	2	0	31	0.0008290644470118399	0.0				False		
32	2	2	0	31	0.001513995953861155	0.0				False		
33	1	1	0	31	0.001516634050880626	0.0				False		
34	3	2	1	31	0.00024155981758649741	0.0018011776931070316				False		
35	4	3	1	31	0.0007929108629281609	0.0010391409767925182				False		
36	1	1	0	31	0.0017489421720733426	0.0				False		
37	0	0	0	31	0.0	0.0				False		
