sample,patient,fov,n_high_pre,n_low_pre,n_cd8_pre,n_nk_pre,skipped,radius_um,n_cells,n_cldn4_high,n_cldn4_low,n_cd8,n_nk,n_other,z_cldn4_high_cd8,edges_cldn4_high_cd8,mean_n_cldn4_high_cd8,frac_cldn4_high_cd8,z_cldn4_high_nk,edges_cldn4_high_nk,mean_n_cldn4_high_nk,frac_cldn4_high_nk,mean_n_cldn4_high_cd8nk,frac_cldn4_high_cd8nk,z_cldn4_low_cd8,edges_cldn4_low_cd8,mean_n_cldn4_low_cd8,frac_cldn4_low_cd8,z_cldn4_low_nk,edges_cldn4_low_nk,mean_n_cldn4_low_nk,frac_cldn4_low_nk,mean_n_cldn4_low_cd8nk,frac_cldn4_low_cd8nk,delta_mean_n_cd8,ratio_mean_n_cd8,delta_z_cd8,delta_frac_cd8,delta_mean_n_nk,ratio_mean_n_nk,delta_z_nk,delta_frac_nk,delta_mean_n_cd8nk,ratio_mean_n_cd8nk,delta_z_cd8nk,delta_frac_cd8nk,occ_cldn4_high_cd8,occ_cldn4_high_nk,occ_cldn4_low_cd8,occ_cldn4_low_nk,delta_occ_cd8,ratio_occ_cd8,delta_occ_nk,ratio_occ_nk,perm_delta_mean_n_cd8nk,perm_p_high_lt_low_cd8nk
LUAD-12,Lung12,6,317,470,24,21,False,50.0,2546.0,317.0,470.0,24.0,21.0,1714.0,-3.597341071880222,57.0,0.17981072555205047,0.006196325687574737,-5.251471189770416,27.0,0.08517350157728706,0.00293510164148277,0.26498422712933756,0.009131427329057506,-1.9556047305046367,116.0,0.24680851063829787,0.008235711750088746,-2.8762719623918307,84.0,0.17872340425531916,0.005963791267305644,0.425531914893617,0.01419950301739439,-0.0669977850862474,0.7285434569781355,-1.6417363413755852,-0.0020393860625140094,-0.09354990267803209,0.47656602073005855,-2.375199227378585,-0.003028689625822874,-0.16054768776427947,0.6227129337539432,,-0.005068075688336884,0.658237461464291,0.3647519138005484,0.8748820299424688,0.7411342242845804,-0.2166445684781778,0.752372821633536,-0.37638231048403203,0.49215365024148594,-0.16054768776427947,0.001
LUAD-12,Lung12,6,317,470,24,21,False,100.0,2546.0,317.0,470.0,24.0,21.0,1714.0,-3.2240431692979272,264.0,0.832807570977918,0.007430758838099527,-5.099749903519876,176.0,0.555205047318612,0.004953839225399685,1.38801261829653,0.012384598063499213,-1.8342050768231206,451.0,0.9595744680851064,0.00880446665625488,-2.0791881987320013,381.0,0.8106382978723404,0.007437919725128846,1.7702127659574467,0.016242386381383728,-0.12676689710718836,0.8678925905978303,-1.3898380924748066,-0.0013737078181553534,-0.25543325055372845,0.6848986148024873,-3.0205617047878746,-0.0024840804997291613,-0.3822001476609167,0.7840936665857802,,-0.0038577883178845147,0.7811010651975319,0.6118138242289489,0.9254913923605912,0.9185951171094483,-0.14439032716305933,0.8439852295170761,-0.3067812928804994,0.6660320883853041,-0.3822001476609167,0.001
LUAD-12,Lung12,7,230,286,46,34,False,50.0,3088.0,230.0,286.0,46.0,34.0,2492.0,-8.835674567786132,20.0,0.08695652173913043,0.0030372057706909645,-7.649406179255291,15.0,0.06521739130434782,0.002277904328018223,0.15217391304347827,0.005315110098709188,-2.8470319297816995,123.0,0.43006993006993005,0.01379233011886073,-4.260431057649066,67.0,0.23426573426573427,0.007512895267997309,0.6643356643356644,0.02130522538685804,-0.3431134083307996,0.20219158713326263,-5.988642638004432,-0.010755124348169765,-0.16904834296138643,0.27839065541855934,-3.388975121606226,-0.005234990939979086,-0.5121617512921861,0.22906178489702517,,-0.01599011528814885,0.19847848472555935,0.1981527541707581,0.9013155477455169,0.6535396903369038,-0.7028370630199576,0.22020976474001644,-0.4553869361661458,0.3031992656308435,-0.5121617512921861,0.001
LUAD-12,Lung12,7,230,286,46,34,False,100.0,3088.0,230.0,286.0,46.0,34.0,2492.0,-10.670355812550149,161.0,0.7,0.006232579746051409,-8.64783616884283,137.0,0.5956521739130435,0.005303499535459895,1.2956521739130435,0.011536079281511305,-3.901059933513355,471.0,1.6468531468531469,0.013701021031503622,-5.591011248031664,281.0,0.9825174825174825,0.008174069872298339,2.629370629370629,0.02187509090380196,-0.9468531468531469,0.42505307855626323,-6.769295879036793,-0.007468441285452212,-0.386865308604439,0.6062509670431688,-3.0568249208111657,-0.0028705703368384437,-1.3337184554575856,0.4927613320999076,,-0.010339011622290655,0.4174167284522339,0.4532739216730394,0.9176032411055361,0.6986128088205481,-0.5001865126533023,0.45489892554142103,-0.24533888714750868,0.6488199413896967,-1.3337184554575856,0.001
LUAD-12,Lung12,8,438,532,58,14,False,50.0,3074.0,438.0,532.0,58.0,14.0,2032.0,-11.174826110441579,87.0,0.19863013698630136,0.006884545382606631,-5.579157527214291,21.0,0.04794520547945205,0.0016617868164912558,0.2465753424657534,0.008546332199097888,-6.213769308911967,247.0,0.4642857142857143,0.014074074074074074,-3.459424464001041,55.0,0.10338345864661654,0.0031339031339031338,0.5676691729323309,0.017207977207977208,-0.2656555772994129,0.4278187565858798,-4.961056801529612,-0.007189528691467443,-0.055438253167164483,0.46376089663760894,-2.1197330632132503,-0.001472116317411878,-0.32109383046657747,0.4343645105688106,,-0.00866164500887932,0.3084843919985505,0.30560811810711697,0.6306345506345507,0.5763352011086149,-0.32215015863600016,0.4891650666588922,-0.27072708300149795,0.5302610659894825,-0.32109383046657747,0.001
LUAD-12,Lung12,8,438,532,58,14,False,100.0,3074.0,438.0,532.0,58.0,14.0,2032.0,-9.917936623075903,633.0,1.4452054794520548,0.012178229250836892,-7.142522354739339,98.0,0.2237442922374429,0.0018854130593712725,1.6689497716894977,0.014063642310208164,-5.32049516332195,1118.0,2.101503759398496,0.016517448216765655,-2.1153312220645963,283.0,0.5319548872180451,0.004181071418018497,2.6334586466165413,0.02069851963478415,-0.6562982799464414,0.6877006395961477,-4.597441459753953,-0.004339218965928763,-0.30821059498060216,0.42060764477144746,-5.0271911326747425,-0.0022956583586472247,-0.9645088749270436,0.6337482359306301,,-0.006634877324575987,0.5552102912945385,0.36606095113030424,0.7530370012736213,0.8117727690578131,-0.1978267099790828,0.7372948345904704,-0.4457118179275089,0.4509401708007207,-0.9645088749270436,0.001
LUAD-12,Lung12,9,164,732,29,23,False,50.0,2568.0,164.0,732.0,29.0,23.0,1620.0,-4.585041705530118,29.0,0.17682926829268292,0.005660745656841694,-1.5181359936687866,43.0,0.2621951219512195,0.008393519422213547,0.43902439024390244,0.014054265079055241,-5.842302755294143,165.0,0.22540983606557377,0.007251472268612112,-2.2613760659949818,202.0,0.27595628415300544,0.008877559989452404,0.5013661202185792,0.016129032258064516,-0.048580567772890854,0.7844789356984478,1.2572610497640246,-0.001590726611770418,-0.013761162201785915,0.950132818159865,0.7432400723261952,-0.0004840405672388564,-0.06234172997467674,0.8756562769987374,,-0.0020747671790092743,0.471627493852569,0.977230012730213,0.6041595754533607,1.033585272769633,-0.13253208160079172,0.7806339798531874,-0.05635526003942004,0.9454759452131043,-0.06234172997467674,0.165
LUAD-12,Lung12,9,164,732,29,23,False,100.0,2568.0,164.0,732.0,29.0,23.0,1620.0,-3.924064105855087,163.0,0.9939024390243902,0.008326947637292465,-1.079128216007785,175.0,1.0670731707317074,0.008939974457215836,2.0609756097560976,0.0172669220945083,-4.890844217877717,740.0,1.010928961748634,0.00889049077911936,-1.7471430452838754,768.0,1.0491803278688525,0.009226887727518472,2.060109289617486,0.018117378506637832,-0.017026522724243653,0.9831575477916941,0.9667801120226303,-0.0005635431418268954,0.017892842862854863,1.0170541158536586,0.6680148292760903,-0.00028691327030263593,0.0008663201386114316,1.0004205214465938,,-0.0008504564121295313,0.6991717834600992,1.0257394304732126,0.7464806896401944,1.0586460736056575,-0.0473089061800952,0.9366240723482101,-0.03290664313244496,0.968916294167731,0.0008663201386114316,0.504
LUAD-12,Lung12,10,121,483,32,17,False,50.0,2373.0,121.0,483.0,32.0,17.0,1720.0,-4.867601440454306,15.0,0.12396694214876033,0.0046801872074883,-3.1979012831586724,10.0,0.08264462809917356,0.0031201248049922,0.2066115702479339,0.0078003120124804995,-4.258424411829791,132.0,0.2732919254658385,0.009807563712014265,-1.874438888507891,88.0,0.18219461697722567,0.006538375808009511,0.4554865424430642,0.016345939520023778,-0.1493249833170782,0.4536063110443276,-0.6091770286245151,-0.005127376504525966,-0.09954998887805211,0.4536063110443276,-1.3234623946507813,-0.003418251003017311,-0.2488749721951303,0.4536063110443276,,-0.008545627507543278,0.3495733112906606,0.47951706935839816,0.7324937348916636,1.0047770746050715,-0.382920423601003,0.47723727130903415,-0.5252600052466734,0.47723727130903415,-0.2488749721951303,0.001
LUAD-12,Lung12,10,121,483,32,17,False,100.0,2373.0,121.0,483.0,32.0,17.0,1720.0,-6.5478312721073255,67.0,0.5537190082644629,0.005349728521239221,-3.5483429445495287,56.0,0.4628099173553719,0.004471414883423826,1.0165289256198347,0.009821143404663047,-3.77686469501482,564.0,1.1677018633540373,0.010948905109489052,-2.3020246405705627,323.0,0.6687370600414079,0.006270383599937879,1.8364389233954452,0.01721928870942693,-0.6139828550895744,0.47419553367329,-2.7709665770925054,-0.005599176588249831,-0.20592714268603596,0.692065603971036,-1.246318303978966,-0.0017989687165140527,-0.8199099977756106,0.553532661865141,,-0.007398145304763883,0.39617533491968027,0.6563622246342345,0.8108883434800626,0.9205076372373163,-0.4147130085603823,0.4885695276114437,-0.2641454126030818,0.7130437576858666,-0.8199099977756106,0.001
LUAD-12,Lung12,11,101,327,42,17,False,50.0,2722.0,101.0,327.0,42.0,17.0,2235.0,-4.78061534251822,18.0,0.1782178217821782,0.006749156355455568,-3.2340312758681957,7.0,0.06930693069306931,0.0026246719160104987,0.24752475247524752,0.009373828271466066,-1.9866378601664998,151.0,0.4617737003058104,0.014763394603050449,-0.7092162335010367,66.0,0.2018348623853211,0.006452874462260462,0.6636085626911314,0.021216269065310912,-0.2835558785236322,0.385941905448823,-2.7939774823517203,-0.008014238247594882,-0.1325279316922518,0.3433843384338434,-2.524815042367159,-0.003828202546249963,-0.4160838102158839,0.37299812930601817,,-0.011842440793844847,0.401566572471124,0.3401198356181573,0.8784039747417419,0.8361999791214492,-0.47683740227061794,0.45715477618277844,-0.4960801435032919,0.40674461146902097,-0.41608381021588403,0.001
LUAD-12,Lung12,11,101,327,42,17,False,100.0,2722.0,101.0,327.0,42.0,17.0,2235.0,-4.8136713572138214,124.0,1.2277227722772277,0.01158770208391739,-3.61476752952718,46.0,0.45544554455445546,0.004298663676291935,1.683168316831683,0.015886365760209326,-4.0374373532270775,516.0,1.5779816513761469,0.013559322033898305,-0.7397024055712335,247.0,0.7553516819571865,0.006490605702273026,2.3333333333333335,0.02004992773617133,-0.3502588790989192,0.7780336173152198,-0.7762340039867439,-0.0019716199499809142,-0.29990613740273103,0.6029582715356556,-2.8750651239559466,-0.002191942025981091,-0.6501650165016504,0.7213578500707213,,-0.004163561975962005,0.71440772777984,0.5953126609021331,0.8359625035508,0.8988699843621589,-0.12155477577096008,0.8545930286889077,-0.30355732346002584,0.6622900655922657,-0.6501650165016504,0.001
LUAD-12,Lung12,12,54,221,109,25,False,50.0,3187.0,54.0,221.0,109.0,25.0,2778.0,-1.4037735437779688,63.0,1.1666666666666667,0.03455842018650576,-1.7580482163305946,10.0,0.18518518518518517,0.005485463521667581,1.3518518518518519,0.04004388370817334,-1.5221129033596272,278.0,1.257918552036199,0.0311345055437339,0.9139792084092654,79.0,0.3574660633484163,0.008847575316384814,1.6153846153846154,0.039982080860118716,-0.09125188536953233,0.9274580335731416,0.11833935958165842,0.00342391464277186,-0.17228087816323112,0.5180496952648851,-2.67202742473986,-0.003362111794717233,-0.26353276353276356,0.8368606701940036,,6.180284805462621e-05,0.9885078330969188,0.7166531829484863,0.8903708658205322,1.1556403700447,0.09813696727638666,1.1102203262074926,-0.43898718709621365,0.6201351229368756,-0.26353276353276356,0.147
LUAD-12,Lung12,12,54,221,109,25,False,100.0,3187.0,54.0,221.0,109.0,25.0,2778.0,3.2970126843747445,346.0,6.407407407407407,0.046889822469169264,-1.6265438592749115,50.0,0.9259259259259259,0.0067759859059493156,7.333333333333333,0.05366580837511858,-0.9023391079916955,1107.0,5.009049773755656,0.03286231668942587,-0.35351484374667647,257.0,1.16289592760181,0.007629282194383424,6.171945701357466,0.04049159888380929,1.3983576336517514,1.279166248452608,4.19935179236644,0.01402750577974339,-0.2369700016758841,0.7962242398040063,-1.273029015528235,-0.0008532962884341081,1.1613876319758667,1.1881720430107525,,0.013174209491309284,1.3881647063160412,0.9162684986307967,0.972882936932344,1.0316537016024097,0.4152817693836972,1.4268568741611887,-0.11538520297161292,0.8881551020537303,1.1613876319758667,0.966
LUAD-12,Lung12,13,224,703,19,7,False,50.0,2047.0,224.0,703.0,19.0,7.0,1094.0,-2.7157877675949256,42.0,0.1875,0.007270209451272287,0.44139539978662623,28.0,0.125,0.004846806300848191,0.3125,0.012117015752120479,-1.9935646522864068,170.0,0.24182076813655762,0.008717054661060404,0.32176603544692045,85.0,0.12091038406827881,0.004358527330530202,0.3627311522048364,0.013075581991590608,-0.05432076813655762,0.7753676470588236,-0.7222231153085188,-0.0014468452097881179,0.004089615931721191,1.0338235294117646,0.11962936433970578,0.00048827897031798913,-0.05023115220483643,0.8615196078431372,,-0.0009585662394701287,0.7491945340134086,1.416931579350109,0.8982918234384123,1.2741864705853874,-0.14909728942500367,0.8340213218747773,0.14274510876472157,1.1120284291663696,-0.05023115220483643,0.172
LUAD-12,Lung12,13,224,703,19,7,False,100.0,2047.0,224.0,703.0,19.0,7.0,1094.0,-2.352221446008755,173.0,0.7723214285714286,0.008425871809857783,0.5975557449231987,92.0,0.4107142857142857,0.004480810442236509,1.1830357142857144,0.012906682252094293,-1.4619888237373284,631.0,0.8975817923186344,0.00915567550312686,0.13592009252226403,270.0,0.3840682788051209,0.003917642449832412,1.2816500711237553,0.013073317952959271,-0.12526036374720584,0.860446853067693,-0.8902326222714265,-0.0007298036932690769,0.0266460069091648,1.069378306878307,0.46163565240093474,0.0005631679924040971,-0.09861435683804087,0.9230567226890758,,-0.00016663570086497895,0.9152567722673277,1.4066250006105014,0.9945169604710192,1.2298163305887735,-0.07926018820369152,0.9203028290576838,0.17680867002172795,1.143768354366445,-0.0986143568380411,0.126
LUAD-12,Lung12,14,124,513,29,20,False,50.0,1740.0,124.0,513.0,29.0,20.0,1054.0,-4.194883299523348,21.0,0.1693548387096774,0.007248878149810148,-1.921032210103789,26.0,0.20967741935483872,0.008974801518812565,0.3790322580645161,0.016223679668622714,-4.778002652446504,135.0,0.2631578947368421,0.010871315831856982,-2.925260369793458,111.0,0.21637426900584794,0.008938637461749074,0.47953216374269003,0.019809953293606054,-0.09380305602716468,0.6435483870967742,0.5831193529231555,-0.003622437682046834,-0.0066968496510092235,0.9690496948561466,1.0042281596896687,3.616405706349107e-05,-0.1004999056781739,0.7904209284028324,,-0.0035862736249833403,0.4990925302630031,0.7842018388928987,0.7485009974890873,0.7810418893395219,-0.24940846722608417,0.666789398995129,0.0031599495533768396,1.0040458131586887,-0.1004999056781739,0.107
LUAD-12,Lung12,14,124,513,29,20,False,100.0,1740.0,124.0,513.0,29.0,20.0,1054.0,-5.033153246967208,102.0,0.8225806451612904,0.00946372239747634,-3.6135365693017736,80.0,0.6451612903225806,0.007422527370569679,1.467741935483871,0.01688624976804602,-3.4431229702581714,615.0,1.1988304093567252,0.01356178883302461,-3.243800012843239,411.0,0.8011695906432749,0.00906324424450913,2.0,0.02262503307753374,-0.3762497641954349,0.6861526357199056,-1.5900302767090366,-0.0040980664355482685,-0.15600830032069424,0.8052743112785495,-0.3697365564585344,-0.0016407168739394507,-0.532258064516129,0.7338709677419355,,-0.0057387833094877175,0.628567762969224,0.6767541129363743,0.9007558453857948,0.8263476189172643,-0.2721880824165708,0.6978225744402554,-0.14959350598088994,0.8189702462301551,-0.532258064516129,0.004
LUAD-12,Lung12,15,65,210,33,16,False,50.0,1769.0,65.0,210.0,33.0,16.0,1445.0,-4.062820310077039,12.0,0.18461538461538463,0.010160880609652836,-3.1471734634376833,4.0,0.06153846153846154,0.003386960203217612,0.24615384615384617,0.013547840812870448,-3.6858926101997342,75.0,0.35714285714285715,0.015096618357487922,-2.4545406798985683,36.0,0.17142857142857143,0.007246376811594203,0.5285714285714286,0.022342995169082124,-0.17252747252747253,0.5169230769230769,-0.3769276998773048,-0.004935737747835086,-0.10989010989010989,0.358974358974359,-0.6926327835391151,-0.003859416608376591,-0.2824175824175824,0.4656964656964657,,-0.008795154356211676,0.5266338234162112,0.36276928736302616,0.7824508673693458,0.7761422615502426,-0.25581704395313454,0.6730567315834037,-0.4133729741872164,0.4674005080440305,-0.2824175824175824,0.016
LUAD-12,Lung12,15,65,210,33,16,False,100.0,1769.0,65.0,210.0,33.0,16.0,1445.0,-6.1290551384312195,44.0,0.676923076923077,0.010893785590492696,-3.4097146290962868,30.0,0.46153846153846156,0.007427581084426839,1.1384615384615384,0.018321366674919536,-3.911890407554217,290.0,1.380952380952381,0.016338028169014085,-2.768151859400174,138.0,0.6571428571428571,0.0077746478873239435,2.038095238095238,0.024112676056338028,-0.704029304029304,0.490185676392573,-2.2171647308770024,-0.005444242578521389,-0.19560439560439558,0.7023411371237459,-0.6415627696961126,-0.00034706680289710475,-0.8996336996336995,0.5585909417685119,,-0.005791309381418492,0.5482652633913174,0.8001194514619898,0.8223108416644267,0.8375536276124227,-0.27404557827310927,0.6667372429160513,-0.037434176150432874,0.9553053381702318,-0.8996336996336995,0.001
LUAD-12,Lung12,16,33,163,42,17,False,50.0,1592.0,33.0,163.0,42.0,17.0,1337.0,-2.0766777427709693,14.0,0.42424242424242425,0.01728395061728395,-2.1574467917425912,3.0,0.09090909090909091,0.003703703703703704,0.5151515151515151,0.020987654320987655,-3.611272466363722,78.0,0.4785276073619632,0.021172638436482084,-1.6028097730161268,37.0,0.22699386503067484,0.01004343105320304,0.7055214723926381,0.031216069489685125,-0.05428518311953895,0.8865578865578866,1.5345947235927526,-0.0038886878191981347,-0.13608477412158393,0.40049140049140053,-0.5546370187264644,-0.006339727349499336,-0.19036995724112293,0.7301712779973649,,-0.01022841516869747,0.6106995884773663,0.3342030876277452,0.7480998914223671,0.9062673304563448,-0.13740030294500083,0.8163342830009496,-0.5720642428285996,0.3687687687687688,-0.19036995724112293,0.178
