sample,patient,fov,n_high_pre,n_low_pre,n_cd8_pre,n_nk_pre,skipped,radius_um,n_cells,n_cldn4_high,n_cldn4_low,n_cd8,n_nk,n_other,z_cldn4_high_cd8,edges_cldn4_high_cd8,mean_n_cldn4_high_cd8,frac_cldn4_high_cd8,z_cldn4_high_nk,edges_cldn4_high_nk,mean_n_cldn4_high_nk,frac_cldn4_high_nk,mean_n_cldn4_high_cd8nk,frac_cldn4_high_cd8nk,z_cldn4_low_cd8,edges_cldn4_low_cd8,mean_n_cldn4_low_cd8,frac_cldn4_low_cd8,z_cldn4_low_nk,edges_cldn4_low_nk,mean_n_cldn4_low_nk,frac_cldn4_low_nk,mean_n_cldn4_low_cd8nk,frac_cldn4_low_cd8nk,delta_mean_n_cd8,ratio_mean_n_cd8,delta_z_cd8,delta_frac_cd8,delta_mean_n_nk,ratio_mean_n_nk,delta_z_nk,delta_frac_nk,delta_mean_n_cd8nk,ratio_mean_n_cd8nk,delta_z_cd8nk,delta_frac_cd8nk,occ_cldn4_high_cd8,occ_cldn4_high_nk,occ_cldn4_low_cd8,occ_cldn4_low_nk,delta_occ_cd8,ratio_occ_cd8,delta_occ_nk,ratio_occ_nk,perm_delta_mean_n_cd8nk,perm_p_high_lt_low_cd8nk
LUAD-12,Lung12,1,537,579,23,17,False,50.0,3210.0,537.0,579.0,23.0,17.0,2054.0,-6.097400927479088,57.0,0.10614525139664804,0.0031227743384649098,-4.991998294748157,50.0,0.0931098696461825,0.002739275735495535,0.19925512104283055,0.005862050073960444,-5.117124248743806,87.0,0.15025906735751296,0.004278548244319859,-2.736291825672536,90.0,0.15544041450777202,0.004426084390675715,0.30569948186528495,0.008704632634995574,-0.044113815960864916,0.7064149489501059,-0.9802766787352821,-0.001155773905854949,-0.062330544861589524,0.5990068280571074,-2.255706469075621,-0.0016868086551801802,-0.1064443608224544,0.6518006501909542,,-0.0028425825610351296,0.3557475435896327,0.46885372424416244,0.4874404139291451,0.7576089597833823,-0.13169287033951244,0.7298277562215933,-0.28875523553921983,0.618859793287316,-0.1064443608224544,0.007
LUAD-12,Lung12,1,537,579,23,17,False,100.0,3210.0,537.0,579.0,23.0,17.0,2054.0,-5.826421642847906,324.0,0.6033519553072626,0.0046831637372802964,-3.6761335016218046,294.0,0.547486033519553,0.0042495374653098985,1.1508379888268156,0.008932701202590196,-3.475852003262701,473.0,0.8169257340241797,0.006242905788876277,-0.32633551542663536,462.0,0.7979274611398963,0.006097721933321015,1.614853195164076,0.012340627722197291,-0.21357377871691707,0.7385640214014906,-2.3505696395852054,-0.0015597420515959803,-0.25044142762034327,0.686135093956323,-3.349797986195169,-0.001848184468011116,-0.46401520633726046,0.7126579631344665,,-0.0034079265196070956,0.5290525209086397,0.7085391425970613,0.7052577428495775,1.0166967535676892,-0.1762052219409378,0.7501548565365838,-0.3081576109706279,0.6969031228935546,-0.46401520633726023,0.001
LUAD-12,Lung12,2,349,491,23,17,False,50.0,2949.0,349.0,491.0,23.0,17.0,2069.0,-4.919068764254771,44.0,0.12607449856733524,0.004492087799897907,-3.6202754159248114,39.0,0.11174785100286533,0.003981623277182236,0.23782234957020057,0.008473711077080143,-2.7820635937672766,111.0,0.22606924643584522,0.006673480430469549,-3.052102002991092,72.0,0.14663951120162932,0.0043287440630072746,0.3727087576374746,0.011002224493476823,-0.09999474786850998,0.5576808900591135,-2.137005170487494,-0.0021813926305716417,-0.034891660198763996,0.7620582617000955,-0.5681734129337195,-0.00034712078582503896,-0.134886408067274,0.6380916592293359,,-0.0025285134163966806,0.6718444825953847,0.6908451915962628,0.9980973673357711,0.7510735731120683,-0.3262528847403865,0.673125192573891,-0.06022838151580556,0.9198102773523908,-0.13488640806727395,0.001
LUAD-12,Lung12,2,349,491,23,17,False,100.0,2949.0,349.0,491.0,23.0,17.0,2069.0,-5.239407019801583,213.0,0.6103151862464183,0.005444506927048719,-3.8387102250606038,175.0,0.501432664756447,0.00447318644241092,1.1117478510028653,0.009917693369459638,-3.424142540841292,404.0,0.8228105906313645,0.006513712654982829,-3.891964548766876,259.0,0.5274949083503055,0.004175870241684536,1.35030549898167,0.010689582896667365,-0.21249540438494618,0.7417444466509688,-1.8152644789602914,-0.0010692057279341098,-0.02606224359385856,0.9505924262371253,0.053254323706272366,0.000297316200726384,-0.23855764797880474,0.8233306106220315,,-0.0007718895272077267,0.8416203215831272,0.7914038311552796,1.0068998006323369,0.7388021380783925,-0.1652794790492097,0.8358531018226306,0.05260169307688711,1.0711986205314767,-0.23855764797880474,0.005
LUAD-12,Lung12,3,456,393,22,22,False,50.0,2367.0,456.0,393.0,22.0,22.0,1474.0,-5.6060602092649825,53.0,0.1162280701754386,0.004965801555326525,-6.161779799037347,42.0,0.09210526315789473,0.00393516349667385,0.20833333333333331,0.008900965052000375,-2.6146022987278164,80.0,0.2035623409669211,0.007976867085452189,-3.639300415938189,67.0,0.17048346055979643,0.006680626184066208,0.3740458015267175,0.014657493269518398,-0.08733427079148251,0.5709703947368422,-2.991457910537166,-0.003011065530125664,-0.0783781974019017,0.5402592301649646,-2.5224793830991574,-0.002745462687392358,-0.1657124681933842,0.5569727891156463,,-0.005756528217518023,0.49470879020897623,0.3578388231250594,0.7946806213528547,0.6074937962464136,-0.29997183114387843,0.6225252974796214,-0.24965497312135426,0.589041115046896,-0.16571246819338423,0.001
LUAD-12,Lung12,3,456,393,22,22,False,100.0,2367.0,456.0,393.0,22.0,22.0,1474.0,-5.613007280939388,256.0,0.5614035087719298,0.006371329019412643,-6.798110236356396,210.0,0.4605263157894737,0.005226480836236934,1.0219298245614035,0.011597809855649576,-3.128045370466515,306.0,0.7786259541984732,0.008241980230021278,-3.786712582576358,282.0,0.7175572519083969,0.007595550408058825,1.49618320610687,0.0158375306380801,-0.21722244542654345,0.7210182318541452,-2.484961910472873,-0.0018706512106086348,-0.25703093611892325,0.6417973124300113,-3.011397653780038,-0.0023690695718218907,-0.4742533815454666,0.6830245255997136,,-0.0042397207824305255,0.645652059127659,0.48868232972522285,0.8352184435286416,0.7101932227934961,-0.1895663844009826,0.7730337663520694,-0.2215108930682732,0.6880977092445696,-0.4742533815454668,0.002
LUAD-12,Lung12,4,539,362,24,20,False,50.0,2665.0,539.0,362.0,24.0,20.0,1720.0,-6.631264883664052,42.0,0.07792207792207792,0.0035073068893528184,-6.909467847033473,16.0,0.029684601113172542,0.0013361169102296452,0.10760667903525047,0.004843423799582464,-4.633969535193735,54.0,0.14917127071823205,0.005846053913608314,-4.4027822302048865,42.0,0.11602209944751381,0.004546930821695355,0.26519337016574585,0.01039298473530367,-0.07124919279615413,0.5223665223665224,-1.9972953484703169,-0.002338747024255496,-0.08633749833434126,0.2558529905468681,-2.5066856168285865,-0.00321081391146571,-0.1575866911304954,0.40576685219542363,,-0.005549560935721206,0.3527068208020441,0.13251034718527752,0.5878992500957376,0.4509451060736395,-0.23519242929369355,0.5999443284620738,-0.31843475888836204,0.29385028332836266,-0.1575866911304954,0.001
LUAD-12,Lung12,4,539,362,24,20,False,100.0,2665.0,539.0,362.0,24.0,20.0,1720.0,-6.70901018936668,228.0,0.4230055658627087,0.004737957690869041,-7.675446620491607,106.0,0.19666048237476808,0.0022027347159303437,0.6196660482374767,0.006940692406799384,-4.572767476349721,235.0,0.649171270718232,0.0065176392278677615,-4.170868818827932,201.0,0.5552486187845304,0.005574661637452851,1.2044198895027622,0.012092300865320612,-0.2261657048555233,0.6516085737970236,-2.1362427130169586,-0.0017796815369987206,-0.3585881364097623,0.35418455034659724,-3.5045778016636753,-0.003371926921522507,-0.5847538412652855,0.5144933703256115,,-0.005151608458521228,0.4917958476468358,0.2170281817901425,0.6765252283495098,0.549253012867079,-0.18472938070267397,0.7269438404339326,-0.33222483107693646,0.39513334784867904,-0.5847538412652856,0.001
LUAD-12,Lung12,5,301,587,31,18,False,50.0,2128.0,301.0,587.0,31.0,18.0,1191.0,-4.672117796134491,71.0,0.23588039867109634,0.008112431444241315,-2.487695087685503,58.0,0.19269102990033224,0.0066270566727605115,0.4285714285714286,0.014739488117001827,-3.7342198199257033,192.0,0.3270868824531516,0.0113401452956116,-2.518061056690621,119.0,0.20272572402044292,0.007028527553009273,0.5298126064735945,0.018368672848620874,-0.09120648378205526,0.7211551771871539,-0.9378979762087876,-0.003227713851370285,-0.010034694120110682,0.9505011306848322,0.03036596900511812,-0.00040147088024876116,-0.10124117790216591,0.808911345888838,,-0.003629184731619047,0.48807470425386335,0.7727358463190273,0.6822259409077269,0.819500223114681,-0.19415123665386358,0.7154150479890311,-0.046764376795653706,0.9429354922956384,-0.10124117790216597,0.065
LUAD-12,Lung12,5,301,587,31,18,False,100.0,2128.0,301.0,587.0,31.0,18.0,1191.0,-4.8936889925999685,306.0,1.0166112956810631,0.009953161592505855,-2.354250872865934,219.0,0.7275747508305648,0.0071233411397345825,1.744186046511628,0.01707650273224044,-4.010391838016784,690.0,1.1754684838160137,0.011917304271230937,-2.1647578452527196,441.0,0.7512776831345827,0.0076167118603084685,1.9267461669505963,0.019534016131539406,-0.15885718813495053,0.8648562761808465,-0.8832971545831843,-0.0019641426787250817,-0.023702932304017876,0.9684498384071236,-0.18949302761321452,-0.0004933707205738861,-0.1825601204389684,0.905249521929554,,-0.002457513399298967,0.6482472248219977,0.827423478371107,0.7762234646661283,0.8847911115299923,-0.12797623984413065,0.8351296428546177,-0.05736763315888538,0.935162511906698,-0.1825601204389684,0.049
