sample,patient,radius_um,gene,arm,n_effector,mean_count,mean_cpm,frac_detected
LUAD-5 R1,Lung5,50.0,GZMB,cldn4_high,330,0.33636364340782166,17.725990640210895,0.20303030303030303
LUAD-5 R1,Lung5,50.0,GZMB,cldn4_low,498,0.2550200819969177,13.872847340392752,0.18072289156626506
LUAD-5 R1,Lung5,50.0,PRF1,cldn4_high,330,0.46060606837272644,21.33727322906962,0.26666666666666666
LUAD-5 R1,Lung5,50.0,PRF1,cldn4_low,498,0.29718875885009766,14.918729208092566,0.20080321285140562
LUAD-5 R1,Lung5,50.0,NKG7,cldn4_high,330,0.5545454621315002,28.196894493261855,0.3303030303030303
LUAD-5 R1,Lung5,50.0,NKG7,cldn4_low,498,0.42168673872947693,23.26289370398476,0.26104417670682734
LUAD-5 R1,Lung5,50.0,IFNG,cldn4_high,330,0.11818181723356247,3.873648513325126,0.08181818181818182
LUAD-5 R1,Lung5,50.0,IFNG,cldn4_low,498,0.08232931792736053,3.5899739355513574,0.05622489959839357
LUAD-5 R1,Lung5,100.0,GZMB,cldn4_high,698,0.2865329384803772,15.636234564890998,0.167621776504298
LUAD-5 R1,Lung5,100.0,GZMB,cldn4_low,1122,0.2192513346672058,11.860973641987112,0.14527629233511585
LUAD-5 R1,Lung5,100.0,PRF1,cldn4_high,698,0.3882521390914917,18.90817224976278,0.23638968481375358
LUAD-5 R1,Lung5,100.0,PRF1,cldn4_low,1122,0.26916220784187317,14.341348287656064,0.18270944741532977
LUAD-5 R1,Lung5,100.0,NKG7,cldn4_high,698,0.4785100221633911,24.343603848764598,0.2922636103151863
LUAD-5 R1,Lung5,100.0,NKG7,cldn4_low,1122,0.41443851590156555,21.572418001100402,0.2531194295900178
LUAD-5 R1,Lung5,100.0,IFNG,cldn4_high,698,0.10458452999591827,4.074807946598061,0.07306590257879657
LUAD-5 R1,Lung5,100.0,IFNG,cldn4_low,1122,0.1042780727148056,5.226076955324183,0.06951871657754011
LUAD-5 R2,Lung5,50.0,GZMB,cldn4_high,353,0.44192636013031006,17.201808124147643,0.21813031161473087
LUAD-5 R2,Lung5,50.0,GZMB,cldn4_low,733,0.35879945755004883,15.93176460169182,0.21828103683492497
LUAD-5 R2,Lung5,50.0,PRF1,cldn4_high,353,0.28328612446784973,11.864567306927544,0.19263456090651557
LUAD-5 R2,Lung5,50.0,PRF1,cldn4_low,733,0.25648021697998047,10.734175381701416,0.20054570259208732
LUAD-5 R2,Lung5,50.0,NKG7,cldn4_high,353,0.645892322063446,28.725487346940543,0.38243626062322944
LUAD-5 R2,Lung5,50.0,NKG7,cldn4_low,733,0.5825375318527222,26.16455078526922,0.32332878581173263
LUAD-5 R2,Lung5,50.0,IFNG,cldn4_high,353,0.20396600663661957,8.540120915954738,0.11898016997167139
LUAD-5 R2,Lung5,50.0,IFNG,cldn4_low,733,0.18281036615371704,6.802609272647134,0.1009549795361528
LUAD-5 R2,Lung5,100.0,GZMB,cldn4_high,757,0.3685601055622101,15.275994983892494,0.21532364597093792
LUAD-5 R2,Lung5,100.0,GZMB,cldn4_low,1522,0.3088042140007019,13.746775910122317,0.19448094612352168
LUAD-5 R2,Lung5,100.0,PRF1,cldn4_high,757,0.27212682366371155,11.627575361987942,0.19815059445178335
LUAD-5 R2,Lung5,100.0,PRF1,cldn4_low,1522,0.2660972476005554,13.01895898818441,0.2076215505913272
LUAD-5 R2,Lung5,100.0,NKG7,cldn4_high,757,0.5957728028297424,24.117573732016997,0.3487450462351387
LUAD-5 R2,Lung5,100.0,NKG7,cldn4_low,1522,0.519710898399353,24.204584980167287,0.3055190538764783
LUAD-5 R2,Lung5,100.0,IFNG,cldn4_high,757,0.19286657869815826,7.155730883014362,0.11360634081902246
LUAD-5 R2,Lung5,100.0,IFNG,cldn4_low,1522,0.15505912899971008,6.42275793894957,0.09986859395532194
LUAD-5 R3,Lung5,50.0,GZMB,cldn4_high,350,0.3028571307659149,14.227891570785593,0.17142857142857143
LUAD-5 R3,Lung5,50.0,GZMB,cldn4_low,589,0.24108658730983734,14.92155321771362,0.15280135823429541
LUAD-5 R3,Lung5,50.0,PRF1,cldn4_high,350,0.3742857277393341,19.394120959074947,0.2542857142857143
LUAD-5 R3,Lung5,50.0,PRF1,cldn4_low,589,0.2529711425304413,14.904961336643643,0.1799660441426146
LUAD-5 R3,Lung5,50.0,NKG7,cldn4_high,350,0.5028571486473083,25.95119315245038,0.29714285714285715
LUAD-5 R3,Lung5,50.0,NKG7,cldn4_low,589,0.42105263471603394,26.532303913189708,0.2546689303904924
LUAD-5 R3,Lung5,50.0,IFNG,cldn4_high,350,0.15142856538295746,8.107220747114393,0.08
LUAD-5 R3,Lung5,50.0,IFNG,cldn4_low,589,0.10356536507606506,5.336088165736681,0.0730050933786078
LUAD-5 R3,Lung5,100.0,GZMB,cldn4_high,683,0.3367496430873871,16.237379132901516,0.18301610541727673
LUAD-5 R3,Lung5,100.0,GZMB,cldn4_low,1356,0.22123894095420837,13.589037644793274,0.14454277286135694
LUAD-5 R3,Lung5,100.0,PRF1,cldn4_high,683,0.35139092803001404,17.811882752268602,0.23133235724743778
LUAD-5 R3,Lung5,100.0,PRF1,cldn4_low,1356,0.22787611186504364,12.897075988894663,0.16519174041297935
LUAD-5 R3,Lung5,100.0,NKG7,cldn4_high,683,0.46705710887908936,24.19183948683944,0.2869692532942899
LUAD-5 R3,Lung5,100.0,NKG7,cldn4_low,1356,0.3960177004337311,23.723779844257933,0.23525073746312683
LUAD-5 R3,Lung5,100.0,IFNG,cldn4_high,683,0.13323572278022766,6.553658761744658,0.08199121522693997
LUAD-5 R3,Lung5,100.0,IFNG,cldn4_low,1356,0.09587020426988602,5.597155448022333,0.0700589970501475
LUSC-6,Lung6,50.0,GZMB,cldn4_high,245,0.33469387888908386,22.743696868431236,0.19183673469387755
LUSC-6,Lung6,50.0,GZMB,cldn4_low,810,0.20864197611808777,16.58405913292802,0.13333333333333333
LUSC-6,Lung6,50.0,PRF1,cldn4_high,245,0.15918366611003876,8.14968938025839,0.11836734693877551
LUSC-6,Lung6,50.0,PRF1,cldn4_low,810,0.1209876537322998,11.828271818288428,0.09506172839506173
LUSC-6,Lung6,50.0,NKG7,cldn4_high,245,0.20000000298023224,14.048928915177603,0.1469387755102041
LUSC-6,Lung6,50.0,NKG7,cldn4_low,810,0.1469135731458664,12.34680905302337,0.10740740740740741
LUSC-6,Lung6,50.0,IFNG,cldn4_high,245,0.02857142873108387,1.2537109205553678,0.02857142857142857
LUSC-6,Lung6,50.0,IFNG,cldn4_low,810,0.034567900002002716,2.612594617590736,0.02962962962962963
LUSC-6,Lung6,100.0,GZMB,cldn4_high,292,0.29109588265419006,20.747458202469655,0.17123287671232876
LUSC-6,Lung6,100.0,GZMB,cldn4_low,1067,0.17900656163692474,14.228003792785302,0.1190253045923149
