sample,patient,radius_um,gene,arm,n_effector,mean_count,mean_cpm,frac_detected
LUSC-6,Lung6,100.0,PRF1,cldn4_high,292,0.1438356190919876,7.740992472797184,0.1095890410958904
LUSC-6,Lung6,100.0,PRF1,cldn4_low,1067,0.11246485263109207,10.440147960159553,0.08716026241799438
LUSC-6,Lung6,100.0,NKG7,cldn4_high,292,0.1883561611175537,13.499239729544811,0.136986301369863
LUSC-6,Lung6,100.0,NKG7,cldn4_low,1067,0.13683223724365234,11.175691123529832,0.10121836925960637
LUSC-6,Lung6,100.0,IFNG,cldn4_high,292,0.02397260256111622,1.0519149847125517,0.023972602739726026
LUSC-6,Lung6,100.0,IFNG,cldn4_low,1067,0.02717900648713112,2.0418946956405772,0.023430178069353328
LUAD-9 R1,Lung9,50.0,GZMB,cldn4_high,482,0.2697095572948456,23.311878586786655,0.15145228215767634
LUAD-9 R1,Lung9,50.0,GZMB,cldn4_low,1897,0.19715340435504913,19.323546523046296,0.12335266209804956
LUAD-9 R1,Lung9,50.0,PRF1,cldn4_high,482,0.1618257313966751,13.48574451421301,0.11203319502074689
LUAD-9 R1,Lung9,50.0,PRF1,cldn4_low,1897,0.1317870318889618,14.28324440865235,0.09910384818133895
LUAD-9 R1,Lung9,50.0,NKG7,cldn4_high,482,0.23443983495235443,20.634841474290464,0.15767634854771784
LUAD-9 R1,Lung9,50.0,NKG7,cldn4_low,1897,0.16921454668045044,18.39438598667014,0.1238798102266737
LUAD-9 R1,Lung9,50.0,IFNG,cldn4_high,482,0.058091286569833755,4.293222344391076,0.043568464730290454
LUAD-9 R1,Lung9,50.0,IFNG,cldn4_low,1897,0.037427518516778946,4.499754546755428,0.032156035846072746
LUAD-9 R1,Lung9,100.0,GZMB,cldn4_high,578,0.23875433206558228,21.268990949954713,0.14013840830449828
LUAD-9 R1,Lung9,100.0,GZMB,cldn4_low,2414,0.19055509567260742,19.029080298992152,0.12261806130903065
LUAD-9 R1,Lung9,100.0,PRF1,cldn4_high,578,0.16435986757278442,14.92757394391948,0.11245674740484429
LUAD-9 R1,Lung9,100.0,PRF1,cldn4_low,2414,0.12841756641864777,13.573048469884707,0.09652029826014913
LUAD-9 R1,Lung9,100.0,NKG7,cldn4_high,578,0.23010380566120148,20.296280672203547,0.157439446366782
LUAD-9 R1,Lung9,100.0,NKG7,cldn4_low,2414,0.1677713394165039,18.5290958949103,0.12178956089478045
LUAD-9 R1,Lung9,100.0,IFNG,cldn4_high,578,0.05882352963089943,5.011452367529886,0.04498269896193772
LUAD-9 R1,Lung9,100.0,IFNG,cldn4_low,2414,0.041839271783828735,5.049084748844905,0.0347970173985087
LUAD-9 R2,Lung9,50.0,GZMB,cldn4_high,548,0.22627736628055573,29.530965240276117,0.14416058394160583
LUAD-9 R2,Lung9,50.0,GZMB,cldn4_low,2262,0.12997347116470337,23.195818942668595,0.09770114942528736
LUAD-9 R2,Lung9,50.0,PRF1,cldn4_high,548,0.12773722410202026,18.015518512947057,0.09306569343065693
LUAD-9 R2,Lung9,50.0,PRF1,cldn4_low,2262,0.08753315359354019,15.856300582866277,0.0671971706454465
LUAD-9 R2,Lung9,50.0,NKG7,cldn4_high,548,0.1551094949245453,25.645994547302376,0.11678832116788321
LUAD-9 R2,Lung9,50.0,NKG7,cldn4_low,2262,0.14588859677314758,27.986989900470434,0.1184792219274978
LUAD-9 R2,Lung9,50.0,IFNG,cldn4_high,548,0.04197080433368683,6.942199779249848,0.040145985401459854
LUAD-9 R2,Lung9,50.0,IFNG,cldn4_low,2262,0.043766576796770096,8.533561478981339,0.03580901856763926
LUAD-9 R2,Lung9,100.0,GZMB,cldn4_high,560,0.23749999701976776,30.45273820297201,0.14464285714285716
LUAD-9 R2,Lung9,100.0,GZMB,cldn4_low,2301,0.13124728202819824,23.299504454447003,0.09865275966970882
LUAD-9 R2,Lung9,100.0,PRF1,cldn4_high,560,0.12678571045398712,17.811687431109853,0.09285714285714286
LUAD-9 R2,Lung9,100.0,PRF1,cldn4_low,2301,0.08691873401403427,15.696502476556091,0.06692742285962625
LUAD-9 R2,Lung9,100.0,NKG7,cldn4_high,560,0.1607142835855484,26.73883860788221,0.12142857142857143
LUAD-9 R2,Lung9,100.0,NKG7,cldn4_low,2301,0.1434159129858017,27.512634139445513,0.11647109952194698
LUAD-9 R2,Lung9,100.0,IFNG,cldn4_high,560,0.04285714402794838,7.351474069694495,0.04107142857142857
LUAD-9 R2,Lung9,100.0,IFNG,cldn4_low,2301,0.0438939593732357,8.496295040845371,0.036071273359408955
LUAD-12,Lung12,50.0,GZMB,cldn4_high,220,0.18636363744735718,14.352356177105712,0.13636363636363635
LUAD-12,Lung12,50.0,GZMB,cldn4_low,1435,0.14564460515975952,12.658324211448543,0.11428571428571428
LUAD-12,Lung12,50.0,PRF1,cldn4_high,220,0.1409090906381607,12.24401282084925,0.10909090909090909
LUAD-12,Lung12,50.0,PRF1,cldn4_low,1435,0.12264808267354965,9.509632386856179,0.10034843205574913
LUAD-12,Lung12,50.0,NKG7,cldn4_high,220,0.19090908765792847,12.830861406387509,0.13636363636363635
LUAD-12,Lung12,50.0,NKG7,cldn4_low,1435,0.16933797299861908,12.74124142223803,0.13240418118466898
LUAD-12,Lung12,50.0,IFNG,cldn4_high,220,0.05454545468091965,3.4907592602157114,0.05
LUAD-12,Lung12,50.0,IFNG,cldn4_low,1435,0.12543554604053497,9.281775187781472,0.09965156794425087
LUAD-12,Lung12,100.0,GZMB,cldn4_high,242,0.1735537201166153,13.383550297402424,0.128099173553719
LUAD-12,Lung12,100.0,GZMB,cldn4_low,1626,0.14514145255088806,12.260782011199883,0.11623616236162361
LUAD-12,Lung12,100.0,PRF1,cldn4_high,242,0.14462809264659882,12.428632230604077,0.10743801652892562
LUAD-12,Lung12,100.0,PRF1,cldn4_low,1626,0.12484624981880188,9.417052830768084,0.1033210332103321
LUAD-12,Lung12,100.0,NKG7,cldn4_high,242,0.19421488046646118,12.89538033481444,0.1446280991735537
LUAD-12,Lung12,100.0,NKG7,cldn4_low,1626,0.180811807513237,12.896738524692116,0.13960639606396064
LUAD-12,Lung12,100.0,IFNG,cldn4_high,242,0.04958677664399147,3.1734175092870105,0.045454545454545456
LUAD-12,Lung12,100.0,IFNG,cldn4_low,1626,0.12669126689434052,8.749853983937038,0.1002460024600246
LUAD-13,Lung13,50.0,GZMB,cldn4_high,1143,0.5170603394508362,22.45306063784972,0.24146981627296588
LUAD-13,Lung13,50.0,GZMB,cldn4_low,1914,0.43834900856018066,19.17300828753657,0.2142110762800418
LUAD-13,Lung13,50.0,PRF1,cldn4_high,1143,0.16447943449020386,7.897324665925793,0.12860892388451445
LUAD-13,Lung13,50.0,PRF1,cldn4_low,1914,0.17136886715888977,9.221348901052497,0.1290491118077325
LUAD-13,Lung13,50.0,NKG7,cldn4_high,1143,0.278215229511261,13.608045663150873,0.1942257217847769
LUAD-13,Lung13,50.0,NKG7,cldn4_low,1914,0.28056424856185913,14.737447261591269,0.1891327063740857
LUAD-13,Lung13,50.0,IFNG,cldn4_high,1143,0.08486439287662506,4.281052274747401,0.07174103237095363
LUAD-13,Lung13,50.0,IFNG,cldn4_low,1914,0.07314524799585342,3.810061058601616,0.05590386624869383
LUAD-13,Lung13,100.0,GZMB,cldn4_high,1222,0.5032733082771301,22.05431491413606,0.2381342062193126
LUAD-13,Lung13,100.0,GZMB,cldn4_low,2117,0.4204062223434448,18.803627313912713,0.21114785073216816
LUAD-13,Lung13,100.0,PRF1,cldn4_high,1222,0.16612111032009125,8.081608243497149,0.1309328968903437
LUAD-13,Lung13,100.0,PRF1,cldn4_low,2117,0.17052432894706726,9.377342613384775,0.12895606991025035
LUAD-13,Lung13,100.0,NKG7,cldn4_high,1222,0.2790507376194,13.802329013161557,0.1955810147299509
LUAD-13,Lung13,100.0,NKG7,cldn4_low,2117,0.2815304696559906,14.984791347362021,0.19083608880491262
LUAD-13,Lung13,100.0,IFNG,cldn4_high,1222,0.08346971869468689,4.410180188905227,0.07119476268412439
LUAD-13,Lung13,100.0,IFNG,cldn4_low,2117,0.07132735103368759,3.722692094505912,0.05526688710439301
