sample,patient,radius_um,gene,n_near_high,n_near_low,mean_count_high,mean_count_low,mean_cpm_high,mean_cpm_low,frac_det_high,frac_det_low,ratio_count,ratio_cpm
LUAD-5 R2,Lung5,100.0,NKG7,757,1522,0.5957728028297424,0.519710898399353,24.117573732016997,24.204584980167287,0.3487450462351387,0.3055190538764783,1.1463542609259318,0.9964051749607942
LUAD-5 R2,Lung5,100.0,IFNG,757,1522,0.19286657869815826,0.15505912899971008,7.155730883014362,6.42275793894957,0.11360634081902246,0.09986859395532194,1.243826016193596,1.1141212156883291
LUAD-5 R3,Lung5,50.0,GZMB,350,589,0.3028571307659149,0.24108658730983734,14.227891570785593,14.92155321771362,0.17142857142857143,0.15280135823429541,1.2562172543290095,0.9535127719743967
LUAD-5 R3,Lung5,50.0,PRF1,350,589,0.3742857277393341,0.2529711425304413,19.394120959074947,14.904961336643643,0.2542857142857143,0.1799660441426146,1.4795589884102864,1.30118559324235
LUAD-5 R3,Lung5,50.0,NKG7,350,589,0.5028571486473083,0.42105263471603394,25.95119315245038,26.532303913189708,0.29714285714285715,0.2546689303904924,1.1942857191392353,0.9780979909381164
LUAD-5 R3,Lung5,50.0,IFNG,350,589,0.15142856538295746,0.10356536507606506,8.107220747114393,5.336088165736681,0.08,0.0730050933786078,1.4621545076555138,1.5193191145474898
LUAD-5 R3,Lung5,100.0,GZMB,683,1356,0.3367496430873871,0.22123894095420837,16.237379132901516,13.589037644793274,0.18301610541727673,0.14454277286135694,1.5221083667955493,1.1948880823891874
LUAD-5 R3,Lung5,100.0,PRF1,683,1356,0.35139092803001404,0.22787611186504364,17.811882752268602,12.897075988894663,0.23133235724743778,0.16519174041297935,1.542026170071395,1.3810791506234399
LUAD-5 R3,Lung5,100.0,NKG7,683,1356,0.46705710887908936,0.3960177004337311,24.19183948683944,23.723779844257933,0.2869692532942899,0.23525073746312683,1.1793844274322933,1.0197295559836683
LUAD-5 R3,Lung5,100.0,IFNG,683,1356,0.13323572278022766,0.09587020426988602,6.553658761744658,5.597155448022333,0.08199121522693997,0.0700589970501475,1.3897511097937507,1.1708909682078403
LUSC-6,Lung6,50.0,GZMB,245,810,0.33469387888908386,0.20864197611808777,22.743696868431236,16.58405913292802,0.19183673469387755,0.13333333333333333,1.6041540878603109,1.3714191855040554
LUSC-6,Lung6,50.0,PRF1,245,810,0.15918366611003876,0.1209876537322998,8.14968938025839,11.828271818288428,0.11836734693877551,0.09506172839506173,1.3157017364949681,0.6890008536714254
LUSC-6,Lung6,50.0,NKG7,245,810,0.20000000298023224,0.1469135731458664,14.048928915177603,12.34680905302337,0.1469387755102041,0.10740740740740741,1.3613446239011409,1.1378590901377417
LUSC-6,Lung6,50.0,IFNG,245,810,0.02857142873108387,0.034567900002002716,1.2537109205553678,2.612594617590736,0.02857142857142857,0.02962962962962963,0.8265306463345636,0.47987196793335896
LUSC-6,Lung6,100.0,GZMB,292,1067,0.29109588265419006,0.17900656163692474,20.747458202469655,14.228003792785302,0.17123287671232876,0.1190253045923149,1.6261743703262328,1.4582128670074028
LUSC-6,Lung6,100.0,PRF1,292,1067,0.1438356190919876,0.11246485263109207,7.740992472797184,10.440147960159553,0.1095890410958904,0.08716026241799438,1.278938403661081,0.7414638664449427
LUSC-6,Lung6,100.0,NKG7,292,1067,0.1883561611175537,0.13683223724365234,13.499239729544811,11.175691123529832,0.136986301369863,0.10121836925960637,1.376548135964148,1.2079109542606157
LUSC-6,Lung6,100.0,IFNG,292,1067,0.02397260256111622,0.02717900648713112,1.0519149847125517,2.0418946956405772,0.023972602739726026,0.023430178069353328,0.8820264483349276,0.515166128281923
LUAD-9 R1,Lung9,50.0,GZMB,482,1897,0.2697095572948456,0.19715340435504913,23.311878586786655,19.323546523046296,0.15145228215767634,0.12335266209804956,1.368018767807487,1.2063975191605567
LUAD-9 R1,Lung9,50.0,PRF1,482,1897,0.1618257313966751,0.1317870318889618,13.48574451421301,14.28324440865235,0.11203319502074689,0.09910384818133895,1.2279336523264495,0.9441653540594573
LUAD-9 R1,Lung9,50.0,NKG7,482,1897,0.23443983495235443,0.16921454668045044,20.634841474290464,18.39438598667014,0.15767634854771784,0.1238798102266737,1.385459108282678,1.121801047843832
LUAD-9 R1,Lung9,50.0,IFNG,482,1897,0.058091286569833755,0.037427518516778946,4.293222344391076,4.499754546755428,0.043568464730290454,0.032156035846072746,1.552100937276703,0.9541014514862209
LUAD-9 R1,Lung9,100.0,GZMB,578,2414,0.23875433206558228,0.19055509567260742,21.268990949954713,19.029080298992152,0.14013840830449828,0.12261806130903065,1.2529412095900385,1.1177098743485356
LUAD-9 R1,Lung9,100.0,PRF1,578,2414,0.16435986757278442,0.12841756641864777,14.92757394391948,13.573048469884707,0.11245674740484429,0.09652029826014913,1.2798861725580668,1.0997952285398622
LUAD-9 R1,Lung9,100.0,NKG7,578,2414,0.23010380566120148,0.1677713394165039,20.296280672203547,18.5290958949103,0.157439446366782,0.12178956089478045,1.3715322680350839,1.0953735026963012
LUAD-9 R1,Lung9,100.0,IFNG,578,2414,0.05882352963089943,0.041839271783828735,5.011452367529886,5.049084748844905,0.04498269896193772,0.0347970173985087,1.405940570257135,0.9925466924825082
LUAD-9 R2,Lung9,50.0,GZMB,548,2262,0.22627736628055573,0.12997347116470337,29.530965240276117,23.195818942668595,0.14416058394160583,0.09770114942528736,1.7409503974377611,1.2731158711518502
LUAD-9 R2,Lung9,50.0,PRF1,548,2262,0.12773722410202026,0.08753315359354019,18.015518512947057,15.856300582866277,0.09306569343065693,0.0671971706454465,1.4593010631739318,1.1361741295705474
LUAD-9 R2,Lung9,50.0,NKG7,548,2262,0.1551094949245453,0.14588859677314758,25.645994547302376,27.986989900470434,0.11678832116788321,0.1184792219274978,1.063205064380295,0.9163541573604989
LUAD-9 R2,Lung9,50.0,IFNG,548,2262,0.04197080433368683,0.043766576796770096,6.942199779249848,8.533561478981339,0.040145985401459854,0.03580901856763926,0.9589693187241505,0.8135172865806255
LUAD-9 R2,Lung9,100.0,GZMB,560,2301,0.23749999701976776,0.13124728202819824,30.45273820297201,23.299504454447003,0.14464285714285716,0.09865275966970882,1.8095612598571094,1.3070122698321904
LUAD-9 R2,Lung9,100.0,PRF1,560,2301,0.12678571045398712,0.08691873401403427,17.811687431109853,15.696502476556091,0.09285714285714286,0.06692742285962625,1.4586695479655256,1.1347551760472085
LUAD-9 R2,Lung9,100.0,NKG7,560,2301,0.1607142835855484,0.1434159129858017,26.73883860788221,27.512634139445513,0.12142857142857143,0.11647109952194698,1.1206168146868003,0.9718749019944298
LUAD-9 R2,Lung9,100.0,IFNG,560,2301,0.04285714402794838,0.0438939593732357,7.351474069694495,8.496295040845371,0.04107142857142857,0.036071273359408955,0.9763790881457934,0.8652564481756783
LUAD-12,Lung12,50.0,GZMB,220,1435,0.18636363744735718,0.14564460515975952,14.352356177105712,12.658324211448543,0.13636363636363635,0.11428571428571428,1.2795780334117588,1.1338275064976642
LUAD-12,Lung12,50.0,PRF1,220,1435,0.1409090906381607,0.12264808267354965,12.24401282084925,9.509632386856179,0.10909090909090909,0.10034843205574913,1.1488894695012564,1.2875379744197493
LUAD-12,Lung12,50.0,NKG7,220,1435,0.19090908765792847,0.16933797299861908,12.830861406387509,12.74124142223803,0.13636363636363635,0.13240418118466898,1.1273849821001771,1.0070338502489296
LUAD-12,Lung12,50.0,IFNG,220,1435,0.05454545468091965,0.12543554604053497,3.4907592602157114,9.281775187781472,0.05,0.09965156794425087,0.4348484652292507,0.37608746059815656
LUAD-12,Lung12,100.0,GZMB,242,1626,0.1735537201166153,0.14514145255088806,13.383550297402424,12.260782011199883,0.128099173553719,0.11623616236162361,1.1957557063566358,1.091573953861746
LUAD-12,Lung12,100.0,PRF1,242,1626,0.14462809264659882,0.12484624981880188,12.428632230604077,9.417052830768084,0.10743801652892562,0.1033210332103321,1.1584496359042238,1.3198006270068212
LUAD-12,Lung12,100.0,NKG7,242,1626,0.19421488046646118,0.180811807513237,12.89538033481444,12.896738524692116,0.1446280991735537,0.13960639606396064,1.0741271996423296,0.999894687337029
LUAD-12,Lung12,100.0,IFNG,242,1626,0.04958677664399147,0.12669126689434052,3.1734175092870105,8.749853983937038,0.045454545454545456,0.1002460024600246,0.3913985380329841,0.3626823390553446
LUAD-13,Lung13,50.0,GZMB,1143,1914,0.5170603394508362,0.43834900856018066,22.45306063784972,19.17300828753657,0.24146981627296588,0.2142110762800418,1.179563154823126,1.1710765624842163
LUAD-13,Lung13,50.0,PRF1,1143,1914,0.16447943449020386,0.17136886715888977,7.897324665925793,9.221348901052497,0.12860892388451445,0.1290491118077325,0.9597976412932802,0.856417510135032
LUAD-13,Lung13,50.0,NKG7,1143,1914,0.278215229511261,0.28056424856185913,13.608045663150873,14.737447261591269,0.1942257217847769,0.1891327063740857,0.9916275182506719,0.923365181337487
LUAD-13,Lung13,50.0,IFNG,1143,1914,0.08486439287662506,0.07314524799585342,4.281052274747401,3.810061058601616,0.07174103237095363,0.05590386624869383,1.16021744681809,1.1236177606871869
LUAD-13,Lung13,100.0,GZMB,1222,2117,0.5032733082771301,0.4204062223434448,22.05431491413606,18.803627313912713,0.2381342062193126,0.21114785073216816,1.1971119396657937,1.1728755599095595
LUAD-13,Lung13,100.0,PRF1,1222,2117,0.16612111032009125,0.17052432894706726,8.081608243497149,9.377342613384775,0.1309328968903437,0.12895606991025035,0.9741783553457476,0.8618228614108483
LUAD-13,Lung13,100.0,NKG7,1222,2117,0.2790507376194,0.2815304696559906,13.802329013161557,14.984791347362021,0.1955810147299509,0.19083608880491262,0.9911919585840189,0.921089169225661
LUAD-13,Lung13,100.0,IFNG,1222,2117,0.08346971869468689,0.07132735103368759,4.410180188905227,3.722692094505912,0.07119476268412439,0.05526688710439301,1.1702343839358973,1.1846749816923983
