sample,patient,radius_um,gene,n_near_high,n_near_low,mean_count_high,mean_count_low,mean_cpm_high,mean_cpm_low,frac_det_high,frac_det_low,ratio_count,ratio_cpm
LUAD-5 R1,Lung5,50.0,GZMB,330,498,0.33636364340782166,0.2550200819969177,17.725990640210895,13.872847340392752,0.20303030303030303,0.18072289156626506,1.318969238712295,1.2777471131394327
LUAD-5 R1,Lung5,50.0,PRF1,330,498,0.46060606837272644,0.29718875885009766,21.33727322906962,14.918729208092566,0.26666666666666666,0.20080321285140562,1.5498771560369033,1.4302339650682416
LUAD-5 R1,Lung5,50.0,NKG7,330,498,0.5545454621315002,0.42168673872947693,28.196894493261855,23.26289370398476,0.3303030303030303,0.26104417670682734,1.315064978809437,1.2120974652621113
LUAD-5 R1,Lung5,50.0,IFNG,330,498,0.11818181723356247,0.08232931792736053,3.873648513325126,3.5899739355513574,0.08181818181818182,0.05622489959839357,1.4354766954080043,1.0790185619356596
LUAD-5 R1,Lung5,100.0,GZMB,698,1122,0.2865329384803772,0.2192513346672058,15.636234564890998,11.860973641987112,0.167621776504298,0.14527629233511585,1.3068697570999779,1.3182926660876892
LUAD-5 R1,Lung5,100.0,PRF1,698,1122,0.3882521390914917,0.26916220784187317,18.90817224976278,14.341348287656064,0.23638968481375358,0.18270944741532977,1.442446702323014,1.31843756043757
LUAD-5 R1,Lung5,100.0,NKG7,698,1122,0.4785100221633911,0.41443851590156555,24.343603848764598,21.572418001100402,0.2922636103151863,0.2531194295900178,1.1545983392070716,1.1284596769598494
LUAD-5 R1,Lung5,100.0,IFNG,698,1122,0.10458452999591827,0.1042780727148056,4.074807946598061,5.226076955324183,0.07306590257879657,0.06951871657754011,1.0029388468077158,0.7797068396489567
LUAD-5 R2,Lung5,50.0,GZMB,353,733,0.44192636013031006,0.35879945755004883,17.201808124147643,15.93176460169182,0.21813031161473087,0.21828103683492497,1.2316806807565084,1.0797176931876684
LUAD-5 R2,Lung5,50.0,PRF1,353,733,0.28328612446784973,0.25648021697998047,11.864567306927544,10.734175381701416,0.19263456090651557,0.20054570259208732,1.1045145228100053,1.1053077563045142
LUAD-5 R2,Lung5,50.0,NKG7,353,733,0.645892322063446,0.5825375318527222,28.725487346940543,26.16455078526922,0.38243626062322944,0.32332878581173263,1.108756580900853,1.0978781016608603
LUAD-5 R2,Lung5,50.0,IFNG,353,733,0.20396600663661957,0.18281036615371704,8.540120915954738,6.802609272647134,0.11898016997167139,0.1009549795361528,1.1157245123895967,1.2554184098584098
LUAD-5 R2,Lung5,100.0,GZMB,757,1522,0.3685601055622101,0.3088042140007019,15.275994983892494,13.746775910122317,0.21532364597093792,0.19448094612352168,1.1935073708591695,1.1112420165839867
LUAD-5 R2,Lung5,100.0,PRF1,757,1522,0.27212682366371155,0.2660972476005554,11.627575361987942,13.01895898818441,0.19815059445178335,0.2076215505913272,1.022659295116826,0.893126353077904
