gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
ANKRD28	-1.2748087923144704	4.86264177719215	-21.435833863831203	4.097587589870943e-06	0.05947092146788197	5	0.048650657454537706	malignant	GSE123902	q4q1_single	4.0	3.0	other
GIMAP4	-2.769300429885736	3.1156535696593326	-16.714134930525717	1.4007822975858691e-05	0.16568613580042652	5	0.08315744109618513	malignant	GSE123902	q4q1_single	4.0	3.0	other
EMP3	-3.2853158250931984	6.1422334044355145	-13.879989657493658	3.487415077917704e-05	0.23669440007972134	5	0.13802026406705634	malignant	GSE123902	q4q1_single	4.0	3.0	other
WIPF1	-1.6918891434677505	4.182468970861246	-11.995384264469665	7.102749370627498e-05	0.1410450141625831	5	0.21082735819365073	malignant	GSE123902	q4q1_single	4.0	3.0	other
DOK2	-2.3678374232105464	3.433819122788905	-10.996877886462885	0.00010820044578976608	0.21531906125149805	5	0.2569327785723785	malignant	GSE123902	q4q1_single	4.0	3.0	other
ATOH8	4.993414048491171	2.680243880323822	10.158836711758443	0.00015849702762320403	0.4915340397893684	5	0.3114919865849649	malignant	GSE123902	q4q1_single	4.0	3.0	other
PLEK	-2.5180251412601504	3.3252661383584194	-9.851592105502716	0.0001836472589989686	0.25559575693899056	5	0.3114919865849649	malignant	GSE123902	q4q1_single	4.0	3.0	other
TRPV2	-2.007381119171994	2.9519587902243876	-9.07973742320308	0.00027107506014880257	0.22108360909668748	5	0.3461087518006539	malignant	GSE123902	q4q1_single	4.0	3.0	other
ABHD2	2.3434375789620354	5.166248084095946	8.988840328681922	0.000284350883879338	0.2607052181675214	5	0.3461087518006539	malignant	GSE123902	q4q1_single	4.0	3.0	other
IKBIP	-1.6144865559423054	4.78384007779096	-8.9418997649868	0.00029150909778544084	0.18055296954502248	5	0.3461087518006539	malignant	GSE123902	q4q1_single	4.0	3.0	other
TAF5L	0.820749924926297	3.02524935624349	8.367616906297355	0.00039905475865065394	0.09808646047222974	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
APBB1IP	-1.979743230920075	2.6394087336721683	-8.276185090011648	0.00042025251992095246	0.23920963697505815	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
FZD5	2.0651080961846384	3.5961859628369344	8.121013883197097	0.0004593725712983664	0.2542919056520123	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	TJ
STK31	2.226955830409311	1.350228649011307	7.979428539526686	0.0004988922264699993	0.2790871325406226	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
AKAP1	1.7709727236198576	4.726664983034466	7.860345680182233	0.0005352861817389623	0.22530468705528986	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
FNBP1L	1.460173752522315	4.609930328886155	7.758746433385337	0.0005688489762857827	0.18819712244226602	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
XAGE1B	-3.6799891700025467	2.9878366351864423	-7.630738493497325	0.000614758046684938	0.4822585878337356	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
XAGE1A	-4.849605597413465	4.095793193071294	-7.596897061957574	0.0006276206686119209	0.6383666328320388	5	0.4139855665794076	malignant	GSE123902	q4q1_single	4.0	3.0	other
