gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
TBCD	1.16408655395313	4.389702955153708	4.935392044118541	0.0001795353399681156	0.23586506270365304	15	0.0820083178709238	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
PSMA2	-0.9318952768961926	7.068277013924587	-4.744265542814917	0.00026094664028255546	0.19642561498428918	15	0.08903898761403391	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
ZEB1	-2.0689980379068356	1.947413215714648	-4.572225995054337	0.000366642290213531	0.4525143858035056	15	0.09942188326086471	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CD69	-2.557038882153925	3.3253734779450754	-4.141392440380057	0.0008701477053936611	0.617434575197917	15	0.1359472603804321	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
PRKAA2	2.2251550246291973	2.4386863644650756	4.0651384792622105	0.0010155985105514834	0.5473749629884798	15	0.14654591371961417	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CXCR4	-2.1097404332987124	5.090441660605558	-3.921640372882457	0.0013598771609345268	0.5379739682116812	15	0.15040175054885593	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	chemokine
CLDN3	1.9886233521128653	6.766149904685265	3.9114844827410034	0.0013883283405243503	0.5084062996766184	15	0.1518335372983452	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CCL5	-1.8371043216710403	4.119643719376324	-3.8774922527823232	0.0014880167336881358	0.47378671623465207	15	0.15573713947661566	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN|chemokine
F11R	0.9597708242268612	5.831611215275939	3.7758159409672296	0.0018316089366294858	0.2541889857006648	15	0.15640177899425045	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
GZMA	-1.69567091472698	3.0442033067583636	-3.624459058791914	0.0024972263569681885	0.46784110048470856	15	0.16550058129619602	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
MPP7	2.012632882682673	3.170215109113048	3.5316038188319347	0.0030211293983728564	0.5698920337413	15	0.17714827191881727	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CCL3	-2.233037183252584	4.275199218936396	-3.5287433534500883	0.003038912247929392	0.6328137128673076	15	0.17714827191881727	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	chemokine
WAS	-1.1860367471054787	1.713841157986694	-3.525205859955794	0.0030610492068187133	0.3364446770550732	15	0.17752925911212622	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CSF2RB	-1.4384944713675953	1.1420376033051545	-3.4127908701896317	0.0038552567814475434	0.4215009140855049	15	0.19102859734868394	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
XCL2	-1.2782768837170024	1.023469912592292	-3.3568569168711386	0.004324087718280998	0.3807957608477574	15	0.1975417732644802	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	chemokine
PLA2G4A	1.999422493191349	2.0592257476360607	3.3245028586761367	0.004620791151485178	0.6014199951650957	15	0.2013677442638526	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
IL10RA	-1.147014943908747	1.9352716002850618	-3.3028068457293855	0.0048310224587518056	0.3472848996276809	15	0.20415065374267605	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
FGL2	-1.2317823146786542	1.7787265652188724	-3.2638717527619314	0.005232428158852746	0.37739911613754545	15	0.20726055482914113	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
IRF8	-1.2200734759800027	1.8358718782175538	-3.228123718560561	0.005630069328056126	0.3779512752144582	15	0.2082173707291482	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
CLDN12	0.8045750961627539	4.4473858039814935	3.178428358736322	0.006233087638749873	0.25313614319834365	15	0.21517796359969996	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
STRN	0.6558422271484953	3.5347123671219	3.164072117334947	0.006418904045340475	0.20727790101728208	15	0.21736366853965844	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
ILDR1	1.0976248605476187	2.2615299899160664	3.1435938027570915	0.006693479624824227	0.3491624330042087	15	0.2199533768191313	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CGNL1	1.8023725064613214	2.495621469089205	3.1424767830742324	0.00670878629576999	0.5735515744043431	15	0.2199533768191313	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
VASP	-0.7751143163421492	5.656027040022158	-3.095686819526115	0.007381979233295988	0.2503852493905708	15	0.22833431119392902	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CCND1	1.4100747094910615	7.045560361661281	3.0400567167573027	0.008269464908878116	0.46383171133567774	15	0.23348674524025176	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
DLG3	1.357727926157578	3.5408893699518647	3.0246031036166965	0.008534117040945914	0.448894575468121	15	0.23458862839124395	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CCL4	-2.194318708986156	4.807888860683921	-3.0226839994920813	0.008567558834916908	0.7259504167008128	15	0.2350858303251125	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	chemokine
GBP2	-1.8904759406473444	4.162640566196834	-3.0108719633576526	0.008776247328327982	0.6278832058136178	15	0.23698963464555506	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
AUTS2	2.5526364593772666	3.826822246169923	2.9987274346883055	0.008996017325143683	0.8512399059178225	15	0.2399617095213849	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
SAMHD1	-0.9687337203212659	3.6937082243569392	-2.813943235234605	0.013086215203276082	0.34426199796475293	15	0.26888553312400854	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
MAPK9	0.7891454456495411	4.175577301190215	2.7882174483432456	0.013783419741027446	0.2830286590877086	15	0.2736682481573011	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
RDX	-0.5594145504893275	6.6175266439190565	-2.7564687617705914	0.014693715596415888	0.20294608748984805	15	0.2808682640408535	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
PELI1	1.0561709723321842	4.534014609502129	2.7440283534673324	0.015066084656034975	0.38489798073610093	15	0.2840847563652112	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
PECAM1	-2.006522373349963	2.9273670302729102	-2.7376644205401743	0.015260090992190853	0.7329321878515891	15	0.2852922487348538	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
TAP2	-1.2090179854791636	4.382328305861994	-2.7014863125652777	0.016409803012139356	0.4475380755607472	15	0.28813130036567164	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	MHC-I/APM
ST3GAL5	1.6408042853169973	4.252302368462535	2.695731961649283	0.016600228776964716	0.6086674449314065	15	0.288230817956662	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
TRIM14	1.1485030314289957	3.3411337730535795	2.6902845158237483	0.016782464623505185	0.4269076466350368	15	0.28899384208510204	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
LLGL2	1.1328426593430894	5.482501832543965	2.6809866794387647	0.01709798207474649	0.4225469182786979	15	0.2912128430864717	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
CACNA1D	1.7124367643815437	1.7266320670142052	2.650759735054434	0.018163765896849867	0.6460173442865347	15	0.29837497936755597	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
MARVELD2	1.0972477014775674	3.9566912030855317	2.646449508970469	0.018320864425232095	0.4146112358306139	15	0.29837497936755597	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
JAK2	-0.7423165393684237	1.8017135736345888	-2.646217871444974	0.0183293440768149	0.2805198118335887	15	0.29837497936755597	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
CXCR3	-1.2520647835864114	1.5225167689208114	-2.6209853180343146	0.01927601915189537	0.47770766778862933	15	0.30423811048359545	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	chemokine
STAT2	-0.8570968606511477	4.6994105379187125	-2.5838769219654383	0.02075411859045483	0.3317096311225199	15	0.309713752181729	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
ARL2	-0.7032504054261026	6.3440699294743315	-2.550223706356836	0.02218812657701774	0.27576028082287046	15	0.31596919690250336	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
OCLN	1.1161757180786465	5.067053211773852	2.4937945458676576	0.024807713169317087	0.44758126523622627	15	0.32647962062649316	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
LAP3	-0.768617356825485	5.3496925055882425	-2.4937518846314073	0.024809800959926985	0.30821725351361157	15	0.32647962062649316	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
GRHL2	1.4844103050232342	2.7096510467923682	2.489568536001218	0.02501534452004827	0.596252034662808	15	0.3274150195372338	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
PTGS2	2.1456276258078715	4.148595735667741	2.3683158230881385	0.031726987568783525	0.9059719167902636	15	0.34537171947782086	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	IFN
MYL6B	-0.5211378847715726	6.17159805764004	-2.344515503183587	0.033230477985038816	0.22227956439781535	15	0.3502035473598886	malignant	GSE123902+GSE131907	q4q1_combined	10.0	8.0	TJ
