sample,patient,domain,k_domains,beta,length_scale_um,neighbor_agreement,n_cells,n_tumor,n_immune,n_cytotoxic,n_stromal,n_other,frac_tumor,frac_immune,frac_cytotoxic,shannon,shannon_evenness,immune_neighbor_frac_tumor,sample_immune_frac,normalized_mixing,heterotypic_frac,normalized_mixing_composition_null,mean_cldn4_tumor,frac_cldn4_high_tumor,mean_cytotoxic_50um,mean_cytotoxic_100um,eligible,mean_EPCAM_tumor,mean_KRT8_tumor,mean_KRT18_tumor,mean_KRT7_tumor,mean_KRT19_tumor,mean_TACSTD2_tumor,cldn4_arm,cldn4_enrichment
Lung5_Rep1,Lung5,0,8,2.0,22.66713921076103,0.8484479908573295,16077,10,13753,1054,1945,369,0.0006220065932698887,0.8554456677240779,0.06555949493064626,0.6929406414868983,0.34647032074344913,0.62,0.5565192547090876,1.1140674734140081,0.22797785656527958,0.9009227003288434,4.0,0.6,3.5,17.4,False,1.4,4.9,1.8,2.7,6.6,1.6,,1.8719162219313261
Lung5_Rep1,Lung5,1,8,2.0,22.66713921076103,0.8484479908573295,12439,101,5193,449,5003,2142,0.008119623763968164,0.41747728917115523,0.036096149208135704,1.548016655679064,0.774008327839532,0.42475247524752474,0.5565192547090876,0.7632305111699288,0.5519495136264974,0.8702715397816138,2.9702970297029703,0.27722772277227725,1.118811881188119,5.227722772277228,True,1.4554455445544554,3.9504950495049505,1.396039603960396,2.366336633663366,5.198019801980198,1.1584158415841583,high,1.390036798463856
Lung5_Rep1,Lung5,2,8,2.0,22.66713921076103,0.8484479908573295,11834,11462,85,8,165,122,0.968565151259084,0.007182693932736184,0.0006760182524928173,0.24976913988505708,0.12488456994252854,0.019717326819054266,0.5565192547090876,0.03542972979319685,0.08943721480479973,1.4535718107162583,2.2581573896353166,0.3413889373582272,0.1459605653463619,1.1619263653812597,True,3.33423486302565,8.724131914151108,2.840865468504624,2.8448787297155818,19.290350724131915,1.91249345663933,high,1.056770362333112
Lung5_Rep1,Lung5,3,8,2.0,22.66713921076103,0.8484479908573295,17129,50,11594,960,5237,248,0.0029190262128553916,0.6768637982369081,0.056045303286823514,1.0168576848622186,0.5084288424311093,0.606,0.5565192547090876,1.088911111111111,0.42041566933271063,0.9380906284591553,1.64,0.18,1.52,6.16,True,0.66,2.2,0.78,2.06,2.46,0.68,low,0.7674856509918437
Lung5_Rep1,Lung5,4,8,2.0,22.66713921076103,0.8484479908573295,14641,874,10702,666,2505,560,0.05969537599890718,0.7309609999316986,0.04548869612731371,1.1891208621155218,0.5945604310577609,0.5382151029748283,0.5565192547090876,0.9671095805232696,0.3512396694214876,0.8141930458058634,1.2540045766590389,0.17048054919908467,0.6052631578947368,2.805491990846682,True,0.6762013729977117,2.0274599542334095,0.7528604118993135,1.160183066361556,2.9153318077803205,0.5778032036613272,low,0.586847877356045
Lung5_Rep1,Lung5,5,8,2.0,22.66713921076103,0.8484479908573295,11378,335,10379,402,377,287,0.02944278432061874,0.9121989804886623,0.03533134118474249,0.5674714127710019,0.28373570638550094,0.8011940298507463,0.5565192547090876,1.4396519492745294,0.17774652838811741,1.0753485381231973,3.5044776119402985,0.3641791044776119,0.9731343283582089,4.17910447761194,True,1.6417910447761195,4.268656716417911,1.3701492537313433,1.964179104477612,5.223880597014926,1.4358208955223881,high,1.64002212279655
Lung5_Rep1,Lung5,6,8,2.0,22.66713921076103,0.8484479908573295,6965,5518,635,35,620,192,0.7922469490308687,0.09117013639626705,0.005025125628140704,1.0346655182424342,0.5173327591212171,0.08309169989126496,0.5565192547090876,0.14930606477344605,0.30402010050251255,0.8555537192172922,1.910837259876767,0.25407756433490397,0.2223631750634288,1.2225444001449801,True,2.174519753533889,5.687024284160928,1.8104385646973542,2.1634650235592607,11.212395795578107,1.415367886915549,low,0.8942318160585313
Lung5_Rep1,Lung5,7,8,2.0,22.66713921076103,0.8484479908573295,7539,250,2199,114,4912,178,0.03316089667064597,0.291683247115002,0.015121368881814564,1.21173670770568,0.60586835385284,0.2192,0.5565192547090876,0.3938767583425009,0.4806207719856745,0.9833622688685034,2.58,0.296,0.44,2.18,True,1.536,4.816,1.796,6.252,9.384,1.32,high,1.2073859631457053
Lung5_Rep2,Lung5,0,8,2.0,22.479830960219058,0.8554253251607116,16834,801,13167,889,2500,366,0.04758227396934775,0.7821670428893905,0.052809789711298565,1.0149819346778635,0.5074909673389317,0.6058676654182272,0.5754821348482584,1.0528001283271475,0.3132113579660211,0.8618368508753098,1.2833957553058677,0.16853932584269662,0.7390761548064919,3.118601747815231,True,0.6641697877652933,1.4981273408239701,0.5942571785268415,1.3096129837702872,2.6504369538077404,0.48314606741573035,low,0.7055258945606894
Lung5_Rep2,Lung5,1,8,2.0,22.479830960219058,0.8554253251607116,7757,6308,606,17,637,206,0.8132009797602165,0.0781229856903442,0.0021915689055047056,0.9650876110617794,0.4825438055308897,0.07755231452124287,0.5754821348482584,0.13476059433485568,0.27127755575609125,0.8343096694748471,1.5784717818642993,0.21845275840202916,0.19308814204185162,1.2463538363982245,True,2.103043753963221,3.8403614457831323,1.3257767913760303,1.7921686746987953,8.696892834495879,1.2381103360811667,high,0.8677391298315473
