sample,patient,heldout_rho_cldn4_epcam,heldout_rho_cldn4_krt8
Lung5_Rep1,Lung5,0.42857142857142866,0.3214285714285715
Lung5_Rep2,Lung5,0.3214285714285715,0.3571428571428572
Lung5_Rep3,Lung5,0.5,0.6071428571428572
Lung6,Lung6,0.4761904761904762,0.38095238095238104
Lung9_Rep1,Lung9,1.0,0.9761904761904763
Lung9_Rep2,Lung9,0.9523809523809524,0.9285714285714287
Lung12,Lung12,0.9761904761904763,0.9761904761904763
Lung13,Lung13,1.0,0.9523809523809524
