sample,patient,contrast,outcome,level,mean_high,mean_low,delta,n_high,n_low,n_groups_high,n_groups_low,full_delta_cytotoxic_50um
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_50um,cell,0.2160215053763441,0.22365591397849463,-0.007634408602150533,9300,9300,,,
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_100um,cell,1.4189247311827957,1.3198924731182795,0.09903225806451621,9300,9300,,,
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT8_KRT18,immune_neighbor_frac,cell,0.0797741935483871,0.0876989247311828,-0.0079247311827957,9300,9300,,,
Lung5_Rep1,Lung5,fov_holdout_cell_resid_joint,cytotoxic_50um,fov,11.0,23.0,0.4782608695652174,30,1,,,-0.007634408602150533
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_50um,cell,0.2170967741935484,0.22258064516129034,-0.005483870967741944,9300,9300,,,
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_100um,cell,1.4181720430107527,1.3206451612903225,0.09752688172043023,9300,9300,,,
Lung5_Rep1,Lung5,cell_resid_EPCAM_KRT7_8_18_19,immune_neighbor_frac,cell,0.07953763440860216,0.08793548387096774,-0.008397849462365575,9300,9300,,,
Lung5_Rep1,Lung5,epcam_tertile1_raw_CLDN4,cytotoxic_50um,cell,0.23944414751469803,0.3176544371276262,-0.07821028961292817,3742,3189,,,
Lung5_Rep1,Lung5,epcam_tertile1_raw_CLDN4,cytotoxic_100um,cell,1.4770176376269375,1.6632173095014111,-0.18619967187447362,3742,3189,,,
Lung5_Rep1,Lung5,epcam_tertile1_raw_CLDN4,immune_neighbor_frac,cell,0.09788882950293962,0.17422389463781746,-0.07633506513487784,3742,3189,,,
Lung5_Rep1,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_50um,cell,0.20277379244380678,0.17262265293761356,0.03015113950619322,4182,1651,,,
Lung5_Rep1,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_100um,cell,1.3321377331420372,1.0987280436099334,0.23340968953210384,4182,1651,,,
Lung5_Rep1,Lung5,epcam_tertile2_raw_CLDN4,immune_neighbor_frac,cell,0.06131037780966044,0.04542701393095094,0.015883363878709506,4182,1651,,,
Lung5_Rep1,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_50um,cell,0.18699406368051807,0.16619718309859155,0.020796880581926525,3706,2130,,,
Lung5_Rep1,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_100um,cell,1.3219104155423638,1.1061032863849765,0.2158071291573873,3706,2130,,,
Lung5_Rep1,Lung5,epcam_tertile3_raw_CLDN4,immune_neighbor_frac,cell,0.0583108472746897,0.04136150234741784,0.01694934492727186,3706,2130,,,
Lung5_Rep1,Lung5,domain_resid_joint_k8,shannon,domain,0.9513990036296223,0.5383348182207485,0.4130641854088738,736,17854,4.0,3.0,
Lung5_Rep1,Lung5,domain_resid_joint_k8,normalized_mixing,domain,0.9677777578482486,0.11623278826519744,0.8515449695830511,736,17854,4.0,3.0,
Lung5_Rep1,Lung5,domain_resid_joint_k8,mean_cytotoxic_50um,domain,0.8491847826086957,0.19205780217318247,0.6571269804355132,736,17854,4.0,3.0,
Lung5_Rep1,Lung5,domain_resid_joint_k4,shannon,domain,1.1221746751067814,0.5039319330584308,0.6182427420483506,2108,16476,2.0,1.0,
Lung5_Rep1,Lung5,domain_resid_joint_k4,normalized_mixing,domain,0.831441982591681,0.06237177713482282,0.7690702054568582,2108,16476,2.0,1.0,
Lung5_Rep1,Lung5,domain_resid_joint_k4,mean_cytotoxic_50um,domain,0.6138519924098672,0.16666666666666666,0.4471853257432006,2108,16476,2.0,1.0,
Lung5_Rep1,Lung5,domain_resid_joint_k6,shannon,domain,1.1868973686740452,0.29526929395635976,0.8916280747176855,6087,12499,3.0,2.0,
Lung5_Rep1,Lung5,domain_resid_joint_k6,normalized_mixing,domain,0.30756898640414393,0.07284427770723308,0.23472470869691087,6087,12499,3.0,2.0,
Lung5_Rep1,Lung5,domain_resid_joint_k6,mean_cytotoxic_50um,domain,0.32347626088385084,0.16593327466197297,0.15754298622187787,6087,12499,3.0,2.0,
Lung5_Rep1,Lung5,domain_resid_joint_k10,shannon,domain,0.9989241903566427,0.4883837067241424,0.5105404836325003,1487,17109,5.0,4.0,
Lung5_Rep1,Lung5,domain_resid_joint_k10,normalized_mixing,domain,0.9563236202571166,0.08011352907262592,0.8762100911844907,1487,17109,5.0,4.0,
Lung5_Rep1,Lung5,domain_resid_joint_k10,mean_cytotoxic_50um,domain,0.6704774714189644,0.1800806593021217,0.4903968121168427,1487,17109,5.0,4.0,
Lung5_Rep1,Lung5,domain_resid_joint_k12,shannon,domain,1.0573897934430423,0.505206143827972,0.5521836496150703,563,17972,4.0,4.0,
Lung5_Rep1,Lung5,domain_resid_joint_k12,normalized_mixing,domain,0.7876922375482072,0.12684762350038697,0.6608446140478201,563,17972,4.0,4.0,
Lung5_Rep1,Lung5,domain_resid_joint_k12,mean_cytotoxic_50um,domain,0.7353463587921847,0.19730692187847762,0.538039436913707,563,17972,4.0,4.0,
Lung5_Rep1,Lung5,dual_high_vs_TACSTD2_only_k8,shannon,domain,0.2785665295565062,1.0346655182424342,-0.7560989886859281,12047,5518,3.0,1.0,
Lung5_Rep1,Lung5,dual_high_vs_TACSTD2_only_k8,normalized_mixing,domain,0.08191650663918111,0.14930606477344605,-0.06738955813426493,12047,5518,3.0,1.0,
Lung5_Rep1,Lung5,dual_high_vs_TACSTD2_only_k8,mean_cytotoxic_50um,domain,0.1750643313688055,0.2223631750634288,-0.04729884369462328,12047,5518,3.0,1.0,
Lung5_Rep1,Lung5,domains_epithelial_genes_held_out_k8,shannon,domain,0.2904034195713731,1.0343077810561423,-0.7439043614847691,11882,6708,4.0,3.0,
Lung5_Rep1,Lung5,domains_epithelial_genes_held_out_k8,normalized_mixing,domain,0.08317502624974947,0.2681395206704133,-0.18496449442066382,11882,6708,4.0,3.0,
Lung5_Rep1,Lung5,domains_epithelial_genes_held_out_k8,mean_cytotoxic_50um,domain,0.1804410031981148,0.2847346451997615,-0.1042936420016467,11882,6708,4.0,3.0,
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_50um,cell,0.2238603094939356,0.2536140791954745,-0.029753769701538924,9564,9546,,,
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_100um,cell,1.4636135508155583,1.412528807877645,0.05108474293791332,9564,9546,,,
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT8_KRT18,immune_neighbor_frac,cell,0.08671058134671684,0.09637544521265451,-0.009664863865937665,9564,9546,,,
Lung5_Rep2,Lung5,fov_holdout_cell_resid_joint,cytotoxic_50um,fov,18.0,24.0,0.75,29,0,,,-0.029753769701538924
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_50um,cell,0.22532705389848248,0.2521193092621664,-0.02679225536368393,9555,9555,,,
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_100um,cell,1.4703296703296704,1.4058608058608058,0.06446886446886468,9555,9555,,,
Lung5_Rep2,Lung5,cell_resid_EPCAM_KRT7_8_18_19,immune_neighbor_frac,cell,0.08628990057561486,0.09678702250130822,-0.010497121925693353,9555,9555,,,
Lung5_Rep2,Lung5,epcam_tertile1_raw_CLDN4,cytotoxic_50um,cell,0.23619550858652577,0.3791907514450867,-0.1429952428585609,3785,3460,,,
Lung5_Rep2,Lung5,epcam_tertile1_raw_CLDN4,cytotoxic_100um,cell,1.4737120211360635,1.8971098265895954,-0.4233978054535319,3785,3460,,,
Lung5_Rep2,Lung5,epcam_tertile1_raw_CLDN4,immune_neighbor_frac,cell,0.10834874504623512,0.1854335260115607,-0.07708478096532559,3785,3460,,,
