sample,patient,contrast,outcome,level,mean_high,mean_low,delta,n_high,n_low,n_groups_high,n_groups_low,full_delta_cytotoxic_50um
Lung5_Rep2,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_50um,cell,0.2007308160779537,0.20759911894273128,-0.006868302864777576,4105,1816,,,
Lung5_Rep2,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_100um,cell,1.3003654080389768,1.169603524229075,0.13076188380990184,4105,1816,,,
Lung5_Rep2,Lung5,epcam_tertile2_raw_CLDN4,immune_neighbor_frac,cell,0.06484774665042632,0.05424008810572687,0.010607658544699451,4105,1816,,,
Lung5_Rep2,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_50um,cell,0.20062875107173478,0.18527607361963191,0.015352677452102864,3499,2445,,,
Lung5_Rep2,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_100um,cell,1.4649899971420406,1.1255623721881391,0.33942762495390144,3499,2445,,,
Lung5_Rep2,Lung5,epcam_tertile3_raw_CLDN4,immune_neighbor_frac,cell,0.06719062589311231,0.04000000000000001,0.027190625893112302,3499,2445,,,
Lung5_Rep2,Lung5,domain_resid_joint_k8,shannon,domain,0.9463157921499165,0.5575434387442835,0.388772353405633,1534,17561,4.0,3.0,
Lung5_Rep2,Lung5,domain_resid_joint_k8,normalized_mixing,domain,1.0808917612518085,0.07754767077264425,1.0033440904791642,1534,17561,4.0,3.0,
Lung5_Rep2,Lung5,domain_resid_joint_k8,mean_cytotoxic_50um,domain,0.8891786179921773,0.17874836284949605,0.7104302551426813,1534,17561,4.0,3.0,
Lung5_Rep2,Lung5,domain_resid_joint_k4,shannon,domain,1.0303566154714303,0.5155631204363553,0.514793495035075,2368,16718,2.0,1.0,
Lung5_Rep2,Lung5,domain_resid_joint_k4,normalized_mixing,domain,0.8371359032436082,0.06136633434103233,0.7757695689025759,2368,16718,2.0,1.0,
Lung5_Rep2,Lung5,domain_resid_joint_k4,mean_cytotoxic_50um,domain,0.706081081081081,0.16772341189137457,0.5383576691897065,2368,16718,2.0,1.0,
Lung5_Rep2,Lung5,domain_resid_joint_k6,shannon,domain,0.9843793874016311,0.5724351427603589,0.4119442446412722,1595,17496,3.0,2.0,
Lung5_Rep2,Lung5,domain_resid_joint_k6,normalized_mixing,domain,1.07103869788444,0.0746575844491136,0.9963811134353263,1595,17496,3.0,2.0,
Lung5_Rep2,Lung5,domain_resid_joint_k6,mean_cytotoxic_50um,domain,0.9285266457680251,0.1714106081390032,0.7571160376290219,1595,17496,3.0,2.0,
Lung5_Rep2,Lung5,domain_resid_joint_k10,shannon,domain,0.8634142833537007,0.34794336287839794,0.5154709204753027,7947,11157,5.0,4.0,
Lung5_Rep2,Lung5,domain_resid_joint_k10,normalized_mixing,domain,0.28574199117733984,0.06813947424000207,0.2176025169373378,7947,11157,5.0,4.0,
Lung5_Rep2,Lung5,domain_resid_joint_k10,mean_cytotoxic_50um,domain,0.29218573046432617,0.19772340234830152,0.09446232811602465,7947,11157,5.0,4.0,
Lung5_Rep2,Lung5,domain_resid_joint_k12,shannon,domain,0.8400279690908191,0.35482036979135995,0.48520759929945917,7920,11171,5.0,5.0,
Lung5_Rep2,Lung5,domain_resid_joint_k12,normalized_mixing,domain,0.27629445924407475,0.07422950033305001,0.20206495891102474,7920,11171,5.0,5.0,
Lung5_Rep2,Lung5,domain_resid_joint_k12,mean_cytotoxic_50um,domain,0.2840909090909091,0.19926595649449466,0.08482495259641445,7920,11171,5.0,5.0,
Lung5_Rep2,Lung5,dual_high_vs_TACSTD2_only_k8,shannon,domain,0.560489706563339,,,18044,0,4.0,0.0,
Lung5_Rep2,Lung5,dual_high_vs_TACSTD2_only_k8,normalized_mixing,domain,0.1109880623865849,,,18044,0,4.0,0.0,
Lung5_Rep2,Lung5,dual_high_vs_TACSTD2_only_k8,mean_cytotoxic_50um,domain,0.20134116603857238,,,18044,0,4.0,0.0,
Lung5_Rep2,Lung5,domains_epithelial_genes_held_out_k8,shannon,domain,0.34976503977206436,0.8882966569874011,-0.5385316172153367,11146,7948,4.0,3.0,
Lung5_Rep2,Lung5,domains_epithelial_genes_held_out_k8,normalized_mixing,domain,0.08379682885882246,0.26226887456156606,-0.1784720457027436,11146,7948,4.0,3.0,
Lung5_Rep2,Lung5,domains_epithelial_genes_held_out_k8,mean_cytotoxic_50um,domain,0.19630360667504038,0.29114242576748867,-0.09483881909244829,11146,7948,4.0,3.0,
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_50um,cell,0.23194008214544576,0.24284160927872417,-0.01090152713327841,8278,8277,,,
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_100um,cell,1.3997342353225417,1.261084934154887,0.13864930116765461,8278,8277,,,
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT8_KRT18,immune_neighbor_frac,cell,0.08679632761536603,0.0968466835810076,-0.010050355965641578,8278,8277,,,
Lung5_Rep3,Lung5,fov_holdout_cell_resid_joint,cytotoxic_50um,fov,16.0,24.0,0.6666666666666666,30,0,,,-0.01090152713327841
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_50um,cell,0.26105512744516896,0.21280788177339902,0.04824724567176994,8435,8120,,,
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_100um,cell,1.5006520450503853,1.1535714285714285,0.3470806164789568,8435,8120,,,
Lung5_Rep3,Lung5,cell_resid_EPCAM_KRT7_8_18_19,immune_neighbor_frac,cell,0.10443390634262002,0.0787192118226601,0.02571469451995992,8435,8120,,,
Lung5_Rep3,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_50um,cell,0.2091169907554989,0.1841249186727391,0.024992072082759775,3137,1537,,,
Lung5_Rep3,Lung5,epcam_tertile2_raw_CLDN4,cytotoxic_100um,cell,1.2731909467644247,0.9564085881587508,0.31678235860567383,3137,1537,,,
Lung5_Rep3,Lung5,epcam_tertile2_raw_CLDN4,immune_neighbor_frac,cell,0.0645521198597386,0.053285621340273266,0.011266498519465339,3137,1537,,,
Lung5_Rep3,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_50um,cell,0.2672645739910314,0.18376928236083165,0.08349529163019972,2230,1491,,,
Lung5_Rep3,Lung5,epcam_tertile3_raw_CLDN4,cytotoxic_100um,cell,1.6434977578475336,1.0415828303152246,0.601914927532309,2230,1491,,,
Lung5_Rep3,Lung5,epcam_tertile3_raw_CLDN4,immune_neighbor_frac,cell,0.07883408071748879,0.04004024144869216,0.038793839268796634,2230,1491,,,
Lung5_Rep3,Lung5,domain_resid_joint_k8,shannon,domain,0.9290455482958758,0.6001598710927939,0.3288856772030819,1350,15197,4.0,3.0,
Lung5_Rep3,Lung5,domain_resid_joint_k8,normalized_mixing,domain,1.0132738957977445,0.08051141875723661,0.9327624770405079,1350,15197,4.0,3.0,
Lung5_Rep3,Lung5,domain_resid_joint_k8,mean_cytotoxic_50um,domain,0.8777777777777778,0.17871948410870567,0.6990582936690721,1350,15197,4.0,3.0,
Lung5_Rep3,Lung5,domain_resid_joint_k4,shannon,domain,1.1014003985946328,0.5280907558540648,0.573309642740568,2091,14441,2.0,1.0,
Lung5_Rep3,Lung5,domain_resid_joint_k4,normalized_mixing,domain,0.8045703215800437,0.06182695620304594,0.7427433653769978,2091,14441,2.0,1.0,
Lung5_Rep3,Lung5,domain_resid_joint_k4,mean_cytotoxic_50um,domain,0.7388809182209469,0.16148466172702722,0.5773962564939197,2091,14441,2.0,1.0,
Lung5_Rep3,Lung5,domain_resid_joint_k6,shannon,domain,0.4088955642403301,0.9946047290677906,-0.5857091648274606,10351,6196,3.0,2.0,
Lung5_Rep3,Lung5,domain_resid_joint_k6,normalized_mixing,domain,0.159225334836241,0.1522450531456987,0.006980281690542295,10351,6196,3.0,2.0,
Lung5_Rep3,Lung5,domain_resid_joint_k6,mean_cytotoxic_50um,domain,0.2502173703023862,0.21158812136862493,0.038629248933761295,10351,6196,3.0,2.0,
Lung5_Rep3,Lung5,domain_resid_joint_k10,shannon,domain,0.950582506250922,0.5400589961647694,0.4105235100861526,1459,15090,5.0,4.0,
Lung5_Rep3,Lung5,domain_resid_joint_k10,normalized_mixing,domain,0.9538720047244987,0.0797218667947886,0.8741501379297101,1459,15090,5.0,4.0,
Lung5_Rep3,Lung5,domain_resid_joint_k10,mean_cytotoxic_50um,domain,0.8231665524331734,0.17939032471835653,0.6437762277148169,1459,15090,5.0,4.0,
Lung5_Rep3,Lung5,domain_resid_joint_k12,shannon,domain,0.9427016273609319,0.5331520237488863,0.4095496036120456,1393,15107,5.0,4.0,
Lung5_Rep3,Lung5,domain_resid_joint_k12,normalized_mixing,domain,0.968363516134686,0.07863562092132298,0.8897278952133629,1393,15107,5.0,4.0,
Lung5_Rep3,Lung5,domain_resid_joint_k12,mean_cytotoxic_50um,domain,0.8004307250538406,0.17746739921890514,0.6229633258349354,1393,15107,5.0,4.0,
Lung5_Rep3,Lung5,dual_high_vs_TACSTD2_only_k8,shannon,domain,0.38461821946422825,,,9612,0,4.0,0.0,
Lung5_Rep3,Lung5,dual_high_vs_TACSTD2_only_k8,normalized_mixing,domain,0.09952707437463443,,,9612,0,4.0,0.0,
Lung5_Rep3,Lung5,dual_high_vs_TACSTD2_only_k8,mean_cytotoxic_50um,domain,0.216916354556804,,,9612,0,4.0,0.0,
Lung5_Rep3,Lung5,domains_epithelial_genes_held_out_k8,shannon,domain,0.3931875670832385,0.9496194476555265,-0.5564318805722881,9525,7023,4.0,3.0,
Lung5_Rep3,Lung5,domains_epithelial_genes_held_out_k8,normalized_mixing,domain,0.1007414721805114,0.2324366359368244,-0.13169516375631302,9525,7023,4.0,3.0,
Lung5_Rep3,Lung5,domains_epithelial_genes_held_out_k8,mean_cytotoxic_50um,domain,0.21826771653543306,0.25971806920119606,-0.041450352665762996,9525,7023,4.0,3.0,
Lung6,Lung6,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_50um,cell,0.17164561283714577,0.11403260767128452,0.05761300516586125,35148,31833,,,
Lung6,Lung6,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_100um,cell,0.9471093661090247,0.7005623095529796,0.24654705655604514,35148,31833,,,
Lung6,Lung6,cell_resid_EPCAM_KRT8_KRT18,immune_neighbor_frac,cell,0.04090133151246159,0.0181635409794867,0.022737790532974894,35148,31833,,,
Lung6,Lung6,fov_holdout_cell_resid_joint,cytotoxic_50um,fov,8.0,29.0,0.27586206896551724,30,0,,,0.05761300516586125
Lung6,Lung6,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_50um,cell,0.1794749829057288,0.10874520153550864,0.07072978137022017,33637,33344,,,
Lung6,Lung6,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_100um,cell,0.984065166334691,0.6744541746641075,0.3096109916705835,33637,33344,,,
Lung6,Lung6,cell_resid_EPCAM_KRT7_8_18_19,immune_neighbor_frac,cell,0.046228855129767814,0.013819577735124761,0.032409277394643055,33637,33344,,,
Lung6,Lung6,domain_resid_joint_k8,shannon,domain,0.26014868571433336,0.4753468695684973,-0.21519818385416395,30711,36270,4.0,4.0,
Lung6,Lung6,domain_resid_joint_k8,normalized_mixing,domain,0.1325221216446242,0.271299841435588,-0.1387777197909638,30711,36270,4.0,4.0,
Lung6,Lung6,domain_resid_joint_k8,mean_cytotoxic_50um,domain,0.10888606688157337,0.1742211193824097,-0.06533505250083632,30711,36270,4.0,4.0,
Lung6,Lung6,domain_resid_joint_k4,shannon,domain,0.2821458445246538,0.6087712667834102,-0.3266254222587564,39367,27614,2.0,2.0,
Lung6,Lung6,domain_resid_joint_k4,normalized_mixing,domain,0.10094674697679006,0.35981609105749035,-0.2588693440807003,39367,27614,2.0,2.0,
Lung6,Lung6,domain_resid_joint_k4,mean_cytotoxic_50um,domain,0.0951558411867808,0.21427536756717608,-0.11911952638039527,39367,27614,2.0,2.0,
Lung6,Lung6,domain_resid_joint_k6,shannon,domain,0.3052747534995208,0.698190082626751,-0.39291532912723015,51912,15069,3.0,3.0,
Lung6,Lung6,domain_resid_joint_k6,normalized_mixing,domain,0.11221609629662169,0.5365034266206521,-0.42428733032403043,51912,15069,3.0,3.0,
Lung6,Lung6,domain_resid_joint_k6,mean_cytotoxic_50um,domain,0.12182154415164125,0.2215807286482182,-0.09975918449657696,51912,15069,3.0,3.0,
Lung6,Lung6,domain_resid_joint_k10,shannon,domain,0.2894505110152529,0.4158694387914298,-0.12641892777617691,21432,45549,5.0,5.0,
Lung6,Lung6,domain_resid_joint_k10,normalized_mixing,domain,0.16999994932937426,0.2253944809473245,-0.05539453161795024,21432,45549,5.0,5.0,
Lung6,Lung6,domain_resid_joint_k10,mean_cytotoxic_50um,domain,0.1486562150055991,0.1421985114931173,0.006457703512481816,21432,45549,5.0,5.0,
Lung6,Lung6,domain_resid_joint_k12,shannon,domain,0.22691066200615587,0.38613524134890953,-0.15922457934275366,20948,46033,6.0,6.0,
Lung6,Lung6,domain_resid_joint_k12,normalized_mixing,domain,0.15620558383309846,0.23108938275934837,-0.07488379892624991,20948,46033,6.0,6.0,
Lung6,Lung6,domain_resid_joint_k12,mean_cytotoxic_50um,domain,0.13824708802749666,0.1470032368083766,-0.008756148780879935,20948,46033,6.0,6.0,
Lung6,Lung6,dual_high_vs_TACSTD2_only_k8,shannon,domain,0.26014868571433336,,,30711,0,4.0,0.0,
Lung6,Lung6,dual_high_vs_TACSTD2_only_k8,normalized_mixing,domain,0.1325221216446242,,,30711,0,4.0,0.0,
Lung6,Lung6,dual_high_vs_TACSTD2_only_k8,mean_cytotoxic_50um,domain,0.10888606688157337,,,30711,0,4.0,0.0,
Lung6,Lung6,domains_epithelial_genes_held_out_k8,shannon,domain,0.26164743173301774,0.4720016363460825,-0.21035420461306475,30418,36563,4.0,4.0,
Lung6,Lung6,domains_epithelial_genes_held_out_k8,normalized_mixing,domain,0.1332088139048414,0.2696164544851179,-0.1364076405802765,30418,36563,4.0,4.0,
Lung6,Lung6,domains_epithelial_genes_held_out_k8,mean_cytotoxic_50um,domain,0.10967190479321455,0.1730437874353855,-0.06337188264217096,30418,36563,4.0,4.0,
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_50um,cell,0.4346943951306112,0.6599685390977825,-0.22527414396717133,19715,19707,,,
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT8_KRT18,cytotoxic_100um,cell,2.7037788485924423,3.3652001826762064,-0.661421334083764,19715,19707,,,
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT8_KRT18,immune_neighbor_frac,cell,0.03641389804717221,0.08198609631095549,-0.04557219826378328,19715,19707,,,
Lung9_Rep1,Lung9,fov_holdout_cell_resid_joint,cytotoxic_50um,fov,18.0,19.0,0.9473684210526315,20,0,,,-0.22527414396717133
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_50um,cell,0.4361367556051537,0.6585143089100872,-0.22237755330493353,19714,19708,,,
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT7_8_18_19,cytotoxic_100um,cell,2.7156335599066654,3.353308301197483,-0.6376747412908177,19714,19708,,,
Lung9_Rep1,Lung9,cell_resid_EPCAM_KRT7_8_18_19,immune_neighbor_frac,cell,0.036471543065841536,0.08192612137203166,-0.045454578306190124,19714,19708,,,
Lung9_Rep1,Lung9,epcam_tertile1_raw_CLDN4,cytotoxic_50um,cell,0.47573354480570973,0.9003554765607643,-0.4246219317550546,12610,9002,,,
Lung9_Rep1,Lung9,epcam_tertile1_raw_CLDN4,cytotoxic_100um,cell,2.8699444885011896,4.016551877360587,-1.146607388859397,12610,9002,,,
Lung9_Rep1,Lung9,epcam_tertile1_raw_CLDN4,immune_neighbor_frac,cell,0.044781919111816025,0.13890246611864032,-0.09412054700682429,12610,9002,,,
Lung9_Rep1,Lung9,epcam_tertile2_raw_CLDN4,cytotoxic_50um,cell,0.3914571505812382,0.4947108603667137,-0.10325370978547549,3699,2836,,,
Lung9_Rep1,Lung9,epcam_tertile2_raw_CLDN4,cytotoxic_100um,cell,2.6334144363341445,3.0232722143864597,-0.38985777805231514,3699,2836,,,
Lung9_Rep1,Lung9,epcam_tertile2_raw_CLDN4,immune_neighbor_frac,cell,0.02541227358745607,0.04143159379407616,-0.016019320206620093,3699,2836,,,
Lung9_Rep1,Lung9,epcam_tertile3_raw_CLDN4,cytotoxic_50um,cell,0.3646237393328161,0.47018633540372673,-0.10556259607091062,6445,4830,,,
Lung9_Rep1,Lung9,epcam_tertile3_raw_CLDN4,cytotoxic_100um,cell,2.3487975174553917,2.861904761904762,-0.5131072444493703,6445,4830,,,
Lung9_Rep1,Lung9,epcam_tertile3_raw_CLDN4,immune_neighbor_frac,cell,0.02406516679596587,0.03144927536231884,-0.007384108566352972,6445,4830,,,
Lung9_Rep1,Lung9,domain_resid_joint_k8,shannon,domain,0.31520702938009176,1.3301506071638922,-1.0149435777838005,35899,3523,4.0,4.0,
Lung9_Rep1,Lung9,domain_resid_joint_k8,normalized_mixing,domain,0.09971728717926719,1.1970621434431208,-1.0973448562638537,35899,3523,4.0,4.0,
Lung9_Rep1,Lung9,domain_resid_joint_k8,mean_cytotoxic_50um,domain,0.42597286832502296,1.7837070678399092,-1.3577341995148862,35899,3523,4.0,4.0,
Lung9_Rep1,Lung9,domain_resid_joint_k4,shannon,domain,0.3906404975715508,1.4942445924354828,-1.103604094863932,36081,3341,2.0,2.0,
Lung9_Rep1,Lung9,domain_resid_joint_k4,normalized_mixing,domain,0.09712147667747567,1.2848730391495442,-1.1877515624720685,36081,3341,2.0,2.0,
Lung9_Rep1,Lung9,domain_resid_joint_k4,mean_cytotoxic_50um,domain,0.41617471799562095,1.9634839868302902,-1.5473092688346692,36081,3341,2.0,2.0,
Lung9_Rep1,Lung9,domain_resid_joint_k6,shannon,domain,0.3168941250529609,1.4833941152643901,-1.1664999902114292,35860,3562,3.0,3.0,
Lung9_Rep1,Lung9,domain_resid_joint_k6,normalized_mixing,domain,0.09520434667745531,1.2304808961103537,-1.1352765494328985,35860,3562,3.0,3.0,
Lung9_Rep1,Lung9,domain_resid_joint_k6,mean_cytotoxic_50um,domain,0.41818181818181815,1.8472768107804605,-1.4290949925986423,35860,3562,3.0,3.0,
Lung9_Rep1,Lung9,domain_resid_joint_k10,shannon,domain,0.31494457970499024,1.2969918394252367,-0.9820472597202464,36108,3314,5.0,5.0,
Lung9_Rep1,Lung9,domain_resid_joint_k10,normalized_mixing,domain,0.10010245008681051,1.2620704755775718,-1.1619680254907614,36108,3314,5.0,5.0,
Lung9_Rep1,Lung9,domain_resid_joint_k10,mean_cytotoxic_50um,domain,0.4320926110557217,1.8026554013277007,-1.370562790271979,36108,3314,5.0,5.0,
Lung9_Rep1,Lung9,domain_resid_joint_k12,shannon,domain,0.31258473458827923,1.270360431349939,-0.9577756967616597,36139,3283,6.0,6.0,
Lung9_Rep1,Lung9,domain_resid_joint_k12,normalized_mixing,domain,0.0993416691451257,1.2814170705339412,-1.1820754013888155,36139,3283,6.0,6.0,
Lung9_Rep1,Lung9,domain_resid_joint_k12,mean_cytotoxic_50um,domain,0.4291208943246908,1.8483094730429486,-1.4191885787182579,36139,3283,6.0,6.0,
Lung9_Rep1,Lung9,dual_high_vs_TACSTD2_only_k8,shannon,domain,0.3021053940108076,0.7643339644114101,-0.4622285704006025,35389,44,3.0,1.0,
Lung9_Rep1,Lung9,dual_high_vs_TACSTD2_only_k8,normalized_mixing,domain,0.09270435427937149,2.331239338464739,-2.2385349841853674,35389,44,3.0,1.0,
Lung9_Rep1,Lung9,dual_high_vs_TACSTD2_only_k8,mean_cytotoxic_50um,domain,0.41880245273955186,3.5454545454545454,-3.1266520927149934,35389,44,3.0,1.0,
