cohort,gene,n_DCB,n_NDB,median_TPM_DCB,median_TPM_NDB,median_log2_DCB,median_log2_NDB,delta_median_log2,AUC_DCB_gt_NDB,rank_biserial,wilcoxon_p,spearman_rho_vs_PFS,spearman_p,logrank_high_vs_low_Z,logrank_high_vs_low_p,pfs_time_capped,note,wilcoxon_p_BH
GSE190265,TACSTD2,14,29,72.5354,61.1058,6.197371628986589,5.956656101505462,0.240715527481127,0.458128078817734,-0.08374384236453203,0.6689082979913126,-0.031491901025722385,0.8411124825844392,-0.15262094547343877,0.8786972064123602,False,,0.9277206768218681
GSE190265,CLDN4,14,29,22.44810993,17.1151,4.541996485328456,4.17912086474734,0.3628756205811161,0.49014778325123154,-0.019704433497536922,0.927720676821868,0.04538760795313945,0.7725773932917775,-0.42695038551750847,0.6694154654252665,False,,0.9277206768218681
GSE190266,TACSTD2,0,0,,,,,,,,,,,,,,gene absent from deposited TPM matrix,
GSE190266,CLDN4,17,52,55.87650863,21.72729,5.829761002587666,4.501789991716127,1.327971010871539,0.6583710407239819,0.3167420814479638,0.051589467725745984,0.19725114573913835,0.1042558286875059,-1.0210719397312176,0.30722035634681955,True,,0.15476840317723795
