gene,n_DCB,n_NDB,n_cohorts,median_z_DCB,median_z_NDB,AUC_DCB_gt_NDB,rank_biserial,wilcoxon_p
TACSTD2,14,29,1,0.24227870849050703,0.11643591419931265,0.458128078817734,-0.08374384236453203,0.6689082979913126
CLDN4,31,81,2,0.23810324317008014,0.009458862037623488,0.56710473914775,0.1342094782954999,0.2743702661151526
