graph	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
harmony_tumor_no_brain_plus_GSE205335	0	31	31	0	1.0	0.0	0.0		T lymphocytes	10	31	-0.2392080280190373	0.5056601006121272	True	0.9631014007752107	0.9728354164272432
harmony_tumor_no_brain_plus_GSE205335	1	31	0	31	0.0	1.0	1.6345994472503662	1.6345994472503662	Epithelial cells	3	31			False		
harmony_tumor_no_brain_plus_GSE205335	2	31	0	0	0.0	0.0	0.029888782650232315		B lymphocytes	3	31			False		
harmony_tumor_no_brain_plus_GSE205335	3	31	31	0	1.0	0.0	0.0		T lymphocytes	10	31	0.10037317226797879	0.7826324269419429	True	0.9927628994315485	0.9955163554894043
harmony_tumor_no_brain_plus_GSE205335	4	31	0	31	0.0	1.0	1.1199179887771606	1.1199179887771606	Epithelial cells	1	31			False		
harmony_tumor_no_brain_plus_GSE205335	5	31	0	0	0.0	0.0	0.057977721095085144		Myeloid cells	4	31			False		
harmony_tumor_no_brain_plus_GSE205335	6	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
harmony_tumor_no_brain_plus_GSE205335	7	31	31	0	1.0	0.0	0.12431894987821579		T lymphocytes	5	31	-0.30779350562554625	0.614384002810333	True	0.9692549895505325	0.9810773645050384
harmony_tumor_no_brain_plus_GSE205335	8	31	0	0	0.0	0.0	0.0		MAST cells	9	31	0.06120602396848353	0.8757007084046127	True	0.9928238450841016	0.9955163554894043
harmony_tumor_no_brain_plus_GSE205335	9	31	0	0	0.0	0.0	0.10813523083925247		Myeloid cells	7	31	0.5345224838248489	0.2164372292696857	True	0.9272701972684256	0.9269780030370958
harmony_tumor_no_brain_plus_GSE205335	10	31	0	0	0.0	0.0	0.012582735158503056		Myeloid cells	4	31			False		
harmony_tumor_no_brain_plus_GSE205335	11	31	0	0	0.0	0.0	0.04261096194386482		Myeloid cells	7	31	0.18018749253911182	0.6990457740939313	True	0.9896761608116419	0.9955163554894043
harmony_tumor_no_brain_plus_GSE205335	12	31	0	0	0.0	0.0	0.047795191407203674		Myeloid cells	10	31	-0.4022244544834535	0.24919707483383402	True	0.9272701972684256	0.9281710844366112
