nhood	n_samples_present	n_cells	spearman_rho	p	testable	BH_FDR	SpatialFDR
47	9	31	-0.08664587415167273	0.8245870610213484	True	0.9928238450841016	0.9955163554894043
48	2	31			False		
49	2	31			False		
50	12	31	-0.37555740876610155	0.22896235293843875	True	0.9272701972684256	0.9269780030370958
51	8	31	-0.17757120130114437	0.6739866569975664	True	0.9786655567361924	0.9925905928699753
52	6	31	0.3714285714285715	0.4684781341107872	True	0.9616401426968554	0.9697179319091679
53	2	31			False		
54	2	31			False		
55	6	31	0.6957252427829382	0.12478933744028692	True	0.9272701972684256	0.9269780030370958
56	15	31	0.5769730831976584	0.024329709064855935	True	0.6686164491156705	0.6591933282433606
57	9	31	-0.2710552490032842	0.4805110850001113	True	0.9631014007752107	0.9728354164272432
58	2	31			False		
59	3	31			False		
60	1	31			False		
61	1	31			False		
62	2	31			False		
63	11	31	0.6929950358331262	0.018068611472724695	True	0.6458138536475035	0.6280111863043587
64	1	31			False		
65	1	31			False		
66	3	31			False		
67	9	31	-0.08475793795260131	0.8283628971177416	True	0.9928238450841016	0.9955163554894043
68	6	31	0.030358837035945815	0.9544757346935634	True	0.9928238450841016	0.9955163554894043
69	3	31			False		
70	5	31	-0.20519567041703082	0.7405819415910723	True	0.9916391040430012	0.9955163554894043
71	3	31			False		
72	13	31	-0.21548077199283874	0.4795553882578866	True	0.9631014007752107	0.9728354164272432
73	10	31	0.18435296033970808	0.6101562925774965	True	0.9692549895505325	0.9810773645050384
74	10	31	-0.3387594564044284	0.338308101907061	True	0.9401670847005217	0.9445161477298322
75	7	31	-0.12613124477737828	0.7875721594074738	True	0.9927628994315485	0.9955163554894043
76	3	31			False		
77	1	31			False		
78	4	31			False		
79	1	31			False		
80	11	31	-0.24426339725268453	0.46915597258256286	True	0.9616401426968554	0.9697179319091679
81	15	31	-0.12309855449306653	0.6620629681077889	True	0.9770565529863009	0.991227307274531
82	8	31	-0.13638618139749523	0.7474293952265144	True	0.9916391040430012	0.9955163554894043
83	8	31	0.025367314471592056	0.9524566862805868	True	0.9928238450841016	0.9955163554894043
84	10	31	0.1442864351352195	0.690862647651394	True	0.9845456169475052	0.9955163554894043
85	14	31	0.22322456616071779	0.4430124146599905	True	0.9616401426968554	0.9697179319091679
86	7	31	0.03940552031195504	0.9331550374892811	True	0.9928238450841016	0.9955163554894043
87	7	31	0.48997894350611143	0.2643300244813535	True	0.9272701972684256	0.9281710844366112
88	2	31			False		
89	9	31	0.47000967108038416	0.2017192678066691	True	0.9272701972684256	0.9269780030370958
90	12	31	-0.5303308633740367	0.07610700927042828	True	0.837291212645151	0.8435906300072619
91	13	31	0.22846838336584385	0.4527919302497419	True	0.9616401426968554	0.9697179319091679
92	7	31	0.4183300132670378	0.35029453623181894	True	0.9480501506725965	0.9503211707783308
93	4	31			False		
94	6	31	0.5507824838698261	0.2573693316225746	True	0.9272701972684256	0.9281710844366112
95	7	31	-0.0727392967453308	0.8768403578473786	True	0.9928238450841016	0.9955163554894043
96	5	31	-0.8207826816681233	0.08858700531354384	True	0.8866834310515257	0.8946298863401516
97	5	31	0.6708203932499368	0.21516994256955022	True	0.9272701972684256	0.9269780030370958
98	8	31	0.0	1.0	True	1.0	1.0
99	7	31	-0.8108437164260032	0.026916328843161995	True	0.692995383428221	0.6795854520676321
100	7	31	0.23640271442232513	0.6097900468148635	True	0.9692549895505325	0.9810773645050384
101	11	31	-0.4719399037242695	0.1427561904845734	True	0.9272701972684256	0.9269780030370958
102	7	31	-0.35634832254989923	0.43271107531833375	True	0.9616401426968554	0.9697179319091679
103	15	31	0.18533928172583744	0.5084138115790057	True	0.9631014007752107	0.9728354164272432
104	9	31	0.24753688574416857	0.5207666929905368	True	0.963613182541093	0.9736125969076885
105	10	31	-0.130892578601184	0.7185278729908205	True	0.9916391040430012	0.9955163554894043
106	9	31	-0.034050261230349946	0.930700363357508	True	0.9928238450841016	0.9955163554894043
107	7	31	-0.21673036171575272	0.6406471615204581	True	0.9726834274747156	0.9847468607181652
108	1	31			False		
109	6	31	-0.33394720739540396	0.5177002083054396	True	0.9631014007752107	0.9728354164272432
110	9	31	-0.5485671571703195	0.12616614734912715	True	0.9272701972684256	0.9269780030370958
111	1	31			False		
112	14	31	-0.36188742010720903	0.2035692411680462	True	0.9272701972684256	0.9269780030370958
113	13	31	-0.02028959937654027	0.9475452446021354	True	0.9928238450841016	0.9955163554894043
114	6	31	-0.6179143806533246	0.1910939016901931	True	0.9272701972684256	0.9269780030370958
115	11	31	-0.368004260407936	0.2654869844945467	True	0.9272701972684256	0.9281710844366112
116	7	31	0.3091420111676559	0.4998985145994543	True	0.9631014007752107	0.9728354164272432
117	9	31	0.3419927840283847	0.36767911245195206	True	0.9527982588102972	0.9552336403755932
118	11	31	0.35754847096709713	0.28034232644757456	True	0.9272701972684256	0.9281710844366112
119	11	31	-0.19728966701178366	0.5609262980343791	True	0.9663181185989685	0.978975191028333
120	7	31	-0.4865062298556019	0.26824856231783123	True	0.9272701972684256	0.9281710844366112
121	9	31	-0.3286335345030997	0.38787678878733045	True	0.9616401426968554	0.9678449905512091
122	10	31	0.289514382952255	0.4171543118157596	True	0.9616401426968554	0.9697179319091679
123	4	31			False		
124	1	31			False		
125	3	31			False		
126	4	31			False		
127	6	31	0.7775419143502353	0.06872694144108958	True	0.8009747206694524	0.8056070142314975
128	1	31			False		
129	6	31	-0.2898855178262242	0.5773517870348749	True	0.9669204338819088	0.9795750839616281
130	4	31			False		
131	6	31	-0.06761234037828133	0.8987360319248712	True	0.9928238450841016	0.9955163554894043
132	5	31	-0.35909242322980395	0.5528147466433508	True	0.9660466021007941	0.978975191028333
133	11	31	-0.10514407440226742	0.7583338499747582	True	0.9927628994315485	0.9955163554894043
134	14	31	0.18847835762580825	0.5187359893226586	True	0.9631014007752107	0.9728354164272432
135	5	31	-0.20519567041703082	0.7405819415910723	True	0.9916391040430012	0.9955163554894043
136	1	31			False		
137	9	31	0.2016877936358443	0.6027992537712049	True	0.9669204338819088	0.9803045152501723
138	7	31	0.36369648372665403	0.42258150757499297	True	0.9616401426968554	0.9697179319091679
139	2	31			False		
140	5	31	-0.35909242322980395	0.5528147466433508	True	0.9660466021007941	0.978975191028333
141	8	31	0.2455143080701182	0.5578248245683867	True	0.9660466021007941	0.978975191028333
142	2	31			False		
143	7	31	-0.20583232685540792	0.6579230872109543	True	0.976514658857208	0.9900429464354908
144	5	31	-0.30779350562554625	0.614384002810333	True	0.9692549895505325	0.9810773645050384
145	8	31	0.80511756018254	0.0159045622916614	True	0.6322063510935407	0.6067671756217986
146	8	31	-0.6546536707079772	0.07814074941121583	True	0.837291212645151	0.8435906300072619
147	16	31	-0.19364601882499433	0.47238877331312934	True	0.9631014007752107	0.9728354164272432
148	6	31	-0.6179143806533246	0.1910939016901931	True	0.9272701972684256	0.9269780030370958
149	11	31	-0.41952353926806063	0.19897996222447517	True	0.9272701972684256	0.9269780030370958
150	1	31			False		
151	5	31	-0.39999999999999997	0.5046315754686912	True	0.9631014007752107	0.9728354164272432
152	6	31	-0.6982532518267538	0.12283946337339603	True	0.9272701972684256	0.9269780030370958
153	6	31	-0.46291004988627577	0.3552324305155445	True	0.9480501506725965	0.9503211707783308
154	1	31			False		
155	11	31	-0.07947049415071887	0.8163328861475879	True	0.9927628994315485	0.9955163554894043
156	7	31	0.2594372608313854	0.5742370658329916	True	0.9669204338819088	0.9795750839616281
157	1	31			False		
158	2	31			False		
159	10	31	-0.0251751637349787	0.9449642192370732	True	0.9928238450841016	0.9955163554894043
160	6	31	-0.6375355777548621	0.1732603152985336	True	0.9272701972684256	0.9269780030370958
161	1	31			False		
162	9	31	0.5899375524489636	0.09449896707099631	True	0.8998029143661807	0.9028195201485711
163	7	31	-0.03940552031195504	0.9331550374892811	True	0.9928238450841016	0.9955163554894043
164	1	31			False		
165	10	31	0.30444180048452957	0.3924017033065437	True	0.9616401426968554	0.9678449905512091
166	1	31			False		
167	8	31	0.10910894511799618	0.7970385741881917	True	0.9927628994315485	0.9955163554894043
168	9	31	-0.04371858854891681	0.911078956620555	True	0.9928238450841016	0.9955163554894043
169	7	31	-0.07412493166611013	0.8745070324258754	True	0.9928238450841016	0.9955163554894043
170	11	31	-0.6746010525388915	0.022787737929287056	True	0.6674408504025393	0.6551526181136679
171	13	31	-0.07445609458816627	0.8089819462587773	True	0.9927628994315485	0.9955163554894043
172	1	31			False		
173	15	31	0.0132023781510992	0.962753840637746	True	0.9947108751809082	0.9972082876231116
174	7	31	-0.2594372608313854	0.5742370658329916	True	0.9669204338819088	0.9795750839616281
175	9	31	-0.11881770515720091	0.7607761854873133	True	0.9927628994315485	0.9955163554894043
176	8	31	-0.3953329688859207	0.33236186002027407	True	0.9335590347697293	0.9357878123768262
177	15	31	0.030391533692741536	0.9143779545067819	True	0.9928238450841016	0.9955163554894043
178	5	31	-0.6708203932499368	0.21516994256955022	True	0.9272701972684256	0.9269780030370958
179	5	31	-0.44721359549995787	0.45018485575210104	True	0.9616401426968554	0.9697179319091679
180	5	31	-0.6155870112510925	0.2689977701158222	True	0.9272701972684256	0.9281710844366112
181	6	31	-0.030358837035945815	0.9544757346935634	True	0.9928238450841016	0.9955163554894043
182	1	31			False		
183	10	31	-0.06923170027119141	0.8492794475812135	True	0.9928238450841016	0.9955163554894043
184	5	31	-0.8944271909999157	0.04051932635383408	True	0.7156225335619013	0.7145112940316432
185	3	31			False		
186	10	31	-0.190805991538333	0.597478649126949	True	0.9669204338819088	0.9803045152501723
187	2	31			False		
188	5	31	0.0	1.0	True	1.0	1.0
189	10	31	0.3749747466244368	0.28567169509505674	True	0.9272701972684256	0.9281710844366112
190	14	31	-0.006129377483766122	0.9834086225031342	True	0.99803678596475	0.999063469681105
191	7	31	-0.14969623771302396	0.7487055969665105	True	0.9916391040430012	0.9955163554894043
192	7	31	0.0	1.0	True	1.0	1.0
193	8	31	0.2738612787525831	0.5116069210870926	True	0.9631014007752107	0.9728354164272432
194	2	31			False		
195	6	31	-0.2571428571428572	0.6227871720116619	True	0.9717319148147109	0.9836399932369186
196	16	31	0.2818827784866996	0.29018811102988973	True	0.9272701972684256	0.9281710844366112
197	2	31			False		
198	3	31			False		
199	8	31	0.8470243628419077	0.007954270632103346	True	0.4659528007121592	0.45239580015257225
200	13	31	0.3948699199003684	0.1817738836314583	True	0.9272701972684256	0.9269780030370958
201	7	31	0.03984095364447979	0.9324175630905607	True	0.9928238450841016	0.9955163554894043
202	10	31	-0.03658604599914625	0.9200750642705431	True	0.9928238450841016	0.9955163554894043
203	2	31			False		
204	7	31	0.0363696483726654	0.9382977945206503	True	0.9928238450841016	0.9955163554894043
205	9	31	-0.2988071523335984	0.4347668467641065	True	0.9616401426968554	0.9697179319091679
206	1	31			False		
207	2	31			False		
208	12	31	0.12516590605511177	0.6983187239940101	True	0.9896761608116419	0.9955163554894043
209	5	31	-0.15389675281277312	0.8048288166080632	True	0.9927628994315485	0.9955163554894043
210	8	31	0.0	1.0	True	1.0	1.0
211	14	31	0.13959907328238347	0.6340919748495407	True	0.9726834274747156	0.9847468607181652
212	17	31	0.3129864183440558	0.221251707516445	True	0.9272701972684256	0.9269780030370958
213	10	31	0.4249666625955435	0.22086123192355853	True	0.9272701972684256	0.9269780030370958
214	8	31	-0.13503286943856502	0.7498742499145095	True	0.9916391040430012	0.9955163554894043
215	4	31			False		
216	9	31	-0.009901475429766743	0.9798305277851815	True	0.9973035001599516	0.9986030545315179
217	4	31			False		
218	6	31	0.43204937989385744	0.39225053894930706	True	0.9616401426968554	0.9678449905512091
219	9	31	0.37267799624996495	0.32325862130876354	True	0.9308844644674097	0.9308487499015047
220	9	31	0.5585949354288781	0.11798281022432061	True	0.9272701972684256	0.9269780030370958
221	6	31	-0.30425553170226594	0.5576993870568203	True	0.9660466021007941	0.978975191028333
222	11	31	0.27580936205249484	0.41168391022127887	True	0.9616401426968554	0.9697179319091679
223	10	31	-0.22473328748774735	0.5324810907508742	True	0.9660466021007941	0.9783828016351601
224	1	31			False		
225	10	31	0.0731720919982925	0.8407903063461993	True	0.9928238450841016	0.9955163554894043
226	5	31	0.35355339059327373	0.5594043441634877	True	0.9660466021007941	0.978975191028333
227	8	31	0.45420146992971866	0.25824993551060044	True	0.9272701972684256	0.9281710844366112
228	6	31	-0.08827348295047495	0.8679336982351337	True	0.9928238450841016	0.9955163554894043
229	15	31	-0.0704864931727406	0.8028818050720684	True	0.9927628994315485	0.9955163554894043
230	11	31	-0.042116931514266126	0.9021456187220186	True	0.9928238450841016	0.9955163554894043
231	9	31	-0.09618089480761698	0.805566090183771	True	0.9927628994315485	0.9955163554894043
232	2	31			False		
233	7	31	-0.39295262399668796	0.38319082306842844	True	0.9616401426968554	0.9678449905512091
234	3	31			False		
235	3	31			False		
236	8	31	-0.38054717750868317	0.35236799253354084	True	0.9480501506725965	0.9503211707783308
237	3	31			False		
238	6	31	0.43482827673933633	0.388865300128958	True	0.9616401426968554	0.9678449905512091
239	3	31			False		
240	12	31	-0.07306280364935756	0.8214706332165883	True	0.9928238450841016	0.9955163554894043
241	2	31			False		
242	12	31	-0.07157570849219008	0.8250543164846538	True	0.9928238450841016	0.9955163554894043
243	6	31	-0.8986451052612952	0.014888622005580315	True	0.6025831378985779	0.5735373329212023
244	6	31	0.2732295333235123	0.6003545904291115	True	0.9669204338819088	0.9803045152501723
245	12	31	0.21866406802042931	0.4947445337754398	True	0.9631014007752107	0.9728354164272432
246	8	31	-0.6383372009823073	0.08850536086905555	True	0.8866834310515257	0.8946298863401516
247	11	31	0.0	1.0	True	1.0	1.0
248	2	31			False		
249	5	31	-0.6	0.28475697986529386	True	0.9272701972684256	0.9281710844366112
250	9	31	-0.46579425255608903	0.20634938778636577	True	0.9272701972684256	0.9269780030370958
251	2	31			False		
252	2	31			False		
253	3	31			False		
254	5	31	-0.8720815992723809	0.05385421772754213	True	0.7325353083894417	0.7291846314914668
255	9	31	0.28214404682341737	0.46199756055291424	True	0.9616401426968554	0.9697179319091679
256	10	31	-0.4314607256416984	0.21312472676070426	True	0.9272701972684256	0.9269780030370958
257	5	31	-0.051298917604257706	0.934712848108234	True	0.9928238450841016	0.9955163554894043
258	6	31	0.44136741475237473	0.3809392104771887	True	0.9616401426968554	0.9678449905512091
259	9	31	0.12076147288491197	0.7569569058886716	True	0.9927628994315485	0.9955163554894043
260	10	31	0.3906951575475158	0.26429615360738756	True	0.9272701972684256	0.9281710844366112
261	7	31	0.592999453328881	0.16052191228369242	True	0.9272701972684256	0.9269780030370958
262	3	31			False		
263	7	31	0.35856858280031817	0.4296406812488276	True	0.9616401426968554	0.9697179319091679
264	11	31	0.381414103571889	0.24710188490789872	True	0.9272701972684256	0.9281710844366112
265	8	31	-0.17757120130114437	0.6739866569975664	True	0.9786655567361924	0.9925905928699753
266	10	31	-0.14290125328865674	0.6937091361016313	True	0.9854476942962548	0.9955163554894043
267	7	31	-0.22454435656953595	0.6283385792508973	True	0.9726834274747156	0.9839356538006613
268	4	31			False		
269	2	31			False		
270	9	31	0.23732222626728364	0.5386514414257371	True	0.9660466021007941	0.9786650905820176
271	6	31	0.6179143806533246	0.1910939016901931	True	0.9272701972684256	0.9269780030370958
272	11	31	0.46230847711765183	0.15223041570382473	True	0.9272701972684256	0.9269780030370958
273	7	31	-0.12613124477737828	0.7875721594074738	True	0.9927628994315485	0.9955163554894043
274	10	31	-0.32621280987093104	0.35762044787886715	True	0.9480501506725965	0.9503211707783308
275	1	31			False		
276	2	31			False		
277	2	31			False		
278	9	31	0.47216075632830157	0.19937910274040088	True	0.9272701972684256	0.9269780030370958
279	1	31			False		
280	2	31			False		
281	7	31	0.566946709513841	0.18443111892554864	True	0.9272701972684256	0.9269780030370958
282	12	31	-0.3185196542279125	0.31295431344456376	True	0.9296550511156549	0.9294033275713459
283	7	31	-0.5987849508520958	0.1554351730280133	True	0.9272701972684256	0.9269780030370958
284	6	31	-0.26482044885142486	0.612055238565705	True	0.9692549895505325	0.9810773645050384
285	10	31	0.3813850356982369	0.27684626336915275	True	0.9272701972684256	0.9281710844366112
286	9	31	-0.14852213144650114	0.7029400234562209	True	0.9912106261859585	0.9955163554894043
287	10	31	-0.43859279105297244	0.20481041006443035	True	0.9272701972684256	0.9269780030370958
288	1	31			False		
289	8	31	0.43988591938257204	0.2754347547658046	True	0.9272701972684256	0.9281710844366112
290	1	31			False		
291	5	31	0.11180339887498947	0.8579446176050994	True	0.9928238450841016	0.9955163554894043
292	11	31	0.07646841774710358	0.8231747408665914	True	0.9928238450841016	0.9955163554894043
293	12	31	-0.7163133262738203	0.008775667895961565	True	0.47645455454659613	0.4699426476397496
294	2	31			False		
295	5	31	0.19999999999999998	0.7470600781046621	True	0.9916391040430012	0.9955163554894043
296	8	31	-0.48197897496024894	0.22649256280417976	True	0.9272701972684256	0.9269780030370958
297	2	31			False		
298	7	31	-0.39405520311955033	0.3817364934472543	True	0.9616401426968554	0.9678449905512091
299	15	31	-0.10446386175466811	0.7110073898947755	True	0.9916391040430012	0.9955163554894043
300	12	31	-0.57188946294436	0.052037285454892494	True	0.7325353083894417	0.7291846314914668
301	13	31	0.171012337602268	0.5764294047301486	True	0.9669204338819088	0.9795750839616281
302	6	31	0.3718678720805473	0.4679101990344625	True	0.9616401426968554	0.9697179319091679
303	8	31	-0.17186001564908274	0.6840512915318457	True	0.9839592189019345	0.9955163554894043
304	6	31	-0.3142857142857143	0.5440932944606415	True	0.9660466021007941	0.978975191028333
305	11	31	0.09770084209183945	0.7750470690826039	True	0.9927628994315485	0.9955163554894043
306	8	31	-0.3958773192850676	0.33163567640871816	True	0.9335590347697293	0.9357878123768262
307	5	31	-0.28867513459481287	0.6376180914006019	True	0.9726834274747156	0.9847468607181652
308	3	31			False		
309	8	31	-0.060616080621109	0.8866229447346792	True	0.9928238450841016	0.9955163554894043
310	4	31			False		
311	12	31	0.4338154033639241	0.15883952316420322	True	0.9272701972684256	0.9269780030370958
312	5	31	0.15389675281277312	0.8048288166080632	True	0.9927628994315485	0.9955163554894043
313	9	31	-0.45643546458763845	0.21683754561890073	True	0.9272701972684256	0.9269780030370958
314	2	31			False		
315	6	31	-0.9710083124552245	0.001248592903197677	True	0.18496956856343258	0.19812205688018839
316	18	31	0.35359548780013766	0.1500167947457758	True	0.9272701972684256	0.9269780030370958
317	9	31	-0.10954451150103321	0.7790573426145467	True	0.9927628994315485	0.9955163554894043
318	11	31	-0.17255090466886683	0.6119117447635286	True	0.9692549895505325	0.9810773645050384
319	11	31	-0.3926511189157249	0.23227653581770483	True	0.9272701972684256	0.9269780030370958
320	1	31			False		
321	9	31	-0.1460593486680443	0.7076894574304633	True	0.9916391040430012	0.9955163554894043
322	3	31			False		
323	8	31	-0.19155354158954888	0.6495261821035958	True	0.976514658857208	0.9900429464354908
324	6	31	-0.3768511731740915	0.4614828403508045	True	0.9616401426968554	0.9697179319091679
325	8	31	0.025367314471592056	0.9524566862805868	True	0.9928238450841016	0.9955163554894043
326	1	31			False		
327	2	31			False		
328	4	31			False		
329	9	31	-0.13762047064079508	0.7240290969057886	True	0.9916391040430012	0.9955163554894043
330	7	31	0.2041241452319315	0.6606421552406503	True	0.976514658857208	0.9900429464354908
331	2	31			False		
332	1	31			False		
333	9	31	0.0	1.0	True	1.0	1.0
334	1	31			False		
335	10	31	0.5236716289065411	0.12029607512162196	True	0.9272701972684256	0.9269780030370958
336	7	31	-0.11118739749916519	0.8124070154613051	True	0.9927628994315485	0.9955163554894043
337	1	31			False		
338	6	31	-0.5768179036829705	0.23073225195460048	True	0.9272701972684256	0.9269780030370958
339	5	31	-0.09999999999999999	0.8728885715695384	True	0.9928238450841016	0.9955163554894043
340	1	31			False		
341	9	31	0.34641016151377546	0.3611134216129305	True	0.9480501506725965	0.9503211707783308
342	2	31			False		
343	2	31			False		
344	9	31	0.4196984500696013	0.260766383325089	True	0.9272701972684256	0.9281710844366112
345	8	31	-0.675164347192825	0.06617004538137732	True	0.7996301127317149	0.8030977357674225
346	7	31	-0.5800729211379677	0.17218075766402213	True	0.9272701972684256	0.9269780030370958
347	8	31	0.5367450401216933	0.17018920126883433	True	0.9272701972684256	0.9269780030370958
348	7	31	-0.07412493166611013	0.8745070324258754	True	0.9928238450841016	0.9955163554894043
349	1	31			False		
350	10	31	-0.3439179697143973	0.3305264309208816	True	0.9335590347697293	0.9357878123768262
351	2	31			False		
352	10	31	-0.259499648053841	0.4690507582155355	True	0.9616401426968554	0.9697179319091679
353	20	31	-0.04599555137027137	0.8473076643188535	True	0.9928238450841016	0.9955163554894043
354	9	31	0.47527082062880366	0.19602261925418385	True	0.9272701972684256	0.9269780030370958
355	1	31			False		
356	9	31	-0.09128709291752768	0.8153180714600264	True	0.9927628994315485	0.9955163554894043
357	16	31	-0.2537203157547461	0.34302829347917874	True	0.9480501506725965	0.9503211707783308
358	11	31	0.2765041508812218	0.41045846258549884	True	0.9616401426968554	0.9697179319091679
359	11	31	-0.5054031781711936	0.11276854570692446	True	0.9272701972684256	0.9269780030370958
360	9	31	0.07453559924999299	0.8488585431471023	True	0.9928238450841016	0.9955163554894043
361	9	31	0.05085476277156078	0.896622545113034	True	0.9928238450841016	0.9955163554894043
362	6	31	-0.15179418517972906	0.7740575031656568	True	0.9927628994315485	0.9955163554894043
363	10	31	-0.3638527494714231	0.30133785895691845	True	0.9272701972684256	0.9281710844366112
364	4	31			False		
365	6	31	0.8451542547285166	0.03410942316740963	True	0.7156225335619013	0.7145112940316432
366	8	31	-0.24098948748012447	0.5653345178891922	True	0.9669204338819088	0.9795750839616281
367	10	31	-0.10379985922153638	0.7753684943458544	True	0.9927628994315485	0.9955163554894043
368	2	31			False		
369	5	31	-0.15389675281277312	0.8048288166080632	True	0.9927628994315485	0.9955163554894043
370	1	31			False		
371	13	31	0.2946039680243776	0.3285198945538006	True	0.9335590347697293	0.9357878123768262
372	6	31	-0.24688535993934707	0.6371960853462738	True	0.9726834274747156	0.9847468607181652
373	12	31	-0.14193177269087268	0.6599279407718673	True	0.976514658857208	0.9900429464354908
374	13	31	0.18316739845831784	0.5491869269688088	True	0.9660466021007941	0.978975191028333
375	1	31			False		
376	1	31			False		
377	9	31	-0.5107539184552492	0.15998981653151623	True	0.9272701972684256	0.9269780030370958
378	7	31	-0.05910828046793256	0.8998298673144342	True	0.9928238450841016	0.9955163554894043
379	6	31	0.40583972495671394	0.4246625075613642	True	0.9616401426968554	0.9697179319091679
380	6	31	0.3478626213914691	0.4992532181146332	True	0.9631014007752107	0.9728354164272432
381	8	31	0.20868716185960046	0.6199236393861474	True	0.9717319148147109	0.9836399932369186
382	1	31			False		
383	3	31			False		
384	1	31			False		
385	3	31			False		
386	6	31	-0.3714285714285715	0.4684781341107872	True	0.9616401426968554	0.9697179319091679
387	14	31	-0.272590524236599	0.3457454502250449	True	0.9480501506725965	0.9503211707783308
388	2	31			False		
389	13	31	0.39851092868520993	0.17741491507367896	True	0.9272701972684256	0.9269780030370958
390	4	31			False		
391	4	31			False		
392	8	31	-0.5646829085612719	0.14476230930547648	True	0.9272701972684256	0.9269780030370958
393	8	31	-0.7637626158259734	0.027396043909112062	True	0.692995383428221	0.6795854520676321
394	10	31	-0.8430790241814815	0.002185181056698355	True	0.27023405734502987	0.2759634649319118
395	2	31			False		
396	1	31			False		
397	16	31	-0.24394920487217328	0.3625552505301614	True	0.9480501506725965	0.9503211707783308
398	5	31	-0.22360679774997894	0.7176856442107861	True	0.9916391040430012	0.9955163554894043
399	12	31	-0.27084975650897297	0.3944959472090756	True	0.9616401426968554	0.9697179319091679
400	10	31	0.10241831129983783	0.7782952608348456	True	0.9927628994315485	0.9955163554894043
401	9	31	0.008664587415167272	0.9823497517392509	True	0.9979774296562801	0.9990398734195257
402	12	31	0.02257458406359316	0.9444830906256898	True	0.9928238450841016	0.9955163554894043
403	1	31			False		
404	9	31	-0.05063696835418332	0.89706338137231	True	0.9928238450841016	0.9955163554894043
405	2	31			False		
406	9	31	-0.3277811406876182	0.38918272863083786	True	0.9616401426968554	0.9678449905512091
407	5	31	-0.20519567041703082	0.7405819415910723	True	0.9916391040430012	0.9955163554894043
408	4	31			False		
409	6	31	0.3718678720805473	0.4679101990344625	True	0.9616401426968554	0.9697179319091679
410	5	31	-0.7181848464596079	0.17179530490798894	True	0.9272701972684256	0.9269780030370958
411	4	31			False		
412	9	31	-0.16537377315791293	0.670687143894238	True	0.9770565529863009	0.991227307274531
413	9	31	0.3060301198424176	0.42318958600771694	True	0.9616401426968554	0.9697179319091679
414	10	31	0.1693797282022142	0.6399300910490359	True	0.9726834274747156	0.9847468607181652
415	5	31	-0.15389675281277312	0.8048288166080632	True	0.9927628994315485	0.9955163554894043
