	malignant	cd8	cd4	nk	b	myeloid	endothelial	fibroblast
A1BG	26.01253844173982	41.841954875144694	34.35196424884643	24.35779668446289	35.944554372846646	31.46421586668668	17.488383861567954	32.50817996611253
A1BG-AS1	2.640611335002538	6.549214134952638	4.791737883996654	2.8181276004913047	3.9126974994050356	3.882368013237922	1.8903808910430662	3.9310409123632795
A1CF	0.052811599096008015	0.01341952396920911	0.0	0.0036381816291088265	0.005930722377879962	0.006934855805983774	0.22183784971808196	0.0
A2M	3.8978724790284156	37.28449578733788	94.69615572070947	56.31950111267301	36.573538941809645	131.90549282035167	689.3580353702358	1134.3874118221192
A2M-AS1	0.8341115440878619	9.764410250138997	2.9148191625410935	5.612733060162541	0.4828157442010513	1.1414848186895497	2.0001873378200177	1.7100648625536496
A2ML1	4.833157253381027	0.03021478828851359	0.015397033162924513	0.02634226471551823	0.038722086513865855	0.03512353522085934	0.03606143108058295	0.17774210674113897
A2ML1-AS1	0.05420137801958717	0.012085915315405435	0.018476439795509416	0.04540816617281881	0.01611638505486356	0.008257000887654525	0.09288820931874951	0.046000898121534926
A2ML1-AS2	0.0013897789235791582	0.0	0.0	0.0036381816291088265	0.0	0.0031930486564417586	0.0	0.0
A3GALT2	0.010423341926843686	0.009064436486554077	0.009238219897754708	0.00545727244366324	0.0	0.01915829193865055	0.0	0.0
A4GALT	10.907004204437255	0.9102300354321846	1.623065936084695	3.099383373288571	2.9951045970465353	2.8702829499292	32.56198223797009	27.556316212515156
A4GNT	0.0006948894617895791	0.029506265246025565	0.11554680584815853	0.058210906065741225	0.035025740241020994	0.508056389396116	0.0	0.024405779669355865
AAAS	14.808468418457062	11.131722325380718	11.402678150602812	11.725776249384637	9.644298069720833	11.806171953167087	13.455967132711997	15.278858070633435
AACS	16.173911144341144	6.526292850447096	5.964056057541121	8.036307771061384	4.960203438922565	7.459623765536226	7.104809283053783	10.256496138131109
AADAC	4.861638352875055	0.2071400257015746	0.3634686083354392	1.292031394835548	1.0478743924788727	2.208291517227025	0.9257594542687111	2.158216497102919
AADACL2	0.17302747598560522	0.0	0.0030794066325849027	0.0	0.005930722377879962	0.00880575938075478	0.0	0.3628659582488118
AADACL2-AS1	0.021369806478669293	0.006042957657702718	0.0	0.0	0.0	0.0018709035747710076	0.0	0.0
AADACL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL4	0.020362063058538774	0.0	0.004686141633982235	0.0036381816291088265	0.0	0.0018709035747710076	0.0	0.07152693681242385
AADAT	3.047481073187417	0.2616330239034578	0.26156824499864906	0.4441484656792544	0.38577417004259773	0.7880547089719204	1.1995421399898702	2.787642845538366
AAED1	27.744399087721888	45.55416271585938	43.18888131434713	41.73424710091588	36.55386321023195	47.608374975911744	34.76107293827699	40.670518721006005
AAGAB	17.013685280275148	15.508805700363189	13.92785129684073	15.692830247099714	8.813600851222743	10.861123613608047	12.481721558687429	13.83729498891808
AAK1	25.5355469884073	130.21563611881413	118.4497911471425	102.41772015933026	14.889935387513772	47.91786139305808	47.45706927757866	40.00330689797874
AAMDC	36.929883780864785	12.172762374095594	16.62367333314505	16.75734325597805	10.002630863141563	28.162363969988412	69.32397599218619	56.35518457620807
AAMP	58.82457473828919	38.456713693225964	36.16929313524134	44.15273037134613	25.56468044595568	39.0154196885862	50.619031282189994	52.367905601076984
AANAT	0.0821019158347936	0.09731240813455914	0.08237935188555424	0.07000044426482414	0.17205283424193255	0.07875591015428364	0.0	0.09593271648177971
AAR2	11.612332891224197	11.622554234379065	10.134885297810106	10.830925704730499	6.108786213724414	8.890022328242601	11.094729049089647	11.608701630524958
AARD	6.1537134261929	0.4510101554531213	0.3371151885503608	1.8206094953995255	0.2829896429946035	1.2151688720053007	1.8692590904468056	1.5264654021398196
AARS	28.49803439733192	11.734843355132336	11.578598045609468	12.646444981331648	14.154628395108775	15.950249687164035	20.13912145772454	22.937993174603335
AARS2	4.536249122299457	4.050830873839239	3.7288912518608592	3.6830633443009266	2.578886492889106	3.1216998734561026	3.1566535889582603	3.692523577614663
AARSD1	12.394600806998957	14.710628730362782	13.348729276133328	11.811510730265082	12.221952200234433	7.125291879384772	10.759241022189151	13.943922396857127
AASDH	13.96773627890315	15.231407405952876	12.639478594970866	13.473371151030143	9.605412506144093	11.456356180637501	14.375184135623885	15.920517308191895
AASDHPPT	28.130254598465434	29.988708723567978	25.27101751237855	32.98482050489911	17.622043141207353	23.924466314182578	26.525459266621972	25.97829517202614
AASS	6.874095688177228	2.303713619784214	2.0655942357674464	3.3423508890626703	2.0690594814360237	2.689361888290177	17.458723990128888	16.27307606793967
AATBC	1.5824980290515243	0.16165937324182497	0.595005924145534	0.6837131166239128	0.20847865936734966	2.2804091722933006	0.3814798676344638	0.41252763421938227
AATF	32.603550120672885	51.21858660051166	40.577623058607756	46.68435506533386	25.395244499291415	31.410397258706013	30.751264461041497	30.99509950528446
AATK	7.111431949889189	0.8155958246827113	1.139380361512552	1.9077615615434054	0.7039404521397333	3.3590721911064305	6.541617345345089	6.801129985450917
ABALON	0.863621808132637	0.6376391060900287	0.5542700733301767	0.8586679946045607	0.3748370081041535	0.4846767967286636	0.5933906869930801	0.3502529392955855
ABAT	4.4798430619799054	7.365556029070559	5.875005228107832	6.84292222815658	3.248836993931831	4.893009754057541	3.107690229059213	3.672169433296531
ABC12-49244600F4.4	0.07298119038678505	0.0	0.0226462044621628	0.0429931806509821	0.03472794509817485	0.031133046365767053	2.494295939023654	0.732173390080676
ABCA1	22.44886311630627	5.389354321386831	16.953500564047467	13.257112356511044	10.241855150577468	68.49375124405307	14.43244299645838	32.88268691628443
ABCA10	0.7073768236352205	0.49195064852602416	0.5782363211506447	0.5903250263955776	0.6144063105174523	0.6204331248596604	0.7573652099455299	11.580547328696268
ABCA12	2.1056476675925313	0.07192152153718731	0.0822525947414366	0.2649839512233096	0.13893952758727457	0.16031122672682063	0.27355721396129506	0.9727366331479754
ABCA13	8.374774262647282	0.35560678172452553	0.517872565995026	1.0260587402467376	0.545014411760956	1.1670943078101574	2.0053281602311466	3.110230748303088
ABCA2	8.625539943426	20.39700070586646	6.711591640838224	22.74603682436228	2.2392538203206698	4.220558594228424	9.463396942791086	8.650035480396296
ABCA3	51.13265944208797	7.265175567592938	4.531249265694063	11.762580398746234	5.521311371614274	13.672409208409498	30.87385762651987	20.46045523260409
ABCA4	3.707593319818762	0.20499262773272864	0.15104474177734553	0.5468761502658881	0.32510830460916657	0.6861365456599736	2.2329757496965694	1.5521343852959484
ABCA5	16.55320029568014	12.574472134746062	9.834164819953653	12.933550902539796	9.162843482717449	7.423949022012262	10.567054068128655	12.747491190316577
ABCA6	0.3514753504826627	1.0129221698495376	2.578593561378093	2.2043404816996506	2.853813198785347	4.038224921906821	2.4644932511396993	29.203364699482314
ABCA7	32.39079611865213	13.752407921902657	12.462153894067864	14.490067701148128	8.62023694366193	16.699853857277912	23.391265032857024	20.15978727745847
ABCA8	2.4600439947031196	1.3217342045471843	2.104546836488185	1.7200665706914173	1.296742890860368	2.230132408586377	1.7777458802258326	66.60804418440021
ABCA9	0.15721735591027647	0.39106219516824703	0.6524592645827817	0.4386366789020605	0.48329909354816775	0.6473309036867678	0.5220792877501834	15.294333243095574
ABCA9-AS1	0.17077104076342883	0.0	0.007765548266567138	0.0036381816291088265	0.0	0.0074836142990840305	0.18577641863749902	0.030667265414356618
ABCB1	0.7800118679369936	19.16462170093381	4.576819127428352	20.23974854017602	3.097383204736736	1.3179477623236566	14.05939907308069	1.4821069596069472
ABCB10	7.161443749883809	6.521779888773264	7.277301784905333	8.533223585584278	3.108910298088621	7.469937767487334	8.080072558520772	5.805124404747945
ABCB11	0.6625810128736431	0.03021478828851359	0.170974099793567	0.05268452943103646	0.11764632058316411	0.06231419995169418	0.407614268355581	0.1635287330554937
ABCB4	0.17744403723640118	0.20413940623051635	0.35874895085890457	0.46392804442540525	5.806529795257134	0.9840475945939733	0.9992198801211625	0.5191260541838907
ABCB5	0.06851698055734293	0.03288200559612094	0.05141349460359482	0.11992178537850823	0.039839274566383406	0.3870373856130321	0.10818429324174883	0.4507767666534106
ABCB6	4.510850546600982	0.8781875546320136	0.6117314383638374	0.3788312575928252	0.90532862407741	0.8762426322964788	2.136428814331239	5.552375394730967
ABCB7	12.897564699284239	15.282475258574518	15.986532221802646	14.10815857528454	13.070825346471132	13.438093204726346	13.753807465800525	12.833601722143914
ABCB8	13.6041234443662	11.553293828845295	11.312504985624507	12.801090587377562	8.461840875653456	10.833193850407305	9.947280096028608	14.38195937708162
ABCB9	3.601602325169234	1.8783061272219341	1.8380832518285093	2.373048778819923	5.872460489902572	1.524867210929993	2.1772111205079754	2.9215698521801565
ABCC1	11.337630055869566	21.005729294391106	21.588139253139094	14.300959094607714	10.053034113056004	12.898711286812212	11.325941446135328	10.462014764182623
ABCC10	5.418813524285927	8.433305863581946	6.816770671435213	7.263487638135052	3.271745639133627	4.58228645372348	4.828301266333663	4.710581227364461
ABCC11	0.19846403394331205	0.26251439658882425	0.3093818981086148	0.2979162684406746	0.16821176097903312	0.19445548026328074	0.12894964039933246	0.19419599846985036
ABCC12	0.0849269644327744	0.0	0.005824161199925354	0.01091454488732648	0.017792167133639885	0.009853405287659472	0.0	0.11715349225133846
ABCC2	1.0821510903400406	0.13362907212832859	0.19442413851929058	0.22569939731263186	0.297270666559674	0.24823988354630816	0.4004119984281546	0.30662585771496
ABCC3	79.31179515949044	4.467510984599359	9.787534016533444	13.770520556725916	5.928807747925747	34.88161016741259	13.831565847019153	33.64454602581827
ABCC4	13.58063964168258	4.960786957609083	4.599707238937271	6.914503151873399	5.3819234362841275	7.874324396752693	13.667840382742082	8.993612144309346
ABCC5	18.31852565621929	6.514131903366315	7.588766953128284	9.926453320914074	4.313832815162402	15.358150821527968	11.25670038455482	11.761904738311245
ABCC5-AS1	0.014974714201029799	0.0	0.007765548266567138	0.007276363258217653	0.01613447592862036	0.017713076443343332	0.0	0.0
ABCC6	15.273022041154565	0.8719813072767997	0.700233459015966	2.4687087484879817	1.2278358528924258	3.8280856996944532	3.9608751441969368	7.410191099499767
ABCC8	1.8454732564312781	0.04125877839798008	0.031530908501722764	0.1832197669404168	0.18311772568464119	0.46901847992783774	0.8067257288378911	0.575095069542933
ABCC9	1.8651368031361308	0.6474626511906237	1.7325712486683837	0.8537763984031593	0.5732359728527441	1.2014650455176739	1.6154694403632095	20.82190930752931
ABCD1	4.214346859383855	3.6647065492675375	5.758274983649374	6.361633231508442	3.477675422153919	11.216517097801896	5.100061493983096	5.659070905379734
