gene	malignant	cd8	cd4	nk	b	myeloid	endothelial	fibroblast
A1BG	24.61993363120479	42.820397962481465	32.28757854265271	16.415052071473998	31.862093253465254	29.158920330626138	15.047889909637421	27.876544261650164
A1BG-AS1	3.191627297999537	9.590173802774215	5.348929320799976	4.291071703331377	4.399773119977752	4.051978745024591	0.557329255912497	5.106099691490377
A1CF	0.15843479728802404	0.018128872973108154	0.0	0.0	0.0	0.009579145969325275	0.557329255912497	0.0
A2M	1.444675191060535	3.5170013567829823	1.7829764402666586	2.6563777211099002	2.2562939076808983	136.24419312171338	831.2565851934894	887.9553364399886
A2M-AS1	0.48989707056165327	9.553916056827997	3.1779476448276194	6.402551430367451	0.402909626371589	0.7375942396380462	2.7866462795624853	1.7480341286183272
A2ML1	13.748388001506823	0.09064436486554077	0.04619109948877354	0.06811224925922821	0.08058192527431779	0.10537060566257803	0.0	0.4600089812153492
A2ML1-AS1	0.1626041340587615	0.03625774594621631	0.05542931938652825	0.13622449851845642	0.04834915516459068	0.01915829193865055	0.2786646279562485	0.13800269436460477
A2ML1-AS2	0.004169336770737475	0.0	0.0	0.0	0.0	0.009579145969325275	0.0	0.0
A3GALT2	0.020846683853687372	0.018128872973108154	0.018476439795509416	0.0	0.0	0.0383165838773011	0.0	0.0
A4GALT	25.37875292347901	0.2538042216235142	1.9123115188352244	1.7709184807399334	2.9009493098754406	2.5480528278405234	57.9622426148997	43.28684513236436
A4GNT	0.0020846683853687374	0.0	0.009238219897754708	0.0	0.01611638505486356	0.277795233110433	0.0	0.0
AAAS	25.681029839357475	19.36163633527951	17.007562831766418	19.27576654036158	15.79405735376629	16.725188862441932	17.834536189199905	19.82638709038155
AACS	19.62923751663203	7.849801997355832	6.33741884985973	8.309694409625841	5.20559237272093	5.680433559809888	5.015963303212473	10.948213752925312
AADAC	1.2508010312212425	0.0	0.018476439795509416	0.0	0.0	0.0383165838773011	0.0	3.8180745440873984
AADACL2	0.5190824279568157	0.0	0.009238219897754708	0.0	0.0	0.009579145969325275	0.0	1.0120197586737685
AADACL2-AS1	0.018762015468318637	0.018128872973108154	0.0	0.0	0.0	0.0	0.0	0.0
AADACL4	0.004169336770737475	0.0	0.0	0.0	0.0	0.0	0.0	0.13800269436460477
AADAT	3.9838012844396573	0.018128872973108154	0.36029057601243364	0.0	0.16116385054863558	0.46937815249693854	0.8359938838687456	2.9440574797782353
AAGAB	28.263933968829342	27.99097987047899	21.266382204631338	30.65051216665269	13.167086589823526	14.512406143527793	14.769225281681171	15.548303565078806
AAK1	27.80322225566285	132.21387059287775	139.28464139844775	132.47832480919885	8.541684079077687	39.12123213872443	37.062395518181056	35.60469514606803
AAMDC	33.36720217621201	8.53869917033394	8.591544504911878	9.603827145551177	5.721316694476563	22.654680217454278	76.9114373159246	67.161311257441
AAMP	64.9624362248606	50.16259151659027	42.30180891181881	57.07806487923324	32.58733058093412	45.20398982924597	53.22494393964347	58.37513971622782
AANAT	0.10840275603917435	0.18128872973108154	0.08314397907979236	0.06811224925922821	0.12893108043890847	0.16284548147852967	0.0	0.13800269436460477
AAR2	17.89687808839061	19.94176027041897	15.16915707211323	19.207654291102354	9.105757555997911	12.060144775380522	16.441213049418664	14.76628829701271
AARD	2.8559956879551702	0.1631598567579734	0.05542931938652825	1.021683738888423	0.04834915516459068	0.06705402178527692	0.0	0.4600089812153492
AARS	36.04600105141084	19.27099197041397	16.970609952175398	17.572960308880877	21.14469719198099	20.441897498540136	24.24382263219362	28.336553242865513
AARS2	10.73395751626363	10.097782246021243	9.053455499799615	8.445918908144296	5.7857822346960175	6.331815485724007	4.737298675256225	6.07211855204261
AARSD1	29.195780737089166	24.07514330828763	26.48597644686275	22.74949125258222	20.709554795499674	15.805590849386705	23.407828748324878	31.00460533391454
AASDH	14.66147275429833	16.207212437958688	14.236096862440005	14.916582587770977	9.170223096217365	9.377983903969444	12.539908258031184	13.708267640217407
AASDHPPT	36.71726427149957	44.39760991114187	33.08206545385961	45.29464575738675	21.047998881651807	25.729586073607692	29.538450563362343	27.9225451597717
AASS	5.461831169666092	2.5924288351544664	2.3465078540296957	3.6780614599983235	2.2562939076808983	0.6801193638220946	24.522487260149873	29.99258557524077
AATBC	2.5683114507742846	0.10877323783864894	0.027714659693264126	0.13622449851845642	0.14504746549377204	2.5863694117178246	0.557329255912497	0.32200628685074445
AATF	51.45170041928581	69.50609897889667	54.39463875797972	67.3630145173767	33.312567908402976	43.096577715994414	34.833078494531065	34.68467718363733
AATK	10.029339602008996	1.069603505413381	1.4596387438452438	2.7926022196283564	0.7252373274688602	5.900753917104369	11.703914374162439	21.528420320878343
ABALON	2.0429750176613624	1.1239901243327055	1.1270628275260743	1.2941327359253358	0.7252373274688602	0.9866520348405035	1.6719877677374912	0.598011675579954
ABAT	5.201247621495	7.7591576324902904	4.896256545809995	4.972194195923659	3.6423030223991644	4.530936043490855	3.9013047913874797	3.588070053479724
ABCA1	16.120740624056445	4.350929513545958	11.08586387730565	7.015561673700505	11.039723762581538	106.10819990221607	14.769225281681171	36.93872119159255
ABCA10	0.6066385001423027	0.4532218243277039	0.36952879591018833	0.27244899703691283	0.25786216087781694	0.14368718953987913	0.2786646279562485	15.77830805568648
ABCA12	3.8399591658492147	0.0	0.05542931938652825	0.2043367477776846	0.04834915516459068	0.0383165838773011	0.0	0.0
ABCA13	9.022444771875895	0.07251549189243262	0.03695287959101883	0.0	0.08058192527431779	0.0766331677546022	0.0	0.13800269436460477
ABCA2	13.840113410463047	35.17001356782982	10.309853405894254	46.72500299183055	2.3207594479003526	4.779993838693312	10.867920490293693	10.856211956682243
ABCA3	10.30660049726304	3.353841500025009	2.5589869116780544	5.380867691479028	1.0153322584564042	2.442682222177945	8.917268094599953	3.4040664609935845
ABCA4	2.4182153270277356	0.03625774594621631	0.018476439795509416	0.06811224925922821	0.04834915516459068	0.0383165838773011	3.065310907518734	0.8280161661876286
ABCA5	18.57439531363545	11.221772370353948	11.59396597168216	14.235460095178695	7.10732580919483	5.488850640423383	10.310591234381196	13.386261353366663
ABCA6	0.31270025780531063	0.1269021108117571	0.13857329846632063	0.0	1.4504746549377203	2.0595163834049344	2.7866462795624853	28.10654875225784
ABCA7	22.487317872972568	24.020756689368305	19.852934560274868	18.5946440477693	10.36283559027727	9.176821838613613	3.3439755354749825	2.6680520910490255
ABCA8	0.6420778626935711	0.018128872973108154	0.027714659693264126	0.13622449851845642	0.14504746549377204	0.2682160871411077	1.114658511824994	87.26370373655175
ABCA9	0.206382170151505	0.09064436486554077	0.03695287959101883	0.06811224925922821	0.11281469538404491	0.22032035729448132	1.114658511824994	26.81852360485486
ABCA9-AS1	0.4669657183225972	0.0	0.009238219897754708	0.0	0.0	0.0	0.557329255912497	0.09200179624306985
ABCB1	0.24390620108814232	21.627745456918028	5.912460734563013	39.57321681961159	3.835699643057527	0.488536444435589	13.65456676985618	1.4720287398891176
ABCB10	9.395600412856899	11.765638559547194	10.10661256814365	14.916582587770977	4.2547256544839795	7.921953716632003	7.802609582774959	6.210121246407215
ABCB11	1.897048230685551	0.09064436486554077	0.4988638744787543	0.13622449851845642	0.32232770109727116	0.1532663355092044	1.114658511824994	0.4140080830938143
