	malignant	cd8	cd4	nk	b	myeloid	endothelial	fibroblast
CD8A	1.9273532474299255	695.0222132977569	31.303150329638097	42.51788373095235	4.3067325127008225	3.2655222301679783	2.8476352582522653	4.031303383722428
CD8B	1.3905971535251145	386.0282285325693	23.374473614105106	7.787273502878239	2.7874237405079874	1.7917145429476453	1.6420361478776475	2.6011991711361375
CD4	3.1875008860625487	9.710333088147046	146.25663523468447	19.614992490115796	8.955292924406894	93.21001142769869	7.890253558130453	25.067524463548274
NKG7	6.5588475733038525	2078.1018717456604	108.66133244006772	4095.003830460112	12.564484526378232	18.663058763991362	18.985857300611514	10.648787473050923
MS4A1	0.835945106008761	16.570188265751998	7.799133625211905	21.053412815536326	461.1292167818882	1.3186025921583049	1.713466393518002	0.7775066597382844
CD79A	2.4046626851668447	20.499877836144357	18.094669132922423	22.01767312117576	815.2667950304085	2.823045102168035	4.2261504453293535	3.7714031959068635
LYZ	45.944742271221855	313.85938440620026	2226.4434192613553	1171.346352059592	372.51452155412574	4549.560473433219	46.458116147349415	17.23402688143014
EPCAM	395.38156902590094	19.477750432281923	12.789386438697516	55.033233429681886	29.612964833766842	81.7052308489134	63.96604315823063	145.0079414483232
KRT19	1028.0252516983019	86.87665067920052	34.94142024471934	151.9544087717337	68.95443846339293	139.4180796273747	139.87926426482386	335.6157472883258
KRT8	797.5068978831425	39.77195886213507	29.265185462851818	125.26639476390281	53.643567640985154	161.59670460083188	205.04951073295507	347.6146977845842
PECAM1	1.93253603336166	42.533688536520906	37.60558405087174	38.60124167784923	35.45242063199561	84.59304812065979	562.1100788750716	4.761655473521689
COL1A1	71.3027290735756	63.85878722026234	141.94311288185605	112.86967206616086	30.148341188708034	140.77322887449287	53.277400499044205	3026.5142918004112
CLDN4	567.079633155694	26.76920676970169	19.608581843063764	64.84473859991603	37.055676165629876	78.10617313803414	78.4833436359803	196.31906114844176
PTPRC	5.106202663355683	798.6174835057097	542.8176852810848	582.8983031291507	199.08880547132333	204.04540719011698	50.14429863780026	47.000755596881646
CD3D	9.309068347861778	949.7289950939498	582.5016576582957	93.49583314357753	35.18273423598556	29.289592221222748	28.654301427313932	37.848221138453326
