	TACSTD2_median_probes	TACSTD2_202287_s_at	CD8_score	NK_score	pan_immune_score	epithelial_proxy	title	group
GSM5729874	5.464000871	5.671780138	-1.4422146570435155	-1.7694708430124628	-1.7196327066053563	0.2485686458029375	Mouse 3: No T cells	No T cells
GSM5729875	5.480842215	5.581066589	-0.819472322688362	-0.7449148686330819	-0.8028070233947551	-0.49492298658760864	Mouse 4: No T cells	No T cells
GSM5729876	5.472362167	5.716631455	-1.6891187705203246	-1.7059154198964566	-1.777718817100905	0.045532886727069455	Mouse 5: No T cells	No T cells
GSM5729877	5.665084262000001	6.061141712	1.2506075477288667	0.41286825610990757	0.6127294317870645	0.7822942387739094	Mouse 6: T cells with isotype	T cells with isotype
GSM5729878	5.87419208	6.260163942	-1.0308504896406727	-0.7120718437610055	-1.115313394075485	-0.7806387176356356	Mouse 7: T cells with isotype	T cells with isotype
GSM5729879	5.6383672135000005	5.934411289	0.13124134214546623	0.6287966748539523	0.16291521943311216	0.8159263476775627	Mouse 8: T cells with isotype	T cells with isotype
GSM5729880	5.577262469000001	5.758729929	0.2075738954019219	0.14366135051297427	0.02857369802078062	0.09390156186839124	Mouse 9: T cells with isotype	T cells with isotype
GSM5729881	5.7585011515	6.109071914	0.6864215692065613	0.3789668684452551	1.212373083245965	0.43483789278434076	Mouse 10: T cells with isotype	T cells with isotype
GSM5729882	5.533092434	5.475580711	-0.019386690249697636	0.07351140488678955	0.01602056667784919	-0.1396632168685927	Mouse 6: T cells with MEDI4736	T cells with MEDI4736
GSM5729883	5.887074289	5.177842106	-0.5007169028980866	0.3472377583573181	0.1299715624936064	-1.7361112377920478	Mouse 7: T cells with MEDI4736	T cells with MEDI4736
GSM5729884	5.5834807815000005	5.653104946	-0.13907532783941517	-0.5460244105938424	-0.6254170247804259	-0.22213367963458977	Mouse 8: T cells with MEDI4736	T cells with MEDI4736
GSM5729885	5.3244857405	5.514631234	2.0114716218258684	1.6361323067045717	1.8798711505403631	0.6299107331486196	Mouse 9: T cells with MEDI4736	T cells with MEDI4736
GSM5729886	5.946498116	5.799060839	-0.8585877487434868	-1.2156463146075815	-0.05854856281836923	-1.3227534321485486	Mouse 10: T cells with MEDI4736	T cells with MEDI4736
GSM5729887	5.413933013	5.447248185	-0.6377290996485803	-0.28197905012183394	-0.40155480679365546	0.5770418698865947	Mouse 6: T cells with MEDI9447	T cells with MEDI9447
GSM5729888	5.519478843	5.855588747	-0.1604339415825282	-0.2547214892329564	-0.6979352600614953	0.2527297843632328	Mouse 7: T cells with MEDI9447	T cells with MEDI9447
GSM5729889	5.7508767305	5.758557552	-0.23878768026604216	-0.20325948301652175	-0.016937871601504433	0.004394146758317261	Mouse 8: T cells with MEDI9447	T cells with MEDI9447
GSM5729890	5.555673605	5.646890523	-0.27183448677170147	0.18981938526380085	0.765307924058037	0.72196976046415	Mouse 9: T cells with MEDI9447	T cells with MEDI9447
GSM5729891	5.98242235	5.561781576	-0.5117122002983112	0.35441862173921806	0.08174679193680498	-2.258061880908212	Mouse 10: T cells with MEDI9447	T cells with MEDI9447
GSM5729892	5.6938238519999995	6.304041576	1.038074774630537	0.5398459066938252	0.24674412067366355	1.3545001799277112	Mouse 6: T cells with combo	T cells with combo
GSM5729893	5.4452327369999995	5.735557702	-0.651939169611806	-0.033546698604266734	0.13663811018139918	-0.6872290581934222	Mouse 7: T cells with combo	T cells with combo
GSM5729894	5.671653413	5.791488081	0.8728756970875307	1.5651488192893972	0.6667572581702911	0.64082508894646	Mouse 8: T cells with combo	T cells with combo
GSM5729895	5.516095127	5.957754599	1.399553175950049	0.2248675628842479	-0.034219916306001595	0.5473931939837657	Mouse 9: T cells with combo	T cells with combo
GSM5729896	5.591606297	5.785108169	1.3740398638257565	0.9722755057388349	1.3104364663190475	0.49168787865556685	Mouse 10: T cells with combo	T cells with combo
