tf	target	resource	confidence	effect	reference	note
HIF1A	PFKFB2	CollecTRI		Activation	CollecTRI2:38098117;CollecTRI:17143338	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PFKFB3	CollecTRI		Activation	CollecTRI2:32366406;CollecTRI:16025159;CollecTRI:11744734;CollecTRI2:31958214;CollecTRI2:19828020;CollecTRI2:31737114;CollecTRI2:23674815;CollecTRI2:26899267;CollecTRI:19828020;HTRIdb:19828020;CollecTRI2:17100286;CollecTRI2:35499365;CollecTRI2:24035332;DoRothEA:16025159;CollecTRI2:30448556;CollecTRI	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PFKFB4	CollecTRI		Activation	CollecTRI:16025159;CollecTRI2:19828020;CollecTRI:21447827;PAZAR:21447827;CollecTRI:19828020;CollecTRI2:21640852;HTRIdb:19828020;CollecTRI2:17100286;DoRothEA:16311927;CollecTRI:15474002;PAZAR:19828020;TRRUST:16311927;CollecTRI2:21447827;CollecTRI2:16311927;CollecTRI2:16025159;CollecTRI2:35813480;Coll	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PFKL	CollecTRI		Activation	CollecTRI2:32436837;CollecTRI2:8089148;CollecTRI2:30548595;CollecTRI:8089148;CollecTRI2:19689405;CollecTRI2:31499711;DoRothEA:8089148	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PGAM1	CollecTRI		Activation	CollecTRI2:36400203;CollecTRI2:34987057;CollecTRI2:19828020;CollecTRI2:25089665;CollecTRI:19828020;HTRIdb:19828020;CollecTRI2:29362480	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PGF	CollecTRI		Activation	CollecTRI2:25391298;CollecTRI2:29293036;CollecTRI2:32848728;CollecTRI:18411415;CollecTRI2:14576200;CollecTRI2:20880076;CollecTRI2:24504136;CollecTRI2:28378526;CollecTRI2:19712973;CollecTRI2:23329331;CollecTRI:18945963;CollecTRI:20448047;CollecTRI2:22172336;CollecTRI2:28963486;CollecTRI2:20937289;Col	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PGK1	CollecTRI		Activation	CollecTRI2:24584933;CollecTRI2:19828020;CollecTRI2:22807441;CollecTRI2:29641463;CollecTRI2:31683709;CollecTRI2:35159233;CollecTRI2:8089148;CollecTRI2:23727790;CollecTRI:19828020;CollecTRI2:11085544;TRRUST:8089148;CollecTRI2:17437048;HTRIdb:19828020;CollecTRI2:22406979;CollecTRI2:17404621;CollecTRI2:	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PI3	CollecTRI		Activation	CollecTRI:24227191	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PIK3C3	CollecTRI		Activation	CollecTRI:15806152;CollecTRI:16682453;CollecTRI:16618748;CollecTRI:15833446	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PIK3CA	CollecTRI		Activation	CollecTRI2:23060442;CollecTRI:23060442;TRRUST:23060442;DoRothEA:23060442;CollecTRI2:21677261	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PIK3R1	CollecTRI		Activation	CollecTRI:20724477;CollecTRI:11359907;CollecTRI:16618748;CollecTRI:14726529;CollecTRI:16682453;CollecTRI:21835053;CollecTRI:15833446;CollecTRI:16982770	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PKM	CollecTRI		Activation	CollecTRI2:31611596;CollecTRI2:18813785;CollecTRI2:27773696;CollecTRI2:28827059;CollecTRI2:19828020;CollecTRI2:23762265;CollecTRI2:25089665;CollecTRI2:28168807;CollecTRI2:31683709;CollecTRI2:28577299;CollecTRI2:30548595;CollecTRI2:30180863;CollecTRI2:24123565;CollecTRI2:33991457;CollecTRI2:36348389;	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PLAT	CollecTRI		Activation	CollecTRI:19490965;CollecTRI2:32627929	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PLAU	CollecTRI		Activation	TRRUST:14567996;CollecTRI2:19490965;CollecTRI2:28712397;CollecTRI2:19074827;CollecTRI:14567996;CollecTRI:19490965;CollecTRI2:31251468;CollecTRI2:14567996;DoRothEA:14567996;CollecTRI2:25687381	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PLAUR	CollecTRI		Activation	CollecTRI:17357815;CollecTRI2:29966011;CollecTRI2:22716951;CollecTRI2:18619649;CollecTRI2:26718775;CollecTRI:16956360;CollecTRI2:16956360;CollecTRI2:17335808;CollecTRI2:28257048;CollecTRI2:31251468;CollecTRI2:12615733;CollecTRI2:19287962;CollecTRI2:35785760;CollecTRI:17335808;CollecTRI2:34858489;Col	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PLG	CollecTRI		Activation	CollecTRI:19490965;CollecTRI2:14567996	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PMAIP1	CollecTRI		Activation	CollecTRI2:18042711;CollecTRI2:35628182;CollecTRI2:26746864;CollecTRI2:15082785;CollecTRI2:14699081;CollecTRI2:31863220;CollecTRI2:20393480;CollecTRI:18042711;CollecTRI2:23593480;CollecTRI2:29045486	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PNMT	CollecTRI		Activation	CollecTRI2:21046459;CollecTRI2:34480587;CollecTRI2:29288726;CollecTRI:19220706;CollecTRI2:19220706	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	POLM	CollecTRI		Activation	CollecTRI:17056006;CollecTRI2:17056006	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	POU5F1	CollecTRI		Activation	CollecTRI2:37489462;CollecTRI2:16510872;CollecTRI2:21705075;CollecTRI2:23554223;CollecTRI2:24071737;CollecTRI2:24718784;CollecTRI2:30553971;CollecTRI2:30056064;CollecTRI2:34766965;CollecTRI2:36804853;CollecTRI:16510872;CollecTRI2:33015064;CollecTRI2:27183216;CollecTRI2:25120646;CollecTRI2:21947321;C	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPARA	CollecTRI		Activation	CollecTRI2:31932578;TRRUST:14521756;CollecTRI2:14733792;CollecTRI2:32962341;CollecTRI2:11390509;CollecTRI2:23476056;CollecTRI2:12099716;CollecTRI:14521756;CollecTRI2:14521756;CollecTRI2:37006237;DoRothEA:14521756	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPARG	CollecTRI		Activation	CollecTRI:18461556;CollecTRI2:32962341;CollecTRI2:25391250;CollecTRI2:35786773;CollecTRI:19490906;CollecTRI2:18606657;CollecTRI2:37460041;CollecTRI2:18461556;CollecTRI2:35008683;CollecTRI2:27551468;CollecTRI2:37473957;CollecTRI2:37995680;CollecTRI2:24374034;CollecTRI:11879638;CollecTRI2:19490906;Col	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPFIA4	CollecTRI		Activation	CollecTRI2:36226248;CollecTRI2:37596446;CollecTRI:20599943;CollecTRI2:20599943	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPP1R10	CollecTRI		Activation	CollecTRI2:17318220;HTRIdb:19828020;CollecTRI:19828020;CollecTRI2:19828020	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPP1R3C	CollecTRI		Activation	DoRothEA:20888814;CollecTRI:20888814;CollecTRI2:19828020;CollecTRI2:20888814;CollecTRI:21447827;PAZAR:21447827;TRRUST:20888814;CollecTRI:19828020;HTRIdb:19828020;CollecTRI2:21447827	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PPP5C	CollecTRI		Activation	CollecTRI2:18280813;HTRIdb:19828020;CollecTRI:19828020;CollecTRI2:19828020	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRDX2	CollecTRI		Activation	CollecTRI:26837221;CollecTRI2:26837221	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRDX3	CollecTRI		Activation	CollecTRI2:25093297;CollecTRI:25093297	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRKG1	CollecTRI		Activation	HTRIdb:19828020;CollecTRI:15315937;CollecTRI:23958427	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRMT1	CollecTRI		Activation	CollecTRI:24451260;CollecTRI2:34648085	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRNP	CollecTRI		Activation	CollecTRI:23131565;CollecTRI2:28901450;CollecTRI2:25742790;CollecTRI2:33276687;CollecTRI2:22036844;CollecTRI2:28759037;CollecTRI2:33896033;CollecTRI2:23131565	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PROM1	CollecTRI		Activation	CollecTRI:19738050;CollecTRI2:26154152;CollecTRI2:19718046;CollecTRI2:20671264;CollecTRI2:22134773;CollecTRI2:29492900;CollecTRI2:27208741;CollecTRI2:23840432;CollecTRI2:21947321;CollecTRI2:36804853;CollecTRI2:34976166;CollecTRI2:22225988;CollecTRI2:19738050;CollecTRI2:26785288;CollecTRI2:29115404;C	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PROX1	CollecTRI		Activation	CollecTRI2:23395615;CollecTRI2:24333723;CollecTRI:23395615	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PRPH2	CollecTRI		Activation	CollecTRI:20237864	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PSMC6	CollecTRI		Activation	CollecTRI:11007955	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PTEN	CollecTRI		Activation	CollecTRI2:22184110;CollecTRI2:33968177;CollecTRI2:24914051;CollecTRI2:19648120;CollecTRI2:30267829;CollecTRI2:29501572;CollecTRI2:31682848;CollecTRI:19648120;CollecTRI2:29316938;CollecTRI2:28543796;CollecTRI:18340011;CollecTRI2:36157928;CollecTRI2:28499822	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PTGER1	CollecTRI		Activation	CollecTRI:19277991;CollecTRI2:19277991	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PTGES	CollecTRI		Activation	CollecTRI2:18050215;CollecTRI2:20682710;DoRothEA:18050215;TRRUST:18050215;CollecTRI2:20042640;CollecTRI2:23166763;CollecTRI:18050215	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PTGS2	CollecTRI		Activation	CollecTRI2:19352460;CollecTRI2:21984126;CollecTRI2:19106818;CollecTRI2:21426663;CollecTRI2:23729446;CollecTRI2:19287962;CollecTRI2:24190904;CollecTRI:21149600;CollecTRI:23144021;CollecTRI2:20068092;CollecTRI2:33782420;CollecTRI2:24048733;CollecTRI2:33973103;CollecTRI2:22937490;CollecTRI2:25692008;Co	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	PTK6	CollecTRI		Activation	CollecTRI2:23928995;CollecTRI:23928995;CollecTRI2:26825173	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	QSOX1	CollecTRI		Activation	CollecTRI:24008827;CollecTRI2:26976451;CollecTRI2:24008827	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RAC1	CollecTRI		Activation	CollecTRI:19132225;CollecTRI:20001745;CollecTRI2:20001745;CollecTRI2:27185877	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RAPGEF3	CollecTRI		Activation	CollecTRI2:22474076;CollecTRI2:23702312;CollecTRI:22474076	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RARB	CollecTRI		Activation	CollecTRI2:22964004;CollecTRI2:21554977;CollecTRI:21554977	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RBMS1	CollecTRI		Activation	CollecTRI:24100543	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RECK	CollecTRI		Repression	TRRUST:20442303;CollecTRI:21468925;CollecTRI2:20154725;CollecTRI2:21468925;DoRothEA:20442303;CollecTRI2:20080132;CollecTRI:20442303;CollecTRI2:20442303;CollecTRI:20080132;CollecTRI2:28515436	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RGCC	CollecTRI		Activation	CollecTRI2:19652095;CollecTRI2:28810656;CollecTRI:19652095	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RHO	CollecTRI		Activation	CollecTRI:12697836	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RORA	CollecTRI		Activation	CollecTRI2:31287590;CollecTRI2:15270719;CollecTRI:15270719;DoRothEA:14742449;CollecTRI2:20196782;CollecTRI:14742449;CollecTRI2:28332183;TRRUST:14742449;CollecTRI2:14742449	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	ROS1	CollecTRI		Activation	CollecTRI:17942638;CollecTRI:23626778	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RPS6KB1	CollecTRI		Activation	CollecTRI:19106818;CollecTRI2:25874499	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RPSA	CollecTRI		Activation	CollecTRI2:19998339;CollecTRI2:19123465;CollecTRI:19123465;CollecTRI2:20491781	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	RUNX1T1	CollecTRI		Activation	CollecTRI:17289019	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	S100A11	CollecTRI		Activation	CollecTRI2:12815367;CollecTRI:12815367	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	S100A4	CollecTRI		Activation	CollecTRI2:22561747;CollecTRI2:19637235;CollecTRI2:22287060;CollecTRI2:20367639;DoRothEA:19637235;CollecTRI2:26483185;CollecTRI2:20158611;HTRIdb:19637235;CollecTRI:19637235	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	S100A8	CollecTRI		Activation	CollecTRI:22505354;CollecTRI2:21946855;CollecTRI2:22505354;CollecTRI2:32733885	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	S100A9	CollecTRI		Activation	CollecTRI2:22505354;CollecTRI2:36041055;CollecTRI2:37723445;CollecTRI2:21946855;CollecTRI:22505354	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SAT1	CollecTRI		Activation	CollecTRI:17875644	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SDC1	CollecTRI		Activation	CollecTRI:19401393;CollecTRI2:36379108;CollecTRI2:34013835	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SDC4	CollecTRI		Activation	CollecTRI:24558194;CollecTRI2:24558194	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SDHB	CollecTRI		Repression	CollecTRI2:17102089;DoRothEA:17102089;CollecTRI:18252725;TRRUST:17102089;CollecTRI:17102089;CollecTRI2:26261517;CollecTRI2:34103526	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SEMA4D	CollecTRI		Activation	CollecTRI2:19762474;CollecTRI2:30617444;CollecTRI:19762474;CollecTRI2:30854096	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SENP1	CollecTRI		Activation	CollecTRI2:20841360;CollecTRI2:28796315;CollecTRI2:33746578;CollecTRI2:31953908;CollecTRI2:25448415;CollecTRI:20841360	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SERPINE1	CollecTRI		Activation	CollecTRI2:31611596;CollecTRI:15968405;CollecTRI:19490965;CollecTRI2:29641463;CollecTRI:17384280;CollecTRI2:9427542;CollecTRI2:17272744;CollecTRI2:15968405;CollecTRI2:15328163;CollecTRI:20136501;CollecTRI2:20351105;PAZAR:19828020;CollecTRI2:15010533;CollecTRI2:15839049;CollecTRI:10590062;CollecTRI:1	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SETD2	CollecTRI		Activation	CollecTRI2:18842833;CollecTRI2:19091749;DoRothEA:18842833;TRRUST:18842833;TRRUST:19091749;CollecTRI:19091749;CollecTRI:18842833	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SH3BP2	CollecTRI		Activation	CollecTRI:21738685;CollecTRI2:21738685	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SIM1	CollecTRI		Activation	CollecTRI:17826745	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC11A1	CollecTRI		Activation	CollecTRI:17606764;CollecTRI2:17606764	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC11A2	CollecTRI		Activation	CollecTRI2:20681027;CollecTRI2:30415773;CollecTRI2:18419598;CollecTRI:20945371;PAZAR:21447827;CollecTRI2:28762519;CollecTRI2:22198321	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC22A5	CollecTRI		Activation	CollecTRI:21771897;CollecTRI2:35108516	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC29A1	CollecTRI		Repression	TRRUST:19853583;CollecTRI2:32206108;CollecTRI2:16330813;DoRothEA:19853583;CollecTRI:19853583;CollecTRI2:19853583	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC29A2	CollecTRI		Activation	CollecTRI:19105964;CollecTRI2:19105964	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC2A1	CollecTRI		Activation	CollecTRI2:15496478;CollecTRI2:25979359;CollecTRI2:33869936;CollecTRI2:29641463;CollecTRI2:19541609;CollecTRI2:33655623;CollecTRI2:19695250;CollecTRI2:16208522;CollecTRI2:23563563;CollecTRI2:28689265;CollecTRI2:23330712;PAZAR:19828020;CollecTRI2:30855698;CollecTRI2:31524211;CollecTRI2:24944654;Colle	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC2A3	CollecTRI		Activation	CollecTRI2:25391298;CollecTRI2:18172662;CollecTRI:23321477;CollecTRI2:15809491;HTRIdb:19828020;CollecTRI:22104347;CollecTRI2:38098117;CollecTRI2:33773574;CollecTRI2:22645302;CollecTRI2:33345622;CollecTRI2:26347605;CollecTRI2:18371555;CollecTRI2:11943784;CollecTRI2:27748854;CollecTRI:15809491;CollecT	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC2A4	CollecTRI		Activation	CollecTRI2:15496478;CollecTRI2:24260440;CollecTRI2:35008683;CollecTRI2:32977740;CollecTRI2:30954346;CollecTRI2:32306006;CollecTRI2:33618724;CollecTRI2:16024167;CollecTRI2:18957617;CollecTRI2:33520443;CollecTRI:18957617;CollecTRI2:27268080;CollecTRI2:23640464	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC34A1	CollecTRI		Activation	CollecTRI:17606764;CollecTRI2:17606764	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC8A1	CollecTRI		Activation	CollecTRI:21613675;CollecTRI2:23224876;CollecTRI2:21293012;CollecTRI2:37154033;CollecTRI2:21613675	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SLC9A1	CollecTRI		Activation	CollecTRI2:21185840;CollecTRI:16766575;CollecTRI2:16766575;CollecTRI2:27035646;CollecTRI2:24862279	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SMAD4	CollecTRI		Activation	CollecTRI:21055290;CollecTRI2:21055290;CollecTRI2:29423039;CollecTRI2:19603255;CollecTRI2:22006794	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SNAI1	CollecTRI		Activation	CollecTRI2:25975373;CollecTRI2:30614190;CollecTRI2:33158479;CollecTRI2:22178269;CollecTRI2:30975015;CollecTRI2:31241217;CollecTRI2:30392315;CollecTRI2:26707495;CollecTRI2:23496980;CollecTRI2:27044634;CollecTRI2:35571674;CollecTRI2:23142284;CollecTRI:23496980;CollecTRI2:31933745;CollecTRI2:34905218;C	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SOCS1	CollecTRI		Activation	TRRUST:20003295;CollecTRI:20003295;DoRothEA:20003295;CollecTRI2:20003295	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SOD2	CollecTRI		Activation	CollecTRI2:31905813;CollecTRI2:37981699;CollecTRI2:32848792;CollecTRI2:32341232;CollecTRI2:37385335;CollecTRI2:23958427;CollecTRI2:33345622;CollecTRI2:27197253;CollecTRI2:17066447;CollecTRI2:23611775;CollecTRI:23958427	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SOST	CollecTRI		Activation	CollecTRI2:23776575;CollecTRI2:38031108;CollecTRI:23776575;CollecTRI2:29967369	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SOX9	CollecTRI		Activation	CollecTRI2:32572904;CollecTRI:17913788;CollecTRI2:24015654;CollecTRI:20950722;CollecTRI2:17913788;CollecTRI2:25553838;CollecTRI2:35537547;CollecTRI2:34768786;CollecTRI2:34099628;CollecTRI:16023419;CollecTRI2:21795715;CollecTRI2:26349963;CollecTRI2:21037926;CollecTRI2:19790048;CollecTRI2:16023419;Col	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SP1	CollecTRI		Repression	CollecTRI:15780936;CollecTRI2:19934262;CollecTRI:19934262;CollecTRI2:28327666;CollecTRI2:23131565	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SPHK1	CollecTRI		Activation	CollecTRI2:28165392;CollecTRI2:22859402;CollecTRI2:22695326;CollecTRI2:18055454;CollecTRI2:19828020;CollecTRI2:18261991;CollecTRI2:37634735;CollecTRI2:27821815;CollecTRI:18055454;CollecTRI:19828020;HTRIdb:19828020	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SPMAP2	CollecTRI		Activation	CollecTRI:22787137	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SPP1	CollecTRI		Activation	CollecTRI2:30463876;CollecTRI:17848618;CollecTRI:19016748;CollecTRI2:19016748;CollecTRI2:36675807;CollecTRI2:17848618;CollecTRI2:32032472;CollecTRI2:35852344;CollecTRI2:28415624	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SPRY2	CollecTRI		Repression	CollecTRI:28196140;CollecTRI2:28196140	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	SRC	CollecTRI		Activation	CollecTRI2:32141187;CollecTRI:20127031;CollecTRI2:25682869;CollecTRI2:23563312	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	STAT3	CollecTRI		Activation	CollecTRI2:24718784;CollecTRI:20924113;CollecTRI2:35900938;CollecTRI2:23991099;CollecTRI2:24002598;CollecTRI2:25872592;CollecTRI2:23838996;CollecTRI2:26404487;TRRUST:23991099;CollecTRI2:24525913;CollecTRI2:37087791;CollecTRI:23991099;CollecTRI2:23059786;DoRothEA:23991099	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	STC1	CollecTRI		Activation	CollecTRI2:24348907;CollecTRI2:34268656;CollecTRI2:35785493;CollecTRI2:24581122;CollecTRI2:16109785;CollecTRI2:18652825;CollecTRI:18652825;CollecTRI:19628018;CollecTRI2:17395153;CollecTRI2:19628018;PAZAR:19828020;CollecTRI2:22200953;CollecTRI2:25740019;HTRIdb:19828020;CollecTRI2:34820505	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	STC2	CollecTRI		Activation	CollecTRI2:35796937;CollecTRI:23746844;SIGNOR:18394600;CollecTRI2:12885785;CollecTRI2:23746844;CollecTRI2:19828020;CollecTRI:18394600;CollecTRI2:19786016;CollecTRI2:20619259;CollecTRI:19828020;PAZAR:19828020;HTRIdb:19828020;CollecTRI2:18394600	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TCIRG1	CollecTRI		Activation	CollecTRI:10590062	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TERT	CollecTRI		Activation	CollecTRI2:32772829;CollecTRI:15048086;CollecTRI2:16961934;CollecTRI:17699105;TRRUST:15048086;CollecTRI2:18754863;CollecTRI2:15048086;CollecTRI:16961934;TRRUST:18754863;CollecTRI2:17699105;CollecTRI2:34592152;CollecTRI2:28825101;CollecTRI2:37768037;CollecTRI:18754863;CollecTRI2:26428673;CollecTRI2:1	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TF	CollecTRI		Activation	CollecTRI:12393745;CollecTRI2:9242677;CollecTRI2:19828020;CollecTRI2:19139726;CollecTRI2:36040436;CollecTRI:19828020;CollecTRI2:12393745;CollecTRI:9242677;HTRIdb:19828020	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TFF1	CollecTRI		Activation	CollecTRI:21194482;CollecTRI2:19076725	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TFF3	CollecTRI		Activation	CollecTRI2:36965559;CollecTRI2:21769478;CollecTRI2:21305324;CollecTRI2:19076725;CollecTRI:19076725;CollecTRI2:11342587;CollecTRI2:16823775	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TFRC	CollecTRI		Activation	CollecTRI2:37324938;CollecTRI2:18519569;CollecTRI2:22198321;CollecTRI:23160040;CollecTRI:18519569;CollecTRI:10446188;CollecTRI2:23160040;TRRUST:10446187;CollecTRI2:37647427;CollecTRI2:10446187;CollecTRI2:35755436;CollecTRI2:21570450;CollecTRI:10446187;TRRUST:10446188;CollecTRI2:10446188;CollecTRI2:1	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TGFB1	CollecTRI		Activation	CollecTRI:21055290;CollecTRI2:30614190;CollecTRI2:32071910;CollecTRI2:35841007;CollecTRI2:22559939;CollecTRI2:33295886;CollecTRI2:31607301;CollecTRI2:15925386;CollecTRI2:32848728;CollecTRI2:17360382;CollecTRI2:33748142;CollecTRI2:33976746;CollecTRI2:37462772;CollecTRI2:22178269;CollecTRI2:35852344;C	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TGFB3	CollecTRI		Activation	CollecTRI2:24661914;TRRUST:10831118;CollecTRI2:14580376;CollecTRI2:24650070;CollecTRI2:11790723;CollecTRI:16611863;CollecTRI2:11978059;CollecTRI2:16611863;CollecTRI2:35377824;CollecTRI2:17525282;DoRothEA:16611863;TRRUST:16611863;CollecTRI:10831118;CollecTRI2:15155569;CollecTRI2:17437048;CollecTRI2:1	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TH	CollecTRI		Activation	CollecTRI2:20043814;CollecTRI:20043814;CollecTRI:18465225;CollecTRI2:25807177;CollecTRI2:17215402;CollecTRI2:28901191;CollecTRI2:30536670;CollecTRI2:18465225;CollecTRI2:19536501;CollecTRI:20143408;CollecTRI:10849669;CollecTRI2:18708172;CollecTRI:21835053;CollecTRI2:12011461	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	THBS1	CollecTRI		Activation	CollecTRI2:25331755;CollecTRI2:28737660;CollecTRI2:18311056;CollecTRI2:26604208;CollecTRI2:37783703;CollecTRI:18384112;CollecTRI2:30276199;CollecTRI2:27404020;CollecTRI2:18384112;CollecTRI2:23119050	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	THPO	CollecTRI		Activation	CollecTRI:18473128;CollecTRI2:18473128	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TIGAR	CollecTRI		Activation	CollecTRI2:30823646;CollecTRI:23591450;CollecTRI2:23591450	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TIMP1	CollecTRI		Activation	CollecTRI2:15048879;CollecTRI2:28526405;CollecTRI2:29158549;CollecTRI2:37230438;DoRothEA:10334664;CollecTRI2:18341958;CollecTRI2:29641463;CollecTRI2:30828970;CollecTRI2:11115069;CollecTRI2:22377232;CollecTRI2:36937028;CollecTRI:10334664;CollecTRI2:10334664;CollecTRI2:16711028;CollecTRI:15048879;Coll	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TIMP2	CollecTRI		Activation	TRRUST:17332917;CollecTRI2:27018975;CollecTRI2:37710084;DoRothEA:17332917;CollecTRI:17332917;CollecTRI2:35034256;CollecTRI2:17332917	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TKTL1	CollecTRI		Activation	CollecTRI2:30044385;CollecTRI:20103683	CollecTRI via OmniPath; not a lung ChIP peak
HIF1A	TLR2	CollecTRI		Activation	DoRothEA:18159247;TRRUST:18159247;CollecTRI2:19828020;CollecTRI2:18159247;CollecTRI2:33345622;CollecTRI:19828020;CollecTRI2:25604476;HTRIdb:19828020;CollecTRI:18159247	CollecTRI via OmniPath; not a lung ChIP peak
