dropped	n	rho	p
NCCLu_162	6	0.3142857142857143	0.5440932944606415
NCCLu_185	6	0.14285714285714288	0.7871720116618076
NCCLu_327	6	0.14285714285714288	0.7871720116618076
NCCLu_334	6	0.6571428571428573	0.1561749271137024
NCCLu_376	6	0.3714285714285715	0.4684781341107872
NCCLu_383	6	0.3142857142857143	0.5440932944606415
NCCLu_397	6	0.48571428571428577	0.3287230320699708
